LGA_NAME16	Year	Sex	IndigenousStatus	persons
Murray Bridge (RC)	2011	M	Torres Strait Islander	11
Murray Bridge (RC)	2016	F	Aboriginal	443
Murray Bridge (RC)	2016	F	Both Aboriginal & Torres Strait Islander	3
Murray Bridge (RC)	2016	F	Non-indigenous	9930
Murray Bridge (RC)	2016	F	Torres Strait Islander	5
Murray Bridge (RC)	2016	M	Aboriginal	502
Murray Bridge (RC)	2016	M	Both Aboriginal & Torres Strait Islander	3
Murray Bridge (RC)	2016	M	Non-indigenous	9962
Murray Bridge (RC)	2016	M	Torres Strait Islander	7
Naracoorte and Lucindale (DC)	2006	F	Aboriginal	34
Naracoorte and Lucindale (DC)	2006	F	Both Aboriginal & Torres Strait Islander	0
Naracoorte and Lucindale (DC)	2006	F	Non-indigenous	3941
Naracoorte and Lucindale (DC)	2006	F	Torres Strait Islander	0
Naracoorte and Lucindale (DC)	2006	M	Aboriginal	52
Naracoorte and Lucindale (DC)	2006	M	Both Aboriginal & Torres Strait Islander	0
Naracoorte and Lucindale (DC)	2006	M	Non-indigenous	4048
Naracoorte and Lucindale (DC)	2006	M	Torres Strait Islander	4
Naracoorte and Lucindale (DC)	2011	F	Aboriginal	52
Naracoorte and Lucindale (DC)	2011	F	Both Aboriginal & Torres Strait Islander	3
Naracoorte and Lucindale (DC)	2011	F	Non-indigenous	3888
Naracoorte and Lucindale (DC)	2011	F	Torres Strait Islander	9
Naracoorte and Lucindale (DC)	2011	M	Aboriginal	62
Naracoorte and Lucindale (DC)	2011	M	Both Aboriginal & Torres Strait Islander	0
Naracoorte and Lucindale (DC)	2011	M	Non-indigenous	4097
Naracoorte and Lucindale (DC)	2011	M	Torres Strait Islander	5
Naracoorte and Lucindale (DC)	2016	F	Aboriginal	67
Naracoorte and Lucindale (DC)	2016	F	Both Aboriginal & Torres Strait Islander	0
Naracoorte and Lucindale (DC)	2016	F	Non-indigenous	3917
Naracoorte and Lucindale (DC)	2016	F	Torres Strait Islander	0
Naracoorte and Lucindale (DC)	2016	M	Aboriginal	62
Naracoorte and Lucindale (DC)	2016	M	Both Aboriginal & Torres Strait Islander	5
Naracoorte and Lucindale (DC)	2016	M	Non-indigenous	4237
Naracoorte and Lucindale (DC)	2016	M	Torres Strait Islander	4
Northern Areas (DC)	2006	F	Aboriginal	32
Northern Areas (DC)	2006	F	Both Aboriginal & Torres Strait Islander	0
Northern Areas (DC)	2006	F	Non-indigenous	2259
Northern Areas (DC)	2006	F	Torres Strait Islander	3
Northern Areas (DC)	2006	M	Aboriginal	21
Northern Areas (DC)	2006	M	Both Aboriginal & Torres Strait Islander	0
Northern Areas (DC)	2006	M	Non-indigenous	2339
Northern Areas (DC)	2006	M	Torres Strait Islander	0
Northern Areas (DC)	2011	F	Aboriginal	26
Northern Areas (DC)	2011	F	Both Aboriginal & Torres Strait Islander	0
Northern Areas (DC)	2011	F	Non-indigenous	2170
Northern Areas (DC)	2011	F	Torres Strait Islander	4
Northern Areas (DC)	2011	M	Aboriginal	34
Northern Areas (DC)	2011	M	Both Aboriginal & Torres Strait Islander	0
Northern Areas (DC)	2011	M	Non-indigenous	2270
Northern Areas (DC)	2011	M	Torres Strait Islander	0
Northern Areas (DC)	2016	F	Aboriginal	34
Northern Areas (DC)	2016	F	Both Aboriginal & Torres Strait Islander	0
Northern Areas (DC)	2016	F	Non-indigenous	2179
Northern Areas (DC)	2016	F	Torres Strait Islander	0
Northern Areas (DC)	2016	M	Aboriginal	40
Northern Areas (DC)	2016	M	Both Aboriginal & Torres Strait Islander	0
Northern Areas (DC)	2016	M	Non-indigenous	2275
Northern Areas (DC)	2016	M	Torres Strait Islander	0
Norwood Payneham St Peters (C)	2006	F	Aboriginal	52
Norwood Payneham St Peters (C)	2006	F	Both Aboriginal & Torres Strait Islander	5
Norwood Payneham St Peters (C)	2006	F	Non-indigenous	17674
Norwood Payneham St Peters (C)	2006	F	Torres Strait Islander	18
Norwood Payneham St Peters (C)	2006	M	Aboriginal	54
Norwood Payneham St Peters (C)	2006	M	Both Aboriginal & Torres Strait Islander	7
Norwood Payneham St Peters (C)	2006	M	Non-indigenous	15918
Norwood Payneham St Peters (C)	2006	M	Torres Strait Islander	7
Norwood Payneham St Peters (C)	2011	F	Aboriginal	71
Norwood Payneham St Peters (C)	2011	F	Both Aboriginal & Torres Strait Islander	8
Norwood Payneham St Peters (C)	2011	F	Non-indigenous	18085
Norwood Payneham St Peters (C)	2011	F	Torres Strait Islander	4
Norwood Payneham St Peters (C)	2011	M	Aboriginal	84
Norwood Payneham St Peters (C)	2011	M	Both Aboriginal & Torres Strait Islander	5
Norwood Payneham St Peters (C)	2011	M	Non-indigenous	16619
Norwood Payneham St Peters (C)	2011	M	Torres Strait Islander	12
Norwood Payneham St Peters (C)	2016	F	Aboriginal	97
Norwood Payneham St Peters (C)	2016	F	Both Aboriginal & Torres Strait Islander	3
Norwood Payneham St Peters (C)	2016	F	Non-indigenous	18318
Norwood Payneham St Peters (C)	2016	F	Torres Strait Islander	7
Norwood Payneham St Peters (C)	2016	M	Aboriginal	94
Norwood Payneham St Peters (C)	2016	M	Both Aboriginal & Torres Strait Islander	7
Norwood Payneham St Peters (C)	2016	M	Non-indigenous	16818
Norwood Payneham St Peters (C)	2016	M	Torres Strait Islander	12
Onkaparinga (C)	2006	F	Aboriginal	769
Onkaparinga (C)	2006	F	Both Aboriginal & Torres Strait Islander	23
Onkaparinga (C)	2006	F	Non-indigenous	75188
Onkaparinga (C)	2006	F	Torres Strait Islander	41
Onkaparinga (C)	2006	M	Aboriginal	734
Onkaparinga (C)	2006	M	Both Aboriginal & Torres Strait Islander	22
Onkaparinga (C)	2006	M	Non-indigenous	72919
Onkaparinga (C)	2006	M	Torres Strait Islander	44
Onkaparinga (C)	2011	F	Aboriginal	1013
Onkaparinga (C)	2011	F	Both Aboriginal & Torres Strait Islander	30
Onkaparinga (C)	2011	F	Non-indigenous	80070
Onkaparinga (C)	2011	F	Torres Strait Islander	55
Onkaparinga (C)	2011	M	Aboriginal	926
Onkaparinga (C)	2011	M	Both Aboriginal & Torres Strait Islander	31
Onkaparinga (C)	2011	M	Non-indigenous	77405
Onkaparinga (C)	2011	M	Torres Strait Islander	48
Onkaparinga (C)	2016	F	Aboriginal	1270
Onkaparinga (C)	2016	F	Both Aboriginal & Torres Strait Islander	33
Onkaparinga (C)	2016	F	Non-indigenous	83809
Onkaparinga (C)	2016	F	Torres Strait Islander	43
Onkaparinga (C)	2016	M	Aboriginal	1163
Onkaparinga (C)	2016	M	Both Aboriginal & Torres Strait Islander	32
Onkaparinga (C)	2016	M	Non-indigenous	80370
Onkaparinga (C)	2016	M	Torres Strait Islander	45
Orroroo/Carrieton (DC)	2006	F	Aboriginal	7
Orroroo/Carrieton (DC)	2006	F	Both Aboriginal & Torres Strait Islander	0
Orroroo/Carrieton (DC)	2006	F	Non-indigenous	469
Orroroo/Carrieton (DC)	2006	F	Torres Strait Islander	0
Orroroo/Carrieton (DC)	2006	M	Aboriginal	0
Orroroo/Carrieton (DC)	2006	M	Both Aboriginal & Torres Strait Islander	0
Orroroo/Carrieton (DC)	2006	M	Non-indigenous	458
Orroroo/Carrieton (DC)	2006	M	Torres Strait Islander	0
Orroroo/Carrieton (DC)	2011	F	Aboriginal	4
Orroroo/Carrieton (DC)	2011	F	Both Aboriginal & Torres Strait Islander	3
Orroroo/Carrieton (DC)	2011	F	Non-indigenous	414
Orroroo/Carrieton (DC)	2011	F	Torres Strait Islander	3
Orroroo/Carrieton (DC)	2011	M	Aboriginal	10
Orroroo/Carrieton (DC)	2011	M	Both Aboriginal & Torres Strait Islander	0
Orroroo/Carrieton (DC)	2011	M	Non-indigenous	444
Orroroo/Carrieton (DC)	2011	M	Torres Strait Islander	0
Orroroo/Carrieton (DC)	2016	F	Aboriginal	7
Orroroo/Carrieton (DC)	2016	F	Both Aboriginal & Torres Strait Islander	0
Orroroo/Carrieton (DC)	2016	F	Non-indigenous	439
Orroroo/Carrieton (DC)	2016	F	Torres Strait Islander	3
Orroroo/Carrieton (DC)	2016	M	Aboriginal	0
Orroroo/Carrieton (DC)	2016	M	Both Aboriginal & Torres Strait Islander	0
Orroroo/Carrieton (DC)	2016	M	Non-indigenous	447
Orroroo/Carrieton (DC)	2016	M	Torres Strait Islander	0
Peterborough (DC)	2006	F	Aboriginal	26
Peterborough (DC)	2006	F	Both Aboriginal & Torres Strait Islander	3
Peterborough (DC)	2006	F	Non-indigenous	910
Peterborough (DC)	2006	F	Torres Strait Islander	3
Peterborough (DC)	2006	M	Aboriginal	23
Peterborough (DC)	2006	M	Both Aboriginal & Torres Strait Islander	0
Peterborough (DC)	2006	M	Non-indigenous	933
Peterborough (DC)	2006	M	Torres Strait Islander	3
Peterborough (DC)	2011	F	Aboriginal	37
Peterborough (DC)	2011	F	Both Aboriginal & Torres Strait Islander	3
Peterborough (DC)	2011	F	Non-indigenous	821
Peterborough (DC)	2011	F	Torres Strait Islander	3
Peterborough (DC)	2011	M	Aboriginal	28
Peterborough (DC)	2011	M	Both Aboriginal & Torres Strait Islander	0
Peterborough (DC)	2011	M	Non-indigenous	832
Peterborough (DC)	2011	M	Torres Strait Islander	7
Peterborough (DC)	2016	F	Aboriginal	48
Peterborough (DC)	2016	F	Both Aboriginal & Torres Strait Islander	7
Peterborough (DC)	2016	F	Non-indigenous	786
Peterborough (DC)	2016	F	Torres Strait Islander	7
Peterborough (DC)	2016	M	Aboriginal	43
Peterborough (DC)	2016	M	Both Aboriginal & Torres Strait Islander	5
Peterborough (DC)	2016	M	Non-indigenous	779
Peterborough (DC)	2016	M	Torres Strait Islander	3
Playford (C)	2006	F	Aboriginal	887
Playford (C)	2006	F	Both Aboriginal & Torres Strait Islander	12
Playford (C)	2006	F	Non-indigenous	34344
Playford (C)	2006	F	Torres Strait Islander	37
Playford (C)	2006	M	Aboriginal	847
Playford (C)	2006	M	Both Aboriginal & Torres Strait Islander	6
Playford (C)	2006	M	Non-indigenous	33840
Playford (C)	2006	M	Torres Strait Islander	41
Playford (C)	2011	F	Aboriginal	1138
Playford (C)	2011	F	Both Aboriginal & Torres Strait Islander	17
Playford (C)	2011	F	Non-indigenous	38638
Playford (C)	2011	F	Torres Strait Islander	38
Playford (C)	2011	M	Aboriginal	1097
Playford (C)	2011	M	Both Aboriginal & Torres Strait Islander	27
Playford (C)	2011	M	Non-indigenous	38112
Playford (C)	2011	M	Torres Strait Islander	43
Playford (C)	2016	F	Aboriginal	1517
Playford (C)	2016	F	Both Aboriginal & Torres Strait Islander	33
Playford (C)	2016	F	Non-indigenous	43486
Playford (C)	2016	F	Torres Strait Islander	39
Playford (C)	2016	M	Aboriginal	1420
Playford (C)	2016	M	Both Aboriginal & Torres Strait Islander	34
Playford (C)	2016	M	Non-indigenous	42794
Playford (C)	2016	M	Torres Strait Islander	48
Port Adelaide Enfield (C)	2006	F	Aboriginal	1161
Port Adelaide Enfield (C)	2006	F	Both Aboriginal & Torres Strait Islander	23
Port Adelaide Enfield (C)	2006	F	Non-indigenous	51029
Port Adelaide Enfield (C)	2006	F	Torres Strait Islander	35
Port Adelaide Enfield (C)	2006	M	Aboriginal	995
Port Adelaide Enfield (C)	2006	M	Both Aboriginal & Torres Strait Islander	20
Port Adelaide Enfield (C)	2006	M	Non-indigenous	49631
Port Adelaide Enfield (C)	2006	M	Torres Strait Islander	37
Port Adelaide Enfield (C)	2011	F	Aboriginal	1300
Port Adelaide Enfield (C)	2011	F	Both Aboriginal & Torres Strait Islander	19
Port Adelaide Enfield (C)	2011	F	Non-indigenous	55296
Port Adelaide Enfield (C)	2011	F	Torres Strait Islander	53
Port Adelaide Enfield (C)	2011	M	Aboriginal	1264
Port Adelaide Enfield (C)	2011	M	Both Aboriginal & Torres Strait Islander	32
Port Adelaide Enfield (C)	2011	M	Non-indigenous	54801
Port Adelaide Enfield (C)	2011	M	Torres Strait Islander	49
Port Adelaide Enfield (C)	2016	F	Aboriginal	1383
Port Adelaide Enfield (C)	2016	F	Both Aboriginal & Torres Strait Islander	33
Port Adelaide Enfield (C)	2016	F	Non-indigenous	59683
Port Adelaide Enfield (C)	2016	F	Torres Strait Islander	33
Port Adelaide Enfield (C)	2016	M	Aboriginal	1302
Port Adelaide Enfield (C)	2016	M	Both Aboriginal & Torres Strait Islander	29
Port Adelaide Enfield (C)	2016	M	Non-indigenous	58740
Port Adelaide Enfield (C)	2016	M	Torres Strait Islander	29
Port Augusta (C)	2006	F	Aboriginal	1157
Port Augusta (C)	2006	F	Both Aboriginal & Torres Strait Islander	11
Port Augusta (C)	2006	F	Non-indigenous	5683
Port Augusta (C)	2006	F	Torres Strait Islander	4
Port Augusta (C)	2006	M	Aboriginal	1099
Port Augusta (C)	2006	M	Both Aboriginal & Torres Strait Islander	22
Port Augusta (C)	2006	M	Non-indigenous	5897
Port Augusta (C)	2006	M	Torres Strait Islander	6
Port Augusta (C)	2011	F	Aboriginal	1136
Port Augusta (C)	2011	F	Both Aboriginal & Torres Strait Islander	9
Port Augusta (C)	2011	F	Non-indigenous	5724
Port Augusta (C)	2011	F	Torres Strait Islander	6
Port Augusta (C)	2011	M	Aboriginal	1176
Port Augusta (C)	2011	M	Both Aboriginal & Torres Strait Islander	16
Port Augusta (C)	2011	M	Non-indigenous	5909
Port Augusta (C)	2011	M	Torres Strait Islander	9
Port Augusta (C)	2016	F	Aboriginal	1218
Port Augusta (C)	2016	F	Both Aboriginal & Torres Strait Islander	18
Port Augusta (C)	2016	F	Non-indigenous	5520
Port Augusta (C)	2016	F	Torres Strait Islander	16
Port Augusta (C)	2016	M	Aboriginal	1250
Port Augusta (C)	2016	M	Both Aboriginal & Torres Strait Islander	21
Port Augusta (C)	2016	M	Non-indigenous	5756
Port Augusta (C)	2016	M	Torres Strait Islander	9
Port Lincoln (C)	2006	F	Aboriginal	349
Port Lincoln (C)	2006	F	Both Aboriginal & Torres Strait Islander	0
Port Lincoln (C)	2006	F	Non-indigenous	6462
Port Lincoln (C)	2006	F	Torres Strait Islander	5
Port Lincoln (C)	2006	M	Aboriginal	337
Port Lincoln (C)	2006	M	Both Aboriginal & Torres Strait Islander	0
Port Lincoln (C)	2006	M	Non-indigenous	6445
Port Lincoln (C)	2006	M	Torres Strait Islander	3
Port Lincoln (C)	2011	F	Aboriginal	401
Port Lincoln (C)	2011	F	Both Aboriginal & Torres Strait Islander	0
Port Lincoln (C)	2011	F	Non-indigenous	6806
Port Lincoln (C)	2011	F	Torres Strait Islander	8
Port Lincoln (C)	2011	M	Aboriginal	372
Port Lincoln (C)	2011	M	Both Aboriginal & Torres Strait Islander	4
Port Lincoln (C)	2011	M	Non-indigenous	6489
Port Lincoln (C)	2011	M	Torres Strait Islander	8
Port Lincoln (C)	2016	F	Aboriginal	351
Port Lincoln (C)	2016	F	Both Aboriginal & Torres Strait Islander	3
Port Lincoln (C)	2016	F	Non-indigenous	6780
Port Lincoln (C)	2016	F	Torres Strait Islander	4
Port Lincoln (C)	2016	M	Aboriginal	349
Port Lincoln (C)	2016	M	Both Aboriginal & Torres Strait Islander	3
Port Lincoln (C)	2016	M	Non-indigenous	6568
Port Lincoln (C)	2016	M	Torres Strait Islander	10
Port Pirie City and Dists (M)	2006	F	Aboriginal	203
Port Pirie City and Dists (M)	2006	F	Both Aboriginal & Torres Strait Islander	0
Port Pirie City and Dists (M)	2006	F	Non-indigenous	8564
Port Pirie City and Dists (M)	2006	F	Torres Strait Islander	15
Port Pirie City and Dists (M)	2006	M	Aboriginal	166
Port Pirie City and Dists (M)	2006	M	Both Aboriginal & Torres Strait Islander	3
Port Pirie City and Dists (M)	2006	M	Non-indigenous	8174
Port Pirie City and Dists (M)	2006	M	Torres Strait Islander	12
Port Pirie City and Dists (M)	2011	F	Aboriginal	245
Port Pirie City and Dists (M)	2011	F	Both Aboriginal & Torres Strait Islander	5
Port Pirie City and Dists (M)	2011	F	Non-indigenous	8548
Port Pirie City and Dists (M)	2011	F	Torres Strait Islander	16
Port Pirie City and Dists (M)	2011	M	Aboriginal	219
Port Pirie City and Dists (M)	2011	M	Both Aboriginal & Torres Strait Islander	5
Port Pirie City and Dists (M)	2011	M	Non-indigenous	8285
Port Pirie City and Dists (M)	2011	M	Torres Strait Islander	13
Port Pirie City and Dists (M)	2016	F	Aboriginal	329
Port Pirie City and Dists (M)	2016	F	Both Aboriginal & Torres Strait Islander	3
Port Pirie City and Dists (M)	2016	F	Non-indigenous	8522
Port Pirie City and Dists (M)	2016	F	Torres Strait Islander	7
Port Pirie City and Dists (M)	2016	M	Aboriginal	282
Port Pirie City and Dists (M)	2016	M	Both Aboriginal & Torres Strait Islander	4
Port Pirie City and Dists (M)	2016	M	Non-indigenous	8207
Port Pirie City and Dists (M)	2016	M	Torres Strait Islander	8
Prospect (C)	2006	F	Aboriginal	86
Prospect (C)	2006	F	Both Aboriginal & Torres Strait Islander	0
Prospect (C)	2006	F	Non-indigenous	9656
Prospect (C)	2006	F	Torres Strait Islander	3
Prospect (C)	2006	M	Aboriginal	83
Prospect (C)	2006	M	Both Aboriginal & Torres Strait Islander	0
Prospect (C)	2006	M	Non-indigenous	9461
Prospect (C)	2006	M	Torres Strait Islander	8
Prospect (C)	2011	F	Aboriginal	76
Prospect (C)	2011	F	Both Aboriginal & Torres Strait Islander	0
Prospect (C)	2011	F	Non-indigenous	9978
Prospect (C)	2011	F	Torres Strait Islander	4
Prospect (C)	2011	M	Aboriginal	73
Prospect (C)	2011	M	Both Aboriginal & Torres Strait Islander	0
Prospect (C)	2011	M	Non-indigenous	9822
Prospect (C)	2011	M	Torres Strait Islander	3
Prospect (C)	2016	F	Aboriginal	69
Prospect (C)	2016	F	Both Aboriginal & Torres Strait Islander	0
Prospect (C)	2016	F	Non-indigenous	10153
Prospect (C)	2016	F	Torres Strait Islander	4
Prospect (C)	2016	M	Aboriginal	88
Prospect (C)	2016	M	Both Aboriginal & Torres Strait Islander	3
Prospect (C)	2016	M	Non-indigenous	10205
Prospect (C)	2016	M	Torres Strait Islander	0
Renmark Paringa (DC)	2006	F	Aboriginal	103
Renmark Paringa (DC)	2006	F	Both Aboriginal & Torres Strait Islander	4
Renmark Paringa (DC)	2006	F	Non-indigenous	4592
Renmark Paringa (DC)	2006	F	Torres Strait Islander	4
Renmark Paringa (DC)	2006	M	Aboriginal	81
Renmark Paringa (DC)	2006	M	Both Aboriginal & Torres Strait Islander	0
Renmark Paringa (DC)	2006	M	Non-indigenous	4662
Renmark Paringa (DC)	2006	M	Torres Strait Islander	4
Renmark Paringa (DC)	2011	F	Aboriginal	86
Renmark Paringa (DC)	2011	F	Both Aboriginal & Torres Strait Islander	0
Renmark Paringa (DC)	2011	F	Non-indigenous	4555
Renmark Paringa (DC)	2011	F	Torres Strait Islander	3
Renmark Paringa (DC)	2011	M	Aboriginal	76
Renmark Paringa (DC)	2011	M	Both Aboriginal & Torres Strait Islander	0
Renmark Paringa (DC)	2011	M	Non-indigenous	4527
Renmark Paringa (DC)	2011	M	Torres Strait Islander	0
Renmark Paringa (DC)	2016	F	Aboriginal	126
Renmark Paringa (DC)	2016	F	Both Aboriginal & Torres Strait Islander	3
Renmark Paringa (DC)	2016	F	Non-indigenous	4626
Renmark Paringa (DC)	2016	F	Torres Strait Islander	0
Renmark Paringa (DC)	2016	M	Aboriginal	112
Renmark Paringa (DC)	2016	M	Both Aboriginal & Torres Strait Islander	6
Renmark Paringa (DC)	2016	M	Non-indigenous	4602
Renmark Paringa (DC)	2016	M	Torres Strait Islander	0
Robe (DC)	2006	F	Aboriginal	3
Robe (DC)	2006	F	Both Aboriginal & Torres Strait Islander	0
Robe (DC)	2006	F	Non-indigenous	829
Robe (DC)	2006	F	Torres Strait Islander	0
Robe (DC)	2006	M	Aboriginal	5
Robe (DC)	2006	M	Both Aboriginal & Torres Strait Islander	0
Robe (DC)	2006	M	Non-indigenous	865
Robe (DC)	2006	M	Torres Strait Islander	0
Robe (DC)	2011	F	Aboriginal	6
Robe (DC)	2011	F	Both Aboriginal & Torres Strait Islander	0
Robe (DC)	2011	F	Non-indigenous	665
Robe (DC)	2011	F	Torres Strait Islander	0
Robe (DC)	2011	M	Aboriginal	12
Robe (DC)	2011	M	Both Aboriginal & Torres Strait Islander	0
Robe (DC)	2011	M	Non-indigenous	711
Robe (DC)	2011	M	Torres Strait Islander	3
Robe (DC)	2016	F	Aboriginal	3
Robe (DC)	2016	F	Both Aboriginal & Torres Strait Islander	0
Robe (DC)	2016	F	Non-indigenous	672
Robe (DC)	2016	F	Torres Strait Islander	0
Robe (DC)	2016	M	Aboriginal	7
Robe (DC)	2016	M	Both Aboriginal & Torres Strait Islander	0
Robe (DC)	2016	M	Non-indigenous	698
Robe (DC)	2016	M	Torres Strait Islander	0
Roxby Downs (M)	2006	F	Aboriginal	27
Roxby Downs (M)	2006	F	Both Aboriginal & Torres Strait Islander	0
Roxby Downs (M)	2006	F	Non-indigenous	1752
Roxby Downs (M)	2006	F	Torres Strait Islander	0
Roxby Downs (M)	2006	M	Aboriginal	36
Roxby Downs (M)	2006	M	Both Aboriginal & Torres Strait Islander	0
Roxby Downs (M)	2006	M	Non-indigenous	2237
Roxby Downs (M)	2006	M	Torres Strait Islander	3
Roxby Downs (M)	2011	F	Aboriginal	23
Roxby Downs (M)	2011	F	Both Aboriginal & Torres Strait Islander	0
Roxby Downs (M)	2011	F	Non-indigenous	1913
Roxby Downs (M)	2011	F	Torres Strait Islander	0
Roxby Downs (M)	2011	M	Aboriginal	43
Roxby Downs (M)	2011	M	Both Aboriginal & Torres Strait Islander	0
Roxby Downs (M)	2011	M	Non-indigenous	2719
Roxby Downs (M)	2011	M	Torres Strait Islander	4
Roxby Downs (M)	2016	F	Aboriginal	40
Roxby Downs (M)	2016	F	Both Aboriginal & Torres Strait Islander	0
Roxby Downs (M)	2016	F	Non-indigenous	1623
Roxby Downs (M)	2016	F	Torres Strait Islander	0
Roxby Downs (M)	2016	M	Aboriginal	72
Roxby Downs (M)	2016	M	Both Aboriginal & Torres Strait Islander	4
Roxby Downs (M)	2016	M	Non-indigenous	2141
Roxby Downs (M)	2016	M	Torres Strait Islander	0
Salisbury (C)	2006	F	Aboriginal	999
Salisbury (C)	2006	F	Both Aboriginal & Torres Strait Islander	19
Salisbury (C)	2006	F	Non-indigenous	58437
Salisbury (C)	2006	F	Torres Strait Islander	46
Salisbury (C)	2006	M	Aboriginal	938
Salisbury (C)	2006	M	Both Aboriginal & Torres Strait Islander	9
Salisbury (C)	2006	M	Non-indigenous	57936
Salisbury (C)	2006	M	Torres Strait Islander	33
Salisbury (C)	2011	F	Aboriginal	1183
Salisbury (C)	2011	F	Both Aboriginal & Torres Strait Islander	25
Salisbury (C)	2011	F	Non-indigenous	63613
Salisbury (C)	2011	F	Torres Strait Islander	38
Salisbury (C)	2011	M	Aboriginal	1123
Salisbury (C)	2011	M	Both Aboriginal & Torres Strait Islander	18
Salisbury (C)	2011	M	Non-indigenous	63066
Salisbury (C)	2011	M	Torres Strait Islander	46
Salisbury (C)	2016	F	Aboriginal	1325
Salisbury (C)	2016	F	Both Aboriginal & Torres Strait Islander	25
Salisbury (C)	2016	F	Non-indigenous	67842
Salisbury (C)	2016	F	Torres Strait Islander	37
Salisbury (C)	2016	M	Aboriginal	1286
Salisbury (C)	2016	M	Both Aboriginal & Torres Strait Islander	23
Salisbury (C)	2016	M	Non-indigenous	67391
Salisbury (C)	2016	M	Torres Strait Islander	53
Southern Mallee (DC)	2006	F	Aboriginal	9
Southern Mallee (DC)	2006	F	Both Aboriginal & Torres Strait Islander	0
Southern Mallee (DC)	2006	F	Non-indigenous	1025
Southern Mallee (DC)	2006	F	Torres Strait Islander	0
Southern Mallee (DC)	2006	M	Aboriginal	7
Southern Mallee (DC)	2006	M	Both Aboriginal & Torres Strait Islander	0
Southern Mallee (DC)	2006	M	Non-indigenous	1088
Southern Mallee (DC)	2006	M	Torres Strait Islander	0
Southern Mallee (DC)	2011	F	Aboriginal	17
Southern Mallee (DC)	2011	F	Both Aboriginal & Torres Strait Islander	0
Southern Mallee (DC)	2011	F	Non-indigenous	1007
Southern Mallee (DC)	2011	F	Torres Strait Islander	0
Southern Mallee (DC)	2011	M	Aboriginal	15
Southern Mallee (DC)	2011	M	Both Aboriginal & Torres Strait Islander	0
Southern Mallee (DC)	2011	M	Non-indigenous	1061
