LGA_NAME16	Year	LabourForceStatus	adults
Renmark Paringa (DC)	2016		578
Renmark Paringa (DC)	2016	Employed (away from work)	251
Renmark Paringa (DC)	2016	Employed (full-time)	2398
Renmark Paringa (DC)	2016	Employed (part-time)	1417
Renmark Paringa (DC)	2016	Not in the labour force	2908
Renmark Paringa (DC)	2016	Unemployed (looking for work)	303
Robe (DC)	2006		354
Robe (DC)	2006	Employed (away from work)	66
Robe (DC)	2006	Employed (full-time)	355
Robe (DC)	2006	Employed (part-time)	237
Robe (DC)	2006	Not in the labour force	324
Robe (DC)	2006	Unemployed (looking for work)	22
Robe (DC)	2011		66
Robe (DC)	2011	Employed (away from work)	77
Robe (DC)	2011	Employed (full-time)	376
Robe (DC)	2011	Employed (part-time)	262
Robe (DC)	2011	Not in the labour force	367
Robe (DC)	2011	Unemployed (looking for work)	21
Robe (DC)	2016		100
Robe (DC)	2016	Employed (away from work)	69
Robe (DC)	2016	Employed (full-time)	358
Robe (DC)	2016	Employed (part-time)	252
Robe (DC)	2016	Not in the labour force	386
Robe (DC)	2016	Unemployed (looking for work)	20
Roxby Downs (M)	2006		212
Roxby Downs (M)	2006	Employed (away from work)	127
Roxby Downs (M)	2006	Employed (full-time)	1835
Roxby Downs (M)	2006	Employed (part-time)	375
Roxby Downs (M)	2006	Not in the labour force	315
Roxby Downs (M)	2006	Unemployed (looking for work)	53
Roxby Downs (M)	2011		440
Roxby Downs (M)	2011	Employed (away from work)	185
Roxby Downs (M)	2011	Employed (full-time)	2210
Roxby Downs (M)	2011	Employed (part-time)	374
Roxby Downs (M)	2011	Not in the labour force	367
Roxby Downs (M)	2011	Unemployed (looking for work)	51
Roxby Downs (M)	2016		270
Roxby Downs (M)	2016	Employed (away from work)	148
Roxby Downs (M)	2016	Employed (full-time)	1630
Roxby Downs (M)	2016	Employed (part-time)	426
Roxby Downs (M)	2016	Not in the labour force	311
Roxby Downs (M)	2016	Unemployed (looking for work)	79
Salisbury (C)	2006		5085
Salisbury (C)	2006	Employed (away from work)	3653
Salisbury (C)	2006	Employed (full-time)	33614
Salisbury (C)	2006	Employed (part-time)	15156
Salisbury (C)	2006	Not in the labour force	33103
Salisbury (C)	2006	Unemployed (looking for work)	3223
Salisbury (C)	2011		5061
Salisbury (C)	2011	Employed (away from work)	3735
Salisbury (C)	2011	Employed (full-time)	36096
Salisbury (C)	2011	Employed (part-time)	17121
Salisbury (C)	2011	Not in the labour force	36983
Salisbury (C)	2011	Unemployed (looking for work)	4476
Salisbury (C)	2016		5295
Salisbury (C)	2016	Employed (away from work)	3077
Salisbury (C)	2016	Employed (full-time)	34708
Salisbury (C)	2016	Employed (part-time)	19620
Salisbury (C)	2016	Not in the labour force	41655
Salisbury (C)	2016	Unemployed (looking for work)	6434
Southern Mallee (DC)	2006		39
Southern Mallee (DC)	2006	Employed (away from work)	87
Southern Mallee (DC)	2006	Employed (full-time)	728
Southern Mallee (DC)	2006	Employed (part-time)	299
Southern Mallee (DC)	2006	Not in the labour force	493
Southern Mallee (DC)	2006	Unemployed (looking for work)	21
Southern Mallee (DC)	2011		70
Southern Mallee (DC)	2011	Employed (away from work)	63
Southern Mallee (DC)	2011	Employed (full-time)	672
Southern Mallee (DC)	2011	Employed (part-time)	306
Southern Mallee (DC)	2011	Not in the labour force	557
Southern Mallee (DC)	2011	Unemployed (looking for work)	29
Southern Mallee (DC)	2016		155
Southern Mallee (DC)	2016	Employed (away from work)	71
Southern Mallee (DC)	2016	Employed (full-time)	607
Southern Mallee (DC)	2016	Employed (part-time)	302
Southern Mallee (DC)	2016	Not in the labour force	505
Southern Mallee (DC)	2016	Unemployed (looking for work)	38
Streaky Bay (DC)	2006		108
Streaky Bay (DC)	2006	Employed (away from work)	79
Streaky Bay (DC)	2006	Employed (full-time)	570
Streaky Bay (DC)	2006	Employed (part-time)	330
Streaky Bay (DC)	2006	Not in the labour force	456
Streaky Bay (DC)	2006	Unemployed (looking for work)	39
Streaky Bay (DC)	2011		113
Streaky Bay (DC)	2011	Employed (away from work)	81
Streaky Bay (DC)	2011	Employed (full-time)	589
Streaky Bay (DC)	2011	Employed (part-time)	325
Streaky Bay (DC)	2011	Not in the labour force	509
Streaky Bay (DC)	2011	Unemployed (looking for work)	55
Streaky Bay (DC)	2016		126
Streaky Bay (DC)	2016	Employed (away from work)	84
Streaky Bay (DC)	2016	Employed (full-time)	543
Streaky Bay (DC)	2016	Employed (part-time)	361
Streaky Bay (DC)	2016	Not in the labour force	502
Streaky Bay (DC)	2016	Unemployed (looking for work)	44
Tatiara (DC)	2006		231
Tatiara (DC)	2006	Employed (away from work)	442
Tatiara (DC)	2006	Employed (full-time)	2254
Tatiara (DC)	2006	Employed (part-time)	919
Tatiara (DC)	2006	Not in the labour force	1381
Tatiara (DC)	2006	Unemployed (looking for work)	67
Tatiara (DC)	2011		134
Tatiara (DC)	2011	Employed (away from work)	362
Tatiara (DC)	2011	Employed (full-time)	2065
Tatiara (DC)	2011	Employed (part-time)	964
Tatiara (DC)	2011	Not in the labour force	1525
Tatiara (DC)	2011	Unemployed (looking for work)	93
Tatiara (DC)	2016		488
Tatiara (DC)	2016	Employed (away from work)	237
Tatiara (DC)	2016	Employed (full-time)	2147
Tatiara (DC)	2016	Employed (part-time)	1044
Tatiara (DC)	2016	Not in the labour force	1364
Tatiara (DC)	2016	Unemployed (looking for work)	86
Tea Tree Gully (C)	2006		2577
Tea Tree Gully (C)	2006	Employed (away from work)	2882
Tea Tree Gully (C)	2006	Employed (full-time)	30878
Tea Tree Gully (C)	2006	Employed (part-time)	15084
Tea Tree Gully (C)	2006	Not in the labour force	24018
Tea Tree Gully (C)	2006	Unemployed (looking for work)	2073
Tea Tree Gully (C)	2011		2440
Tea Tree Gully (C)	2011	Employed (away from work)	2721
Tea Tree Gully (C)	2011	Employed (full-time)	29921
Tea Tree Gully (C)	2011	Employed (part-time)	15903
Tea Tree Gully (C)	2011	Not in the labour force	24895
Tea Tree Gully (C)	2011	Unemployed (looking for work)	2396
Tea Tree Gully (C)	2016		2940
Tea Tree Gully (C)	2016	Employed (away from work)	2179
Tea Tree Gully (C)	2016	Employed (full-time)	28338
Tea Tree Gully (C)	2016	Employed (part-time)	16777
Tea Tree Gully (C)	2016	Not in the labour force	27051
Tea Tree Gully (C)	2016	Unemployed (looking for work)	3275
The Coorong (DC)	2006		262
The Coorong (DC)	2006	Employed (away from work)	146
The Coorong (DC)	2006	Employed (full-time)	1615
The Coorong (DC)	2006	Employed (part-time)	800
The Coorong (DC)	2006	Not in the labour force	1501
The Coorong (DC)	2006	Unemployed (looking for work)	122
The Coorong (DC)	2011		306
The Coorong (DC)	2011	Employed (away from work)	166
The Coorong (DC)	2011	Employed (full-time)	1498
The Coorong (DC)	2011	Employed (part-time)	784
The Coorong (DC)	2011	Not in the labour force	1583
The Coorong (DC)	2011	Unemployed (looking for work)	134
The Coorong (DC)	2016		288
The Coorong (DC)	2016	Employed (away from work)	119
The Coorong (DC)	2016	Employed (full-time)	1380
The Coorong (DC)	2016	Employed (part-time)	787
The Coorong (DC)	2016	Not in the labour force	1713
The Coorong (DC)	2016	Unemployed (looking for work)	119
Tumby Bay (DC)	2006		109
Tumby Bay (DC)	2006	Employed (away from work)	67
Tumby Bay (DC)	2006	Employed (full-time)	696
Tumby Bay (DC)	2006	Employed (part-time)	348
Tumby Bay (DC)	2006	Not in the labour force	855
Tumby Bay (DC)	2006	Unemployed (looking for work)	42
Tumby Bay (DC)	2011		59
Tumby Bay (DC)	2011	Employed (away from work)	86
Tumby Bay (DC)	2011	Employed (full-time)	698
Tumby Bay (DC)	2011	Employed (part-time)	399
Tumby Bay (DC)	2011	Not in the labour force	838
Tumby Bay (DC)	2011	Unemployed (looking for work)	45
Tumby Bay (DC)	2016		133
Tumby Bay (DC)	2016	Employed (away from work)	70
Tumby Bay (DC)	2016	Employed (full-time)	634
Tumby Bay (DC)	2016	Employed (part-time)	380
Tumby Bay (DC)	2016	Not in the labour force	911
Tumby Bay (DC)	2016	Unemployed (looking for work)	43
Unley (C)	2006		1621
Unley (C)	2006	Employed (away from work)	982
Unley (C)	2006	Employed (full-time)	11575
Unley (C)	2006	Employed (part-time)	6001
Unley (C)	2006	Not in the labour force	9386
Unley (C)	2006	Unemployed (looking for work)	747
Unley (C)	2011		1256
Unley (C)	2011	Employed (away from work)	991
Unley (C)	2011	Employed (full-time)	11483
Unley (C)	2011	Employed (part-time)	6428
Unley (C)	2011	Not in the labour force	9825
Unley (C)	2011	Unemployed (looking for work)	924
Unley (C)	2016		1487
Unley (C)	2016	Employed (away from work)	836
Unley (C)	2016	Employed (full-time)	10821
Unley (C)	2016	Employed (part-time)	6836
Unley (C)	2016	Not in the labour force	10607
Unley (C)	2016	Unemployed (looking for work)	1146
Victor Harbor (C)	2006		613
Victor Harbor (C)	2006	Employed (away from work)	297
Victor Harbor (C)	2006	Employed (full-time)	2107
Victor Harbor (C)	2006	Employed (part-time)	1657
Victor Harbor (C)	2006	Not in the labour force	5439
Victor Harbor (C)	2006	Unemployed (looking for work)	244
Victor Harbor (C)	2011		833
Victor Harbor (C)	2011	Employed (away from work)	376
Victor Harbor (C)	2011	Employed (full-time)	2244
Victor Harbor (C)	2011	Employed (part-time)	2026
Victor Harbor (C)	2011	Not in the labour force	6193
Victor Harbor (C)	2011	Unemployed (looking for work)	334
Victor Harbor (C)	2016		713
Victor Harbor (C)	2016	Employed (away from work)	305
Victor Harbor (C)	2016	Employed (full-time)	2080
Victor Harbor (C)	2016	Employed (part-time)	2264
Victor Harbor (C)	2016	Not in the labour force	7035
Victor Harbor (C)	2016	Unemployed (looking for work)	357
Wakefield (DC)	2006		269
Wakefield (DC)	2006	Employed (away from work)	197
Wakefield (DC)	2006	Employed (full-time)	1677
Wakefield (DC)	2006	Employed (part-time)	820
Wakefield (DC)	2006	Not in the labour force	1986
Wakefield (DC)	2006	Unemployed (looking for work)	108
Wakefield (DC)	2011		237
Wakefield (DC)	2011	Employed (away from work)	173
Wakefield (DC)	2011	Employed (full-time)	1697
Wakefield (DC)	2011	Employed (part-time)	956
Wakefield (DC)	2011	Not in the labour force	2098
Wakefield (DC)	2011	Unemployed (looking for work)	132
Wakefield (DC)	2016		356
Wakefield (DC)	2016	Employed (away from work)	184
Wakefield (DC)	2016	Employed (full-time)	1610
Wakefield (DC)	2016	Employed (part-time)	990
Wakefield (DC)	2016	Not in the labour force	2137
Wakefield (DC)	2016	Unemployed (looking for work)	192
Walkerville (M)	2006		355
Walkerville (M)	2006	Employed (away from work)	190
Walkerville (M)	2006	Employed (full-time)	1955
Walkerville (M)	2006	Employed (part-time)	1094
Walkerville (M)	2006	Not in the labour force	2209
Walkerville (M)	2006	Unemployed (looking for work)	137
Walkerville (M)	2011		312
Walkerville (M)	2011	Employed (away from work)	170
Walkerville (M)	2011	Employed (full-time)	1900
Walkerville (M)	2011	Employed (part-time)	1178
Walkerville (M)	2011	Not in the labour force	2258
Walkerville (M)	2011	Unemployed (looking for work)	153
Walkerville (M)	2016		337
Walkerville (M)	2016	Employed (away from work)	144
Walkerville (M)	2016	Employed (full-time)	1996
Walkerville (M)	2016	Employed (part-time)	1257
Walkerville (M)	2016	Not in the labour force	2482
Walkerville (M)	2016	Unemployed (looking for work)	208
Wattle Range (DC)	2006		417
Wattle Range (DC)	2006	Employed (away from work)	445
Wattle Range (DC)	2006	Employed (full-time)	3404
Wattle Range (DC)	2006	Employed (part-time)	1627
Wattle Range (DC)	2006	Not in the labour force	3130
Wattle Range (DC)	2006	Unemployed (looking for work)	294
Wattle Range (DC)	2011		350
Wattle Range (DC)	2011	Employed (away from work)	449
Wattle Range (DC)	2011	Employed (full-time)	3126
Wattle Range (DC)	2011	Employed (part-time)	1765
Wattle Range (DC)	2011	Not in the labour force	3301
Wattle Range (DC)	2011	Unemployed (looking for work)	345
Wattle Range (DC)	2016		654
Wattle Range (DC)	2016	Employed (away from work)	410
Wattle Range (DC)	2016	Employed (full-time)	2842
Wattle Range (DC)	2016	Employed (part-time)	1784
Wattle Range (DC)	2016	Not in the labour force	3532
Wattle Range (DC)	2016	Unemployed (looking for work)	331
West Torrens (C)	2006		2390
West Torrens (C)	2006	Employed (away from work)	1439
West Torrens (C)	2006	Employed (full-time)	15038
West Torrens (C)	2006	Employed (part-time)	7540
West Torrens (C)	2006	Not in the labour force	16805
West Torrens (C)	2006	Unemployed (looking for work)	1394
West Torrens (C)	2011		2288
West Torrens (C)	2011	Employed (away from work)	1532
West Torrens (C)	2011	Employed (full-time)	16140
West Torrens (C)	2011	Employed (part-time)	8942
West Torrens (C)	2011	Not in the labour force	16368
West Torrens (C)	2011	Unemployed (looking for work)	1614
West Torrens (C)	2016		2623
West Torrens (C)	2016	Employed (away from work)	1369
West Torrens (C)	2016	Employed (full-time)	16088
West Torrens (C)	2016	Employed (part-time)	10293
West Torrens (C)	2016	Not in the labour force	16815
West Torrens (C)	2016	Unemployed (looking for work)	2259
Whyalla (C)	2006		997
Whyalla (C)	2006	Employed (away from work)	609
Whyalla (C)	2006	Employed (full-time)	5325
Whyalla (C)	2006	Employed (part-time)	2562
Whyalla (C)	2006	Not in the labour force	6445
Whyalla (C)	2006	Unemployed (looking for work)	832
Whyalla (C)	2011		1103
Whyalla (C)	2011	Employed (away from work)	707
Whyalla (C)	2011	Employed (full-time)	5745
Whyalla (C)	2011	Employed (part-time)	2710
Whyalla (C)	2011	Not in the labour force	6576
Whyalla (C)	2011	Unemployed (looking for work)	813
Whyalla (C)	2016		1244
Whyalla (C)	2016	Employed (away from work)	531
Whyalla (C)	2016	Employed (full-time)	4981
Whyalla (C)	2016	Employed (part-time)	2797
Whyalla (C)	2016	Not in the labour force	6908
Whyalla (C)	2016	Unemployed (looking for work)	1177
Wudinna (DC)	2006		23
Wudinna (DC)	2006	Employed (away from work)	45
Wudinna (DC)	2006	Employed (full-time)	498
Wudinna (DC)	2006	Employed (part-time)	158
Wudinna (DC)	2006	Not in the labour force	277
Wudinna (DC)	2006	Unemployed (looking for work)	24
Wudinna (DC)	2011		22
Wudinna (DC)	2011	Employed (away from work)	54
Wudinna (DC)	2011	Employed (full-time)	452
Wudinna (DC)	2011	Employed (part-time)	181
Wudinna (DC)	2011	Not in the labour force	250
Wudinna (DC)	2011	Unemployed (looking for work)	8
Wudinna (DC)	2016		95
Wudinna (DC)	2016	Employed (away from work)	45
Wudinna (DC)	2016	Employed (full-time)	400
Wudinna (DC)	2016	Employed (part-time)	197
Wudinna (DC)	2016	Not in the labour force	222
Wudinna (DC)	2016	Unemployed (looking for work)	12
Yankalilla (DC)	2006		249
Yankalilla (DC)	2006	Employed (away from work)	141
Yankalilla (DC)	2006	Employed (full-time)	874
Yankalilla (DC)	2006	Employed (part-time)	610
Yankalilla (DC)	2006	Not in the labour force	1516
Yankalilla (DC)	2006	Unemployed (looking for work)	104
Yankalilla (DC)	2011		138
Yankalilla (DC)	2011	Employed (away from work)	132
Yankalilla (DC)	2011	Employed (full-time)	908
Yankalilla (DC)	2011	Employed (part-time)	781
Yankalilla (DC)	2011	Not in the labour force	1668
Yankalilla (DC)	2011	Unemployed (looking for work)	118
Yankalilla (DC)	2016		293
Yankalilla (DC)	2016	Employed (away from work)	133
Yankalilla (DC)	2016	Employed (full-time)	957
Yankalilla (DC)	2016	Employed (part-time)	896
Yankalilla (DC)	2016	Not in the labour force	2022
Yankalilla (DC)	2016	Unemployed (looking for work)	134
Yorke Peninsula (DC)	2006		455
Yorke Peninsula (DC)	2006	Employed (away from work)	296
Yorke Peninsula (DC)	2006	Employed (full-time)	2438
Yorke Peninsula (DC)	2006	Employed (part-time)	1393
Yorke Peninsula (DC)	2006	Not in the labour force	4473
Yorke Peninsula (DC)	2006	Unemployed (looking for work)	235
Yorke Peninsula (DC)	2011		308
Yorke Peninsula (DC)	2011	Employed (away from work)	293
Yorke Peninsula (DC)	2011	Employed (full-time)	2391
Yorke Peninsula (DC)	2011	Employed (part-time)	1517
Yorke Peninsula (DC)	2011	Not in the labour force	4620
Yorke Peninsula (DC)	2011	Unemployed (looking for work)	197
Yorke Peninsula (DC)	2016		523
Yorke Peninsula (DC)	2016	Employed (away from work)	300
Yorke Peninsula (DC)	2016	Employed (full-time)	2217
Yorke Peninsula (DC)	2016	Employed (part-time)	1546
Yorke Peninsula (DC)	2016	Not in the labour force	4699
Yorke Peninsula (DC)	2016	Unemployed (looking for work)	245
Unincorporated SA	2006		301
Unincorporated SA	2006	Employed (away from work)	159
Unincorporated SA	2006	Employed (full-time)	1317
Unincorporated SA	2006	Employed (part-time)	460
Unincorporated SA	2006	Not in the labour force	735
Unincorporated SA	2006	Unemployed (looking for work)	78
Unincorporated SA	2011		530
Unincorporated SA	2011	Employed (away from work)	183
Unincorporated SA	2011	Employed (full-time)	1738
Unincorporated SA	2011	Employed (part-time)	387
Unincorporated SA	2011	Not in the labour force	726
Unincorporated SA	2011	Unemployed (looking for work)	95
Unincorporated SA	2016		545
Unincorporated SA	2016	Employed (away from work)	106
Unincorporated SA	2016	Employed (full-time)	1219
Unincorporated SA	2016	Employed (part-time)	347
Unincorporated SA	2016	Not in the labour force	719
Unincorporated SA	2016	Unemployed (looking for work)	96
No usual address (SA)	2006		223
No usual address (SA)	2006	Employed (away from work)	102
No usual address (SA)	2006	Employed (full-time)	585
No usual address (SA)	2006	Employed (part-time)	233
No usual address (SA)	2006	Not in the labour force	982
No usual address (SA)	2006	Unemployed (looking for work)	221
No usual address (SA)	2011		408
No usual address (SA)	2011	Employed (away from work)	97
No usual address (SA)	2011	Employed (full-time)	538
No usual address (SA)	2011	Employed (part-time)	271
No usual address (SA)	2011	Not in the labour force	1198
No usual address (SA)	2011	Unemployed (looking for work)	252
No usual address (SA)	2016		571
No usual address (SA)	2016	Employed (away from work)	82
No usual address (SA)	2016	Employed (full-time)	404
No usual address (SA)	2016	Employed (part-time)	250
No usual address (SA)	2016	Not in the labour force	1040
No usual address (SA)	2016	Unemployed (looking for work)	301
Migratory - Offshore - Shipping (SA)	2006		-1
Migratory - Offshore - Shipping (SA)	2006	Employed (away from work)	0
