STE_NAME16	Year	Age5yr	LabourForceStatus	Sex	adults
Northern Territory	2006	25-29	Employed (away from work)	M	211
Northern Territory	2006	25-29	Employed (full-time)	F	3109
Northern Territory	2006	25-29	Employed (full-time)	M	4213
Northern Territory	2006	25-29	Employed (hours worked not stated)	F	138
Northern Territory	2006	25-29	Employed (hours worked not stated)	M	181
Northern Territory	2006	25-29	Employed (part-time)	F	1207
Northern Territory	2006	25-29	Employed (part-time)	M	839
Northern Territory	2006	25-29	Not in the labour force	F	2095
Northern Territory	2006	25-29	Not in the labour force	M	1106
Northern Territory	2006	25-29	Unemployed (looking for full-time work)	F	159
Northern Territory	2006	25-29	Unemployed (looking for full-time work)	M	223
Northern Territory	2006	25-29	Unemployed (looking for part-time work)	F	97
Northern Territory	2006	25-29	Unemployed (looking for part-time work)	M	61
Northern Territory	2006	30-34		F	872
Northern Territory	2006	30-34		M	988
Northern Territory	2006	30-34	Employed (away from work)	F	312
Northern Territory	2006	30-34	Employed (away from work)	M	245
Northern Territory	2006	30-34	Employed (full-time)	F	2977
Northern Territory	2006	30-34	Employed (full-time)	M	4502
Northern Territory	2006	30-34	Employed (hours worked not stated)	F	124
Northern Territory	2006	30-34	Employed (hours worked not stated)	M	206
Northern Territory	2006	30-34	Employed (part-time)	F	1507
Northern Territory	2006	30-34	Employed (part-time)	M	827
Northern Territory	2006	30-34	Not in the labour force	F	2189
Northern Territory	2006	30-34	Not in the labour force	M	1107
Northern Territory	2006	30-34	Unemployed (looking for full-time work)	F	165
Northern Territory	2006	30-34	Unemployed (looking for full-time work)	M	203
Northern Territory	2006	30-34	Unemployed (looking for part-time work)	F	93
Northern Territory	2006	30-34	Unemployed (looking for part-time work)	M	46
Northern Territory	2006	35-39		F	826
Northern Territory	2006	35-39		M	917
Northern Territory	2006	35-39	Employed (away from work)	F	296
Northern Territory	2006	35-39	Employed (away from work)	M	235
Northern Territory	2006	35-39	Employed (full-time)	F	2913
Northern Territory	2006	35-39	Employed (full-time)	M	4749
Northern Territory	2006	35-39	Employed (hours worked not stated)	F	132
Northern Territory	2006	35-39	Employed (hours worked not stated)	M	181
Northern Territory	2006	35-39	Employed (part-time)	F	1715
Northern Territory	2006	35-39	Employed (part-time)	M	824
Northern Territory	2006	35-39	Not in the labour force	F	1928
Northern Territory	2006	35-39	Not in the labour force	M	1014
Northern Territory	2006	35-39	Unemployed (looking for full-time work)	F	128
Northern Territory	2006	35-39	Unemployed (looking for full-time work)	M	167
Northern Territory	2006	35-39	Unemployed (looking for part-time work)	F	81
Northern Territory	2006	35-39	Unemployed (looking for part-time work)	M	53
Northern Territory	2006	40-44		F	766
Northern Territory	2006	40-44		M	965
Northern Territory	2006	40-44	Employed (away from work)	F	227
Northern Territory	2006	40-44	Employed (away from work)	M	262
Northern Territory	2006	40-44	Employed (full-time)	F	3065
Northern Territory	2006	40-44	Employed (full-time)	M	4578
Northern Territory	2006	40-44	Employed (hours worked not stated)	F	129
Northern Territory	2006	40-44	Employed (hours worked not stated)	M	144
Northern Territory	2006	40-44	Employed (part-time)	F	1481
Northern Territory	2006	40-44	Employed (part-time)	M	687
Northern Territory	2006	40-44	Not in the labour force	F	1356
Northern Territory	2006	40-44	Not in the labour force	M	966
Northern Territory	2006	40-44	Unemployed (looking for full-time work)	F	113
Northern Territory	2006	40-44	Unemployed (looking for full-time work)	M	148
Northern Territory	2006	40-44	Unemployed (looking for part-time work)	F	69
Northern Territory	2006	40-44	Unemployed (looking for part-time work)	M	27
Northern Territory	2006	45-49		F	697
Northern Territory	2006	45-49		M	904
Northern Territory	2006	45-49	Employed (away from work)	F	215
Northern Territory	2006	45-49	Employed (away from work)	M	214
Northern Territory	2006	45-49	Employed (full-time)	F	3232
Northern Territory	2006	45-49	Employed (full-time)	M	4316
Northern Territory	2006	45-49	Employed (hours worked not stated)	F	133
Northern Territory	2006	45-49	Employed (hours worked not stated)	M	141
Northern Territory	2006	45-49	Employed (part-time)	F	1305
Northern Territory	2006	45-49	Employed (part-time)	M	630
Northern Territory	2006	45-49	Not in the labour force	F	1152
Northern Territory	2006	45-49	Not in the labour force	M	884
Northern Territory	2006	45-49	Unemployed (looking for full-time work)	F	63
Northern Territory	2006	45-49	Unemployed (looking for full-time work)	M	149
Northern Territory	2006	45-49	Unemployed (looking for part-time work)	F	52
Northern Territory	2006	45-49	Unemployed (looking for part-time work)	M	27
Northern Territory	2006	50-54		F	593
Northern Territory	2006	50-54		M	803
Northern Territory	2006	50-54	Employed (away from work)	F	223
Northern Territory	2006	50-54	Employed (away from work)	M	224
Northern Territory	2006	50-54	Employed (full-time)	F	2824
Northern Territory	2006	50-54	Employed (full-time)	M	3794
Northern Territory	2006	50-54	Employed (hours worked not stated)	F	93
Northern Territory	2006	50-54	Employed (hours worked not stated)	M	122
Northern Territory	2006	50-54	Employed (part-time)	F	935
Northern Territory	2006	50-54	Employed (part-time)	M	494
Northern Territory	2006	50-54	Not in the labour force	F	1257
Northern Territory	2006	50-54	Not in the labour force	M	792
Northern Territory	2006	50-54	Unemployed (looking for full-time work)	F	54
Northern Territory	2006	50-54	Unemployed (looking for full-time work)	M	106
Northern Territory	2006	50-54	Unemployed (looking for part-time work)	F	40
Northern Territory	2006	50-54	Unemployed (looking for part-time work)	M	18
Northern Territory	2006	55-59		F	448
Northern Territory	2006	55-59		M	636
Northern Territory	2006	55-59	Employed (away from work)	F	177
Northern Territory	2006	55-59	Employed (away from work)	M	207
Northern Territory	2006	55-59	Employed (full-time)	F	1731
Northern Territory	2006	55-59	Employed (full-time)	M	2881
Northern Territory	2006	55-59	Employed (hours worked not stated)	F	74
Northern Territory	2006	55-59	Employed (hours worked not stated)	M	90
Northern Territory	2006	55-59	Employed (part-time)	F	727
Northern Territory	2006	55-59	Employed (part-time)	M	516
Northern Territory	2006	55-59	Not in the labour force	F	1393
Northern Territory	2006	55-59	Not in the labour force	M	1157
Northern Territory	2006	55-59	Unemployed (looking for full-time work)	F	41
Northern Territory	2006	55-59	Unemployed (looking for full-time work)	M	103
Northern Territory	2006	55-59	Unemployed (looking for part-time work)	F	32
Northern Territory	2006	55-59	Unemployed (looking for part-time work)	M	42
Northern Territory	2006	60-64		F	280
Northern Territory	2006	60-64		M	476
Northern Territory	2006	60-64	Employed (away from work)	F	71
Northern Territory	2006	60-64	Employed (away from work)	M	114
Northern Territory	2006	60-64	Employed (full-time)	F	637
Northern Territory	2006	60-64	Employed (full-time)	M	1399
Northern Territory	2006	60-64	Employed (hours worked not stated)	F	52
Northern Territory	2006	60-64	Employed (hours worked not stated)	M	50
Northern Territory	2006	60-64	Employed (part-time)	F	443
Northern Territory	2006	60-64	Employed (part-time)	M	375
Northern Territory	2006	60-64	Not in the labour force	F	1434
Northern Territory	2006	60-64	Not in the labour force	M	1243
Northern Territory	2006	60-64	Unemployed (looking for full-time work)	F	11
Northern Territory	2006	60-64	Unemployed (looking for full-time work)	M	51
Northern Territory	2006	60-64	Unemployed (looking for part-time work)	F	23
Northern Territory	2006	60-64	Unemployed (looking for part-time work)	M	29
Northern Territory	2006	65-69		F	189
Northern Territory	2006	65-69		M	294
Northern Territory	2006	65-69	Employed (away from work)	F	26
Northern Territory	2006	65-69	Employed (away from work)	M	53
Northern Territory	2006	65-69	Employed (full-time)	F	153
Northern Territory	2006	65-69	Employed (full-time)	M	416
Northern Territory	2006	65-69	Employed (hours worked not stated)	F	16
Northern Territory	2006	65-69	Employed (hours worked not stated)	M	30
Northern Territory	2006	65-69	Employed (part-time)	F	165
Northern Territory	2006	65-69	Employed (part-time)	M	194
Northern Territory	2006	65-69	Not in the labour force	F	1177
Northern Territory	2006	65-69	Not in the labour force	M	1304
Northern Territory	2006	65-69	Unemployed (looking for full-time work)	F	10
Northern Territory	2006	65-69	Unemployed (looking for full-time work)	M	11
Northern Territory	2006	65-69	Unemployed (looking for part-time work)	F	5
Northern Territory	2006	65-69	Unemployed (looking for part-time work)	M	8
Northern Territory	2006	70-74		F	150
Northern Territory	2006	70-74		M	194
Northern Territory	2006	70-74	Employed (away from work)	F	4
Northern Territory	2006	70-74	Employed (away from work)	M	12
Northern Territory	2006	70-74	Employed (full-time)	F	35
Northern Territory	2006	70-74	Employed (full-time)	M	67
Northern Territory	2006	70-74	Employed (hours worked not stated)	F	4
Northern Territory	2006	70-74	Employed (hours worked not stated)	M	8
Northern Territory	2006	70-74	Employed (part-time)	F	39
Northern Territory	2006	70-74	Employed (part-time)	M	70
Northern Territory	2006	70-74	Not in the labour force	F	847
Northern Territory	2006	70-74	Not in the labour force	M	842
Northern Territory	2006	70-74	Unemployed (looking for full-time work)	F	3
Northern Territory	2006	70-74	Unemployed (looking for full-time work)	M	0
Northern Territory	2006	70-74	Unemployed (looking for part-time work)	F	0
Northern Territory	2006	70-74	Unemployed (looking for part-time work)	M	0
Northern Territory	2006	75+		F	262
Northern Territory	2006	75+		M	236
Northern Territory	2006	75+	Employed (away from work)	F	5
Northern Territory	2006	75+	Employed (away from work)	M	4
Northern Territory	2006	75+	Employed (full-time)	F	26
Northern Territory	2006	75+	Employed (full-time)	M	52
Northern Territory	2006	75+	Employed (hours worked not stated)	F	5
Northern Territory	2006	75+	Employed (hours worked not stated)	M	7
Northern Territory	2006	75+	Employed (part-time)	F	34
Northern Territory	2006	75+	Employed (part-time)	M	40
Northern Territory	2006	75+	Not in the labour force	F	1253
Northern Territory	2006	75+	Not in the labour force	M	1035
Northern Territory	2006	75+	Unemployed (looking for full-time work)	F	4
Northern Territory	2006	75+	Unemployed (looking for full-time work)	M	4
Northern Territory	2006	75+	Unemployed (looking for part-time work)	F	0
Northern Territory	2006	75+	Unemployed (looking for part-time work)	M	3
Northern Territory	2011	15-19		F	692
Northern Territory	2011	15-19		M	878
Northern Territory	2011	15-19	Employed (away from work)	F	95
Northern Territory	2011	15-19	Employed (away from work)	M	108
Northern Territory	2011	15-19	Employed (full-time)	F	886
Northern Territory	2011	15-19	Employed (full-time)	M	1304
Northern Territory	2011	15-19	Employed (hours worked not stated)	F	115
Northern Territory	2011	15-19	Employed (hours worked not stated)	M	140
Northern Territory	2011	15-19	Employed (part-time)	F	1485
Northern Territory	2011	15-19	Employed (part-time)	M	1190
Northern Territory	2011	15-19	Not in the labour force	F	3289
Northern Territory	2011	15-19	Not in the labour force	M	3702
Northern Territory	2011	15-19	Unemployed (looking for full-time work)	F	208
Northern Territory	2011	15-19	Unemployed (looking for full-time work)	M	316
Northern Territory	2011	15-19	Unemployed (looking for part-time work)	F	196
Northern Territory	2011	15-19	Unemployed (looking for part-time work)	M	213
Northern Territory	2011	20-24		F	763
Northern Territory	2011	20-24		M	1030
Northern Territory	2011	20-24	Employed (away from work)	F	205
Northern Territory	2011	20-24	Employed (away from work)	M	363
Northern Territory	2011	20-24	Employed (full-time)	F	2897
Northern Territory	2011	20-24	Employed (full-time)	M	4235
Northern Territory	2011	20-24	Employed (hours worked not stated)	F	127
Northern Territory	2011	20-24	Employed (hours worked not stated)	M	238
Northern Territory	2011	20-24	Employed (part-time)	F	1232
Northern Territory	2011	20-24	Employed (part-time)	M	865
Northern Territory	2011	20-24	Not in the labour force	F	2215
Northern Territory	2011	20-24	Not in the labour force	M	1721
Northern Territory	2011	20-24	Unemployed (looking for full-time work)	F	292
Northern Territory	2011	20-24	Unemployed (looking for full-time work)	M	414
Northern Territory	2011	20-24	Unemployed (looking for part-time work)	F	130
Northern Territory	2011	20-24	Unemployed (looking for part-time work)	M	112
Northern Territory	2011	25-29		F	909
Northern Territory	2011	25-29		M	1196
Northern Territory	2011	25-29	Employed (away from work)	F	408
Northern Territory	2011	25-29	Employed (away from work)	M	367
Northern Territory	2011	25-29	Employed (full-time)	F	3914
Northern Territory	2011	25-29	Employed (full-time)	M	5267
Northern Territory	2011	25-29	Employed (hours worked not stated)	F	150
Northern Territory	2011	25-29	Employed (hours worked not stated)	M	201
Northern Territory	2011	25-29	Employed (part-time)	F	1389
Northern Territory	2011	25-29	Employed (part-time)	M	843
Northern Territory	2011	25-29	Not in the labour force	F	2256
Northern Territory	2011	25-29	Not in the labour force	M	1541
Northern Territory	2011	25-29	Unemployed (looking for full-time work)	F	237
Northern Territory	2011	25-29	Unemployed (looking for full-time work)	M	326
Northern Territory	2011	25-29	Unemployed (looking for part-time work)	F	128
Northern Territory	2011	25-29	Unemployed (looking for part-time work)	M	93
Northern Territory	2011	30-34		F	752
Northern Territory	2011	30-34		M	961
Northern Territory	2011	30-34	Employed (away from work)	F	437
Northern Territory	2011	30-34	Employed (away from work)	M	271
Northern Territory	2011	30-34	Employed (full-time)	F	3341
Northern Territory	2011	30-34	Employed (full-time)	M	4973
Northern Territory	2011	30-34	Employed (hours worked not stated)	F	133
Northern Territory	2011	30-34	Employed (hours worked not stated)	M	181
Northern Territory	2011	30-34	Employed (part-time)	F	1524
Northern Territory	2011	30-34	Employed (part-time)	M	744
Northern Territory	2011	30-34	Not in the labour force	F	2129
Northern Territory	2011	30-34	Not in the labour force	M	1259
Northern Territory	2011	30-34	Unemployed (looking for full-time work)	F	197
Northern Territory	2011	30-34	Unemployed (looking for full-time work)	M	286
Northern Territory	2011	30-34	Unemployed (looking for part-time work)	F	110
Northern Territory	2011	30-34	Unemployed (looking for part-time work)	M	51
Northern Territory	2011	35-39		F	795
Northern Territory	2011	35-39		M	909
Northern Territory	2011	35-39	Employed (away from work)	F	328
Northern Territory	2011	35-39	Employed (away from work)	M	314
Northern Territory	2011	35-39	Employed (full-time)	F	3180
Northern Territory	2011	35-39	Employed (full-time)	M	4967
Northern Territory	2011	35-39	Employed (hours worked not stated)	F	121
Northern Territory	2011	35-39	Employed (hours worked not stated)	M	184
Northern Territory	2011	35-39	Employed (part-time)	F	1678
Northern Territory	2011	35-39	Employed (part-time)	M	716
Northern Territory	2011	35-39	Not in the labour force	F	1901
Northern Territory	2011	35-39	Not in the labour force	M	1140
Northern Territory	2011	35-39	Unemployed (looking for full-time work)	F	167
Northern Territory	2011	35-39	Unemployed (looking for full-time work)	M	256
Northern Territory	2011	35-39	Unemployed (looking for part-time work)	F	115
Northern Territory	2011	35-39	Unemployed (looking for part-time work)	M	49
Northern Territory	2011	40-44		F	810
Northern Territory	2011	40-44		M	945
Northern Territory	2011	40-44	Employed (away from work)	F	235
Northern Territory	2011	40-44	Employed (away from work)	M	283
Northern Territory	2011	40-44	Employed (full-time)	F	3571
Northern Territory	2011	40-44	Employed (full-time)	M	4827
Northern Territory	2011	40-44	Employed (hours worked not stated)	F	116
Northern Territory	2011	40-44	Employed (hours worked not stated)	M	162
Northern Territory	2011	40-44	Employed (part-time)	F	1589
Northern Territory	2011	40-44	Employed (part-time)	M	696
Northern Territory	2011	40-44	Not in the labour force	F	1578
Northern Territory	2011	40-44	Not in the labour force	M	1055
Northern Territory	2011	40-44	Unemployed (looking for full-time work)	F	146
Northern Territory	2011	40-44	Unemployed (looking for full-time work)	M	222
Northern Territory	2011	40-44	Unemployed (looking for part-time work)	F	66
Northern Territory	2011	40-44	Unemployed (looking for part-time work)	M	40
Northern Territory	2011	45-49		F	679
Northern Territory	2011	45-49		M	827
Northern Territory	2011	45-49	Employed (away from work)	F	236
Northern Territory	2011	45-49	Employed (away from work)	M	287
Northern Territory	2011	45-49	Employed (full-time)	F	3539
Northern Territory	2011	45-49	Employed (full-time)	M	4563
Northern Territory	2011	45-49	Employed (hours worked not stated)	F	112
Northern Territory	2011	45-49	Employed (hours worked not stated)	M	140
Northern Territory	2011	45-49	Employed (part-time)	F	1279
Northern Territory	2011	45-49	Employed (part-time)	M	603
Northern Territory	2011	45-49	Not in the labour force	F	1170
Northern Territory	2011	45-49	Not in the labour force	M	972
Northern Territory	2011	45-49	Unemployed (looking for full-time work)	F	123
Northern Territory	2011	45-49	Unemployed (looking for full-time work)	M	181
Northern Territory	2011	45-49	Unemployed (looking for part-time work)	F	58
Northern Territory	2011	45-49	Unemployed (looking for part-time work)	M	35
Northern Territory	2011	50-54		F	592
Northern Territory	2011	50-54		M	786
Northern Territory	2011	50-54	Employed (away from work)	F	273
Northern Territory	2011	50-54	Employed (away from work)	M	253
