SA2_NAME16	Year	persons
Redcliffe	2011	9159
Redcliffe	2016	10164
Rothwell - Kippa-Ring	2006	13887
Rothwell - Kippa-Ring	2011	16614
Rothwell - Kippa-Ring	2016	17138
Scarborough - Newport - Moreton Island	2006	10482
Scarborough - Newport - Moreton Island	2011	11508
Scarborough - Newport - Moreton Island	2016	12226
Albany Creek	2006	15941
Albany Creek	2011	15862
Albany Creek	2016	15800
Cashmere	2006	10524
Cashmere	2011	15427
Cashmere	2016	18805
Dayboro	2006	6610
Dayboro	2011	7669
Dayboro	2016	8489
Eatons Hill	2006	7280
Eatons Hill	2011	7991
Eatons Hill	2016	7973
The Hills District	2006	22161
The Hills District	2011	22634
The Hills District	2016	23369
Samford Valley	2006	10040
Samford Valley	2011	10929
Samford Valley	2016	11754
Dakabin - Kallangur	2006	16927
Dakabin - Kallangur	2011	20427
Dakabin - Kallangur	2016	23932
Murrumba Downs - Griffin	2006	8285
Murrumba Downs - Griffin	2011	11753
Murrumba Downs - Griffin	2016	17520
North Lakes - Mango Hill	2006	9069
North Lakes - Mango Hill	2011	19380
North Lakes - Mango Hill	2016	30105
Bray Park	2006	8819
Bray Park	2011	10003
Bray Park	2016	10246
Lawnton	2006	5644
Lawnton	2011	5727
Lawnton	2016	6011
Petrie	2006	8567
Petrie	2011	8500
Petrie	2016	8690
Strathpine - Brendale	2006	11267
Strathpine - Brendale	2011	11126
Strathpine - Brendale	2016	12270
Aurukun	2006	1046
Aurukun	2011	1295
Aurukun	2016	1269
Cape York	2006	6237
Cape York	2011	7057
Cape York	2016	7513
Croydon - Etheridge	2006	1103
Croydon - Etheridge	2011	1209
Croydon - Etheridge	2016	1091
Kowanyama - Pormpuraaw	2006	1622
Kowanyama - Pormpuraaw	2011	1693
Kowanyama - Pormpuraaw	2016	1700
Northern Peninsula	2006	1940
Northern Peninsula	2011	2299
Northern Peninsula	2016	2796
Tablelands	2006	5538
Tablelands	2011	5495
Tablelands	2016	5985
Torres	2006	3233
Torres	2011	3259
Torres	2016	3610
Torres Strait Islands	2006	4396
Torres Strait Islands	2011	4250
Torres Strait Islands	2016	4514
Weipa	2006	2832
Weipa	2011	3332
Weipa	2016	3899
Carpentaria	2006	4553
Carpentaria	2011	5033
Carpentaria	2016	4828
Mount Isa	2006	19061
Mount Isa	2011	20569
Mount Isa	2016	18342
Mount Isa Region	2006	3736
Mount Isa Region	2011	3856
Mount Isa Region	2016	3354
Northern Highlands	2006	3590
Northern Highlands	2011	3667
Northern Highlands	2016	3121
Barcaldine - Blackall	2006	5274
Barcaldine - Blackall	2011	5416
Barcaldine - Blackall	2016	4771
Charleville	2006	4579
Charleville	2011	4617
Charleville	2016	4307
Far Central West	2006	2441
Far Central West	2011	2446
Far Central West	2016	2114
Far South West	2006	3285
Far South West	2011	3243
Far South West	2016	2802
Longreach	2006	4052
Longreach	2011	4188
Longreach	2016	3660
Buderim - North	2006	14813
Buderim - North	2011	15281
Buderim - North	2016	16615
Buderim - South	2006	13247
Buderim - South	2011	14356
Buderim - South	2016	16323
Mountain Creek	2006	6051
Mountain Creek	2011	7016
Mountain Creek	2016	11254
Sippy Downs	2006	6802
Sippy Downs	2011	9088
Sippy Downs	2016	10298
Aroona - Currimundi	2006	9677
Aroona - Currimundi	2011	9676
Aroona - Currimundi	2016	10071
Buddina - Minyama	2006	6249
Buddina - Minyama	2011	6143
Buddina - Minyama	2016	6433
Caloundra - Kings Beach	2006	5616
Caloundra - Kings Beach	2011	6082
Caloundra - Kings Beach	2016	6699
Caloundra - West	2006	9894
Caloundra - West	2011	15126
Caloundra - West	2016	20277
Golden Beach - Pelican Waters	2006	8840
Golden Beach - Pelican Waters	2011	10227
Golden Beach - Pelican Waters	2016	11854
Moffat Beach - Battery Hill	2006	7635
Moffat Beach - Battery Hill	2011	7783
Moffat Beach - Battery Hill	2016	7838
Parrearra - Warana	2006	8135
Parrearra - Warana	2011	9100
Parrearra - Warana	2016	9502
Wurtulla - Birtinya	2006	5353
Wurtulla - Birtinya	2011	5897
Wurtulla - Birtinya	2016	7838
Coolum Beach	2006	11963
Coolum Beach	2011	13153
Coolum Beach	2016	14589
Marcoola - Mudjimba	2006	9103
Marcoola - Mudjimba	2011	10183
Marcoola - Mudjimba	2016	10868
Maroochydore - Kuluin	2006	15888
Maroochydore - Kuluin	2011	16700
Maroochydore - Kuluin	2016	19163
Mooloolaba - Alexandra Headland	2006	10707
Mooloolaba - Alexandra Headland	2011	11052
Mooloolaba - Alexandra Headland	2016	11694
Noosa Heads	2006	3657
Noosa Heads	2011	3997
Noosa Heads	2016	4484
Noosaville	2006	7041
Noosaville	2011	7732
Noosaville	2016	8735
Sunshine Beach	2006	6403
Sunshine Beach	2011	6343
Sunshine Beach	2016	6534
Tewantin	2006	9955
Tewantin	2011	10044
Tewantin	2016	10308
Peregian Beach - Marcus Beach	2006	3403
Peregian Beach - Marcus Beach	2011	3825
Peregian Beach - Marcus Beach	2016	3761
Peregian Springs	2006	1675
Peregian Springs	2011	3949
Peregian Springs	2016	7337
Beerwah	2006	5345
Beerwah	2011	7198
Beerwah	2016	8201
Caloundra Hinterland	2006	7235
Caloundra Hinterland	2011	7980
Caloundra Hinterland	2016	8537
Glass House Mountains	2006	4735
Glass House Mountains	2011	5545
Glass House Mountains	2016	5838
Landsborough	2006	8870
Landsborough	2011	9486
Landsborough	2016	10142
Maroochy Hinterland	2006	5733
Maroochy Hinterland	2011	5932
Maroochy Hinterland	2016	6252
Palmwoods	2006	9280
Palmwoods	2011	10155
Palmwoods	2016	10613
Bli Bli	2006	6353
Bli Bli	2011	6696
Bli Bli	2016	8351
Diddillibah - Rosemount	2006	3050
Diddillibah - Rosemount	2011	3364
Diddillibah - Rosemount	2016	3764
Eumundi - Yandina	2006	8570
Eumundi - Yandina	2011	9417
Eumundi - Yandina	2016	10548
Nambour	2006	15970
Nambour	2011	18136
Nambour	2016	19962
Noosa Hinterland	2006	19003
Noosa Hinterland	2011	20254
Noosa Hinterland	2016	21852
Cambooya - Wyreema	2006	4574
Cambooya - Wyreema	2011	5700
Cambooya - Wyreema	2016	6957
Darling Heights	2006	11901
Darling Heights	2011	12270
Darling Heights	2016	13740
Drayton - Harristown	2006	9601
Drayton - Harristown	2011	10103
Drayton - Harristown	2016	10198
Gatton	2006	6208
Gatton	2011	7179
Gatton	2016	7434
Gowrie (Qld)	2006	4540
Gowrie (Qld)	2011	5571
Gowrie (Qld)	2016	6411
Highfields	2006	8717
Highfields	2011	11248
Highfields	2016	13180
Lockyer Valley - West	2006	9183
Lockyer Valley - West	2011	10240
Lockyer Valley - West	2016	11362
Middle Ridge	2006	5705
Middle Ridge	2011	6563
Middle Ridge	2016	7141
Newtown (Qld)	2006	9796
Newtown (Qld)	2011	9564
Newtown (Qld)	2016	9596
North Toowoomba - Harlaxton	2006	5705
North Toowoomba - Harlaxton	2011	5897
North Toowoomba - Harlaxton	2016	5734
Rangeville	2006	8421
Rangeville	2011	8215
Rangeville	2016	8312
Toowoomba - Central	2006	13547
Toowoomba - Central	2011	13299
Toowoomba - Central	2016	13373
Toowoomba - East	2006	10158
Toowoomba - East	2011	10052
Toowoomba - East	2016	9757
Toowoomba - West	2006	9182
Toowoomba - West	2011	11400
Toowoomba - West	2016	13005
Wilsonton	2006	12673
Wilsonton	2011	12919
Wilsonton	2016	13310
Ayr	2006	8709
Ayr	2011	9152
Ayr	2016	9098
Burdekin	2006	8310
Burdekin	2011	8140
Burdekin	2016	7920
Charters Towers	2006	7979
Charters Towers	2011	8235
Charters Towers	2016	8120
Dalrymple	2006	3505
Dalrymple	2011	3936
Dalrymple	2016	3759
Ingham	2006	4935
Ingham	2011	4768
Ingham	2016	4426
Ingham Region	2006	6618
Ingham Region	2011	6801
Ingham Region	2016	6453
Palm Island	2006	1981
Palm Island	2011	2339
Palm Island	2016	2446
Aitkenvale	2006	4840
Aitkenvale	2011	4910
Aitkenvale	2016	4790
Annandale	2006	10097
Annandale	2011	9469
Annandale	2016	10065
Belgian Gardens - Pallarenda	2006	3391
Belgian Gardens - Pallarenda	2011	3457
Belgian Gardens - Pallarenda	2016	3280
Bohle Plains	2006	2884
Bohle Plains	2011	5508
Bohle Plains	2016	7233
Condon - Rasmussen	2006	10200
Condon - Rasmussen	2011	10344
Condon - Rasmussen	2016	10475
Cranbrook	2006	6278
Cranbrook	2011	6147
Cranbrook	2016	5908
Deeragun	2006	8734
Deeragun	2011	15217
Deeragun	2016	22401
Douglas	2006	5991
Douglas	2011	7190
Douglas	2016	7747
Garbutt - West End	2006	6049
Garbutt - West End	2011	6726
Garbutt - West End	2016	6533
Gulliver - Currajong - Vincent	2006	8074
Gulliver - Currajong - Vincent	2011	8106
Gulliver - Currajong - Vincent	2016	7731
Heatley	2006	4263
Heatley	2011	4217
Heatley	2016	4038
Hermit Park - Rosslea	2006	4889
Hermit Park - Rosslea	2011	5124
Hermit Park - Rosslea	2016	5149
Hyde Park - Pimlico	2006	4509
Hyde Park - Pimlico	2011	4859
Hyde Park - Pimlico	2016	4656
Kelso	2006	8694
Kelso	2011	10247
Kelso	2016	10630
Kirwan - East	2006	8316
Kirwan - East	2011	8142
Kirwan - East	2016	7813
Kirwan - West	2006	14779
Kirwan - West	2011	15851
Kirwan - West	2016	15554
Magnetic Island	2006	2111
Magnetic Island	2011	2197
Magnetic Island	2016	2335
Mount Louisa	2006	5534
Mount Louisa	2011	7883
Mount Louisa	2016	9260
Mundingburra	2006	3724
Mundingburra	2011	3879
Mundingburra	2016	3620
Northern Beaches	2006	5555
Northern Beaches	2011	6073
Northern Beaches	2016	6358
Oonoonba	2006	3540
Oonoonba	2011	5258
Oonoonba	2016	6556
South Townsville - Railway Estate	2006	4721
South Townsville - Railway Estate	2011	5096
South Townsville - Railway Estate	2016	5211
Townsville - South	2006	3715
Townsville - South	2011	4008
Townsville - South	2016	4296
Townsville City - North Ward	2006	7570
Townsville City - North Ward	2011	8608
Townsville City - North Ward	2016	9059
Wulguru - Roseneath	2006	6153
Wulguru - Roseneath	2011	6025
Wulguru - Roseneath	2016	6099
Ashfield - Kepnock	2006	4611
Ashfield - Kepnock	2011	4980
Ashfield - Kepnock	2016	5229
Bargara - Burnett Heads	2006	13264
Bargara - Burnett Heads	2011	15386
Bargara - Burnett Heads	2016	16593
Branyan - Kensington	2006	3561
Branyan - Kensington	2011	3887
Branyan - Kensington	2016	4708
Bundaberg	2006	6233
Bundaberg	2011	6179
Bundaberg	2016	6116
Bundaberg East - Kalkie	2006	4640
Bundaberg East - Kalkie	2011	5214
Bundaberg East - Kalkie	2016	5475
Bundaberg North - Gooburrum	2006	7148
Bundaberg North - Gooburrum	2011	7286
Bundaberg North - Gooburrum	2016	7221
Bundaberg Region - North	2006	7258
Bundaberg Region - North	2011	8015
Bundaberg Region - North	2016	8866
Bundaberg Region - South	2006	8344
Bundaberg Region - South	2011	9386
Bundaberg Region - South	2016	9835
Millbank - Avoca	2006	7395
Millbank - Avoca	2011	7649
Millbank - Avoca	2016	7415
Svensson Heights - Norville	2006	5627
Svensson Heights - Norville	2011	5757
Svensson Heights - Norville	2016	5611
Walkervale - Avenell Heights	2006	10320
Walkervale - Avenell Heights	2011	10999
Walkervale - Avenell Heights	2016	10696
Gayndah - Mundubbera	2006	6424
Gayndah - Mundubbera	2011	6428
Gayndah - Mundubbera	2016	6658
Gin Gin	2006	4563
Gin Gin	2011	5066
Gin Gin	2016	5117
Kingaroy	2006	8848
Kingaroy	2011	9809
Kingaroy	2016	10289
Kingaroy Region - North	2006	8982
Kingaroy Region - North	2011	9327
Kingaroy Region - North	2016	9566
Kingaroy Region - South	2006	3804
Kingaroy Region - South	2011	3715
Kingaroy Region - South	2016	3924
Monto - Eidsvold	2006	3721
Monto - Eidsvold	2011	3716
Monto - Eidsvold	2016	3827
Nanango	2006	8584
Nanango	2011	9413
Nanango	2016	9678
North Burnett	2006	0
North Burnett	2011	5
North Burnett	2016	10
Cooloola	2006	5031
Cooloola	2011	5723
Cooloola	2016	6263
Gympie - North	2006	11451
Gympie - North	2011	13210
Gympie - North	2016	14220
Gympie - South	2006	4997
Gympie - South	2011	6298
Gympie - South	2016	6746
Gympie Region	2006	16934
Gympie Region	2011	16883
Gympie Region	2016	18564
Kilkivan	2006	3450
Kilkivan	2011	3574
Kilkivan	2016	3691
Booral - River Heads	2006	3677
Booral - River Heads	2011	4159
Booral - River Heads	2016	4602
Craignish - Dundowran Beach	2006	3702
Craignish - Dundowran Beach	2011	4488
Craignish - Dundowran Beach	2016	4813
Pialba - Eli Waters	2006	9741
Pialba - Eli Waters	2011	12597
Pialba - Eli Waters	2016	13948
Point Vernon	2006	5049
Point Vernon	2011	5691
Point Vernon	2016	5699
Torquay - Scarness - Kawungan	2006	13810
Torquay - Scarness - Kawungan	2011	14515
Torquay - Scarness - Kawungan	2016	14999
Urangan - Wondunna	2006	9516
Urangan - Wondunna	2011	11391
Urangan - Wondunna	2016	12612
Burrum - Fraser	2006	6972
Burrum - Fraser	2011	8660
Burrum - Fraser	2016	9572
Granville	2006	3101
Granville	2011	3164
Granville	2016	3211
Maryborough (Qld)	2006	18110
Maryborough (Qld)	2011	18177
Maryborough (Qld)	2016	18238
Maryborough Region - South	2006	6248
Maryborough Region - South	2011	7649
Maryborough Region - South	2016	8395
Tinana	2006	4417
Tinana	2011	4876
Tinana	2016	5476
Migratory - Offshore - Shipping (Qld)	2006	99
Migratory - Offshore - Shipping (Qld)	2011	473
Migratory - Offshore - Shipping (Qld)	2016	150
No usual address (Qld)	2006	12806
No usual address (Qld)	2011	12543
No usual address (Qld)	2016	12510
Adelaide	2006	10230
Adelaide	2011	12963
Adelaide	2016	15115
North Adelaide	2006	6428
North Adelaide	2011	6678
North Adelaide	2016	6950
Adelaide Hills	2006	6646
Adelaide Hills	2011	6835
Adelaide Hills	2016	6830
Aldgate - Stirling	2006	17135
Aldgate - Stirling	2011	17319
Aldgate - Stirling	2016	17465
Hahndorf - Echunga	2006	4363
Hahndorf - Echunga	2011	4278
Hahndorf - Echunga	2016	4465
Lobethal - Woodside	2006	8665
Lobethal - Woodside	2011	9010
Lobethal - Woodside	2016	9020
Mount Barker	2006	13018
Mount Barker	2011	14917
Mount Barker	2016	17365
Mount Barker Region	2006	5404
Mount Barker Region	2011	5925
Mount Barker Region	2016	6284
Nairne	2006	3646
Nairne	2011	4415
Nairne	2016	5042
Uraidla - Summertown	2006	5061
Uraidla - Summertown	2011	5350
Uraidla - Summertown	2016	5414
Burnside - Wattle Park	2006	17920
Burnside - Wattle Park	2011	17960
Burnside - Wattle Park	2016	18514
Glenside - Beaumont	2006	8978
Glenside - Beaumont	2011	8947
Glenside - Beaumont	2016	9608
Toorak Gardens	2006	15054
Toorak Gardens	2011	15288
Toorak Gardens	2016	15790
Athelstone	2006	9287
Athelstone	2011	9260
Athelstone	2016	9152
Paradise - Newton	2006	17782
Paradise - Newton	2011	18793
Paradise - Newton	2016	19718
Rostrevor - Magill	2006	19436
Rostrevor - Magill	2011	20452
Rostrevor - Magill	2016	21653
Norwood (SA)	2006	9624
Norwood (SA)	2011	9768
Norwood (SA)	2016	10066
Payneham - Felixstow	2006	11622
Payneham - Felixstow	2011	12056
Payneham - Felixstow	2016	12342
St Peters - Marden	2006	12488
St Peters - Marden	2011	13059
St Peters - Marden	2016	12956
Nailsworth - Broadview	2006	5765
Nailsworth - Broadview	2011	5965
Nailsworth - Broadview	2016	6075
Prospect	2006	13526
Prospect	2011	13986
Prospect	2016	14445
Walkerville	2006	6962
Walkerville	2011	7001
Walkerville	2016	7550
Goodwood - Millswood	2006	16765
Goodwood - Millswood	2011	17200
Goodwood - Millswood	2016	17582
Unley - Parkside	2006	19234
Unley - Parkside	2011	19640
Unley - Parkside	2016	20135
Gawler - North	2006	7506
Gawler - North	2011	8774
Gawler - North	2016	9203
Gawler - South	2006	16198
Gawler - South	2011	17626
Gawler - South	2016	19803
Lewiston - Two Wells	2006	4583
Lewiston - Two Wells	2011	5245
Lewiston - Two Wells	2016	5633
Craigmore - Blakeview	2006	14611
Craigmore - Blakeview	2011	16194
Craigmore - Blakeview	2016	18118
Davoren Park	2006	12088
Davoren Park	2011	15558
Davoren Park	2016	17658
Elizabeth	2006	9739
Elizabeth	2011	9877
Elizabeth	2016	10376
Elizabeth East	2006	12300
Elizabeth East	2011	12166
Elizabeth East	2016	12911
Munno Para West - Angle Vale	2006	4258
Munno Para West - Angle Vale	2011	7781
Munno Para West - Angle Vale	2016	12130
One Tree Hill	2006	2631
One Tree Hill	2011	2404
One Tree Hill	2016	2514
Smithfield - Elizabeth North	2006	11741
Smithfield - Elizabeth North	2011	12163
Smithfield - Elizabeth North	2016	12232
Virginia - Waterloo Corner	2006	3247
Virginia - Waterloo Corner	2011	3733
Virginia - Waterloo Corner	2016	4217
Enfield - Blair Athol	2006	19319
Enfield - Blair Athol	2011	21560
Enfield - Blair Athol	2016	23179
Northgate - Oakden - Gilles Plains	2006	18985
Northgate - Oakden - Gilles Plains	2011	20795
Northgate - Oakden - Gilles Plains	2016	24592
Windsor Gardens	2006	16910
Windsor Gardens	2011	18584
Windsor Gardens	2016	20288
Dry Creek - North	2006	143
Dry Creek - North	2011	0
Dry Creek - North	2016	0
Ingle Farm	2006	14257
Ingle Farm	2011	14684
Ingle Farm	2016	14837
Para Hills	2006	14209
Para Hills	2011	14456
Para Hills	2016	14587
Parafield	2006	0
Parafield	2011	76
Parafield	2016	105
Parafield Gardens	2006	14586
Parafield Gardens	2011	15315
Parafield Gardens	2016	16945
Paralowie	2006	15303
Paralowie	2011	16051
Paralowie	2016	16750
Salisbury	2006	15250
Salisbury	2011	16003
Salisbury	2016	17605
Salisbury East	2006	17214
Salisbury East	2011	17147
Salisbury East	2016	17533
Salisbury North	2006	13338
Salisbury North	2011	15631
Salisbury North	2016	17205
Mawson Lakes - Globe Derby Park	2006	5680
Mawson Lakes - Globe Derby Park	2011	10740
Mawson Lakes - Globe Derby Park	2016	13331
Pooraka - Cavan	2006	6879
Pooraka - Cavan	2011	7555
Pooraka - Cavan	2016	7731
Golden Grove	2006	8973
Golden Grove	2011	9430
Golden Grove	2016	10342
Greenwith	2006	9218
Greenwith	2011	9075
Greenwith	2016	8988
Highbury - Dernancourt	2006	10048
Highbury - Dernancourt	2011	10363
Highbury - Dernancourt	2016	10473
Hope Valley - Modbury	2006	15866
Hope Valley - Modbury	2011	15739
Hope Valley - Modbury	2016	16428
Modbury Heights	2006	19928
Modbury Heights	2011	18953
Modbury Heights	2016	18899
Redwood Park	2006	16244
Redwood Park	2011	15822
Redwood Park	2016	16053
St Agnes - Ridgehaven	2006	11801
St Agnes - Ridgehaven	2011	12155
St Agnes - Ridgehaven	2016	12429
Brighton (SA)	2006	12864
Brighton (SA)	2011	13401
Brighton (SA)	2016	13826
Glenelg (SA)	2006	19171
Glenelg (SA)	2011	19668
Glenelg (SA)	2016	19873
Edwardstown	2006	11930
Edwardstown	2011	12566
Edwardstown	2016	13505
Hallett Cove	2006	12271
Hallett Cove	2011	12257
Hallett Cove	2016	12395
Marino - Seaview Downs	2006	8549
Marino - Seaview Downs	2011	9055
Marino - Seaview Downs	2016	9277
Mitchell Park	2006	13481
Mitchell Park	2011	14235
Mitchell Park	2016	15151
Morphettville	2006	13013
Morphettville	2011	13513
Morphettville	2016	14657
Sheidow Park - Trott Park	2006	8955
Sheidow Park - Trott Park	2011	9562
Sheidow Park - Trott Park	2016	10116
Warradale	2006	11761
Warradale	2011	13141
Warradale	2016	14970
Belair	2006	4652
Belair	2011	4548
Belair	2016	4603
Bellevue Heights	2006	7364
Bellevue Heights	2011	7256
Bellevue Heights	2016	7433
Blackwood	2006	11063
Blackwood	2011	11228
Blackwood	2016	11996
Colonel Light Gardens	2006	14841
Colonel Light Gardens	2011	15072
Colonel Light Gardens	2016	15603
Mitcham (SA)	2006	15384
Mitcham (SA)	2011	15706
Mitcham (SA)	2016	15837
Panorama	2006	7590
Panorama	2011	7848
Panorama	2016	8068
Aberfoyle Park	2006	12061
Aberfoyle Park	2011	11875
Aberfoyle Park	2016	11657
Aldinga	2006	9873
Aldinga	2011	14153
Aldinga	2016	15379
Christie Downs	2006	7940
Christie Downs	2011	8625
Christie Downs	2016	9336
Christies Beach	2006	9271
Christies Beach	2011	9833
Christies Beach	2016	10238
Clarendon	2006	2764
Clarendon	2011	2628
Clarendon	2016	2655
Coromandel Valley	2006	3782
Coromandel Valley	2011	4280
Coromandel Valley	2016	4310
Flagstaff Hill	2006	10049
Flagstaff Hill	2011	10433
Flagstaff Hill	2016	10525
Hackham - Onkaparinga Hills	2006	6286
Hackham - Onkaparinga Hills	2011	6418
Hackham - Onkaparinga Hills	2016	6310
Hackham West - Huntfield Heights	2006	7279
Hackham West - Huntfield Heights	2011	7511
Hackham West - Huntfield Heights	2016	7587
Happy Valley	2006	13823
Happy Valley	2011	13634
Happy Valley	2016	13615
Happy Valley Reservoir	2006	5
Happy Valley Reservoir	2011	0
Happy Valley Reservoir	2016	0
Lonsdale	2006	3
Lonsdale	2011	28
Lonsdale	2016	29
McLaren Vale	2006	5065
McLaren Vale	2011	5729
McLaren Vale	2016	5975
Morphett Vale - East	2006	13517
Morphett Vale - East	2011	13451
Morphett Vale - East	2016	13601
Morphett Vale - West	2006	9530
Morphett Vale - West	2011	9151
Morphett Vale - West	2016	9538
Reynella	2006	9797
Reynella	2011	9782
Reynella	2016	10154
Seaford (SA)	2006	15664
Seaford (SA)	2011	18931
Seaford (SA)	2016	22361
Willunga	2006	3060
Willunga	2011	3288
Willunga	2016	3393
Woodcroft	2006	10933
Woodcroft	2011	11074
Woodcroft	2016	11376
Beverley	2006	7042
Beverley	2011	7219
Beverley	2016	7766
Flinders Park	2006	12772
Flinders Park	2011	13662
Flinders Park	2016	14463
Henley Beach	2006	13633
Henley Beach	2011	13937
Henley Beach	2016	14843
Hindmarsh - Brompton	2006	15792
Hindmarsh - Brompton	2011	16631
Hindmarsh - Brompton	2016	17624
Royal Park - Hendon - Albert Park	2006	5410
Royal Park - Hendon - Albert Park	2011	5711
Royal Park - Hendon - Albert Park	2016	5870
Seaton - Grange	2006	14940
Seaton - Grange	2011	15706
Seaton - Grange	2016	16282
West Lakes	2006	14087
West Lakes	2011	14044
West Lakes	2016	14363
Woodville - Cheltenham	2006	14300
Woodville - Cheltenham	2011	15319
Woodville - Cheltenham	2016	17482
Dry Creek - South	2006	0
Dry Creek - South	2011	0
Dry Creek - South	2016	0
Largs Bay - Semaphore	2006	13645
Largs Bay - Semaphore	2011	14506
Largs Bay - Semaphore	2016	14491
North Haven	2006	13860
North Haven	2011	14058
North Haven	2016	14249
Port Adelaide	2006	10354
Port Adelaide	2011	10777
Port Adelaide	2016	10787
The Parks	2006	14687
The Parks	2011	17257
The Parks	2016	18446
