SA2_NAME16	Year	medianRentWeekly
Logan Central	2016	265
Rochedale South - Priestdale	2016	370
Slacks Creek	2016	300
Springwood	2016	360
Underwood	2016	380
Woodridge	2016	275
Bowen	2016	250
Broadsound - Nebo	2016	60
Clermont	2016	114
Collinsville	2016	140
Moranbah	2016	100
Andergrove - Beaconsfield	2016	295
East Mackay	2016	253
Eimeo - Rural View	2016	300
Eungella Hinterland	2016	0
Mackay	2016	200
Mackay Harbour	2016	400
Mount Pleasant - Glenella	2016	330
North Mackay	2016	230
Ooralea - Bakers Creek	2016	350
Pioneer Valley	2016	275
Sarina	2016	260
Seaforth - Calen	2016	200
Shoal Point - Bucasia	2016	300
Slade Point	2016	250
South Mackay	2016	240
Walkerston - Eton	2016	280
West Mackay	2016	250
Airlie - Whitsundays	2016	327
Cape Conway	2016	0
Proserpine	2016	250
Beachmere - Sandstone Point	2016	330
Bribie Island	2016	300
Burpengary - East	2016	420
Caboolture	2016	290
Caboolture - South	2016	325
Elimbah	2016	335
Morayfield - East	2016	340
Wamuran	2016	320
Kilcoy	2016	270
Woodford - D'Aguilar	2016	300
Burpengary	2016	325
Deception Bay	2016	310
Morayfield	2016	423
Narangba	2016	390
Upper Caboolture	2016	375
Clontarf	2016	310
Margate - Woody Point	2016	300
Redcliffe	2016	300
Rothwell - Kippa-Ring	2016	340
Scarborough - Newport - Moreton Island	2016	330
Albany Creek	2016	400
Cashmere	2016	410
Dayboro	2016	350
Eatons Hill	2016	430
The Hills District	2016	400
Samford Valley	2016	400
Dakabin - Kallangur	2016	335
Murrumba Downs - Griffin	2016	365
North Lakes - Mango Hill	2016	400
Bray Park	2016	360
Lawnton	2016	300
Petrie	2016	335
Strathpine - Brendale	2016	340
Aurukun	2016	100
Cape York	2016	120
Croydon - Etheridge	2016	120
Kowanyama - Pormpuraaw	2016	70
Northern Peninsula	2016	120
Tablelands	2016	138
Torres	2016	152
Torres Strait Islands	2016	115
Weipa	2016	450
Carpentaria	2016	120
Mount Isa	2016	260
Mount Isa Region	2016	140
Northern Highlands	2016	100
Barcaldine - Blackall	2016	110
Charleville	2016	152
Far Central West	2016	90
Far South West	2016	100
Longreach	2016	180
Buderim - North	2016	385
Buderim - South	2016	405
Mountain Creek	2016	450
Sippy Downs	2016	430
Aroona - Currimundi	2016	395
Buddina - Minyama	2016	385
Caloundra - Kings Beach	2016	320
Caloundra - West	2016	420
Golden Beach - Pelican Waters	2016	375
Moffat Beach - Battery Hill	2016	350
Parrearra - Warana	2016	420
Wurtulla - Birtinya	2016	410
Coolum Beach	2016	380
Marcoola - Mudjimba	2016	380
Maroochydore - Kuluin	2016	340
Mooloolaba - Alexandra Headland	2016	340
Noosa Heads	2016	430
Noosaville	2016	390
Sunshine Beach	2016	400
Tewantin	2016	390
Peregian Beach - Marcus Beach	2016	380
Peregian Springs	2016	480
Beerwah	2016	330
Caloundra Hinterland	2016	310
Glass House Mountains	2016	340
Landsborough	2016	340
Maroochy Hinterland	2016	280
Palmwoods	2016	350
Bli Bli	2016	395
Diddillibah - Rosemount	2016	300
Eumundi - Yandina	2016	343
Nambour	2016	310
Noosa Hinterland	2016	340
Cambooya - Wyreema	2016	300
Darling Heights	2016	300
Drayton - Harristown	2016	265
Gatton	2016	270
Gowrie (Qld)	2016	320
Highfields	2016	380
Lockyer Valley - West	2016	270
Middle Ridge	2016	400
Newtown (Qld)	2016	270
North Toowoomba - Harlaxton	2016	260
Rangeville	2016	310
Toowoomba - Central	2016	260
Toowoomba - East	2016	280
Toowoomba - West	2016	340
Wilsonton	2016	275
Ayr	2016	220
Burdekin	2016	195
Charters Towers	2016	200
Dalrymple	2016	80
Ingham	2016	190
Ingham Region	2016	178
Palm Island	2016	120
Aitkenvale	2016	280
Annandale	2016	370
Belgian Gardens - Pallarenda	2016	280
Bohle Plains	2016	330
Condon - Rasmussen	2016	280
Cranbrook	2016	285
Deeragun	2016	330
Douglas	2016	340
Garbutt - West End	2016	240
Gulliver - Currajong - Vincent	2016	270
Heatley	2016	280
Hermit Park - Rosslea	2016	250
Hyde Park - Pimlico	2016	240
Kelso	2016	290
Kirwan - East	2016	270
Kirwan - West	2016	330
Magnetic Island	2016	270
Mount Louisa	2016	330
Mundingburra	2016	260
Northern Beaches	2016	280
Oonoonba	2016	340
South Townsville - Railway Estate	2016	280
Townsville - South	2016	240
Townsville City - North Ward	2016	305
Wulguru - Roseneath	2016	280
Ashfield - Kepnock	2016	265
Bargara - Burnett Heads	2016	290
Branyan - Kensington	2016	300
Bundaberg	2016	225
Bundaberg East - Kalkie	2016	275
Bundaberg North - Gooburrum	2016	256
Bundaberg Region - North	2016	265
Bundaberg Region - South	2016	250
Millbank - Avoca	2016	277
Svensson Heights - Norville	2016	250
Walkervale - Avenell Heights	2016	260
Gayndah - Mundubbera	2016	180
Gin Gin	2016	220
Kingaroy	2016	240
Kingaroy Region - North	2016	164
Kingaroy Region - South	2016	200
Monto - Eidsvold	2016	130
Nanango	2016	200
North Burnett	2016	0
Cooloola	2016	255
Gympie - North	2016	250
Gympie - South	2016	265
Gympie Region	2016	250
Kilkivan	2016	160
Booral - River Heads	2016	275
Craignish - Dundowran Beach	2016	350
Pialba - Eli Waters	2016	300
Point Vernon	2016	297
Torquay - Scarness - Kawungan	2016	270
Urangan - Wondunna	2016	300
Burrum - Fraser	2016	270
Granville	2016	225
Maryborough (Qld)	2016	235
Maryborough Region - South	2016	220
Tinana	2016	280
Migratory - Offshore - Shipping (Qld)	2016	0
No usual address (Qld)	2016	0
Adelaide	2016	380
North Adelaide	2016	360
Adelaide Hills	2016	265
Aldgate - Stirling	2016	360
Hahndorf - Echunga	2016	300
Lobethal - Woodside	2016	295
Mount Barker	2016	310
Mount Barker Region	2016	260
Nairne	2016	312
Uraidla - Summertown	2016	300
Burnside - Wattle Park	2016	330
Glenside - Beaumont	2016	380
Toorak Gardens	2016	300
Athelstone	2016	330
Paradise - Newton	2016	295
Rostrevor - Magill	2016	300
Norwood (SA)	2016	310
Payneham - Felixstow	2016	290
St Peters - Marden	2016	295
Nailsworth - Broadview	2016	290
Prospect	2016	300
Walkerville	2016	330
Goodwood - Millswood	2016	300
Unley - Parkside	2016	330
Gawler - North	2016	285
Gawler - South	2016	260
Lewiston - Two Wells	2016	250
Craigmore - Blakeview	2016	290
Davoren Park	2016	250
Elizabeth	2016	200
Elizabeth East	2016	225
Munno Para West - Angle Vale	2016	285
One Tree Hill	2016	250
Smithfield - Elizabeth North	2016	220
Virginia - Waterloo Corner	2016	250
Enfield - Blair Athol	2016	265
Northgate - Oakden - Gilles Plains	2016	300
Windsor Gardens	2016	275
Dry Creek - North	2016	0
Ingle Farm	2016	275
Para Hills	2016	280
Parafield	2016	0
Parafield Gardens	2016	260
Paralowie	2016	280
Salisbury	2016	245
Salisbury East	2016	270
Salisbury North	2016	255
Mawson Lakes - Globe Derby Park	2016	340
Pooraka - Cavan	2016	282
Golden Grove	2016	300
Greenwith	2016	300
Highbury - Dernancourt	2016	330
Hope Valley - Modbury	2016	285
Modbury Heights	2016	300
Redwood Park	2016	310
St Agnes - Ridgehaven	2016	300
Brighton (SA)	2016	315
Glenelg (SA)	2016	300
Edwardstown	2016	276
Hallett Cove	2016	340
Marino - Seaview Downs	2016	340
Mitchell Park	2016	270
Morphettville	2016	280
Sheidow Park - Trott Park	2016	335
Warradale	2016	300
Belair	2016	358
Bellevue Heights	2016	300
Blackwood	2016	330
Colonel Light Gardens	2016	295
Mitcham (SA)	2016	300
Panorama	2016	280
Aberfoyle Park	2016	320
Aldinga	2016	290
Christie Downs	2016	204
Christies Beach	2016	285
Clarendon	2016	200
Coromandel Valley	2016	360
Flagstaff Hill	2016	350
Hackham - Onkaparinga Hills	2016	290
Hackham West - Huntfield Heights	2016	240
Happy Valley	2016	325
Happy Valley Reservoir	2016	0
Lonsdale	2016	0
McLaren Vale	2016	290
Morphett Vale - East	2016	270
Morphett Vale - West	2016	270
Reynella	2016	300
Seaford (SA)	2016	310
Willunga	2016	300
Woodcroft	2016	320
Beverley	2016	295
Flinders Park	2016	300
Henley Beach	2016	300
Hindmarsh - Brompton	2016	300
Royal Park - Hendon - Albert Park	2016	256
Seaton - Grange	2016	275
West Lakes	2016	290
Woodville - Cheltenham	2016	277
Dry Creek - South	2016	0
Largs Bay - Semaphore	2016	295
North Haven	2016	270
Port Adelaide	2016	240
The Parks	2016	220
Torrens Island	2016	0
Adelaide Airport	2016	0
Fulham	2016	300
Lockleys	2016	275
Plympton	2016	270
Richmond (SA)	2016	296
West Beach	2016	290
Barossa - Angaston	2016	220
Light	2016	225
Lyndoch	2016	250
Mallala	2016	210
Nuriootpa	2016	270
Tanunda	2016	270
Clare	2016	230
Gilbert Valley	2016	200
Goyder	2016	150
Wakefield - Barunga West	2016	180
Jamestown	2016	152
Peterborough - Mount Remarkable	2016	140
Port Pirie	2016	170
Port Pirie Region	2016	169
Kadina	2016	220
Moonta	2016	235
Wallaroo	2016	230
Yorke Peninsula - North	2016	171
Yorke Peninsula - South	2016	180
Ceduna	2016	200
Eyre Peninsula	2016	170
Kimba - Cleve - Franklin Harbour	2016	150
Le Hunte - Elliston	2016	120
Port Lincoln	2016	220
West Coast (SA)	2016	100
Western	2016	0
Whyalla	2016	176
Whyalla - North	2016	0
APY Lands	2016	75
Coober Pedy	2016	150
Quorn - Lake Gilles	2016	140
Outback	2016	70
Port Augusta	2016	180
Roxby Downs	2016	198
Goolwa - Port Elliot	2016	250
Kangaroo Island	2016	175
Strathalbyn	2016	280
Strathalbyn Region	2016	220
Victor Harbor	2016	260
Yankalilla	2016	230
Grant	2016	150
Kingston - Robe	2016	175
Millicent	2016	155
Naracoorte	2016	200
Naracoorte Region	2016	100
Penola	2016	150
Tatiara	2016	150
Wattle Range	2016	140
Mount Gambier - East	2016	195
Mount Gambier - West	2016	190
Barmera	2016	165
Berri	2016	185
Karoonda - Lameroo	2016	115
Loxton	2016	190
Loxton Region	2016	136
Mannum	2016	185
Murray Bridge	2016	220
Murray Bridge Region	2016	145
Renmark	2016	180
Renmark Region	2016	160
The Coorong	2016	125
Waikerie	2016	160
Migratory - Offshore - Shipping (SA)	2016	0
No usual address (SA)	2016	0
Augusta	2016	230
Busselton	2016	340
Busselton Region	2016	390
Margaret River	2016	348
Australind - Leschenault	2016	350
Capel	2016	300
College Grove - Carey Park	2016	285
Collie	2016	225
Dardanup	2016	255
Davenport	2016	0
Eaton - Pelican Point	2016	350
Harvey	2016	250
East Bunbury - Glen Iris	2016	300
Waroona	2016	250
Dalyellup	2016	365
Gelorup - Stratham	2016	365
South Bunbury - Bunbury	2016	300
Withers - Usher	2016	250
Bridgetown - Boyup Brook	2016	200
Donnybrook - Balingup	2016	230
Manjimup	2016	190
Pemberton	2016	175
Dawesville - Bouvard	2016	350
Falcon - Wannanup	2016	330
Greenfields	2016	300
Halls Head - Erskine	2016	350
Mandurah	2016	280
Mandurah - East	2016	330
Mandurah - North	2016	370
Mandurah - South	2016	300
Pinjarra	2016	294
City Beach	2016	700
Claremont (WA)	2016	430
Cottesloe	2016	550
Floreat	2016	600
Mosman Park - Peppermint Grove	2016	330
Nedlands - Dalkeith - Crawley	2016	460
Swanbourne - Mount Claremont	2016	488
Kings Park (WA)	2016	1000
Mount Hawthorn - Leederville	2016	440
Mount Lawley - Inglewood	2016	351
North Perth	2016	420
Perth City	2016	420
Subiaco - Shenton Park	2016	420
Wembley - West Leederville - Glendalough	2016	320
Bassendean - Eden Hill - Ashfield	2016	340
Bayswater - Embleton - Bedford	2016	355
Maylands	2016	310
Morley	2016	380
Noranda	2016	370
Chidlow	2016	350
Glen Forrest - Darlington	2016	400
Helena Valley - Koongamia	2016	320
Malmalling - Reservoir	2016	0
Mundaring	2016	390
Swan View - Greenmount - Midvale	2016	320
Avon Valley National Park	2016	0
Ballajura	2016	375
Beechboro	2016	360
Bullsbrook	2016	350
Ellenbrook	2016	385
Gidgegannup	2016	283
Hazelmere - Guildford	2016	375
Lockridge - Kiara	2016	330
Malaga	2016	0
Melaleuca - Lexia	2016	0
Middle Swan - Herne Hill	2016	350
Midland - Guildford	2016	320
Stratton - Jane Brook	2016	350
The Vines	2016	400
Walyunga National Park	2016	0
Craigie - Beldon	2016	375
Currambine - Kinross	2016	420
Duncraig	2016	450
Greenwood - Warwick	2016	400
Heathridge - Connolly	2016	390
Hillarys	2016	490
Iluka - Burns Beach	2016	648
Joondalup - Edgewater	2016	390
Kingsley	2016	420
Mullaloo - Kallaroo	2016	450
Ocean Reef	2016	510
Padbury	2016	400
Sorrento - Marmion	2016	500
Woodvale	2016	490
Balcatta - Hamersley	2016	360
Balga - Mirrabooka	2016	330
Dianella	2016	350
Herdsman	2016	0
Innaloo - Doubleview	2016	400
Karrinyup - Gwelup - Carine	2016	440
Nollamara - Westminster	2016	360
Osborne Park Industrial	2016	0
Scarborough	2016	400
Stirling - Osborne Park	2016	330
Trigg - North Beach - Watermans Bay	2016	390
Tuart Hill - Joondanna	2016	340
Wembley Downs - Churchlands - Woodlands	2016	400
Yokine - Coolbinia - Menora	2016	340
Alexander Heights - Koondoola	2016	350
Butler - Merriwa - Ridgewood	2016	350
Carramar	2016	400
Clarkson	2016	375
Girrawheen	2016	320
Madeley - Darch - Landsdale	2016	455
Marangaroo	2016	365
Mindarie - Quinns Rocks - Jindalee	2016	410
Neerabup National Park	2016	0
Tapping - Ashby - Sinagra	2016	450
Wanneroo	2016	395
Alkimos - Eglinton	2016	360
Carabooda - Pinjar	2016	250
Two Rocks	2016	340
Yanchep	2016	350
Armadale - Wungong - Brookdale	2016	300
Ashendon - Lesley	2016	0
Camillo - Champion Lakes	2016	310
Forrestdale - Harrisdale - Piara Waters	2016	420
Kelmscott	2016	310
Mount Nasura - Mount Richon - Bedfordale	2016	350
Roleystone	2016	328
Seville Grove	2016	350
Belmont - Ascot - Redcliffe	2016	355
East Victoria Park - Carlisle	2016	360
Kewdale Commercial	2016	0
Perth Airport	2016	0
Rivervale - Kewdale - Cloverdale	2016	350
Victoria Park - Lathlain - Burswood	2016	365
Bentley - Wilson - St James	2016	330
Canning Vale - West	2016	465
Canning Vale Commercial	2016	0
Cannington - Queens Park	2016	370
Parkwood - Ferndale - Lynwood	2016	350
Riverton - Shelley - Rossmoyne	2016	400
Welshpool	2016	0
Willetton	2016	410
Beckenham - Kenwick - Langford	2016	340
Canning Vale - East	2016	435
Gosnells	2016	310
Huntingdale - Southern River	2016	400
Maddington - Orange Grove - Martin	2016	310
Thornlie	2016	350
Forrestfield - Wattle Grove	2016	375
High Wycombe	2016	390
Kalamunda - Maida Vale - Gooseberry Hill	2016	375
Lesmurdie - Bickley - Carmel	2016	350
Byford	2016	395
Mundijong	2016	350
Serpentine - Jarrahdale	2016	276
Como	2016	365
Manning - Waterford	2016	350
South Perth - Kensington	2016	390
Banjup	2016	430
Bibra Industrial	2016	0
Bibra Lake	2016	0
Coogee	2016	418
Coolbellup	2016	324
Hamilton Hill	2016	320
Henderson	2016	0
North Coogee	2016	500
South Lake - Cockburn Central	2016	380
Spearwood	2016	350
Success - Hammond Park	2016	420
Yangebup	2016	350
Beeliar - Wattleup	2016	400
Jandakot	2016	448
East Fremantle	2016	400
Fremantle	2016	370
Fremantle - South	2016	350
O'Connor (WA)	2016	312
Bertram - Wellard (West)	2016	370
Calista	2016	300
Hope Valley - Postans	2016	250
Kwinana Industrial	2016	350
Parmelia - Orelia	2016	290
Casuarina - Wandi	2016	400
Applecross - Ardross	2016	470
Bateman	2016	445
Bicton - Palmyra	2016	370
Booragoon	2016	408
Bull Creek	2016	425
Leeming	2016	460
Melville	2016	400
Murdoch - Kardinya	2016	420
Willagee	2016	250
Winthrop	2016	550
Baldivis	2016	385
Cooloongup	2016	310
Port Kennedy	2016	370
Rockingham	2016	300
Rockingham Lakes	2016	0
Safety Bay - Shoalwater	2016	300
Singleton - Golden Bay - Secret Harbour	2016	380
Waikiki	2016	345
Warnbro	2016	340
Albany	2016	285
Albany Region	2016	150
Bayonet Head - Lower King	2016	315
Denmark	2016	263
Gnowangerup	2016	120
Katanning	2016	170
Kojonup	2016	125
Little Grove - Elleker	2016	265
McKail - Willyung	2016	270
Plantagenet	2016	194
Stirling Range National Park	2016	0
Chittering	2016	270
Cunderdin	2016	125
Dowerin	2016	128
Gingin - Dandaragan	2016	250
Merredin	2016	150
Moora	2016	145
Mukinbudin	2016	75
Northam	2016	245
Toodyay	2016	280
York - Beverley	2016	220
Brookton	2016	144
Kulin	2016	105
Murray	2016	260
Narrogin	2016	220
Wagin	2016	150
Broome	2016	300
Derby - West Kimberley	2016	100
Halls Creek	2016	75
Kununurra	2016	200
Roebuck	2016	85
East Pilbara	2016	60
Newman	2016	110
Port Hedland	2016	196
South Hedland	2016	216
Ashburton (WA)	2016	32
Karratha	2016	260
Roebourne	2016	128
Esperance	2016	250
Esperance Region	2016	121
Carnarvon	2016	200
Exmouth	2016	240
Boulder	2016	270
Kalgoorlie	2016	280
Kalgoorlie - North	2016	320
Kalgoorlie Airport	2016	0
Kambalda - Coolgardie - Norseman	2016	180
Leinster - Leonora	2016	55
Trafalgar (WA)	2016	0
Geraldton	2016	230
Geraldton - East	2016	240
Geraldton - North	2016	310
Geraldton - South	2016	320
Irwin	2016	250
Meekatharra	2016	85
Morawa	2016	120
Northampton - Mullewa - Greenough	2016	188
Migratory - Offshore - Shipping (WA)	2016	0
No usual address (WA)	2016	0
Bridgewater - Gagebrook	2016	200
Brighton - Pontville	2016	276
Old Beach - Otago	2016	315
Bellerive - Rosny	2016	270
Cambridge	2016	300
Geilston Bay - Risdon	2016	290
Howrah - Tranmere	2016	320
Lindisfarne - Rose Bay	2016	300
Mornington - Warrane	2016	255
Risdon Vale	2016	238
Rokeby	2016	235
South Arm	2016	295
Austins Ferry - Granton	2016	285
Berriedale - Chigwell	2016	230
Claremont (Tas.)	2016	240
Derwent Park - Lutana	2016	250
Glenorchy	2016	240
Montrose - Rosetta	2016	250
Moonah	2016	250
New Norfolk	2016	216
West Moonah	2016	250
Kingston - Huntingfield	2016	295
Kingston Beach - Blackmans Bay	2016	320
Margate - Snug	2016	300
Mount Wellington	2016	0
Taroona - Bonnet Hill	2016	323
Hobart	2016	305
Lenah Valley - Mount Stuart	2016	280
Mount Nelson - Dynnyrne	2016	280
New Town	2016	240
Sandy Bay	2016	310
South Hobart - Fern Tree	2016	280
West Hobart	2016	300
Dodges Ferry - Lewisham	2016	250
Sorell - Richmond	2016	280
Invermay	2016	200
Kings Meadows - Punchbowl	2016	250
Launceston	2016	250
Legana	2016	285
Mowbray	2016	240
Newnham - Mayfield	2016	210
Newstead	2016	250
Norwood (Tas.)	2016	260
Prospect Vale - Blackstone	2016	245
Ravenswood	2016	190
Riverside	2016	260
South Launceston	2016	240
Summerhill - Prospect	2016	250
Trevallyn	2016	250
Waverley - St Leonards	2016	200
West Launceston	2016	250
Youngtown - Relbia	2016	250
Beauty Point - Beaconsfield	2016	200
Deloraine	2016	185
Grindelwald - Lanena	2016	240
Hadspen - Carrick	2016	202
Westbury	2016	200
Dilston - Lilydale	2016	200
George Town	2016	180
Longford	2016	225
Northern Midlands	2016	142
Perth - Evandale	2016	235
St Helens - Scamander	2016	195
Flinders and Cape Barren Islands	2016	100
Scottsdale - Bridport	2016	160
Central Highlands	2016	100
Derwent Valley	2016	185
Southern Midlands	2016	170
Wilderness - East	2016	0
Bruny Island - Kettering	2016	215
Cygnet	2016	230
Geeveston - Dover	2016	205
Huonville - Franklin	2016	240
Forestier - Tasman	2016	193
Triabunna - Bicheno	2016	190
Acton - Upper Burnie	2016	200
Burnie - Ulverstone Region	2016	200
Burnie - Wivenhoe	2016	200
Parklands - Camdale	2016	200
Penguin - Sulphur Creek	2016	220
Romaine - Havenview	2016	220
Somerset	2016	206
Ulverstone	2016	210
West Ulverstone	2016	210
Wynyard	2016	198
Devonport	2016	220
East Devonport	2016	200
Latrobe	2016	220
Miandetta - Don	2016	250
Port Sorell	2016	250
Quoiba - Spreyton	2016	240
Sheffield - Railton	2016	200
Turners Beach - Forth	2016	231
King Island	2016	128
North West	2016	110
Smithton	2016	183
Waratah	2016	200
West Coast (Tas.)	2016	130
Wilderness - West	2016	0
Migratory - Offshore - Shipping (Tas.)	2016	0
No usual address (Tas.)	2016	0
Darwin Airport	2016	0
Darwin City	2016	500
East Point	2016	0
Fannie Bay - The Gardens	2016	450
Larrakeyah	2016	450
Ludmilla - The Narrows	2016	265
Parap	2016	430
Stuart Park	2016	460
Woolner - Bayview - Winnellie	2016	536
Alawa	2016	380
Anula	2016	483
Berrimah	2016	250
Brinkin - Nakara	2016	435
Buffalo Creek	2016	0
Charles Darwin	2016	0
Coconut Grove	2016	350
East Arm	2016	0
Jingili	2016	460
Karama	2016	360
Leanyer	2016	450
Lyons (NT)	2016	300
Malak - Marrara	2016	390
Millner	2016	370
Moil	2016	368
Nightcliff	2016	370
Rapid Creek	2016	400
Tiwi	2016	400
Wagaman	2016	400
Wanguri	2016	475
Wulagi	2016	480
Howard Springs	2016	364
Humpty Doo	2016	450
Koolpinyah	2016	0
Virginia	2016	376
Weddell	2016	280
Bakewell	2016	420
Driver	2016	400
Durack - Marlow Lagoon	2016	500
Gray	2016	330
Moulden	2016	255
Palmerston - North	2016	500
Palmerston - South	2016	460
Rosebery - Bellamack	2016	460
Woodroffe	2016	380
Charles	2016	300
East Side	2016	350
Flynn (NT)	2016	365
Larapinta	2016	360
Mount Johns	2016	330
Petermann - Simpson	2016	130
Ross	2016	210
Sandover - Plenty	2016	28
Tanami	2016	40
Yuendumu - Anmatjere	2016	55
Barkly	2016	50
Tennant Creek	2016	175
Alligator	2016	70
Daly	2016	50
Thamarrurr	2016	59
Tiwi Islands	2016	50
West Arnhem	2016	50
Anindilyakwa	2016	60
East Arnhem	2016	70
Nhulunbuy	2016	6
Elsey	2016	90
Gulf	2016	40
Katherine	2016	249
Victoria River	2016	41
Migratory - Offshore - Shipping (NT)	2016	0
No usual address (NT)	2016	0
Aranda	2016	415
Belconnen	2016	360
Bruce	2016	375
Charnwood	2016	300
Cook	2016	385
Dunlop	2016	400
Evatt	2016	381
Florey	2016	350
Flynn (ACT)	2016	400
Fraser	2016	400
Giralang	2016	420
Gooromon	2016	0
Hawker	2016	320
Higgins	2016	300
Holt	2016	325
Kaleen	2016	421
Latham	2016	370
Lawson	2016	375
Macgregor (ACT)	2016	391
Macquarie	2016	350
McKellar	2016	380
Melba	2016	350
Page	2016	370
Scullin	2016	321
Spence	2016	350
Weetangera	2016	405
Molonglo Corridor	2016	0
West Belconnen	2016	0
Hume	2016	0
Kowen	2016	191
Canberra East	2016	200
Canberra Airport	2016	395
Majura	2016	360
Amaroo	2016	430
Bonner	2016	430
Casey	2016	421
Crace	2016	380
Forde	2016	510
Franklin	2016	375
Gungahlin	2016	380
Hall	2016	350
Harrison	2016	367
Mitchell	2016	0
Ngunnawal	2016	380
Nicholls	2016	430
Palmerston	2016	380
Gungahlin - East	2016	0
Gungahlin - West	2016	0
Jacka	2016	325
Kenny	2016	0
Moncrieff	2016	0
Taylor	2016	0
Throsby	2016	0
Acton	2016	0
Ainslie	2016	280
Braddon	2016	400
Civic	2016	500
Dickson	2016	366
Downer	2016	378
Hackett	2016	320
Lyneham	2016	365
O'Connor (ACT)	2016	380
Turner	2016	400
Watson	2016	368
Black Mountain	2016	0
Campbell	2016	358
Duntroon	2016	250
Parkes (ACT) - North	2016	0
Reid	2016	321
Russell	2016	0
Deakin	2016	490
Forrest	2016	500
Griffith (ACT)	2016	380
Lake Burley Griffin	2016	0
Narrabundah	2016	380
Parkes (ACT) - South	2016	0
Red Hill (ACT)	2016	355
Yarralumla	2016	450
Barton	2016	490
Fyshwick	2016	0
Kingston (ACT)	2016	450
Banks	2016	375
Bonython	2016	396
Calwell	2016	385
Chisholm	2016	355
Conder	2016	360
Fadden	2016	500
Gilmore	2016	375
Gordon (ACT)	2016	370
Gowrie (ACT)	2016	398
Greenway	2016	410
Isabella Plains	2016	381
Kambah	2016	345
Macarthur	2016	450
Monash	2016	400
Mount Taylor	2016	0
Oxley (ACT)	2016	330
Richardson	2016	328
Theodore	2016	370
Tuggeranong	2016	148
Wanniassa	2016	350
Tuggeranong - West	2016	0
Chapman	2016	450
Duffy	2016	389
Fisher	2016	345
Holder	2016	400
Rivett	2016	320
Stirling	2016	300
Waramanga	2016	303
Weston	2016	370
Scrivener	2016	0
Chifley	2016	361
Curtin	2016	400
Farrer	2016	380
Garran	2016	475
Hughes	2016	325
Isaacs	2016	456
Lyons (ACT)	2016	315
Mawson	2016	320
O'Malley	2016	941
Pearce	2016	368
Phillip	2016	360
Torrens	2016	380
Arboretum	2016	0
Coombs	2016	415
Denman Prospect	2016	0
Molonglo	2016	0
Molonglo - North	2016	0
Wright	2016	400
ACT - South West	2016	326
Namadgi	2016	130
Migratory - Offshore - Shipping (ACT)	2016	0
No usual address (ACT)	2016	0
Christmas Island	2016	134
Cocos (Keeling) Islands	2016	185
Jervis Bay	2016	85
Norfolk Island	2016	140
Migratory - Offshore - Shipping (OT)	2016	0
No usual address (OT)	2016	0
