SA2_NAME16	Year	medianTotalPersonalIncomeWeekly
Browns Plains	2016	628
Chambers Flat - Logan Reserve	2016	685
Crestmead	2016	609
Greenbank Military Camp	2016	0
Hillcrest	2016	708
Marsden	2016	579
Munruben - Park Ridge South	2016	686
Regents Park - Heritage Park	2016	701
Greenbank	2016	713
Jimboomba	2016	730
Logan Village	2016	673
Bethania - Waterford	2016	604
Cornubia - Carbrook	2016	764
Loganholme - Tanah Merah	2016	728
Loganlea	2016	578
Shailer Park	2016	783
Waterford West	2016	543
Daisy Hill	2016	744
Kingston (Qld.)	2016	472
Logan Central	2016	424
Rochedale South - Priestdale	2016	736
Slacks Creek	2016	539
Springwood	2016	734
Underwood	2016	689
Woodridge	2016	458
Bowen	2016	586
Broadsound - Nebo	2016	1040
Clermont	2016	747
Collinsville	2016	578
Moranbah	2016	1209
Andergrove - Beaconsfield	2016	687
East Mackay	2016	709
Eimeo - Rural View	2016	826
Eungella Hinterland	2016	1125
Mackay	2016	605
Mackay Harbour	2016	1178
Mount Pleasant - Glenella	2016	775
North Mackay	2016	603
Ooralea - Bakers Creek	2016	813
Pioneer Valley	2016	674
Sarina	2016	630
Seaforth - Calen	2016	609
Shoal Point - Bucasia	2016	761
Slade Point	2016	623
South Mackay	2016	643
Walkerston - Eton	2016	729
West Mackay	2016	690
Airlie - Whitsundays	2016	792
Cape Conway	2016	0
Proserpine	2016	620
Beachmere - Sandstone Point	2016	505
Bribie Island	2016	481
Burpengary - East	2016	698
Caboolture	2016	519
Caboolture - South	2016	545
Elimbah	2016	623
Morayfield - East	2016	595
Wamuran	2016	658
Kilcoy	2016	548
Woodford - D'Aguilar	2016	583
Burpengary	2016	638
Deception Bay	2016	538
Morayfield	2016	632
Narangba	2016	756
Upper Caboolture	2016	667
Clontarf	2016	633
Margate - Woody Point	2016	606
Redcliffe	2016	564
Rothwell - Kippa-Ring	2016	544
Scarborough - Newport - Moreton Island	2016	665
Albany Creek	2016	785
Cashmere	2016	853
Dayboro	2016	745
Eatons Hill	2016	886
The Hills District	2016	836
Samford Valley	2016	802
Dakabin - Kallangur	2016	678
Murrumba Downs - Griffin	2016	797
North Lakes - Mango Hill	2016	795
Bray Park	2016	681
Lawnton	2016	632
Petrie	2016	730
Strathpine - Brendale	2016	639
Aurukun	2016	260
Cape York	2016	447
Croydon - Etheridge	2016	533
Kowanyama - Pormpuraaw	2016	339
Northern Peninsula	2016	468
Tablelands	2016	519
Torres	2016	740
Torres Strait Islands	2016	373
Weipa	2016	1319
Carpentaria	2016	472
Mount Isa	2016	1008
Mount Isa Region	2016	971
Northern Highlands	2016	674
Barcaldine - Blackall	2016	627
Charleville	2016	672
Far Central West	2016	707
Far South West	2016	622
Longreach	2016	726
Buderim - North	2016	641
Buderim - South	2016	686
Mountain Creek	2016	706
Sippy Downs	2016	514
Aroona - Currimundi	2016	589
Buddina - Minyama	2016	671
Caloundra - Kings Beach	2016	545
Caloundra - West	2016	604
Golden Beach - Pelican Waters	2016	572
Moffat Beach - Battery Hill	2016	601
Parrearra - Warana	2016	643
Wurtulla - Birtinya	2016	681
Coolum Beach	2016	659
Marcoola - Mudjimba	2016	642
Maroochydore - Kuluin	2016	620
Mooloolaba - Alexandra Headland	2016	703
Noosa Heads	2016	693
Noosaville	2016	614
Sunshine Beach	2016	700
Tewantin	2016	538
Peregian Beach - Marcus Beach	2016	685
Peregian Springs	2016	697
Beerwah	2016	570
Caloundra Hinterland	2016	528
Glass House Mountains	2016	577
Landsborough	2016	606
Maroochy Hinterland	2016	549
Palmwoods	2016	604
Bli Bli	2016	640
Diddillibah - Rosemount	2016	579
Eumundi - Yandina	2016	604
Nambour	2016	561
Noosa Hinterland	2016	560
Cambooya - Wyreema	2016	751
Darling Heights	2016	579
Drayton - Harristown	2016	557
Gatton	2016	492
Gowrie (Qld)	2016	709
Highfields	2016	748
Lockyer Valley - West	2016	620
Middle Ridge	2016	816
Newtown (Qld)	2016	597
North Toowoomba - Harlaxton	2016	597
Rangeville	2016	727
Toowoomba - Central	2016	617
Toowoomba - East	2016	824
Toowoomba - West	2016	752
Wilsonton	2016	565
Ayr	2016	608
Burdekin	2016	629
Charters Towers	2016	509
Dalrymple	2016	548
Ingham	2016	507
Ingham Region	2016	562
Palm Island	2016	303
Aitkenvale	2016	578
Annandale	2016	862
Belgian Gardens - Pallarenda	2016	712
Bohle Plains	2016	842
Condon - Rasmussen	2016	589
Cranbrook	2016	588
Deeragun	2016	821
Douglas	2016	577
Garbutt - West End	2016	667
Gulliver - Currajong - Vincent	2016	597
Heatley	2016	529
Hermit Park - Rosslea	2016	683
Hyde Park - Pimlico	2016	656
Kelso	2016	638
Kirwan - East	2016	566
Kirwan - West	2016	756
Magnetic Island	2016	536
Mount Louisa	2016	808
Mundingburra	2016	563
Northern Beaches	2016	604
Oonoonba	2016	909
South Townsville - Railway Estate	2016	750
Townsville - South	2016	696
Townsville City - North Ward	2016	922
Wulguru - Roseneath	2016	598
Ashfield - Kepnock	2016	511
Bargara - Burnett Heads	2016	537
Branyan - Kensington	2016	562
Bundaberg	2016	478
Bundaberg East - Kalkie	2016	561
Bundaberg North - Gooburrum	2016	480
Bundaberg Region - North	2016	476
Bundaberg Region - South	2016	452
Millbank - Avoca	2016	509
Svensson Heights - Norville	2016	492
Walkervale - Avenell Heights	2016	490
Gayndah - Mundubbera	2016	525
Gin Gin	2016	416
Kingaroy	2016	573
Kingaroy Region - North	2016	438
Kingaroy Region - South	2016	543
Monto - Eidsvold	2016	478
Nanango	2016	430
North Burnett	2016	725
Cooloola	2016	426
Gympie - North	2016	494
Gympie - South	2016	522
Gympie Region	2016	487
Kilkivan	2016	443
Booral - River Heads	2016	472
Craignish - Dundowran Beach	2016	533
Pialba - Eli Waters	2016	470
Point Vernon	2016	462
Torquay - Scarness - Kawungan	2016	470
Urangan - Wondunna	2016	489
Burrum - Fraser	2016	444
Granville	2016	456
Maryborough (Qld)	2016	463
Maryborough Region - South	2016	429
Tinana	2016	524
Migratory - Offshore - Shipping (Qld)	2016	606
No usual address (Qld)	2016	407
Adelaide	2016	474
North Adelaide	2016	779
Adelaide Hills	2016	678
Aldgate - Stirling	2016	822
Hahndorf - Echunga	2016	673
Lobethal - Woodside	2016	668
Mount Barker	2016	660
Mount Barker Region	2016	695
Nairne	2016	702
Uraidla - Summertown	2016	759
Burnside - Wattle Park	2016	782
Glenside - Beaumont	2016	840
Toorak Gardens	2016	819
Athelstone	2016	678
Paradise - Newton	2016	549
Rostrevor - Magill	2016	591
Norwood (SA)	2016	753
Payneham - Felixstow	2016	573
St Peters - Marden	2016	746
Nailsworth - Broadview	2016	817
Prospect	2016	731
Walkerville	2016	796
Goodwood - Millswood	2016	800
Unley - Parkside	2016	783
Gawler - North	2016	694
Gawler - South	2016	564
Lewiston - Two Wells	2016	643
Craigmore - Blakeview	2016	633
Davoren Park	2016	485
Elizabeth	2016	416
Elizabeth East	2016	478
Munno Para West - Angle Vale	2016	665
One Tree Hill	2016	702
Smithfield - Elizabeth North	2016	438
Virginia - Waterloo Corner	2016	472
Enfield - Blair Athol	2016	488
Northgate - Oakden - Gilles Plains	2016	601
Windsor Gardens	2016	600
Dry Creek - North	2016	0
Ingle Farm	2016	510
Para Hills	2016	577
Parafield	2016	62
Parafield Gardens	2016	488
Paralowie	2016	553
Salisbury	2016	455
Salisbury East	2016	565
Salisbury North	2016	515
Mawson Lakes - Globe Derby Park	2016	747
Pooraka - Cavan	2016	503
Golden Grove	2016	704
Greenwith	2016	744
Highbury - Dernancourt	2016	705
Hope Valley - Modbury	2016	538
Modbury Heights	2016	672
Redwood Park	2016	708
St Agnes - Ridgehaven	2016	624
Brighton (SA)	2016	724
Glenelg (SA)	2016	769
Edwardstown	2016	609
Hallett Cove	2016	704
Marino - Seaview Downs	2016	713
Mitchell Park	2016	519
Morphettville	2016	621
Sheidow Park - Trott Park	2016	752
Warradale	2016	588
Belair	2016	764
Bellevue Heights	2016	559
Blackwood	2016	775
Colonel Light Gardens	2016	739
Mitcham (SA)	2016	802
Panorama	2016	586
Aberfoyle Park	2016	670
Aldinga	2016	573
Christie Downs	2016	469
Christies Beach	2016	536
Clarendon	2016	733
Coromandel Valley	2016	790
Flagstaff Hill	2016	720
Hackham - Onkaparinga Hills	2016	560
Hackham West - Huntfield Heights	2016	475
Happy Valley	2016	670
Happy Valley Reservoir	2016	0
Lonsdale	2016	362
McLaren Vale	2016	628
Morphett Vale - East	2016	556
Morphett Vale - West	2016	499
Reynella	2016	596
Seaford (SA)	2016	607
Willunga	2016	658
Woodcroft	2016	663
Beverley	2016	632
Flinders Park	2016	573
Henley Beach	2016	686
Hindmarsh - Brompton	2016	612
Royal Park - Hendon - Albert Park	2016	581
Seaton - Grange	2016	589
West Lakes	2016	659
Woodville - Cheltenham	2016	553
Dry Creek - South	2016	0
Largs Bay - Semaphore	2016	707
North Haven	2016	596
Port Adelaide	2016	522
The Parks	2016	435
Torrens Island	2016	0
Adelaide Airport	2016	0
Fulham	2016	620
Lockleys	2016	639
Plympton	2016	614
Richmond (SA)	2016	589
West Beach	2016	723
Barossa - Angaston	2016	642
Light	2016	631
Lyndoch	2016	671
Mallala	2016	552
Nuriootpa	2016	619
Tanunda	2016	676
Clare	2016	645
Gilbert Valley	2016	567
Goyder	2016	481
Wakefield - Barunga West	2016	530
Jamestown	2016	539
Peterborough - Mount Remarkable	2016	470
Port Pirie	2016	476
Port Pirie Region	2016	516
Kadina	2016	511
Moonta	2016	463
Wallaroo	2016	467
Yorke Peninsula - North	2016	494
Yorke Peninsula - South	2016	463
Ceduna	2016	711
Eyre Peninsula	2016	609
Kimba - Cleve - Franklin Harbour	2016	606
Le Hunte - Elliston	2016	599
Port Lincoln	2016	615
West Coast (SA)	2016	606
Western	2016	1531
Whyalla	2016	498
Whyalla - North	2016	0
APY Lands	2016	283
Coober Pedy	2016	497
Quorn - Lake Gilles	2016	557
Outback	2016	886
Port Augusta	2016	600
Roxby Downs	2016	1548
Goolwa - Port Elliot	2016	482
Kangaroo Island	2016	553
Strathalbyn	2016	568
Strathalbyn Region	2016	581
Victor Harbor	2016	481
Yankalilla	2016	496
Grant	2016	644
Kingston - Robe	2016	597
Millicent	2016	491
Naracoorte	2016	644
Naracoorte Region	2016	691
Penola	2016	625
Tatiara	2016	652
Wattle Range	2016	583
Mount Gambier - East	2016	618
Mount Gambier - West	2016	580
Barmera	2016	538
Berri	2016	519
Karoonda - Lameroo	2016	539
Loxton	2016	571
Loxton Region	2016	560
Mannum	2016	471
Murray Bridge	2016	516
Murray Bridge Region	2016	587
Renmark	2016	494
Renmark Region	2016	611
The Coorong	2016	501
Waikerie	2016	499
Migratory - Offshore - Shipping (SA)	2016	1749
No usual address (SA)	2016	370
Augusta	2016	616
Busselton	2016	610
Busselton Region	2016	772
Margaret River	2016	709
Australind - Leschenault	2016	696
Capel	2016	657
College Grove - Carey Park	2016	576
Collie	2016	512
Dardanup	2016	671
Davenport	2016	1125
Eaton - Pelican Point	2016	681
Harvey	2016	594
East Bunbury - Glen Iris	2016	626
Waroona	2016	558
Dalyellup	2016	764
Gelorup - Stratham	2016	703
South Bunbury - Bunbury	2016	711
Withers - Usher	2016	520
Bridgetown - Boyup Brook	2016	542
Donnybrook - Balingup	2016	563
Manjimup	2016	619
Pemberton	2016	548
Dawesville - Bouvard	2016	566
Falcon - Wannanup	2016	570
Greenfields	2016	479
Halls Head - Erskine	2016	580
Mandurah	2016	507
Mandurah - East	2016	540
Mandurah - North	2016	661
Mandurah - South	2016	499
Pinjarra	2016	538
City Beach	2016	1023
Claremont (WA)	2016	964
Cottesloe	2016	1231
Floreat	2016	1042
Mosman Park - Peppermint Grove	2016	916
Nedlands - Dalkeith - Crawley	2016	693
Swanbourne - Mount Claremont	2016	940
Kings Park (WA)	2016	1499
Mount Hawthorn - Leederville	2016	1096
Mount Lawley - Inglewood	2016	923
North Perth	2016	945
Perth City	2016	982
Subiaco - Shenton Park	2016	1053
Wembley - West Leederville - Glendalough	2016	888
Bassendean - Eden Hill - Ashfield	2016	731
Bayswater - Embleton - Bedford	2016	789
Maylands	2016	890
Morley	2016	625
Noranda	2016	636
Chidlow	2016	678
Glen Forrest - Darlington	2016	732
Helena Valley - Koongamia	2016	735
Malmalling - Reservoir	2016	383
Mundaring	2016	683
Swan View - Greenmount - Midvale	2016	632
Avon Valley National Park	2016	850
Ballajura	2016	625
Beechboro	2016	661
Bullsbrook	2016	730
Ellenbrook	2016	811
Gidgegannup	2016	775
Hazelmere - Guildford	2016	787
Lockridge - Kiara	2016	699
Malaga	2016	649
Melaleuca - Lexia	2016	0
Middle Swan - Herne Hill	2016	625
Midland - Guildford	2016	646
Stratton - Jane Brook	2016	745
The Vines	2016	859
Walyunga National Park	2016	0
Craigie - Beldon	2016	760
Currambine - Kinross	2016	761
Duncraig	2016	819
Greenwood - Warwick	2016	737
Heathridge - Connolly	2016	755
Hillarys	2016	847
Iluka - Burns Beach	2016	911
Joondalup - Edgewater	2016	715
Kingsley	2016	748
Mullaloo - Kallaroo	2016	790
Ocean Reef	2016	760
Padbury	2016	788
Sorrento - Marmion	2016	859
Woodvale	2016	744
Balcatta - Hamersley	2016	693
Balga - Mirrabooka	2016	497
Dianella	2016	676
Herdsman	2016	0
Innaloo - Doubleview	2016	940
Karrinyup - Gwelup - Carine	2016	863
Nollamara - Westminster	2016	674
Osborne Park Industrial	2016	1062
Scarborough	2016	1061
Stirling - Osborne Park	2016	776
Trigg - North Beach - Watermans Bay	2016	927
Tuart Hill - Joondanna	2016	842
Wembley Downs - Churchlands - Woodlands	2016	826
Yokine - Coolbinia - Menora	2016	789
Alexander Heights - Koondoola	2016	551
Butler - Merriwa - Ridgewood	2016	654
Carramar	2016	806
Clarkson	2016	730
Girrawheen	2016	489
Madeley - Darch - Landsdale	2016	785
Marangaroo	2016	548
Mindarie - Quinns Rocks - Jindalee	2016	762
Neerabup National Park	2016	949
Tapping - Ashby - Sinagra	2016	787
Wanneroo	2016	739
Alkimos - Eglinton	2016	940
Carabooda - Pinjar	2016	689
Two Rocks	2016	582
Yanchep	2016	692
Armadale - Wungong - Brookdale	2016	558
Ashendon - Lesley	2016	949
Camillo - Champion Lakes	2016	593
Forrestdale - Harrisdale - Piara Waters	2016	969
Kelmscott	2016	609
Mount Nasura - Mount Richon - Bedfordale	2016	691
Roleystone	2016	748
Seville Grove	2016	686
Belmont - Ascot - Redcliffe	2016	756
East Victoria Park - Carlisle	2016	782
Kewdale Commercial	2016	1125
Perth Airport	2016	0
Rivervale - Kewdale - Cloverdale	2016	703
Victoria Park - Lathlain - Burswood	2016	859
Bentley - Wilson - St James	2016	487
Canning Vale - West	2016	713
Canning Vale Commercial	2016	0
Cannington - Queens Park	2016	612
Parkwood - Ferndale - Lynwood	2016	657
Riverton - Shelley - Rossmoyne	2016	645
Welshpool	2016	1125
Willetton	2016	630
Beckenham - Kenwick - Langford	2016	568
Canning Vale - East	2016	746
Gosnells	2016	567
Huntingdale - Southern River	2016	751
Maddington - Orange Grove - Martin	2016	573
Thornlie	2016	626
Forrestfield - Wattle Grove	2016	756
High Wycombe	2016	759
Kalamunda - Maida Vale - Gooseberry Hill	2016	715
Lesmurdie - Bickley - Carmel	2016	675
Byford	2016	822
Mundijong	2016	717
Serpentine - Jarrahdale	2016	675
Como	2016	877
Manning - Waterford	2016	601
South Perth - Kensington	2016	973
Banjup	2016	874
Bibra Industrial	2016	1125
Bibra Lake	2016	0
Coogee	2016	741
Coolbellup	2016	662
Hamilton Hill	2016	608
Henderson	2016	449
North Coogee	2016	1166
South Lake - Cockburn Central	2016	725
Spearwood	2016	623
Success - Hammond Park	2016	910
Yangebup	2016	738
Beeliar - Wattleup	2016	838
Jandakot	2016	718
East Fremantle	2016	938
Fremantle	2016	869
Fremantle - South	2016	708
O'Connor (WA)	2016	524
Bertram - Wellard (West)	2016	834
Calista	2016	514
Hope Valley - Postans	2016	587
Kwinana Industrial	2016	675
Parmelia - Orelia	2016	538
Casuarina - Wandi	2016	909
Applecross - Ardross	2016	898
Bateman	2016	697
Bicton - Palmyra	2016	852
Booragoon	2016	791
Bull Creek	2016	648
Leeming	2016	767
Melville	2016	842
Murdoch - Kardinya	2016	610
Willagee	2016	629
Winthrop	2016	676
Baldivis	2016	839
Cooloongup	2016	512
Port Kennedy	2016	680
Rockingham	2016	585
Rockingham Lakes	2016	0
Safety Bay - Shoalwater	2016	595
Singleton - Golden Bay - Secret Harbour	2016	792
Waikiki	2016	637
Warnbro	2016	612
Albany	2016	607
Albany Region	2016	608
Bayonet Head - Lower King	2016	633
Denmark	2016	544
Gnowangerup	2016	789
Katanning	2016	671
Kojonup	2016	673
Little Grove - Elleker	2016	634
McKail - Willyung	2016	600
Plantagenet	2016	534
Stirling Range National Park	2016	0
Chittering	2016	641
Cunderdin	2016	579
Dowerin	2016	650
Gingin - Dandaragan	2016	596
Merredin	2016	679
Moora	2016	734
Mukinbudin	2016	757
Northam	2016	581
Toodyay	2016	560
York - Beverley	2016	537
Brookton	2016	638
Kulin	2016	760
Murray	2016	725
Narrogin	2016	626
Wagin	2016	640
Broome	2016	983
Derby - West Kimberley	2016	433
Halls Creek	2016	358
Kununurra	2016	864
Roebuck	2016	366
East Pilbara	2016	1976
Newman	2016	1468
Port Hedland	2016	1617
South Hedland	2016	1228
Ashburton (WA)	2016	2381
Karratha	2016	1318
Roebourne	2016	1473
Esperance	2016	668
Esperance Region	2016	742
Carnarvon	2016	679
Exmouth	2016	755
Boulder	2016	837
Kalgoorlie	2016	957
Kalgoorlie - North	2016	1115
Kalgoorlie Airport	2016	0
Kambalda - Coolgardie - Norseman	2016	753
Leinster - Leonora	2016	875
Trafalgar (WA)	2016	0
Geraldton	2016	581
Geraldton - East	2016	592
Geraldton - North	2016	733
Geraldton - South	2016	792
Irwin	2016	547
Meekatharra	2016	949
Morawa	2016	670
Northampton - Mullewa - Greenough	2016	576
Migratory - Offshore - Shipping (WA)	2016	2654
No usual address (WA)	2016	434
Bridgewater - Gagebrook	2016	444
Brighton - Pontville	2016	667
Old Beach - Otago	2016	743
Bellerive - Rosny	2016	685
Cambridge	2016	796
Geilston Bay - Risdon	2016	742
Howrah - Tranmere	2016	740
Lindisfarne - Rose Bay	2016	693
Mornington - Warrane	2016	514
Risdon Vale	2016	496
Rokeby	2016	545
South Arm	2016	757
Austins Ferry - Granton	2016	677
Berriedale - Chigwell	2016	576
Claremont (Tas.)	2016	568
Derwent Park - Lutana	2016	558
Glenorchy	2016	494
Montrose - Rosetta	2016	606
Moonah	2016	544
New Norfolk	2016	494
West Moonah	2016	590
Kingston - Huntingfield	2016	641
Kingston Beach - Blackmans Bay	2016	707
Margate - Snug	2016	698
Mount Wellington	2016	0
Taroona - Bonnet Hill	2016	751
Hobart	2016	736
Lenah Valley - Mount Stuart	2016	790
Mount Nelson - Dynnyrne	2016	636
New Town	2016	637
Sandy Bay	2016	677
South Hobart - Fern Tree	2016	710
West Hobart	2016	817
Dodges Ferry - Lewisham	2016	583
Sorell - Richmond	2016	605
Invermay	2016	475
Kings Meadows - Punchbowl	2016	572
Launceston	2016	768
Legana	2016	583
Mowbray	2016	419
Newnham - Mayfield	2016	454
Newstead	2016	619
Norwood (Tas.)	2016	632
Prospect Vale - Blackstone	2016	593
Ravenswood	2016	434
Riverside	2016	643
South Launceston	2016	604
Summerhill - Prospect	2016	612
Trevallyn	2016	706
Waverley - St Leonards	2016	567
West Launceston	2016	693
Youngtown - Relbia	2016	635
Beauty Point - Beaconsfield	2016	448
Deloraine	2016	464
Grindelwald - Lanena	2016	535
Hadspen - Carrick	2016	632
Westbury	2016	497
Dilston - Lilydale	2016	611
George Town	2016	458
Longford	2016	549
Northern Midlands	2016	485
Perth - Evandale	2016	609
St Helens - Scamander	2016	439
Flinders and Cape Barren Islands	2016	575
Scottsdale - Bridport	2016	479
Central Highlands	2016	470
Derwent Valley	2016	513
Southern Midlands	2016	533
Wilderness - East	2016	749
Bruny Island - Kettering	2016	551
Cygnet	2016	483
Geeveston - Dover	2016	454
Huonville - Franklin	2016	544
Forestier - Tasman	2016	462
Triabunna - Bicheno	2016	498
Acton - Upper Burnie	2016	485
Burnie - Ulverstone Region	2016	558
Burnie - Wivenhoe	2016	505
Parklands - Camdale	2016	537
Penguin - Sulphur Creek	2016	546
Romaine - Havenview	2016	553
Somerset	2016	509
Ulverstone	2016	511
West Ulverstone	2016	488
Wynyard	2016	491
Devonport	2016	498
East Devonport	2016	474
Latrobe	2016	527
Miandetta - Don	2016	611
Port Sorell	2016	570
Quoiba - Spreyton	2016	624
Sheffield - Railton	2016	475
Turners Beach - Forth	2016	604
King Island	2016	707
North West	2016	584
Smithton	2016	579
Waratah	2016	516
West Coast (Tas.)	2016	469
Wilderness - West	2016	0
Migratory - Offshore - Shipping (Tas.)	2016	1089
No usual address (Tas.)	2016	385
Darwin Airport	2016	1062
Darwin City	2016	1193
East Point	2016	1042
Fannie Bay - The Gardens	2016	1172
Larrakeyah	2016	1241
Ludmilla - The Narrows	2016	905
Parap	2016	1289
Stuart Park	2016	1167
Woolner - Bayview - Winnellie	2016	1347
Alawa	2016	831
Anula	2016	1022
Berrimah	2016	791
Brinkin - Nakara	2016	848
Buffalo Creek	2016	0
Charles Darwin	2016	0
Coconut Grove	2016	887
East Arm	2016	1100
Jingili	2016	983
Karama	2016	824
Leanyer	2016	1011
Lyons (NT)	2016	1257
Malak - Marrara	2016	943
Millner	2016	891
Moil	2016	893
Nightcliff	2016	1087
Rapid Creek	2016	1053
Tiwi	2016	943
Wagaman	2016	809
Wanguri	2016	893
Wulagi	2016	1014
Howard Springs	2016	1276
Humpty Doo	2016	1050
Koolpinyah	2016	919
Virginia	2016	1051
Weddell	2016	950
Bakewell	2016	1057
Driver	2016	987
Durack - Marlow Lagoon	2016	1205
Gray	2016	819
Moulden	2016	772
Palmerston - North	2016	1148
Palmerston - South	2016	1230
Rosebery - Bellamack	2016	1143
Woodroffe	2016	929
Charles	2016	937
East Side	2016	1002
Flynn (NT)	2016	957
Larapinta	2016	1059
Mount Johns	2016	1164
Petermann - Simpson	2016	711
Ross	2016	769
Sandover - Plenty	2016	265
Tanami	2016	256
Yuendumu - Anmatjere	2016	285
Barkly	2016	349
Tennant Creek	2016	650
Alligator	2016	674
Daly	2016	350
Thamarrurr	2016	232
Tiwi Islands	2016	248
West Arnhem	2016	243
Anindilyakwa	2016	930
East Arnhem	2016	237
Nhulunbuy	2016	1300
Elsey	2016	287
Gulf	2016	273
Katherine	2016	920
Victoria River	2016	315
Migratory - Offshore - Shipping (NT)	2016	700
No usual address (NT)	2016	449
Aranda	2016	1195
Belconnen	2016	839
Bruce	2016	817
Charnwood	2016	747
Cook	2016	1042
Dunlop	2016	1047
Evatt	2016	969
Florey	2016	830
Flynn (ACT)	2016	1010
Fraser	2016	1035
Giralang	2016	946
Gooromon	2016	3000
Hawker	2016	1024
Higgins	2016	843
Holt	2016	844
Kaleen	2016	849
Latham	2016	903
Lawson	2016	780
Macgregor (ACT)	2016	1043
Macquarie	2016	890
McKellar	2016	921
Melba	2016	935
Page	2016	789
Scullin	2016	824
Spence	2016	904
Weetangera	2016	1172
Molonglo Corridor	2016	1874
West Belconnen	2016	762
Hume	2016	1024
Kowen	2016	1125
Canberra East	2016	599
Canberra Airport	2016	1136
Majura	2016	1019
Amaroo	2016	1090
Bonner	2016	1092
Casey	2016	1197
Crace	2016	1242
Forde	2016	1327
Franklin	2016	1002
Gungahlin	2016	895
Hall	2016	880
Harrison	2016	1068
Mitchell	2016	1024
Ngunnawal	2016	960
Nicholls	2016	1059
Palmerston	2016	890
Gungahlin - East	2016	0
Gungahlin - West	2016	0
Jacka	2016	990
Kenny	2016	833
Moncrieff	2016	1031
Taylor	2016	0
Throsby	2016	0
Acton	2016	179
Ainslie	2016	1029
Braddon	2016	1134
Civic	2016	496
Dickson	2016	896
Downer	2016	836
Hackett	2016	1069
Lyneham	2016	989
O'Connor (ACT)	2016	1026
Turner	2016	1125
Watson	2016	1037
Black Mountain	2016	0
Campbell	2016	1223
Duntroon	2016	867
Parkes (ACT) - North	2016	0
Reid	2016	1014
Russell	2016	0
Deakin	2016	1363
Forrest	2016	1576
Griffith (ACT)	2016	1362
Lake Burley Griffin	2016	0
Narrabundah	2016	1085
Parkes (ACT) - South	2016	0
Red Hill (ACT)	2016	1195
Yarralumla	2016	1347
Barton	2016	1576
Fyshwick	2016	489
Kingston (ACT)	2016	1545
Banks	2016	1012
Bonython	2016	969
Calwell	2016	999
Chisholm	2016	919
Conder	2016	946
Fadden	2016	1197
Gilmore	2016	957
Gordon (ACT)	2016	957
Gowrie (ACT)	2016	1003
Greenway	2016	1030
Isabella Plains	2016	916
Kambah	2016	917
Macarthur	2016	1133
Monash	2016	931
Mount Taylor	2016	0
Oxley (ACT)	2016	936
Richardson	2016	863
Theodore	2016	982
Tuggeranong	2016	774
Wanniassa	2016	927
Tuggeranong - West	2016	537
Chapman	2016	1188
Duffy	2016	1074
Fisher	2016	976
Holder	2016	1073
Rivett	2016	908
Stirling	2016	881
Waramanga	2016	991
Weston	2016	1052
Scrivener	2016	0
Chifley	2016	971
Curtin	2016	1071
Farrer	2016	1028
Garran	2016	1179
Hughes	2016	1132
Isaacs	2016	1042
Lyons (ACT)	2016	846
Mawson	2016	954
O'Malley	2016	1310
Pearce	2016	1044
Phillip	2016	1145
Torrens	2016	988
Arboretum	2016	0
Coombs	2016	1280
Denman Prospect	2016	0
Molonglo	2016	0
Molonglo - North	2016	75
Wright	2016	1366
ACT - South West	2016	1083
Namadgi	2016	1208
Migratory - Offshore - Shipping (ACT)	2016	0
No usual address (ACT)	2016	447
Christmas Island	2016	1164
Cocos (Keeling) Islands	2016	563
Jervis Bay	2016	629
Norfolk Island	2016	592
Migratory - Offshore - Shipping (OT)	2016	1833
No usual address (OT)	2016	412
