SA2_NAME16	Year	averageHouseholdSize
Lakes Entrance	2016	2.2
Orbost	2016	2.1
Paynesville	2016	2.1
Foster	2016	2.2
French Island	2016	1.9
Korumburra	2016	2.5
Leongatha	2016	2.4
Phillip Island	2016	2.2
Wilsons Promontory	2016	0
Wonthaggi - Inverloch	2016	2.2
Churchill	2016	2.5
Moe - Newborough	2016	2.2
Morwell	2016	2.1
Traralgon	2016	2.4
Yallourn North - Glengarry	2016	2.6
Alps - West	2016	1
Longford - Loch Sport	2016	2.3
Maffra	2016	2.4
Rosedale	2016	2.5
Sale	2016	2.3
Yarram	2016	2.2
Brunswick	2016	2.2
Brunswick East	2016	2.2
Brunswick West	2016	2.2
Coburg	2016	2.6
Pascoe Vale South	2016	2.8
Alphington - Fairfield	2016	2.4
Northcote	2016	2.4
Thornbury	2016	2.3
Ascot Vale	2016	2.4
Essendon - Aberfeldie	2016	2.5
Flemington	2016	2.2
Moonee Ponds	2016	2.4
Carlton	2016	1.9
Docklands	2016	2.1
East Melbourne	2016	1.9
Flemington Racecourse	2016	2
Kensington (Vic.)	2016	2.2
Melbourne	2016	2
North Melbourne	2016	2.1
Parkville	2016	2.2
South Yarra - West	2016	1.9
Southbank	2016	1.9
West Melbourne	2016	0
Albert Park	2016	2.1
Elwood	2016	2
Port Melbourne	2016	2.1
Port Melbourne Industrial	2016	1
South Melbourne	2016	2
St Kilda	2016	1.8
St Kilda East	2016	2
Armadale	2016	2.1
Prahran - Windsor	2016	1.9
South Yarra - East	2016	1.8
Toorak	2016	2.2
Abbotsford	2016	2.1
Carlton North - Princes Hill	2016	2.3
Collingwood	2016	2
Fitzroy	2016	2.1
Fitzroy North	2016	2.2
Richmond (Vic.)	2016	2.1
Yarra - North	2016	2.3
Ashburton (Vic.)	2016	2.9
Balwyn	2016	2.6
Balwyn North	2016	3
Camberwell	2016	2.7
Glen Iris - East	2016	2.8
Hawthorn	2016	2.2
Hawthorn East	2016	2.3
Kew	2016	2.6
Kew East	2016	2.8
Surrey Hills (West) - Canterbury	2016	2.8
Bulleen	2016	2.7
Doncaster	2016	2.5
Templestowe	2016	2.9
Templestowe Lower	2016	2.7
Doncaster East (North)	2016	3
Doncaster East (South)	2016	2.6
Blackburn	2016	2.7
Blackburn South	2016	2.7
Box Hill	2016	2.5
Box Hill North	2016	2.7
Burwood	2016	2.6
Burwood East	2016	2.7
Surrey Hills (East) - Mont Albert	2016	2.6
Beaumaris	2016	2.7
Brighton (Vic.)	2016	2.5
Brighton East	2016	2.7
Cheltenham - Highett (West)	2016	2.5
Hampton	2016	2.6
Sandringham - Black Rock	2016	2.5
Bentleigh - McKinnon	2016	2.7
Carnegie	2016	2.3
Caulfield - North	2016	2.5
Caulfield - South	2016	2.6
Elsternwick	2016	2.4
Hughesdale	2016	2.6
Murrumbeena	2016	2.5
Ormond - Glen Huntly	2016	2.4
Bentleigh East (North)	2016	2.8
Bentleigh East (South)	2016	2.7
Aspendale Gardens - Waterways	2016	3.2
Braeside	2016	1
Carrum - Patterson Lakes	2016	2.4
Chelsea - Bonbeach	2016	2.2
Chelsea Heights	2016	2.7
Cheltenham - Highett (East)	2016	2.4
Edithvale - Aspendale	2016	2.6
Mentone	2016	2.3
Moorabbin - Heatherton	2016	2.6
Moorabbin Airport	2016	0
Mordialloc - Parkdale	2016	2.5
Malvern - Glen Iris	2016	2.4
Malvern East	2016	2.7
Bundoora - East	2016	2.8
Greensborough	2016	2.7
Heidelberg - Rosanna	2016	2.5
Heidelberg West	2016	2.4
Ivanhoe	2016	2.5
Ivanhoe East - Eaglemont	2016	2.8
Montmorency - Briar Hill	2016	2.5
Viewbank - Yallambie	2016	2.6
Watsonia	2016	2.6
Kingsbury	2016	2.9
Reservoir - East	2016	2.4
Reservoir - West	2016	2.6
Preston - East	2016	2.4
Preston - West	2016	2.6
Eltham	2016	2.9
Hurstbridge	2016	2.9
Kinglake	2016	2.7
Panton Hill - St Andrews	2016	2.9
Plenty - Yarrambat	2016	3.1
Research - North Warrandyte	2016	3
Wattle Glen - Diamond Creek	2016	3
Bundoora - North	2016	2.8
Bundoora - West	2016	2.6
Lalor	2016	2.9
Mill Park - North	2016	3
Mill Park - South	2016	2.9
Thomastown	2016	2.8
Wallan	2016	3
Whittlesea	2016	2.8
Doreen	2016	3.1
Epping - East	2016	3
Epping - South	2016	2.8
Epping - West	2016	3.3
Mernda	2016	3
South Morang (North)	2016	3.3
South Morang (South)	2016	3
Wollert	2016	3.2
Airport West	2016	2.3
Essendon Airport	2016	0
Keilor	2016	2.7
Keilor East	2016	2.7
Niddrie - Essendon West	2016	2.6
Strathmore	2016	2.8
Gisborne	2016	2.9
Macedon	2016	2.7
Riddells Creek	2016	2.8
Romsey	2016	2.8
Coburg North	2016	2.5
Fawkner	2016	2.9
Pascoe Vale	2016	2.5
Glenroy	2016	2.6
Gowanbrae	2016	2.7
Hadfield	2016	2.6
Sunbury	2016	2.9
Sunbury - South	2016	2.6
Broadmeadows	2016	2.9
Campbellfield - Coolaroo	2016	3.2
Gladstone Park - Westmeadows	2016	2.7
Greenvale - Bulla	2016	3.4
Meadow Heights	2016	3.4
Melbourne Airport	2016	2.6
Roxburgh Park - Somerton	2016	3.8
Tullamarine	2016	2.3
Craigieburn - Central	2016	3.1
Craigieburn - North	2016	3.5
Craigieburn - South	2016	3.3
Craigieburn - West	2016	3.3
Mickleham - Yuroke	2016	3.1
Bayswater	2016	2.5
Knoxfield - Scoresby	2016	2.8
Lysterfield	2016	3.3
Rowville - Central	2016	2.9
Rowville - North	2016	3.1
Rowville - South	2016	3.1
Wantirna	2016	2.8
Wantirna South	2016	2.8
Boronia	2016	2.4
Ferntree Gully (North)	2016	2.5
Ferntree Gully (South) - Upper Ferntree Gully	2016	2.7
The Basin	2016	2.8
Donvale - Park Orchards	2016	2.9
Warrandyte - Wonga Park	2016	3.1
Bayswater North	2016	2.7
Croydon Hills - Warranwood	2016	3
Ringwood	2016	2.4
Ringwood East	2016	2.6
Ringwood North	2016	2.8
Croydon - East	2016	2.3
Croydon - West	2016	2.5
Croydon South	2016	2.7
Forest Hill	2016	2.6
Mitcham (Vic.)	2016	2.5
Nunawading	2016	2.6
Vermont	2016	2.7
Vermont South	2016	2.9
Belgrave - Selby	2016	2.9
Chirnside Park	2016	2.8
Healesville - Yarra Glen	2016	2.5
Kilsyth	2016	2.5
Lilydale - Coldstream	2016	2.7
Monbulk - Silvan	2016	2.8
Montrose	2016	2.8
Mooroolbark	2016	2.8
Mount Dandenong - Olinda	2016	2.6
Mount Evelyn	2016	2.9
Upwey - Tecoma	2016	2.7
Wandin - Seville	2016	2.9
Yarra Valley	2016	2.5
Beaconsfield - Officer	2016	2.9
Bunyip - Garfield	2016	2.8
Emerald - Cockatoo	2016	2.9
Koo Wee Rup	2016	2.7
Pakenham - North	2016	2.7
Pakenham - South	2016	2.9
Berwick - North	2016	2.7
Berwick - South	2016	3.3
Doveton	2016	2.8
Hallam	2016	3
Narre Warren North	2016	3.4
Endeavour Hills - North	2016	3.1
Endeavour Hills - South	2016	3
Narre Warren - North East	2016	3.1
Narre Warren - South West	2016	2.8
Cranbourne	2016	2.8
Cranbourne East	2016	3.1
Cranbourne North	2016	3.2
Cranbourne South	2016	2.9
Cranbourne West	2016	3.1
Hampton Park - Lynbrook	2016	3.2
Lynbrook - Lyndhurst	2016	3.5
Pearcedale - Tooradin	2016	2.8
Narre Warren South (East)	2016	3.5
Narre Warren South (West)	2016	3.5
Clarinda - Oakleigh South	2016	2.8
Clayton South	2016	2.8
Dandenong	2016	2.8
Dandenong North	2016	2.9
Dingley Village	2016	2.7
Keysborough	2016	3.2
Noble Park North	2016	2.8
Springvale	2016	3.1
Springvale South	2016	3.2
Noble Park - East	2016	2.5
Noble Park - West	2016	2.9
Ashwood - Chadstone	2016	2.6
Clayton	2016	2.7
Glen Waverley - East	2016	2.9
Glen Waverley - West	2016	2.9
Mount Waverley - North	2016	2.8
Mount Waverley - South	2016	2.7
Mulgrave	2016	2.8
Oakleigh - Huntingdale	2016	2.7
Wheelers Hill	2016	2.8
Ardeer - Albion	2016	2.5
Cairnlea	2016	3.7
Deer Park - Derrimut	2016	3.1
Delahey	2016	3
Keilor Downs	2016	2.9
Kings Park (Vic.)	2016	3
St Albans - North	2016	2.8
St Albans - South	2016	3
Sunshine	2016	2.7
Sunshine North	2016	3
Sunshine West	2016	2.9
Sydenham	2016	3
Taylors Lakes	2016	3.1
Altona	2016	2.3
Altona Meadows	2016	2.6
Altona North	2016	2.5
Newport	2016	2.6
Seabrook	2016	3
Williamstown	2016	2.6
Braybrook	2016	2.7
Footscray	2016	2.2
Maribyrnong	2016	2.6
Seddon - Kingsville	2016	2.4
West Footscray - Tottenham	2016	2.5
Yarraville	2016	2.5
Bacchus Marsh	2016	2.7
Hillside	2016	3.2
Melton	2016	2.7
Melton South	2016	2.8
Melton West	2016	3
Rockbank - Mount Cottrell	2016	2.7
Taylors Hill	2016	3.5
Burnside	2016	3.1
Burnside Heights	2016	3.6
Caroline Springs	2016	3.2
Hoppers Crossing - North	2016	3
Hoppers Crossing - South	2016	2.9
Laverton	2016	2.9
Tarneit	2016	3.4
Truganina	2016	3.3
Werribee - South	2016	2.5
Wyndham Vale	2016	3
Point Cook - East	2016	3.2
Point Cook - North	2016	3.2
Point Cook - South	2016	3.3
Werribee - East	2016	2.7
Werribee - West	2016	2.7
Carrum Downs	2016	2.6
Frankston	2016	2.2
Frankston North	2016	2.4
Frankston South	2016	2.6
Langwarrin	2016	2.7
Seaford (Vic.)	2016	2.2
Skye - Sandhurst	2016	3
Dromana	2016	2.3
Flinders	2016	2.5
Hastings - Somers	2016	2.4
Mornington	2016	2.3
Mount Eliza	2016	2.8
Mount Martha	2016	2.7
Point Nepean	2016	2.2
Rosebud - McCrae	2016	2.1
Somerville	2016	2.7
Ararat	2016	2.2
Ararat Region	2016	2.3
Horsham	2016	2.3
Horsham Region	2016	2.5
Nhill Region	2016	2.2
St Arnaud	2016	2.1
Stawell	2016	2.2
West Wimmera	2016	2.2
Yarriambiack	2016	2.2
Irymple	2016	2.7
Merbein	2016	2.6
Mildura Region	2016	2.3
Red Cliffs	2016	2.5
Mildura - North	2016	2.3
Mildura - South	2016	2.4
Buloke	2016	2.2
Gannawarra	2016	2.3
Kerang	2016	2.2
Robinvale	2016	2.7
Swan Hill	2016	2.3
Swan Hill Region	2016	2.5
Echuca	2016	2.4
Kyabram	2016	2.4
Lockington - Gunbower	2016	2.6
Rochester	2016	2.3
Rushworth	2016	2.2
Cobram	2016	2.3
Moira	2016	2.4
Numurkah	2016	2.4
Yarrawonga	2016	2.3
Mooroopna	2016	2.3
Shepparton - North	2016	2.5
Shepparton - South	2016	2.6
Shepparton Region - East	2016	2.7
Shepparton Region - West	2016	2.5
Glenelg (Vic.)	2016	2.3
Hamilton (Vic.)	2016	2.2
Portland	2016	2.2
Southern Grampians	2016	2.4
Camperdown	2016	2.2
Colac	2016	2.3
Colac Region	2016	2.5
Corangamite - North	2016	2.3
Corangamite - South	2016	2.5
Otway	2016	2.1
Moyne - East	2016	2.6
Moyne - West	2016	2.5
Warrnambool - North	2016	2.5
Warrnambool - South	2016	2.3
Migratory - Offshore - Shipping (Vic.)	2016	0
No usual address (Vic.)	2016	0
Alexandra Hills	2016	2.8
Belmont - Gumdale	2016	3.1
Birkdale	2016	2.8
Capalaba	2016	2.6
Thorneside	2016	2.3
Wellington Point	2016	2.8
Cleveland	2016	2.3
Ormiston	2016	2.6
Redland Bay	2016	2.9
Sheldon - Mount Cotton	2016	3.1
Thornlands	2016	3
Victoria Point	2016	2.6
Redland Islands	2016	2
Brisbane Port - Lytton	2016	0
Manly - Lota	2016	2.5
Manly West	2016	2.7
Murarrie	2016	2.8
Tingalpa	2016	2.6
Wakerley	2016	3.2
Wynnum	2016	2.5
Wynnum West - Hemmant	2016	2.6
Bald Hills	2016	2.8
Bridgeman Downs	2016	3
Carseldine	2016	2.6
Everton Park	2016	2.4
McDowall	2016	2.8
Aspley	2016	2.5
Chermside	2016	2
Chermside West	2016	2.7
Geebung	2016	2.7
Kedron - Gordon Park	2016	2.4
Stafford	2016	2.2
Stafford Heights	2016	2.5
Wavell Heights	2016	2.6
Boondall	2016	2.7
Brisbane Airport	2016	2.2
Eagle Farm - Pinkenba	2016	1.9
Northgate - Virginia	2016	2.5
Nudgee - Banyo	2016	2.7
Nundah	2016	2.1
Bracken Ridge	2016	2.8
Brighton (Qld)	2016	2.5
Deagon	2016	2.3
Sandgate - Shorncliffe	2016	2.4
Taigum - Fitzgibbon	2016	2.4
Zillmere	2016	2.3
Camp Hill	2016	2.8
Cannon Hill	2016	2.6
Carina	2016	2.5
Carina Heights	2016	2.4
Carindale	2016	2.9
Annerley	2016	2.3
Coorparoo	2016	2.3
Fairfield - Dutton Park	2016	2.5
Greenslopes	2016	2.2
Holland Park	2016	2.7
Holland Park West	2016	2.5
Woolloongabba	2016	2.3
Yeronga	2016	2.4
Eight Mile Plains	2016	2.9
Macgregor (Qld)	2016	3.1
Mansfield (Qld)	2016	2.9
Mount Gravatt	2016	2.5
Rochedale - Burbank	2016	3.2
Upper Mount Gravatt	2016	2.5
Wishart	2016	2.9
Coopers Plains	2016	2.7
Moorooka	2016	2.4
Robertson	2016	3
Salisbury - Nathan	2016	2.6
Tarragindi	2016	2.8
Algester	2016	2.8
Calamvale - Stretton	2016	3.1
Pallara - Willawong	2016	3.2
Parkinson - Drewvale	2016	3.3
Rocklea - Acacia Ridge	2016	2.6
Kuraby	2016	3.3
Runcorn	2016	3
Sunnybank	2016	3
Sunnybank Hills	2016	3
Jindalee - Mount Ommaney	2016	2.8
Middle Park - Jamboree Heights	2016	2.8
Riverhills	2016	2.7
Seventeen Mile Rocks - Sinnamon Park	2016	2.9
Westlake	2016	3
Bellbowrie - Moggill	2016	3
Brookfield - Kenmore Hills	2016	3
Chapel Hill	2016	2.9
Fig Tree Pocket	2016	3.1
Kenmore	2016	2.8
Pinjarra Hills - Pullenvale	2016	3.1
Chelmer - Graceville	2016	2.9
Corinda	2016	2.6
Indooroopilly	2016	2.6
Sherwood	2016	2.5
St Lucia	2016	2.6
Taringa	2016	2.2
Enoggera	2016	2.3
Enoggera Reservoir	2016	2.3
Keperra	2016	2.5
Mitchelton	2016	2.6
Mount Coot-tha	2016	0
The Gap	2016	2.8
Upper Kedron - Ferny Grove	2016	3
Brisbane City	2016	2.1
Fortitude Valley	2016	1.8
Highgate Hill	2016	2.4
Kangaroo Point	2016	1.9
New Farm	2016	1.9
South Brisbane	2016	2.1
Spring Hill	2016	2.2
West End	2016	2.3
Balmoral	2016	2.6
Bulimba	2016	2.5
East Brisbane	2016	2.3
Hawthorne	2016	2.6
Morningside - Seven Hills	2016	2.4
Norman Park	2016	2.6
Albion	2016	2.1
Alderley	2016	2.4
Ascot	2016	2.3
Clayfield	2016	2.2
Grange	2016	2.8
Hamilton (Qld)	2016	2.1
Hendra	2016	2.7
Kelvin Grove - Herston	2016	2.4
Newmarket	2016	2.4
Newstead - Bowen Hills	2016	1.8
Wilston	2016	2.7
Windsor	2016	2.3
Wooloowin - Lutwyche	2016	2.4
Ashgrove	2016	2.8
Auchenflower	2016	2.3
Bardon	2016	2.8
Paddington - Milton	2016	2.4
Red Hill (Qld)	2016	2.4
Toowong	2016	2.3
Brinsmead	2016	2.8
Clifton Beach - Kewarra Beach	2016	2.5
Freshwater - Stratford	2016	2.4
Redlynch	2016	2.9
Trinity Beach - Smithfield	2016	2.5
Yorkeys Knob - Machans Beach	2016	2.1
Bentley Park	2016	3
Cairns City	2016	2
Earlville - Bayview Heights	2016	2.4
Edmonton	2016	2.9
Gordonvale - Trinity	2016	2.8
Kanimbla - Mooroobool	2016	2.7
Lamb Range	2016	0
Manoora	2016	2.2
Manunda	2016	2.1
Mount Sheridan	2016	2.8
Westcourt - Bungalow	2016	2
White Rock	2016	2.6
Whitfield - Edge Hill	2016	2.4
Woree	2016	2.3
Babinda	2016	2.4
Innisfail	2016	2.4
Johnstone	2016	2.4
Tully	2016	2.3
Wooroonooran	2016	0
Yarrabah	2016	4.8
Daintree	2016	2.3
Port Douglas	2016	2.2
Atherton	2016	2.3
Herberton	2016	2.3
Kuranda	2016	2.5
Malanda - Yungaburra	2016	2.4
Mareeba	2016	2.5
Balonne	2016	2.5
Chinchilla	2016	2.6
Goondiwindi	2016	2.5
Inglewood - Waggamba	2016	2.3
Miles - Wandoan	2016	2.4
Roma	2016	2.4
Roma Region	2016	2.5
Tara	2016	2.3
Crows Nest - Rosalie	2016	2.4
Jondaryan	2016	2.6
Millmerran	2016	2.4
Pittsworth	2016	2.6
Wambo	2016	2.6
Clifton - Greenmount	2016	2.5
Southern Downs - East	2016	2.5
Southern Downs - West	2016	2.4
Stanthorpe	2016	2.2
Stanthorpe Region	2016	2.5
Warwick	2016	2.4
Central Highlands - East	2016	2.7
Central Highlands - West	2016	2.5
Emerald	2016	2.8
Berserker	2016	2.3
Bouldercombe	2016	2.6
Emu Park	2016	2.3
Frenchville - Mount Archer	2016	2.6
Glenlee - Rockyview	2016	3
Gracemere	2016	2.8
Lakes Creek	2016	2.6
Mount Morgan	2016	2.1
Norman Gardens	2016	2.7
Park Avenue	2016	2.4
Parkhurst - Kawana	2016	2.6
Rockhampton - West	2016	2.3
Rockhampton City	2016	2.1
Rockhampton Region - East	2016	2.6
Rockhampton Region - North	2016	2.6
Rockhampton Region - West	2016	2.7
Shoalwater Bay	2016	1.6
The Range - Allenstown	2016	2.3
Yeppoon	2016	2.4
Banana	2016	2.5
Biloela	2016	2.6
Agnes Water - Miriam Vale	2016	2.3
Boyne Island - Tannum Sands	2016	2.7
Callemondah	2016	1.6
Clinton - New Auckland	2016	2.7
Gladstone	2016	2.1
Gladstone Hinterland	2016	2.8
Kin Kora - Sun Valley	2016	2.7
South Trees	2016	0
Telina - Toolooa	2016	2.8
West Gladstone	2016	2.3
Broadbeach Waters	2016	2.6
Burleigh Heads	2016	2.1
Burleigh Waters	2016	2.6
Mermaid Beach - Broadbeach	2016	2
Mermaid Waters	2016	2.5
Miami	2016	2.2
Coolangatta	2016	1.8
Currumbin - Tugun	2016	2.3
Currumbin Waters	2016	2.6
Elanora	2016	2.7
Palm Beach	2016	2.3
Arundel	2016	2.7
Biggera Waters	2016	2.2
Coombabah	2016	2.2
Labrador	2016	2.1
Paradise Point - Hollywell	2016	2.3
Runaway Bay	2016	2.2
Guanaba - Springbrook	2016	2.6
Tamborine - Canungra	2016	2.6
Currumbin Valley - Tallebudgera	2016	3.1
Mudgeeraba - Bonogin	2016	3
Reedy Creek - Andrews	2016	3
Carrara	2016	2.5
Highland Park	2016	2.8
Nerang - Mount Nathan	2016	2.6
Pacific Pines - Gaven	2016	3.2
Worongary - Tallai	2016	3
Coomera	2016	3.1
Helensvale	2016	2.8
Hope Island	2016	2.4
Jacobs Well - Alberton	2016	2.6
Ormeau - Yatala	2016	3.1
Oxenford - Maudsland	2016	2.9
Pimpama	2016	3
Upper Coomera - Willow Vale	2016	3.2
Clear Island Waters	2016	2.5
Merrimac	2016	2.6
Robina	2016	2.6
Varsity Lakes	2016	2.6
Ashmore	2016	2.5
Molendinar	2016	3
Parkwood	2016	3
Southport - North	2016	2
Southport - South	2016	2.3
Benowa	2016	2.8
Bundall	2016	2.6
Main Beach	2016	1.9
Surfers Paradise	2016	2
Darra - Sumner	2016	2.8
Durack	2016	2.7
Forest Lake - Doolandella	2016	2.9
Inala - Richlands	2016	2.9
Oxley (Qld)	2016	2.7
Wacol	2016	2.9
Boonah	2016	2.6
Esk	2016	2.3
Lake Manchester - England Creek	2016	0
Lockyer Valley - East	2016	2.7
Lowood	2016	2.7
Rosewood	2016	2.7
Brassall	2016	2.6
Bundamba	2016	2.6
Churchill - Yamanto	2016	2.8
Ipswich - Central	2016	2.4
Ipswich - East	2016	2.4
Ipswich - North	2016	3
Karalee - Barellan Point	2016	3.1
Karana Downs	2016	2.9
Leichhardt - One Mile	2016	2.6
North Ipswich - Tivoli	2016	2.4
Raceview	2016	2.8
Ripley	2016	2.9
Riverview	2016	2.7
Bellbird Park - Brookwater	2016	3.1
Camira - Gailes	2016	2.8
Carole Park	2016	0
Collingwood Park - Redbank	2016	2.9
Goodna	2016	3
New Chum	2016	0
Redbank Plains	2016	3.2
Springfield	2016	3.2
Springfield Lakes	2016	3.1
Beaudesert	2016	2.6
Beenleigh	2016	2.4
Eagleby	2016	2.5
Edens Landing - Holmview	2016	2.8
Mount Warren Park	2016	2.6
Wolffdene - Bahrs Scrub	2016	3
Boronia Heights - Park Ridge	2016	2.7
Browns Plains	2016	2.9
Chambers Flat - Logan Reserve	2016	3
Crestmead	2016	3.2
Greenbank Military Camp	2016	0
Hillcrest	2016	3
Marsden	2016	3.3
Munruben - Park Ridge South	2016	3.3
Regents Park - Heritage Park	2016	3.1
Greenbank	2016	3.3
Jimboomba	2016	3.2
Logan Village	2016	3.1
Bethania - Waterford	2016	2.6
Cornubia - Carbrook	2016	3
Loganholme - Tanah Merah	2016	2.9
Loganlea	2016	2.9
Shailer Park	2016	2.9
Waterford West	2016	2.6
Daisy Hill	2016	2.8
Kingston (Qld.)	2016	3
Logan Central	2016	2.9
Rochedale South - Priestdale	2016	2.8
Slacks Creek	2016	2.8
Springwood	2016	2.7
Underwood	2016	3
Woodridge	2016	2.8
Bowen	2016	2.4
Broadsound - Nebo	2016	2.6
Clermont	2016	2.6
Collinsville	2016	2.3
Moranbah	2016	2.8
Andergrove - Beaconsfield	2016	2.6
East Mackay	2016	2.3
Eimeo - Rural View	2016	2.8
Eungella Hinterland	2016	2
Mackay	2016	2
Mackay Harbour	2016	2
Mount Pleasant - Glenella	2016	2.7
North Mackay	2016	2.2
Ooralea - Bakers Creek	2016	2.7
Pioneer Valley	2016	2.8
Sarina	2016	2.5
Seaforth - Calen	2016	2.6
Shoal Point - Bucasia	2016	2.8
Slade Point	2016	2.5
South Mackay	2016	2.3
Walkerston - Eton	2016	2.7
West Mackay	2016	2.3
Airlie - Whitsundays	2016	2.4
Cape Conway	2016	0
Proserpine	2016	2.5
Beachmere - Sandstone Point	2016	2.4
Bribie Island	2016	2.1
Burpengary - East	2016	3.2
Caboolture	2016	2.6
Caboolture - South	2016	2.8
Elimbah	2016	3.3
Morayfield - East	2016	2.9
Wamuran	2016	3
Kilcoy	2016	2.5
Woodford - D'Aguilar	2016	2.7
Burpengary	2016	2.8
Deception Bay	2016	2.6
Morayfield	2016	3.1
Narangba	2016	3.2
Upper Caboolture	2016	3.1
Clontarf	2016	2.4
Margate - Woody Point	2016	2.2
Redcliffe	2016	2.1
Rothwell - Kippa-Ring	2016	2.6
Scarborough - Newport - Moreton Island	2016	2.3
Albany Creek	2016	2.8
Cashmere	2016	3.1
Dayboro	2016	3
Eatons Hill	2016	3.2
The Hills District	2016	2.8
Samford Valley	2016	3.1
Dakabin - Kallangur	2016	2.6
Murrumba Downs - Griffin	2016	2.8
North Lakes - Mango Hill	2016	3
Bray Park	2016	2.9
Lawnton	2016	2.5
Petrie	2016	2.7
Strathpine - Brendale	2016	2.6
Aurukun	2016	4.2
Cape York	2016	2.8
Croydon - Etheridge	2016	2.3
Kowanyama - Pormpuraaw	2016	3.3
Northern Peninsula	2016	3.8
Tablelands	2016	2.4
Torres	2016	3.2
Torres Strait Islands	2016	3.8
Weipa	2016	2.9
Carpentaria	2016	3.2
Mount Isa	2016	2.6
Mount Isa Region	2016	2.5
Northern Highlands	2016	2.3
Barcaldine - Blackall	2016	2.3
Charleville	2016	2.4
Far Central West	2016	2.2
Far South West	2016	2.2
Longreach	2016	2.3
Buderim - North	2016	2.4
Buderim - South	2016	2.7
Mountain Creek	2016	2.9
Sippy Downs	2016	2.7
Aroona - Currimundi	2016	2.6
Buddina - Minyama	2016	2.4
Caloundra - Kings Beach	2016	1.9
Caloundra - West	2016	2.7
Golden Beach - Pelican Waters	2016	2.3
Moffat Beach - Battery Hill	2016	2.4
Parrearra - Warana	2016	2.4
Wurtulla - Birtinya	2016	2.5
Coolum Beach	2016	2.5
Marcoola - Mudjimba	2016	2.4
Maroochydore - Kuluin	2016	2.1
Mooloolaba - Alexandra Headland	2016	2.1
Noosa Heads	2016	2.2
Noosaville	2016	2.1
Sunshine Beach	2016	2.4
Tewantin	2016	2.3
Peregian Beach - Marcus Beach	2016	2.4
Peregian Springs	2016	2.9
Beerwah	2016	2.7
Caloundra Hinterland	2016	2.3
Glass House Mountains	2016	2.7
Landsborough	2016	2.8
Maroochy Hinterland	2016	2.4
Palmwoods	2016	2.8
Bli Bli	2016	2.6
Diddillibah - Rosemount	2016	2.7
Eumundi - Yandina	2016	2.7
Nambour	2016	2.5
Noosa Hinterland	2016	2.6
Cambooya - Wyreema	2016	3
Darling Heights	2016	2.4
Drayton - Harristown	2016	2.2
Gatton	2016	2.6
Gowrie (Qld)	2016	3
Highfields	2016	2.9
Lockyer Valley - West	2016	2.8
Middle Ridge	2016	2.8
Newtown (Qld)	2016	2.2
North Toowoomba - Harlaxton	2016	2.3
Rangeville	2016	2.4
Toowoomba - Central	2016	2.2
Toowoomba - East	2016	2.3
Toowoomba - West	2016	2.8
Wilsonton	2016	2.3
Ayr	2016	2.3
Burdekin	2016	2.4
Charters Towers	2016	2.4
Dalrymple	2016	2.6
Ingham	2016	2.2
Ingham Region	2016	2.3
Palm Island	2016	4.3
Aitkenvale	2016	2.5
Annandale	2016	3
Belgian Gardens - Pallarenda	2016	2.3
Bohle Plains	2016	3
Condon - Rasmussen	2016	2.6
Cranbrook	2016	2.5
Deeragun	2016	2.9
Douglas	2016	2.7
Garbutt - West End	2016	2
Gulliver - Currajong - Vincent	2016	2.5
Heatley	2016	2.5
Hermit Park - Rosslea	2016	2.1
Hyde Park - Pimlico	2016	2.1
Kelso	2016	2.9
Kirwan - East	2016	2.6
Kirwan - West	2016	2.8
Magnetic Island	2016	1.9
Mount Louisa	2016	2.8
Mundingburra	2016	2.2
Northern Beaches	2016	2.5
Oonoonba	2016	2.6
South Townsville - Railway Estate	2016	2.1
Townsville - South	2016	2.5
Townsville City - North Ward	2016	2
Wulguru - Roseneath	2016	2.5
Ashfield - Kepnock	2016	2.5
Bargara - Burnett Heads	2016	2.4
Branyan - Kensington	2016	2.8
Bundaberg	2016	2.1
Bundaberg East - Kalkie	2016	2.5
Bundaberg North - Gooburrum	2016	2.3
Bundaberg Region - North	2016	2.6
Bundaberg Region - South	2016	2.4
Millbank - Avoca	2016	2.3
Svensson Heights - Norville	2016	2.3
Walkervale - Avenell Heights	2016	2.4
Gayndah - Mundubbera	2016	2.3
Gin Gin	2016	2.3
Kingaroy	2016	2.4
Kingaroy Region - North	2016	2.4
Kingaroy Region - South	2016	2.6
Monto - Eidsvold	2016	2.3
Nanango	2016	2.3
North Burnett	2016	0
Cooloola	2016	2
Gympie - North	2016	2.3
Gympie - South	2016	2.5
Gympie Region	2016	2.6
Kilkivan	2016	2.3
Booral - River Heads	2016	2.7
Craignish - Dundowran Beach	2016	2.7
Pialba - Eli Waters	2016	2.3
Point Vernon	2016	2.3
Torquay - Scarness - Kawungan	2016	2.2
Urangan - Wondunna	2016	2.3
Burrum - Fraser	2016	2.3
Granville	2016	2.4
Maryborough (Qld)	2016	2.3
Maryborough Region - South	2016	2.2
Tinana	2016	2.5
Migratory - Offshore - Shipping (Qld)	2016	0
No usual address (Qld)	2016	0
Adelaide	2016	1.9
North Adelaide	2016	1.9
Adelaide Hills	2016	2.7
Aldgate - Stirling	2016	2.7
Hahndorf - Echunga	2016	2.6
Lobethal - Woodside	2016	2.6
Mount Barker	2016	2.6
Mount Barker Region	2016	2.6
Nairne	2016	2.6
Uraidla - Summertown	2016	2.7
Burnside - Wattle Park	2016	2.5
