SA2_NAME16	Year	overseas_visitors
Port Hedland	2011	90
Port Hedland	2016	82
South Hedland	2006	51
South Hedland	2011	94
South Hedland	2016	101
Ashburton (WA)	2006	104
Ashburton (WA)	2011	173
Ashburton (WA)	2016	523
Karratha	2006	125
Karratha	2011	263
Karratha	2016	219
Roebourne	2006	38
Roebourne	2011	95
Roebourne	2016	69
Esperance	2006	48
Esperance	2011	46
Esperance	2016	57
Esperance Region	2006	43
Esperance Region	2011	42
Esperance Region	2016	22
Carnarvon	2006	96
Carnarvon	2011	130
Carnarvon	2016	103
Exmouth	2006	491
Exmouth	2011	420
Exmouth	2016	452
Boulder	2006	16
Boulder	2011	32
Boulder	2016	29
Kalgoorlie	2006	135
Kalgoorlie	2011	163
Kalgoorlie	2016	94
Kalgoorlie - North	2006	29
Kalgoorlie - North	2011	46
Kalgoorlie - North	2016	61
Kalgoorlie Airport	2006	0
Kalgoorlie Airport	2011	0
Kalgoorlie Airport	2016	0
Kambalda - Coolgardie - Norseman	2006	60
Kambalda - Coolgardie - Norseman	2011	72
Kambalda - Coolgardie - Norseman	2016	48
Leinster - Leonora	2006	26
Leinster - Leonora	2011	46
Leinster - Leonora	2016	61
Trafalgar (WA)	2006	0
Trafalgar (WA)	2011	0
Trafalgar (WA)	2016	0
Geraldton	2006	79
Geraldton	2011	101
Geraldton	2016	158
Geraldton - East	2006	20
Geraldton - East	2011	14
Geraldton - East	2016	22
Geraldton - North	2006	16
Geraldton - North	2011	19
Geraldton - North	2016	27
Geraldton - South	2006	24
Geraldton - South	2011	63
Geraldton - South	2016	68
Irwin	2006	45
Irwin	2011	57
Irwin	2016	12
Meekatharra	2006	59
Meekatharra	2011	90
Meekatharra	2016	67
Morawa	2006	23
Morawa	2011	72
Morawa	2016	52
Northampton - Mullewa - Greenough	2006	160
Northampton - Mullewa - Greenough	2011	131
Northampton - Mullewa - Greenough	2016	210
Migratory - Offshore - Shipping (WA)	2006	376
Migratory - Offshore - Shipping (WA)	2011	459
Migratory - Offshore - Shipping (WA)	2016	465
No usual address (WA)	2006	0
No usual address (WA)	2011	0
No usual address (WA)	2016	0
Bridgewater - Gagebrook	2006	4
Bridgewater - Gagebrook	2011	5
Bridgewater - Gagebrook	2016	7
Brighton - Pontville	2006	3
Brighton - Pontville	2011	0
Brighton - Pontville	2016	10
Old Beach - Otago	2006	5
Old Beach - Otago	2011	3
Old Beach - Otago	2016	3
Bellerive - Rosny	2006	21
Bellerive - Rosny	2011	26
Bellerive - Rosny	2016	31
Cambridge	2006	19
Cambridge	2011	33
Cambridge	2016	26
Geilston Bay - Risdon	2006	15
Geilston Bay - Risdon	2011	14
Geilston Bay - Risdon	2016	13
Howrah - Tranmere	2006	27
Howrah - Tranmere	2011	27
Howrah - Tranmere	2016	34
Lindisfarne - Rose Bay	2006	38
Lindisfarne - Rose Bay	2011	24
Lindisfarne - Rose Bay	2016	27
Mornington - Warrane	2006	3
Mornington - Warrane	2011	9
Mornington - Warrane	2016	5
Risdon Vale	2006	0
Risdon Vale	2011	3
Risdon Vale	2016	4
Rokeby	2006	4
Rokeby	2011	4
Rokeby	2016	9
South Arm	2006	6
South Arm	2011	8
South Arm	2016	0
Austins Ferry - Granton	2006	3
Austins Ferry - Granton	2011	14
Austins Ferry - Granton	2016	3
Berriedale - Chigwell	2006	3
Berriedale - Chigwell	2011	7
Berriedale - Chigwell	2016	20
Claremont (Tas.)	2006	3
Claremont (Tas.)	2011	10
Claremont (Tas.)	2016	17
Derwent Park - Lutana	2006	8
Derwent Park - Lutana	2011	17
Derwent Park - Lutana	2016	22
Glenorchy	2006	11
Glenorchy	2011	12
Glenorchy	2016	28
Montrose - Rosetta	2006	5
Montrose - Rosetta	2011	6
Montrose - Rosetta	2016	15
Moonah	2006	4
Moonah	2011	10
Moonah	2016	20
New Norfolk	2006	9
New Norfolk	2011	3
New Norfolk	2016	14
West Moonah	2006	12
West Moonah	2011	10
West Moonah	2016	11
Kingston - Huntingfield	2006	16
Kingston - Huntingfield	2011	58
Kingston - Huntingfield	2016	68
Kingston Beach - Blackmans Bay	2006	34
Kingston Beach - Blackmans Bay	2011	37
Kingston Beach - Blackmans Bay	2016	38
Margate - Snug	2006	12
Margate - Snug	2011	8
Margate - Snug	2016	30
Mount Wellington	2006	0
Mount Wellington	2011	0
Mount Wellington	2016	0
Taroona - Bonnet Hill	2006	13
Taroona - Bonnet Hill	2011	20
Taroona - Bonnet Hill	2016	28
Hobart	2006	204
Hobart	2011	241
Hobart	2016	433
Lenah Valley - Mount Stuart	2006	42
Lenah Valley - Mount Stuart	2011	24
Lenah Valley - Mount Stuart	2016	42
Mount Nelson - Dynnyrne	2006	52
Mount Nelson - Dynnyrne	2011	89
Mount Nelson - Dynnyrne	2016	124
New Town	2006	33
New Town	2011	29
New Town	2016	67
Sandy Bay	2006	224
Sandy Bay	2011	266
Sandy Bay	2016	327
South Hobart - Fern Tree	2006	48
South Hobart - Fern Tree	2011	48
South Hobart - Fern Tree	2016	45
West Hobart	2006	28
West Hobart	2011	17
West Hobart	2016	53
Dodges Ferry - Lewisham	2006	13
Dodges Ferry - Lewisham	2011	4
Dodges Ferry - Lewisham	2016	10
Sorell - Richmond	2006	13
Sorell - Richmond	2011	16
Sorell - Richmond	2016	28
Invermay	2006	5
Invermay	2011	23
Invermay	2016	34
Kings Meadows - Punchbowl	2006	12
Kings Meadows - Punchbowl	2011	9
Kings Meadows - Punchbowl	2016	8
Launceston	2006	97
Launceston	2011	111
Launceston	2016	161
Legana	2006	8
Legana	2011	5
Legana	2016	12
Mowbray	2006	37
Mowbray	2011	36
Mowbray	2016	53
Newnham - Mayfield	2006	68
Newnham - Mayfield	2011	110
Newnham - Mayfield	2016	116
Newstead	2006	14
Newstead	2011	19
Newstead	2016	21
Norwood (Tas.)	2006	7
Norwood (Tas.)	2011	4
Norwood (Tas.)	2016	5
Prospect Vale - Blackstone	2006	13
Prospect Vale - Blackstone	2011	11
Prospect Vale - Blackstone	2016	17
Ravenswood	2006	3
Ravenswood	2011	0
Ravenswood	2016	4
Riverside	2006	9
Riverside	2011	13
Riverside	2016	17
South Launceston	2006	7
South Launceston	2011	4
South Launceston	2016	24
Summerhill - Prospect	2006	8
Summerhill - Prospect	2011	6
Summerhill - Prospect	2016	12
Trevallyn	2006	14
Trevallyn	2011	15
Trevallyn	2016	19
Waverley - St Leonards	2006	11
Waverley - St Leonards	2011	5
Waverley - St Leonards	2016	5
West Launceston	2006	14
West Launceston	2011	18
West Launceston	2016	11
Youngtown - Relbia	2006	3
Youngtown - Relbia	2011	8
Youngtown - Relbia	2016	11
Beauty Point - Beaconsfield	2006	6
Beauty Point - Beaconsfield	2011	11
Beauty Point - Beaconsfield	2016	10
Deloraine	2006	18
Deloraine	2011	20
Deloraine	2016	6
Grindelwald - Lanena	2006	3
Grindelwald - Lanena	2011	9
Grindelwald - Lanena	2016	21
Hadspen - Carrick	2006	5
Hadspen - Carrick	2011	9
Hadspen - Carrick	2016	3
Westbury	2006	0
Westbury	2011	8
Westbury	2016	9
Dilston - Lilydale	2006	10
Dilston - Lilydale	2011	12
Dilston - Lilydale	2016	11
George Town	2006	25
George Town	2011	31
George Town	2016	30
Longford	2006	3
Longford	2011	10
Longford	2016	12
Northern Midlands	2006	9
Northern Midlands	2011	26
Northern Midlands	2016	12
Perth - Evandale	2006	7
Perth - Evandale	2011	3
Perth - Evandale	2016	4
St Helens - Scamander	2006	20
St Helens - Scamander	2011	18
St Helens - Scamander	2016	22
Flinders and Cape Barren Islands	2006	7
Flinders and Cape Barren Islands	2011	4
Flinders and Cape Barren Islands	2016	0
Scottsdale - Bridport	2006	18
Scottsdale - Bridport	2011	14
Scottsdale - Bridport	2016	5
Central Highlands	2006	0
Central Highlands	2011	5
Central Highlands	2016	17
Derwent Valley	2006	24
Derwent Valley	2011	0
Derwent Valley	2016	7
Southern Midlands	2006	5
Southern Midlands	2011	34
Southern Midlands	2016	5
Wilderness - East	2006	0
Wilderness - East	2011	0
Wilderness - East	2016	3
Bruny Island - Kettering	2006	13
Bruny Island - Kettering	2011	8
Bruny Island - Kettering	2016	19
Cygnet	2006	9
Cygnet	2011	7
Cygnet	2016	24
Geeveston - Dover	2006	0
Geeveston - Dover	2011	13
Geeveston - Dover	2016	14
Huonville - Franklin	2006	18
Huonville - Franklin	2011	12
Huonville - Franklin	2016	18
Forestier - Tasman	2006	12
Forestier - Tasman	2011	14
Forestier - Tasman	2016	21
Triabunna - Bicheno	2006	41
Triabunna - Bicheno	2011	54
Triabunna - Bicheno	2016	117
Acton - Upper Burnie	2006	0
Acton - Upper Burnie	2011	6
Acton - Upper Burnie	2016	3
Burnie - Ulverstone Region	2006	8
Burnie - Ulverstone Region	2011	7
Burnie - Ulverstone Region	2016	5
Burnie - Wivenhoe	2006	5
Burnie - Wivenhoe	2011	19
Burnie - Wivenhoe	2016	20
Parklands - Camdale	2006	9
Parklands - Camdale	2011	41
Parklands - Camdale	2016	16
Penguin - Sulphur Creek	2006	20
Penguin - Sulphur Creek	2011	20
Penguin - Sulphur Creek	2016	16
Romaine - Havenview	2006	4
Romaine - Havenview	2011	0
Romaine - Havenview	2016	9
Somerset	2006	9
Somerset	2011	11
Somerset	2016	11
Ulverstone	2006	10
Ulverstone	2011	5
Ulverstone	2016	12
West Ulverstone	2006	7
West Ulverstone	2011	9
West Ulverstone	2016	0
Wynyard	2006	21
Wynyard	2011	7
Wynyard	2016	9
Devonport	2006	40
Devonport	2011	37
Devonport	2016	64
East Devonport	2006	10
East Devonport	2011	14
East Devonport	2016	22
Latrobe	2006	3
Latrobe	2011	3
Latrobe	2016	5
Miandetta - Don	2006	3
Miandetta - Don	2011	3
Miandetta - Don	2016	10
Port Sorell	2006	29
Port Sorell	2011	7
Port Sorell	2016	10
Quoiba - Spreyton	2006	0
Quoiba - Spreyton	2011	3
Quoiba - Spreyton	2016	15
Sheffield - Railton	2006	31
Sheffield - Railton	2011	55
Sheffield - Railton	2016	108
Turners Beach - Forth	2006	9
Turners Beach - Forth	2011	4
Turners Beach - Forth	2016	7
King Island	2006	8
King Island	2011	17
King Island	2016	9
North West	2006	9
North West	2011	33
North West	2016	19
Smithton	2006	12
Smithton	2011	18
Smithton	2016	24
Waratah	2006	5
Waratah	2011	11
Waratah	2016	8
West Coast (Tas.)	2006	16
West Coast (Tas.)	2011	22
West Coast (Tas.)	2016	15
Wilderness - West	2006	0
Wilderness - West	2011	0
Wilderness - West	2016	0
Migratory - Offshore - Shipping (Tas.)	2006	31
Migratory - Offshore - Shipping (Tas.)	2011	26
Migratory - Offshore - Shipping (Tas.)	2016	43
No usual address (Tas.)	2006	0
No usual address (Tas.)	2011	0
No usual address (Tas.)	2016	0
Darwin Airport	2006	28
Darwin Airport	2011	36
Darwin Airport	2016	21
Darwin City	2006	1071
Darwin City	2011	1215
Darwin City	2016	1736
East Point	2006	0
East Point	2011	0
East Point	2016	5
Fannie Bay - The Gardens	2006	106
Fannie Bay - The Gardens	2011	59
Fannie Bay - The Gardens	2016	91
Larrakeyah	2006	324
Larrakeyah	2011	216
Larrakeyah	2016	210
Ludmilla - The Narrows	2006	34
Ludmilla - The Narrows	2011	18
Ludmilla - The Narrows	2016	225
Parap	2006	45
Parap	2011	19
Parap	2016	64
Stuart Park	2006	60
Stuart Park	2011	69
Stuart Park	2016	61
Woolner - Bayview - Winnellie	2006	99
Woolner - Bayview - Winnellie	2011	49
Woolner - Bayview - Winnellie	2016	53
Alawa	2006	17
Alawa	2011	21
Alawa	2016	15
Anula	2006	19
Anula	2011	17
Anula	2016	23
Berrimah	2006	65
Berrimah	2011	22
Berrimah	2016	190
Brinkin - Nakara	2006	87
Brinkin - Nakara	2011	88
Brinkin - Nakara	2016	111
Buffalo Creek	2006	0
Buffalo Creek	2011	0
Buffalo Creek	2016	0
Charles Darwin	2006	0
Charles Darwin	2011	0
Charles Darwin	2016	0
Coconut Grove	2006	40
Coconut Grove	2011	23
Coconut Grove	2016	62
East Arm	2006	0
East Arm	2011	0
East Arm	2016	0
Jingili	2006	6
Jingili	2011	28
Jingili	2016	19
Karama	2006	53
Karama	2011	27
Karama	2016	53
Leanyer	2006	26
Leanyer	2011	31
Leanyer	2016	46
Lyons (NT)	2006	12
Lyons (NT)	2011	29
Lyons (NT)	2016	73
Malak - Marrara	2006	45
Malak - Marrara	2011	26
Malak - Marrara	2016	88
Millner	2006	29
Millner	2011	36
Millner	2016	27
Moil	2006	27
Moil	2011	21
Moil	2016	18
Nightcliff	2006	70
Nightcliff	2011	71
Nightcliff	2016	85
Rapid Creek	2006	40
Rapid Creek	2011	24
Rapid Creek	2016	49
Tiwi	2006	45
Tiwi	2011	30
Tiwi	2016	42
Wagaman	2006	22
Wagaman	2011	13
Wagaman	2016	15
Wanguri	2006	13
Wanguri	2011	5
Wanguri	2016	22
Wulagi	2006	15
Wulagi	2011	19
Wulagi	2016	18
Howard Springs	2006	65
Howard Springs	2011	58
Howard Springs	2016	997
Humpty Doo	2006	31
Humpty Doo	2011	31
Humpty Doo	2016	49
Koolpinyah	2006	0
Koolpinyah	2011	3
Koolpinyah	2016	0
Virginia	2006	29
Virginia	2011	18
Virginia	2016	25
Weddell	2006	31
Weddell	2011	41
Weddell	2016	70
Bakewell	2006	7
Bakewell	2011	12
Bakewell	2016	24
Driver	2006	23
Driver	2011	24
Driver	2016	26
Durack - Marlow Lagoon	2006	20
Durack - Marlow Lagoon	2011	12
Durack - Marlow Lagoon	2016	34
Gray	2006	9
Gray	2011	21
Gray	2016	27
Moulden	2006	10
Moulden	2011	6
Moulden	2016	8
Palmerston - North	2006	8
Palmerston - North	2011	28
Palmerston - North	2016	42
Palmerston - South	2006	0
Palmerston - South	2011	0
Palmerston - South	2016	44
Rosebery - Bellamack	2006	6
Rosebery - Bellamack	2011	18
Rosebery - Bellamack	2016	52
Woodroffe	2006	18
Woodroffe	2011	6
Woodroffe	2016	14
Charles	2006	37
Charles	2011	189
Charles	2016	270
East Side	2006	81
East Side	2011	135
East Side	2016	155
Flynn (NT)	2006	32
Flynn (NT)	2011	86
Flynn (NT)	2016	91
Larapinta	2006	23
Larapinta	2011	46
Larapinta	2016	39
Mount Johns	2006	683
Mount Johns	2011	380
Mount Johns	2016	360
Petermann - Simpson	2006	1343
Petermann - Simpson	2011	1229
Petermann - Simpson	2016	1296
Ross	2006	69
Ross	2011	105
Ross	2016	37
Sandover - Plenty	2006	42
Sandover - Plenty	2011	72
Sandover - Plenty	2016	42
Tanami	2006	25
Tanami	2011	70
Tanami	2016	75
Yuendumu - Anmatjere	2006	19
Yuendumu - Anmatjere	2011	29
Yuendumu - Anmatjere	2016	14
Barkly	2006	82
Barkly	2011	80
Barkly	2016	68
Tennant Creek	2006	48
Tennant Creek	2011	60
Tennant Creek	2016	56
Alligator	2006	631
Alligator	2011	599
Alligator	2016	583
Daly	2006	78
Daly	2011	46
Daly	2016	195
Thamarrurr	2006	3
Thamarrurr	2011	0
Thamarrurr	2016	6
Tiwi Islands	2006	16
Tiwi Islands	2011	0
Tiwi Islands	2016	5
West Arnhem	2006	39
West Arnhem	2011	22
West Arnhem	2016	34
Anindilyakwa	2006	0
Anindilyakwa	2011	15
Anindilyakwa	2016	20
East Arnhem	2006	14
East Arnhem	2011	4
East Arnhem	2016	30
Nhulunbuy	2006	53
Nhulunbuy	2011	26
Nhulunbuy	2016	14
Elsey	2006	106
Elsey	2011	86
Elsey	2016	167
Gulf	2006	5
Gulf	2011	30
Gulf	2016	33
Katherine	2006	419
Katherine	2011	158
Katherine	2016	343
Victoria River	2006	57
Victoria River	2011	84
Victoria River	2016	137
Migratory - Offshore - Shipping (NT)	2006	122
Migratory - Offshore - Shipping (NT)	2011	107
Migratory - Offshore - Shipping (NT)	2016	75
No usual address (NT)	2006	0
No usual address (NT)	2011	0
No usual address (NT)	2016	0
Aranda	2006	7
Aranda	2011	22
Aranda	2016	33
Belconnen	2006	50
Belconnen	2011	70
Belconnen	2016	226
Bruce	2006	109
Bruce	2011	185
Bruce	2016	298
Charnwood	2006	5
Charnwood	2011	8
Charnwood	2016	16
Cook	2006	20
Cook	2011	21
Cook	2016	12
Dunlop	2006	20
Dunlop	2011	34
Dunlop	2016	47
Evatt	2006	12
Evatt	2011	25
Evatt	2016	28
Florey	2006	31
Florey	2011	25
Florey	2016	45
Flynn (ACT)	2006	4
Flynn (ACT)	2011	13
Flynn (ACT)	2016	14
Fraser	2006	7
Fraser	2011	7
Fraser	2016	10
Giralang	2006	24
Giralang	2011	18
Giralang	2016	22
Gooromon	2006	0
Gooromon	2011	0
Gooromon	2016	0
Hawker	2006	25
Hawker	2011	23
Hawker	2016	28
Higgins	2006	18
Higgins	2011	17
Higgins	2016	24
Holt	2006	10
Holt	2011	17
Holt	2016	32
Kaleen	2006	54
Kaleen	2011	30
Kaleen	2016	64
Latham	2006	16
Latham	2011	5
Latham	2016	14
Lawson	2006	0
Lawson	2011	0
Lawson	2016	3
Macgregor (ACT)	2006	9
Macgregor (ACT)	2011	36
Macgregor (ACT)	2016	61
Macquarie	2006	23
Macquarie	2011	21
Macquarie	2016	18
McKellar	2006	13
McKellar	2011	21
McKellar	2016	23
Melba	2006	15
Melba	2011	20
Melba	2016	28
Page	2006	12
Page	2011	19
Page	2016	30
Scullin	2006	10
Scullin	2011	12
Scullin	2016	35
Spence	2006	11
Spence	2011	5
Spence	2016	7
Weetangera	2006	19
Weetangera	2011	23
Weetangera	2016	23
Molonglo Corridor	2006	0
Molonglo Corridor	2011	0
Molonglo Corridor	2016	0
West Belconnen	2006	0
West Belconnen	2011	0
West Belconnen	2016	0
Hume	2006	0
Hume	2011	0
Hume	2016	0
Kowen	2006	0
Kowen	2011	0
Kowen	2016	0
Canberra East	2006	10
Canberra East	2011	5
Canberra East	2016	21
Canberra Airport	2006	0
Canberra Airport	2011	0
Canberra Airport	2016	3
Majura	2006	0
Majura	2011	0
Majura	2016	0
Amaroo	2006	23
Amaroo	2011	27
Amaroo	2016	32
Bonner	2006	0
Bonner	2011	8
Bonner	2016	100
Casey	2006	0
Casey	2011	12
Casey	2016	56
Crace	2006	0
Crace	2011	14
Crace	2016	90
Forde	2006	0
Forde	2011	29
Forde	2016	50
Franklin	2006	0
Franklin	2011	56
Franklin	2016	152
Gungahlin	2006	28
Gungahlin	2011	93
Gungahlin	2016	104
Hall	2006	0
Hall	2011	3
Hall	2016	0
Harrison	2006	0
Harrison	2011	49
Harrison	2016	154
Mitchell	2006	0
Mitchell	2011	0
Mitchell	2016	0
Ngunnawal	2006	48
Ngunnawal	2011	37
Ngunnawal	2016	71
Nicholls	2006	32
Nicholls	2011	32
Nicholls	2016	73
Palmerston	2006	24
Palmerston	2011	50
Palmerston	2016	56
Gungahlin - East	2006	0
Gungahlin - East	2011	0
Gungahlin - East	2016	0
Gungahlin - West	2006	0
Gungahlin - West	2011	0
Gungahlin - West	2016	0
Jacka	2006	0
Jacka	2011	0
Jacka	2016	15
Kenny	2006	0
Kenny	2011	0
Kenny	2016	0
Moncrieff	2006	0
Moncrieff	2011	0
Moncrieff	2016	3
Taylor	2006	0
Taylor	2011	0
Taylor	2016	0
Throsby	2006	0
Throsby	2011	0
Throsby	2016	0
Acton	2006	308
Acton	2011	381
Acton	2016	181
Ainslie	2006	26
Ainslie	2011	45
Ainslie	2016	33
Braddon	2006	247
Braddon	2011	191
Braddon	2016	272
Civic	2006	171
Civic	2011	497
Civic	2016	369
Dickson	2006	31
Dickson	2011	67
Dickson	2016	24
Downer	2006	32
Downer	2011	31
Downer	2016	36
Hackett	2006	40
Hackett	2011	20
Hackett	2016	12
Lyneham	2006	44
Lyneham	2011	31
Lyneham	2016	59
O'Connor (ACT)	2006	38
O'Connor (ACT)	2011	61
O'Connor (ACT)	2016	56
Turner	2006	54
Turner	2011	36
Turner	2016	95
Watson	2006	39
Watson	2011	52
Watson	2016	67
Black Mountain	2006	0
Black Mountain	2011	0
Black Mountain	2016	0
Campbell	2006	28
Campbell	2011	29
Campbell	2016	33
Duntroon	2006	8
Duntroon	2011	12
Duntroon	2016	21
Parkes (ACT) - North	2006	0
Parkes (ACT) - North	2011	0
Parkes (ACT) - North	2016	0
Reid	2006	48
Reid	2011	31
Reid	2016	21
Russell	2006	0
Russell	2011	0
Russell	2016	0
Deakin	2006	26
Deakin	2011	30
Deakin	2016	31
Forrest	2006	59
Forrest	2011	27
Forrest	2016	44
Griffith (ACT)	2006	73
Griffith (ACT)	2011	94
Griffith (ACT)	2016	102
Lake Burley Griffin	2006	0
Lake Burley Griffin	2011	0
Lake Burley Griffin	2016	0
Narrabundah	2006	32
Narrabundah	2011	53
Narrabundah	2016	64
Parkes (ACT) - South	2006	0
Parkes (ACT) - South	2011	0
Parkes (ACT) - South	2016	0
Red Hill (ACT)	2006	41
Red Hill (ACT)	2011	42
Red Hill (ACT)	2016	37
Yarralumla	2006	80
Yarralumla	2011	48
Yarralumla	2016	33
Barton	2006	24
Barton	2011	27
Barton	2016	62
Fyshwick	2006	0
Fyshwick	2011	0
Fyshwick	2016	0
Kingston (ACT)	2006	112
Kingston (ACT)	2011	51
Kingston (ACT)	2016	43
Banks	2006	10
Banks	2011	3
Banks	2016	25
Bonython	2006	21
Bonython	2011	13
Bonython	2016	22
Calwell	2006	17
Calwell	2011	12
Calwell	2016	23
Chisholm	2006	7
Chisholm	2011	16
Chisholm	2016	21
Conder	2006	12
Conder	2011	11
Conder	2016	24
Fadden	2006	9
Fadden	2011	15
Fadden	2016	19
Gilmore	2006	3
Gilmore	2011	3
Gilmore	2016	12
Gordon (ACT)	2006	38
Gordon (ACT)	2011	19
Gordon (ACT)	2016	37
Gowrie (ACT)	2006	9
Gowrie (ACT)	2011	6
Gowrie (ACT)	2016	13
Greenway	2006	10
Greenway	2011	13
Greenway	2016	29
Isabella Plains	2006	8
Isabella Plains	2011	15
Isabella Plains	2016	12
Kambah	2006	37
Kambah	2011	41
Kambah	2016	82
Macarthur	2006	6
Macarthur	2011	4
Macarthur	2016	0
Monash	2006	28
Monash	2011	24
Monash	2016	28
Mount Taylor	2006	0
Mount Taylor	2011	0
Mount Taylor	2016	0
Oxley (ACT)	2006	8
Oxley (ACT)	2011	6
Oxley (ACT)	2016	9
Richardson	2006	4
Richardson	2011	10
Richardson	2016	24
Theodore	2006	6
Theodore	2011	8
Theodore	2016	8
Tuggeranong	2006	0
Tuggeranong	2011	0
Tuggeranong	2016	0
Wanniassa	2006	38
Wanniassa	2011	21
Wanniassa	2016	30
Tuggeranong - West	2006	0
Tuggeranong - West	2011	0
Tuggeranong - West	2016	0
Chapman	2006	6
Chapman	2011	19
Chapman	2016	21
Duffy	2006	15
Duffy	2011	19
Duffy	2016	14
Fisher	2006	9
Fisher	2011	13
Fisher	2016	22
Holder	2006	25
Holder	2011	11
Holder	2016	18
Rivett	2006	9
Rivett	2011	8
Rivett	2016	14
Stirling	2006	34
Stirling	2011	36
Stirling	2016	8
Waramanga	2006	3
Waramanga	2011	5
Waramanga	2016	10
Weston	2006	17
Weston	2011	6
Weston	2016	72
Scrivener	2006	0
Scrivener	2011	0
Scrivener	2016	0
Chifley	2006	16
Chifley	2011	6
Chifley	2016	19
Curtin	2006	42
Curtin	2011	38
Curtin	2016	28
Farrer	2006	14
Farrer	2011	21
Farrer	2016	11
Garran	2006	37
Garran	2011	50
Garran	2016	56
Hughes	2006	11
Hughes	2011	15
Hughes	2016	17
Isaacs	2006	12
Isaacs	2011	31
Isaacs	2016	19
Lyons (ACT)	2006	21
Lyons (ACT)	2011	12
Lyons (ACT)	2016	47
Mawson	2006	36
Mawson	2011	39
Mawson	2016	24
O'Malley	2006	3
O'Malley	2011	8
O'Malley	2016	8
Pearce	2006	17
Pearce	2011	26
Pearce	2016	26
Phillip	2006	26
Phillip	2011	29
Phillip	2016	79
Torrens	2006	5
Torrens	2011	5
Torrens	2016	21
Arboretum	2006	0
Arboretum	2011	0
Arboretum	2016	0
Coombs	2006	0
Coombs	2011	0
Coombs	2016	30
Denman Prospect	2006	0
Denman Prospect	2011	0
Denman Prospect	2016	0
Molonglo	2006	0
Molonglo	2011	0
Molonglo	2016	0
Molonglo - North	2006	0
Molonglo - North	2011	0
Molonglo - North	2016	0
Wright	2006	0
Wright	2011	0
Wright	2016	36
ACT - South West	2006	41
ACT - South West	2011	10
ACT - South West	2016	7
Namadgi	2006	0
Namadgi	2011	0
Namadgi	2016	0
Migratory - Offshore - Shipping (ACT)	2006	0
Migratory - Offshore - Shipping (ACT)	2011	0
Migratory - Offshore - Shipping (ACT)	2016	0
No usual address (ACT)	2006	0
No usual address (ACT)	2011	0
No usual address (ACT)	2016	0
Christmas Island	2006	34
Christmas Island	2011	18
Christmas Island	2016	29
Cocos (Keeling) Islands	2006	31
Cocos (Keeling) Islands	2011	26
Cocos (Keeling) Islands	2016	14
Jervis Bay	2006	0
Jervis Bay	2011	0
Jervis Bay	2016	4
Norfolk Island	2006	0
Norfolk Island	2011	0
Norfolk Island	2016	66
Migratory - Offshore - Shipping (OT)	2006	0
Migratory - Offshore - Shipping (OT)	2011	0
Migratory - Offshore - Shipping (OT)	2016	0
No usual address (OT)	2006	0
No usual address (OT)	2011	0
No usual address (OT)	2016	0
