SA2_NAME16	Year	medianTotalFamilyIncomeWeekly
Shepparton - South	2016	1356
Shepparton Region - East	2016	1657
Shepparton Region - West	2016	1414
Glenelg (Vic.)	2016	1375
Hamilton (Vic.)	2016	1382
Portland	2016	1345
Southern Grampians	2016	1366
Camperdown	2016	1217
Colac	2016	1399
Colac Region	2016	1376
Corangamite - North	2016	1279
Corangamite - South	2016	1373
Otway	2016	1205
Moyne - East	2016	1482
Moyne - West	2016	1470
Warrnambool - North	2016	1510
Warrnambool - South	2016	1498
Migratory - Offshore - Shipping (Vic.)	2016	0
No usual address (Vic.)	2016	0
Alexandra Hills	2016	1789
Belmont - Gumdale	2016	2293
Birkdale	2016	1945
Capalaba	2016	1740
Thorneside	2016	1609
Wellington Point	2016	2099
Cleveland	2016	1716
Ormiston	2016	1982
Redland Bay	2016	1869
Sheldon - Mount Cotton	2016	2270
Thornlands	2016	2080
Victoria Point	2016	1654
Redland Islands	2016	905
Brisbane Port - Lytton	2016	0
Manly - Lota	2016	2199
Manly West	2016	2016
Murarrie	2016	2253
Tingalpa	2016	1920
Wakerley	2016	2602
Wynnum	2016	2012
Wynnum West - Hemmant	2016	1792
Bald Hills	2016	1813
Bridgeman Downs	2016	2582
Carseldine	2016	2021
Everton Park	2016	2003
McDowall	2016	2310
Aspley	2016	1967
Chermside	2016	1548
Chermside West	2016	2030
Geebung	2016	1941
Kedron - Gordon Park	2016	2313
Stafford	2016	1944
Stafford Heights	2016	1962
Wavell Heights	2016	2435
Boondall	2016	1766
Brisbane Airport	2016	3083
Eagle Farm - Pinkenba	2016	2203
Northgate - Virginia	2016	2256
Nudgee - Banyo	2016	2078
Nundah	2016	2011
Bracken Ridge	2016	1822
Brighton (Qld)	2016	2021
Deagon	2016	1728
Sandgate - Shorncliffe	2016	2228
Taigum - Fitzgibbon	2016	1732
Zillmere	2016	1404
Camp Hill	2016	2743
Cannon Hill	2016	2289
Carina	2016	2094
Carina Heights	2016	1936
Carindale	2016	2366
Annerley	2016	2097
Coorparoo	2016	2313
Fairfield - Dutton Park	2016	2098
Greenslopes	2016	2163
Holland Park	2016	2364
Holland Park West	2016	2303
Woolloongabba	2016	1961
Yeronga	2016	2417
Eight Mile Plains	2016	1713
Macgregor (Qld)	2016	1406
Mansfield (Qld)	2016	1910
Mount Gravatt	2016	2020
Rochedale - Burbank	2016	2444
Upper Mount Gravatt	2016	1666
Wishart	2016	1859
Coopers Plains	2016	1453
Moorooka	2016	2037
Robertson	2016	1442
Salisbury - Nathan	2016	1925
Tarragindi	2016	2523
Algester	2016	1666
Calamvale - Stretton	2016	1670
Pallara - Willawong	2016	2164
Parkinson - Drewvale	2016	2050
Rocklea - Acacia Ridge	2016	1275
Kuraby	2016	1814
Runcorn	2016	1461
Sunnybank	2016	1367
Sunnybank Hills	2016	1491
Jindalee - Mount Ommaney	2016	2209
Middle Park - Jamboree Heights	2016	2028
Riverhills	2016	2011
Seventeen Mile Rocks - Sinnamon Park	2016	2427
Westlake	2016	2393
Bellbowrie - Moggill	2016	2205
Brookfield - Kenmore Hills	2016	2859
Chapel Hill	2016	2632
Fig Tree Pocket	2016	3313
Kenmore	2016	2321
Pinjarra Hills - Pullenvale	2016	2937
Chelmer - Graceville	2016	2902
Corinda	2016	2339
Indooroopilly	2016	2183
Sherwood	2016	2533
St Lucia	2016	2039
Taringa	2016	2138
Enoggera	2016	2181
Enoggera Reservoir	2016	1024
Keperra	2016	1637
Mitchelton	2016	2279
Mount Coot-tha	2016	0
The Gap	2016	2414
Upper Kedron - Ferny Grove	2016	2280
Brisbane City	2016	2214
Fortitude Valley	2016	2141
Highgate Hill	2016	2125
Kangaroo Point	2016	2296
New Farm	2016	2601
South Brisbane	2016	2071
Spring Hill	2016	2059
West End	2016	2393
Balmoral	2016	2865
Bulimba	2016	3007
East Brisbane	2016	2335
Hawthorne	2016	3058
Morningside - Seven Hills	2016	2383
Norman Park	2016	2959
Albion	2016	2432
Alderley	2016	2470
Ascot	2016	2741
Clayfield	2016	2351
Grange	2016	3028
Hamilton (Qld)	2016	2555
Hendra	2016	2763
Kelvin Grove - Herston	2016	1909
Newmarket	2016	2348
Newstead - Bowen Hills	2016	2714
Wilston	2016	3026
Windsor	2016	2345
Wooloowin - Lutwyche	2016	2398
Ashgrove	2016	2844
Auchenflower	2016	2472
Bardon	2016	3135
Paddington - Milton	2016	2814
Red Hill (Qld)	2016	2753
Toowong	2016	2260
Brinsmead	2016	2046
Clifton Beach - Kewarra Beach	2016	1651
Freshwater - Stratford	2016	1947
Redlynch	2016	2056
Trinity Beach - Smithfield	2016	1801
Yorkeys Knob - Machans Beach	2016	1458
Bentley Park	2016	1666
Cairns City	2016	1452
Earlville - Bayview Heights	2016	1616
Edmonton	2016	1476
Gordonvale - Trinity	2016	1594
Kanimbla - Mooroobool	2016	1680
Lamb Range	2016	0
Manoora	2016	1061
Manunda	2016	1137
Mount Sheridan	2016	1705
Westcourt - Bungalow	2016	1222
White Rock	2016	1392
Whitfield - Edge Hill	2016	1819
Woree	2016	1198
Babinda	2016	1396
Innisfail	2016	1239
Johnstone	2016	1353
Tully	2016	1292
Wooroonooran	2016	0
Yarrabah	2016	869
Daintree	2016	1390
Port Douglas	2016	1582
Atherton	2016	1314
Herberton	2016	990
Kuranda	2016	1293
Malanda - Yungaburra	2016	1242
Mareeba	2016	1298
Balonne	2016	1485
Chinchilla	2016	1667
Goondiwindi	2016	1697
Inglewood - Waggamba	2016	1220
Miles - Wandoan	2016	1445
Roma	2016	1842
Roma Region	2016	1473
Tara	2016	1020
Crows Nest - Rosalie	2016	1181
Jondaryan	2016	1418
Millmerran	2016	1340
Pittsworth	2016	1487
Wambo	2016	1521
Clifton - Greenmount	2016	1376
Southern Downs - East	2016	1248
Southern Downs - West	2016	1135
Stanthorpe	2016	1172
Stanthorpe Region	2016	1150
Warwick	2016	1261
Central Highlands - East	2016	2103
Central Highlands - West	2016	1892
Emerald	2016	2134
Berserker	2016	1275
Bouldercombe	2016	1504
Emu Park	2016	1262
Frenchville - Mount Archer	2016	1748
Glenlee - Rockyview	2016	2145
Gracemere	2016	1526
Lakes Creek	2016	1393
Mount Morgan	2016	951
Norman Gardens	2016	1868
Park Avenue	2016	1381
Parkhurst - Kawana	2016	1677
Rockhampton - West	2016	1498
Rockhampton City	2016	1185
Rockhampton Region - East	2016	1520
Rockhampton Region - North	2016	1427
Rockhampton Region - West	2016	1689
Shoalwater Bay	2016	687
The Range - Allenstown	2016	1862
Yeppoon	2016	1622
Banana	2016	1760
Biloela	2016	2068
Agnes Water - Miriam Vale	2016	1074
Boyne Island - Tannum Sands	2016	2175
Callemondah	2016	0
Clinton - New Auckland	2016	2116
Gladstone	2016	1697
Gladstone Hinterland	2016	1992
Kin Kora - Sun Valley	2016	1927
South Trees	2016	0
Telina - Toolooa	2016	2092
West Gladstone	2016	1549
Broadbeach Waters	2016	1923
Burleigh Heads	2016	1696
Burleigh Waters	2016	1668
Mermaid Beach - Broadbeach	2016	1690
Mermaid Waters	2016	1606
Miami	2016	1844
Coolangatta	2016	1389
Currumbin - Tugun	2016	1607
Currumbin Waters	2016	1552
Elanora	2016	1646
Palm Beach	2016	1683
Arundel	2016	1563
Biggera Waters	2016	1435
Coombabah	2016	1252
Labrador	2016	1282
Paradise Point - Hollywell	2016	1878
Runaway Bay	2016	1509
Guanaba - Springbrook	2016	1688
Tamborine - Canungra	2016	1602
Currumbin Valley - Tallebudgera	2016	1887
Mudgeeraba - Bonogin	2016	1794
Reedy Creek - Andrews	2016	1968
Carrara	2016	1621
Highland Park	2016	1481
Nerang - Mount Nathan	2016	1520
Pacific Pines - Gaven	2016	1830
Worongary - Tallai	2016	1919
Coomera	2016	1756
Helensvale	2016	1846
Hope Island	2016	1993
Jacobs Well - Alberton	2016	1726
Ormeau - Yatala	2016	1939
Oxenford - Maudsland	2016	1794
Pimpama	2016	1602
Upper Coomera - Willow Vale	2016	1812
Clear Island Waters	2016	1685
Merrimac	2016	1585
Robina	2016	1671
Varsity Lakes	2016	1546
Ashmore	2016	1610
Molendinar	2016	1569
Parkwood	2016	1760
Southport - North	2016	1200
Southport - South	2016	1384
Benowa	2016	1865
Bundall	2016	1968
Main Beach	2016	2027
Surfers Paradise	2016	1414
Darra - Sumner	2016	1480
Durack	2016	1394
Forest Lake - Doolandella	2016	1820
Inala - Richlands	2016	993
Oxley (Qld)	2016	2096
Wacol	2016	1004
Boonah	2016	1400
Esk	2016	1040
Lake Manchester - England Creek	2016	0
Lockyer Valley - East	2016	1319
Lowood	2016	1345
Rosewood	2016	1558
Brassall	2016	1476
Bundamba	2016	1366
Churchill - Yamanto	2016	1676
Ipswich - Central	2016	1468
Ipswich - East	2016	1357
Ipswich - North	2016	2053
Karalee - Barellan Point	2016	2136
Karana Downs	2016	2266
Leichhardt - One Mile	2016	1165
North Ipswich - Tivoli	2016	1384
Raceview	2016	1626
Ripley	2016	2028
Riverview	2016	1031
Bellbird Park - Brookwater	2016	2121
Camira - Gailes	2016	1578
Carole Park	2016	0
Collingwood Park - Redbank	2016	1481
Goodna	2016	1281
New Chum	2016	0
Redbank Plains	2016	1393
Springfield	2016	1951
Springfield Lakes	2016	1991
Beaudesert	2016	1283
Beenleigh	2016	1255
Eagleby	2016	1084
Edens Landing - Holmview	2016	1559
Mount Warren Park	2016	1528
Wolffdene - Bahrs Scrub	2016	1920
Boronia Heights - Park Ridge	2016	1338
Browns Plains	2016	1431
Chambers Flat - Logan Reserve	2016	1716
Crestmead	2016	1385
Greenbank Military Camp	2016	0
Hillcrest	2016	1698
Marsden	2016	1339
Munruben - Park Ridge South	2016	1906
Regents Park - Heritage Park	2016	1708
Greenbank	2016	1965
Jimboomba	2016	1816
Logan Village	2016	1833
Bethania - Waterford	2016	1426
Cornubia - Carbrook	2016	2141
Loganholme - Tanah Merah	2016	1743
Loganlea	2016	1382
Shailer Park	2016	2064
Waterford West	2016	1272
Daisy Hill	2016	1890
Kingston (Qld.)	2016	1142
Logan Central	2016	978
Rochedale South - Priestdale	2016	1848
Slacks Creek	2016	1297
Springwood	2016	1812
Underwood	2016	1741
Woodridge	2016	1031
Bowen	2016	1380
Broadsound - Nebo	2016	2254
Clermont	2016	1886
Collinsville	2016	1390
Moranbah	2016	2716
Andergrove - Beaconsfield	2016	1715
East Mackay	2016	1706
Eimeo - Rural View	2016	2025
Eungella Hinterland	2016	2250
Mackay	2016	1397
Mackay Harbour	2016	2456
Mount Pleasant - Glenella	2016	2106
North Mackay	2016	1429
Ooralea - Bakers Creek	2016	1971
Pioneer Valley	2016	1845
Sarina	2016	1619
Seaforth - Calen	2016	1569
Shoal Point - Bucasia	2016	2001
Slade Point	2016	1456
South Mackay	2016	1472
Walkerston - Eton	2016	1879
West Mackay	2016	1748
Airlie - Whitsundays	2016	1631
Cape Conway	2016	0
Proserpine	2016	1485
Beachmere - Sandstone Point	2016	1214
Bribie Island	2016	1105
Burpengary - East	2016	2043
Caboolture	2016	1273
Caboolture - South	2016	1237
Elimbah	2016	1793
Morayfield - East	2016	1386
Wamuran	2016	1837
Kilcoy	2016	1275
Woodford - D'Aguilar	2016	1469
Burpengary	2016	1626
Deception Bay	2016	1264
Morayfield	2016	1883
Narangba	2016	1931
Upper Caboolture	2016	1876
Clontarf	2016	1479
Margate - Woody Point	2016	1449
Redcliffe	2016	1351
Rothwell - Kippa-Ring	2016	1350
Scarborough - Newport - Moreton Island	2016	1755
Albany Creek	2016	2195
Cashmere	2016	2183
Dayboro	2016	2044
Eatons Hill	2016	2418
The Hills District	2016	2164
Samford Valley	2016	2451
Dakabin - Kallangur	2016	1489
Murrumba Downs - Griffin	2016	1851
North Lakes - Mango Hill	2016	1945
Bray Park	2016	1659
Lawnton	2016	1510
Petrie	2016	1812
Strathpine - Brendale	2016	1451
Aurukun	2016	678
Cape York	2016	1055
Croydon - Etheridge	2016	1203
Kowanyama - Pormpuraaw	2016	795
Northern Peninsula	2016	1064
Tablelands	2016	1215
Torres	2016	1919
Torres Strait Islands	2016	856
Weipa	2016	2777
Carpentaria	2016	1059
Mount Isa	2016	2390
Mount Isa Region	2016	2111
Northern Highlands	2016	1393
Barcaldine - Blackall	2016	1393
Charleville	2016	1490
Far Central West	2016	1531
Far South West	2016	1327
Longreach	2016	1609
Buderim - North	2016	1680
Buderim - South	2016	1785
Mountain Creek	2016	1721
Sippy Downs	2016	1439
Aroona - Currimundi	2016	1474
Buddina - Minyama	2016	1641
Caloundra - Kings Beach	2016	1220
Caloundra - West	2016	1485
Golden Beach - Pelican Waters	2016	1372
Moffat Beach - Battery Hill	2016	1524
Parrearra - Warana	2016	1583
Wurtulla - Birtinya	2016	1690
Coolum Beach	2016	1554
Marcoola - Mudjimba	2016	1450
Maroochydore - Kuluin	2016	1369
Mooloolaba - Alexandra Headland	2016	1571
Noosa Heads	2016	1649
Noosaville	2016	1414
Sunshine Beach	2016	1663
Tewantin	2016	1256
Peregian Beach - Marcus Beach	2016	1646
Peregian Springs	2016	1598
Beerwah	2016	1404
Caloundra Hinterland	2016	1230
Glass House Mountains	2016	1497
Landsborough	2016	1551
Maroochy Hinterland	2016	1316
Palmwoods	2016	1523
Bli Bli	2016	1555
Diddillibah - Rosemount	2016	1510
Eumundi - Yandina	2016	1509
Nambour	2016	1363
Noosa Hinterland	2016	1380
Cambooya - Wyreema	2016	1870
Darling Heights	2016	1390
Drayton - Harristown	2016	1296
Gatton	2016	1245
Gowrie (Qld)	2016	1777
Highfields	2016	1993
Lockyer Valley - West	2016	1564
Middle Ridge	2016	2172
Newtown (Qld)	2016	1305
North Toowoomba - Harlaxton	2016	1363
Rangeville	2016	1810
Toowoomba - Central	2016	1445
Toowoomba - East	2016	2161
Toowoomba - West	2016	1851
Wilsonton	2016	1251
Ayr	2016	1480
Burdekin	2016	1503
Charters Towers	2016	1298
Dalrymple	2016	1382
Ingham	2016	1311
Ingham Region	2016	1380
Palm Island	2016	927
Aitkenvale	2016	1401
Annandale	2016	2123
Belgian Gardens - Pallarenda	2016	2094
Bohle Plains	2016	2029
Condon - Rasmussen	2016	1399
Cranbrook	2016	1482
Deeragun	2016	1851
Douglas	2016	2127
Garbutt - West End	2016	1439
Gulliver - Currajong - Vincent	2016	1388
Heatley	2016	1301
Hermit Park - Rosslea	2016	1520
Hyde Park - Pimlico	2016	1548
Kelso	2016	1462
Kirwan - East	2016	1386
Kirwan - West	2016	1858
Magnetic Island	2016	1136
Mount Louisa	2016	1896
Mundingburra	2016	1684
Northern Beaches	2016	1457
Oonoonba	2016	2113
South Townsville - Railway Estate	2016	1719
Townsville - South	2016	1760
Townsville City - North Ward	2016	2226
Wulguru - Roseneath	2016	1403
Ashfield - Kepnock	2016	1252
Bargara - Burnett Heads	2016	1295
Branyan - Kensington	2016	1422
Bundaberg	2016	1095
Bundaberg East - Kalkie	2016	1318
Bundaberg North - Gooburrum	2016	1119
Bundaberg Region - North	2016	1160
Bundaberg Region - South	2016	1052
Millbank - Avoca	2016	1228
Svensson Heights - Norville	2016	1158
Walkervale - Avenell Heights	2016	1172
Gayndah - Mundubbera	2016	1160
Gin Gin	2016	934
Kingaroy	2016	1343
Kingaroy Region - North	2016	1013
Kingaroy Region - South	2016	1334
Monto - Eidsvold	2016	1158
Nanango	2016	957
North Burnett	2016	0
Cooloola	2016	840
Gympie - North	2016	1117
Gympie - South	2016	1279
Gympie Region	2016	1220
Kilkivan	2016	1051
Booral - River Heads	2016	1168
Craignish - Dundowran Beach	2016	1354
Pialba - Eli Waters	2016	1061
Point Vernon	2016	1068
Torquay - Scarness - Kawungan	2016	1055
Urangan - Wondunna	2016	1138
Burrum - Fraser	2016	970
Granville	2016	1039
Maryborough (Qld)	2016	1090
Maryborough Region - South	2016	976
Tinana	2016	1300
Migratory - Offshore - Shipping (Qld)	2016	0
No usual address (Qld)	2016	0
Adelaide	2016	1793
North Adelaide	2016	2397
Adelaide Hills	2016	1834
Aldgate - Stirling	2016	2256
Hahndorf - Echunga	2016	1937
Lobethal - Woodside	2016	1698
Mount Barker	2016	1695
Mount Barker Region	2016	1727
Nairne	2016	1676
Uraidla - Summertown	2016	2109
Burnside - Wattle Park	2016	2256
Glenside - Beaumont	2016	2469
Toorak Gardens	2016	2312
Athelstone	2016	1901
Paradise - Newton	2016	1451
Rostrevor - Magill	2016	1648
Norwood (SA)	2016	2041
Payneham - Felixstow	2016	1564
St Peters - Marden	2016	2196
Nailsworth - Broadview	2016	2155
Prospect	2016	2077
Walkerville	2016	2326
Goodwood - Millswood	2016	2260
Unley - Parkside	2016	2316
Gawler - North	2016	1770
Gawler - South	2016	1424
Lewiston - Two Wells	2016	1641
Craigmore - Blakeview	2016	1524
Davoren Park	2016	1066
Elizabeth	2016	870
Elizabeth East	2016	1193
Munno Para West - Angle Vale	2016	1465
One Tree Hill	2016	2056
Smithfield - Elizabeth North	2016	938
Virginia - Waterloo Corner	2016	1204
Enfield - Blair Athol	2016	1284
Northgate - Oakden - Gilles Plains	2016	1523
Windsor Gardens	2016	1490
Dry Creek - North	2016	0
Ingle Farm	2016	1321
Para Hills	2016	1421
Parafield	2016	0
Parafield Gardens	2016	1268
Paralowie	2016	1340
Salisbury	2016	1092
Salisbury East	2016	1384
Salisbury North	2016	1203
Mawson Lakes - Globe Derby Park	2016	1831
Pooraka - Cavan	2016	1287
Golden Grove	2016	1876
Greenwith	2016	1917
Highbury - Dernancourt	2016	1866
Hope Valley - Modbury	2016	1375
Modbury Heights	2016	1693
Redwood Park	2016	1738
St Agnes - Ridgehaven	2016	1594
Brighton (SA)	2016	1946
Glenelg (SA)	2016	2029
Edwardstown	2016	1552
Hallett Cove	2016	1849
Marino - Seaview Downs	2016	1772
Mitchell Park	2016	1377
Morphettville	2016	1669
Sheidow Park - Trott Park	2016	1840
Warradale	2016	1461
Belair	2016	2226
Bellevue Heights	2016	1754
Blackwood	2016	2114
Colonel Light Gardens	2016	2157
Mitcham (SA)	2016	2379
Panorama	2016	1505
Aberfoyle Park	2016	1791
Aldinga	2016	1314
Christie Downs	2016	1105
Christies Beach	2016	1214
Clarendon	2016	1994
Coromandel Valley	2016	2146
Flagstaff Hill	2016	1966
Hackham - Onkaparinga Hills	2016	1374
Hackham West - Huntfield Heights	2016	1092
Happy Valley	2016	1643
Happy Valley Reservoir	2016	0
Lonsdale	2016	649
McLaren Vale	2016	1655
Morphett Vale - East	2016	1291
Morphett Vale - West	2016	1167
Reynella	2016	1395
Seaford (SA)	2016	1449
Willunga	2016	1688
Woodcroft	2016	1693
Beverley	2016	1622
Flinders Park	2016	1513
Henley Beach	2016	1928
Hindmarsh - Brompton	2016	1640
Royal Park - Hendon - Albert Park	2016	1484
Seaton - Grange	2016	1511
West Lakes	2016	1705
Woodville - Cheltenham	2016	1437
Dry Creek - South	2016	0
Largs Bay - Semaphore	2016	1799
North Haven	2016	1509
Port Adelaide	2016	1317
The Parks	2016	1162
Torrens Island	2016	0
Adelaide Airport	2016	0
Fulham	2016	1775
Lockleys	2016	1693
Plympton	2016	1549
Richmond (SA)	2016	1606
West Beach	2016	1908
Barossa - Angaston	2016	1572
Light	2016	1560
Lyndoch	2016	1712
Mallala	2016	1322
Nuriootpa	2016	1494
Tanunda	2016	1639
Clare	2016	1464
Gilbert Valley	2016	1332
Goyder	2016	1184
Wakefield - Barunga West	2016	1259
Jamestown	2016	1305
Peterborough - Mount Remarkable	2016	1123
Port Pirie	2016	1198
Port Pirie Region	2016	1357
Kadina	2016	1259
Moonta	2016	1105
Wallaroo	2016	1027
Yorke Peninsula - North	2016	1161
Yorke Peninsula - South	2016	1055
Ceduna	2016	1552
Eyre Peninsula	2016	1358
Kimba - Cleve - Franklin Harbour	2016	1356
Le Hunte - Elliston	2016	1355
Port Lincoln	2016	1434
West Coast (SA)	2016	1371
Western	2016	3374
Whyalla	2016	1393
Whyalla - North	2016	0
APY Lands	2016	734
Coober Pedy	2016	1329
Quorn - Lake Gilles	2016	1269
Outback	2016	1379
Port Augusta	2016	1365
Roxby Downs	2016	2760
Goolwa - Port Elliot	2016	1041
Kangaroo Island	2016	1213
Strathalbyn	2016	1374
Strathalbyn Region	2016	1440
Victor Harbor	2016	1064
Yankalilla	2016	1191
Grant	2016	1599
Kingston - Robe	2016	1309
Millicent	2016	1217
Naracoorte	2016	1415
Naracoorte Region	2016	1443
Penola	2016	1378
Tatiara	2016	1409
Wattle Range	2016	1432
Mount Gambier - East	2016	1465
Mount Gambier - West	2016	1365
Barmera	2016	1313
Berri	2016	1151
Karoonda - Lameroo	2016	1330
Loxton	2016	1333
Loxton Region	2016	1297
Mannum	2016	1096
Murray Bridge	2016	1182
Murray Bridge Region	2016	1384
Renmark	2016	1109
Renmark Region	2016	1404
The Coorong	2016	1165
Waikerie	2016	1170
Migratory - Offshore - Shipping (SA)	2016	0
No usual address (SA)	2016	0
Augusta	2016	1411
Busselton	2016	1487
Busselton Region	2016	1832
Margaret River	2016	1627
Australind - Leschenault	2016	1881
Capel	2016	1619
College Grove - Carey Park	2016	1353
Collie	2016	1488
Dardanup	2016	1857
Davenport	2016	2374
Eaton - Pelican Point	2016	1755
Harvey	2016	1578
East Bunbury - Glen Iris	2016	1489
Waroona	2016	1464
Dalyellup	2016	2032
Gelorup - Stratham	2016	2177
South Bunbury - Bunbury	2016	1795
Withers - Usher	2016	1185
Bridgetown - Boyup Brook	2016	1308
Donnybrook - Balingup	2016	1425
Manjimup	2016	1438
Pemberton	2016	1290
Dawesville - Bouvard	2016	1516
Falcon - Wannanup	2016	1447
Greenfields	2016	1151
Halls Head - Erskine	2016	1574
Mandurah	2016	1142
Mandurah - East	2016	1426
Mandurah - North	2016	1831
Mandurah - South	2016	1239
Pinjarra	2016	1434
City Beach	2016	3675
Claremont (WA)	2016	2821
Cottesloe	2016	3662
Floreat	2016	3585
Mosman Park - Peppermint Grove	2016	3075
Nedlands - Dalkeith - Crawley	2016	3369
Swanbourne - Mount Claremont	2016	3440
Kings Park (WA)	2016	3249
Mount Hawthorn - Leederville	2016	2851
Mount Lawley - Inglewood	2016	2511
North Perth	2016	2618
Perth City	2016	2279
Subiaco - Shenton Park	2016	2772
Wembley - West Leederville - Glendalough	2016	2347
Bassendean - Eden Hill - Ashfield	2016	1904
Bayswater - Embleton - Bedford	2016	2122
Maylands	2016	2055
Morley	2016	1572
Noranda	2016	1796
Chidlow	2016	1840
Glen Forrest - Darlington	2016	2178
Helena Valley - Koongamia	2016	1986
Malmalling - Reservoir	2016	1024
Mundaring	2016	2005
Swan View - Greenmount - Midvale	2016	1603
Avon Valley National Park	2016	0
Ballajura	2016	1701
Beechboro	2016	1672
Bullsbrook	2016	1827
Ellenbrook	2016	1951
Gidgegannup	2016	2170
Hazelmere - Guildford	2016	2032
Lockridge - Kiara	2016	1751
Malaga	2016	0
Melaleuca - Lexia	2016	0
Middle Swan - Herne Hill	2016	1559
Midland - Guildford	2016	1542
Stratton - Jane Brook	2016	1833
The Vines	2016	2148
Walyunga National Park	2016	0
Craigie - Beldon	2016	1870
Currambine - Kinross	2016	2194
Duncraig	2016	2389
Greenwood - Warwick	2016	1906
Heathridge - Connolly	2016	2044
Hillarys	2016	2563
Iluka - Burns Beach	2016	2961
Joondalup - Edgewater	2016	1976
Kingsley	2016	2188
Mullaloo - Kallaroo	2016	2262
Ocean Reef	2016	2419
Padbury	2016	2024
Sorrento - Marmion	2016	2662
Woodvale	2016	2393
Balcatta - Hamersley	2016	1755
Balga - Mirrabooka	2016	1231
Dianella	2016	1860
Herdsman	2016	0
Innaloo - Doubleview	2016	2340
Karrinyup - Gwelup - Carine	2016	2499
Nollamara - Westminster	2016	1518
Osborne Park Industrial	2016	0
Scarborough	2016	2381
Stirling - Osborne Park	2016	2055
Trigg - North Beach - Watermans Bay	2016	2465
Tuart Hill - Joondanna	2016	1918
Wembley Downs - Churchlands - Woodlands	2016	2570
Yokine - Coolbinia - Menora	2016	2078
Alexander Heights - Koondoola	2016	1475
Butler - Merriwa - Ridgewood	2016	1617
Carramar	2016	2012
Clarkson	2016	1762
Girrawheen	2016	1208
Madeley - Darch - Landsdale	2016	2180
Marangaroo	2016	1534
Mindarie - Quinns Rocks - Jindalee	2016	2220
Neerabup National Park	2016	0
Tapping - Ashby - Sinagra	2016	2131
Wanneroo	2016	1949
Alkimos - Eglinton	2016	2105
Carabooda - Pinjar	2016	1965
Two Rocks	2016	1509
Yanchep	2016	1728
Armadale - Wungong - Brookdale	2016	1276
Ashendon - Lesley	2016	0
Camillo - Champion Lakes	2016	1430
Forrestdale - Harrisdale - Piara Waters	2016	2233
Kelmscott	2016	1481
Mount Nasura - Mount Richon - Bedfordale	2016	1940
Roleystone	2016	2093
Seville Grove	2016	1621
Belmont - Ascot - Redcliffe	2016	1867
East Victoria Park - Carlisle	2016	1975
Kewdale Commercial	2016	0
Perth Airport	2016	0
Rivervale - Kewdale - Cloverdale	2016	1650
Victoria Park - Lathlain - Burswood	2016	2075
Bentley - Wilson - St James	2016	1563
Canning Vale - West	2016	2216
Canning Vale Commercial	2016	0
Cannington - Queens Park	2016	1508
Parkwood - Ferndale - Lynwood	2016	1657
Riverton - Shelley - Rossmoyne	2016	2024
Welshpool	2016	0
Willetton	2016	1967
Beckenham - Kenwick - Langford	2016	1417
Canning Vale - East	2016	2102
Gosnells	2016	1371
Huntingdale - Southern River	2016	1998
Maddington - Orange Grove - Martin	2016	1425
Thornlie	2016	1628
Forrestfield - Wattle Grove	2016	1874
High Wycombe	2016	1831
Kalamunda - Maida Vale - Gooseberry Hill	2016	2035
Lesmurdie - Bickley - Carmel	2016	2040
Byford	2016	1942
Mundijong	2016	2057
Serpentine - Jarrahdale	2016	1809
Como	2016	2230
Manning - Waterford	2016	2264
South Perth - Kensington	2016	2647
Banjup	2016	2289
Bibra Industrial	2016	0
Bibra Lake	2016	0
Coogee	2016	2187
Coolbellup	2016	1716
Hamilton Hill	2016	1520
Henderson	2016	0
North Coogee	2016	3089
South Lake - Cockburn Central	2016	1824
Spearwood	2016	1600
Success - Hammond Park	2016	2200
Yangebup	2016	1974
Beeliar - Wattleup	2016	2154
Jandakot	2016	2274
East Fremantle	2016	2780
Fremantle	2016	2370
Fremantle - South	2016	1975
O'Connor (WA)	2016	0
Bertram - Wellard (West)	2016	1915
Calista	2016	1296
Hope Valley - Postans	2016	1875
Kwinana Industrial	2016	1524
Parmelia - Orelia	2016	1330
Casuarina - Wandi	2016	2160
Applecross - Ardross	2016	2603
Bateman	2016	2293
Bicton - Palmyra	2016	2254
Booragoon	2016	2425
Bull Creek	2016	2062
Leeming	2016	2364
Melville	2016	2463
Murdoch - Kardinya	2016	1920
Willagee	2016	1865
Winthrop	2016	2278
Baldivis	2016	2063
Cooloongup	2016	1312
Port Kennedy	2016	1847
Rockingham	2016	1422
Rockingham Lakes	2016	0
Safety Bay - Shoalwater	2016	1613
Singleton - Golden Bay - Secret Harbour	2016	2175
Waikiki	2016	1709
Warnbro	2016	1545
Albany	2016	1473
Albany Region	2016	1495
Bayonet Head - Lower King	2016	1539
Denmark	2016	1268
Gnowangerup	2016	1652
Katanning	2016	1418
Kojonup	2016	1441
Little Grove - Elleker	2016	1673
McKail - Willyung	2016	1497
Plantagenet	2016	1275
Stirling Range National Park	2016	0
Chittering	2016	1856
Cunderdin	2016	1405
Dowerin	2016	1473
Gingin - Dandaragan	2016	1370
Merredin	2016	1671
Moora	2016	1741
Mukinbudin	2016	1596
Northam	2016	1468
Toodyay	2016	1425
York - Beverley	2016	1332
Brookton	2016	1481
Kulin	2016	1562
Murray	2016	1981
Narrogin	2016	1505
Wagin	2016	1433
Broome	2016	2226
Derby - West Kimberley	2016	1081
Halls Creek	2016	807
Kununurra	2016	1949
Roebuck	2016	835
East Pilbara	2016	892
Newman	2016	2940
