SA2_NAME16	Year	unemployment
Withers - Usher	2011	8.6
Withers - Usher	2016	12.1
Bridgetown - Boyup Brook	2006	3.5
Bridgetown - Boyup Brook	2011	4.2
Bridgetown - Boyup Brook	2016	5.6
Donnybrook - Balingup	2006	2.6
Donnybrook - Balingup	2011	3.9
Donnybrook - Balingup	2016	6.3
Manjimup	2006	4
Manjimup	2011	4.7
Manjimup	2016	5
Pemberton	2006	3.2
Pemberton	2011	4.1
Pemberton	2016	5.8
Dawesville - Bouvard	2006	5.2
Dawesville - Bouvard	2011	6.4
Dawesville - Bouvard	2016	10.6
Falcon - Wannanup	2006	5.1
Falcon - Wannanup	2011	7.3
Falcon - Wannanup	2016	10.4
Greenfields	2006	5.7
Greenfields	2011	7.9
Greenfields	2016	12.9
Halls Head - Erskine	2006	4
Halls Head - Erskine	2011	5.8
Halls Head - Erskine	2016	9.5
Mandurah	2006	8.9
Mandurah	2011	11.4
Mandurah	2016	14.1
Mandurah - East	2006	4.1
Mandurah - East	2011	6.6
Mandurah - East	2016	10.3
Mandurah - North	2006	3.9
Mandurah - North	2011	5
Mandurah - North	2016	9.5
Mandurah - South	2006	7.2
Mandurah - South	2011	8.5
Mandurah - South	2016	12.2
Pinjarra	2006	6
Pinjarra	2011	5.6
Pinjarra	2016	9.4
City Beach	2006	2
City Beach	2011	3
City Beach	2016	5.4
Claremont (WA)	2006	3.3
Claremont (WA)	2011	3.7
Claremont (WA)	2016	6.1
Cottesloe	2006	2.6
Cottesloe	2011	3.3
Cottesloe	2016	4.7
Floreat	2006	2.1
Floreat	2011	2.9
Floreat	2016	5.1
Mosman Park - Peppermint Grove	2006	4
Mosman Park - Peppermint Grove	2011	4.3
Mosman Park - Peppermint Grove	2016	5.8
Nedlands - Dalkeith - Crawley	2006	3.9
Nedlands - Dalkeith - Crawley	2011	5.3
Nedlands - Dalkeith - Crawley	2016	8.9
Swanbourne - Mount Claremont	2006	2.9
Swanbourne - Mount Claremont	2011	3.6
Swanbourne - Mount Claremont	2016	4.9
Kings Park (WA)	2006	0
Kings Park (WA)	2011	0
Kings Park (WA)	2016	0
Mount Hawthorn - Leederville	2006	2.4
Mount Hawthorn - Leederville	2011	3.2
Mount Hawthorn - Leederville	2016	5.6
Mount Lawley - Inglewood	2006	3
Mount Lawley - Inglewood	2011	4.2
Mount Lawley - Inglewood	2016	6
North Perth	2006	2.8
North Perth	2011	3.4
North Perth	2016	5.7
Perth City	2006	5.2
Perth City	2011	5.2
Perth City	2016	8.1
Subiaco - Shenton Park	2006	3.3
Subiaco - Shenton Park	2011	3.2
Subiaco - Shenton Park	2016	5.8
Wembley - West Leederville - Glendalough	2006	3.5
Wembley - West Leederville - Glendalough	2011	3.8
Wembley - West Leederville - Glendalough	2016	6.8
Bassendean - Eden Hill - Ashfield	2006	3.6
Bassendean - Eden Hill - Ashfield	2011	4.5
Bassendean - Eden Hill - Ashfield	2016	7.9
Bayswater - Embleton - Bedford	2006	3.5
Bayswater - Embleton - Bedford	2011	4.4
Bayswater - Embleton - Bedford	2016	7.1
Maylands	2006	5.3
Maylands	2011	5.4
Maylands	2016	7.7
Morley	2006	3.5
Morley	2011	4.8
Morley	2016	8.7
Noranda	2006	2.6
Noranda	2011	3.5
Noranda	2016	7.6
Chidlow	2006	3.9
Chidlow	2011	3.6
Chidlow	2016	6.8
Glen Forrest - Darlington	2006	2.6
Glen Forrest - Darlington	2011	3.8
Glen Forrest - Darlington	2016	5.8
Helena Valley - Koongamia	2006	3.3
Helena Valley - Koongamia	2011	3.7
Helena Valley - Koongamia	2016	7.1
Malmalling - Reservoir	2006	0
Malmalling - Reservoir	2011	0
Malmalling - Reservoir	2016	0
Mundaring	2006	2.7
Mundaring	2011	3.7
Mundaring	2016	6.4
Swan View - Greenmount - Midvale	2006	4.4
Swan View - Greenmount - Midvale	2011	5.5
Swan View - Greenmount - Midvale	2016	9.5
Avon Valley National Park	2006	0
Avon Valley National Park	2011	0
Avon Valley National Park	2016	0
Ballajura	2006	3.3
Ballajura	2011	5
Ballajura	2016	9
Beechboro	2006	3.6
Beechboro	2011	5.4
Beechboro	2016	8.6
Bullsbrook	2006	2.5
Bullsbrook	2011	4.6
Bullsbrook	2016	6.5
Ellenbrook	2006	2.7
Ellenbrook	2011	3.9
Ellenbrook	2016	7.9
Gidgegannup	2006	2.5
Gidgegannup	2011	2.8
Gidgegannup	2016	5.4
Hazelmere - Guildford	2006	3.5
Hazelmere - Guildford	2011	4.1
Hazelmere - Guildford	2016	7
Lockridge - Kiara	2006	4
Lockridge - Kiara	2011	5.3
Lockridge - Kiara	2016	8.2
Malaga	2006	0
Malaga	2011	0
Malaga	2016	0
Melaleuca - Lexia	2006	0
Melaleuca - Lexia	2011	0
Melaleuca - Lexia	2016	0
Middle Swan - Herne Hill	2006	4
Middle Swan - Herne Hill	2011	4.9
Middle Swan - Herne Hill	2016	9.6
Midland - Guildford	2006	5.7
Midland - Guildford	2011	6.6
Midland - Guildford	2016	10.8
Stratton - Jane Brook	2006	4.1
Stratton - Jane Brook	2011	4.2
Stratton - Jane Brook	2016	7.9
The Vines	2006	1.4
The Vines	2011	3.5
The Vines	2016	6.6
Walyunga National Park	2006	0
Walyunga National Park	2011	0
Walyunga National Park	2016	0
Craigie - Beldon	2006	3.7
Craigie - Beldon	2011	4.9
Craigie - Beldon	2016	7.6
Currambine - Kinross	2006	3.3
Currambine - Kinross	2011	4.4
Currambine - Kinross	2016	7.8
Duncraig	2006	2.4
Duncraig	2011	3
Duncraig	2016	5.9
Greenwood - Warwick	2006	2.9
Greenwood - Warwick	2011	3.8
Greenwood - Warwick	2016	6.9
Heathridge - Connolly	2006	3.8
Heathridge - Connolly	2011	4.5
Heathridge - Connolly	2016	7.1
Hillarys	2006	2.8
Hillarys	2011	3.7
Hillarys	2016	6.5
Iluka - Burns Beach	2006	1.9
Iluka - Burns Beach	2011	3.6
Iluka - Burns Beach	2016	6.2
Joondalup - Edgewater	2006	3.8
Joondalup - Edgewater	2011	5.2
Joondalup - Edgewater	2016	9.1
Kingsley	2006	2
Kingsley	2011	3.3
Kingsley	2016	6.2
Mullaloo - Kallaroo	2006	2.6
Mullaloo - Kallaroo	2011	3.5
Mullaloo - Kallaroo	2016	6.1
Ocean Reef	2006	3.7
Ocean Reef	2011	4.2
Ocean Reef	2016	6.9
Padbury	2006	3.2
Padbury	2011	3.6
Padbury	2016	6.7
Sorrento - Marmion	2006	2.3
Sorrento - Marmion	2011	3
Sorrento - Marmion	2016	5.8
Woodvale	2006	2.2
Woodvale	2011	3.1
Woodvale	2016	6.4
Balcatta - Hamersley	2006	3.1
Balcatta - Hamersley	2011	4
Balcatta - Hamersley	2016	6.8
Balga - Mirrabooka	2006	7.5
Balga - Mirrabooka	2011	8.5
Balga - Mirrabooka	2016	12.8
Dianella	2006	3.3
Dianella	2011	4
Dianella	2016	7.4
Herdsman	2006	0
Herdsman	2011	0
Herdsman	2016	0
Innaloo - Doubleview	2006	3.4
Innaloo - Doubleview	2011	3.9
Innaloo - Doubleview	2016	6.1
Karrinyup - Gwelup - Carine	2006	2.5
Karrinyup - Gwelup - Carine	2011	3.2
Karrinyup - Gwelup - Carine	2016	5.3
Nollamara - Westminster	2006	4.9
Nollamara - Westminster	2011	6.4
Nollamara - Westminster	2016	9.7
Osborne Park Industrial	2006	0
Osborne Park Industrial	2011	0
Osborne Park Industrial	2016	0
Scarborough	2006	3.2
Scarborough	2011	3.6
Scarborough	2016	6
Stirling - Osborne Park	2006	3
Stirling - Osborne Park	2011	3.9
Stirling - Osborne Park	2016	7.1
Trigg - North Beach - Watermans Bay	2006	2.9
Trigg - North Beach - Watermans Bay	2011	2.6
Trigg - North Beach - Watermans Bay	2016	5.7
Tuart Hill - Joondanna	2006	3.4
Tuart Hill - Joondanna	2011	4.7
Tuart Hill - Joondanna	2016	7.2
Wembley Downs - Churchlands - Woodlands	2006	2.8
Wembley Downs - Churchlands - Woodlands	2011	3.9
Wembley Downs - Churchlands - Woodlands	2016	5.8
Yokine - Coolbinia - Menora	2006	3.9
Yokine - Coolbinia - Menora	2011	4.4
Yokine - Coolbinia - Menora	2016	6.7
Alexander Heights - Koondoola	2006	5.1
Alexander Heights - Koondoola	2011	6
Alexander Heights - Koondoola	2016	10.5
Butler - Merriwa - Ridgewood	2006	5.1
Butler - Merriwa - Ridgewood	2011	5.6
Butler - Merriwa - Ridgewood	2016	10.3
Carramar	2006	3.6
Carramar	2011	5.1
Carramar	2016	8
Clarkson	2006	4.8
Clarkson	2011	6.2
Clarkson	2016	10
Girrawheen	2006	7.1
Girrawheen	2011	7.1
Girrawheen	2016	12.7
Madeley - Darch - Landsdale	2006	2.3
Madeley - Darch - Landsdale	2011	3.7
Madeley - Darch - Landsdale	2016	6.6
Marangaroo	2006	4.2
Marangaroo	2011	4.9
Marangaroo	2016	9.5
Mindarie - Quinns Rocks - Jindalee	2006	3.6
Mindarie - Quinns Rocks - Jindalee	2011	4.9
Mindarie - Quinns Rocks - Jindalee	2016	8.6
Neerabup National Park	2006	0
Neerabup National Park	2011	0
Neerabup National Park	2016	0
Tapping - Ashby - Sinagra	2006	2.2
Tapping - Ashby - Sinagra	2011	3
Tapping - Ashby - Sinagra	2016	6.7
Wanneroo	2006	3.1
Wanneroo	2011	4.2
Wanneroo	2016	7.3
Alkimos - Eglinton	2006	0
Alkimos - Eglinton	2011	8.1
Alkimos - Eglinton	2016	6.2
Carabooda - Pinjar	2006	4.3
Carabooda - Pinjar	2011	5.2
Carabooda - Pinjar	2016	6.6
Two Rocks	2006	7.9
Two Rocks	2011	6.5
Two Rocks	2016	11.4
Yanchep	2006	5
Yanchep	2011	5.7
Yanchep	2016	9.2
Armadale - Wungong - Brookdale	2006	6.8
Armadale - Wungong - Brookdale	2011	8.5
Armadale - Wungong - Brookdale	2016	13.1
Ashendon - Lesley	2006	0
Ashendon - Lesley	2011	0
Ashendon - Lesley	2016	0
Camillo - Champion Lakes	2006	5.1
Camillo - Champion Lakes	2011	6.5
Camillo - Champion Lakes	2016	11.2
Forrestdale - Harrisdale - Piara Waters	2006	2
Forrestdale - Harrisdale - Piara Waters	2011	3.3
Forrestdale - Harrisdale - Piara Waters	2016	7.1
Kelmscott	2006	4.4
Kelmscott	2011	5.8
Kelmscott	2016	10
Mount Nasura - Mount Richon - Bedfordale	2006	2.4
Mount Nasura - Mount Richon - Bedfordale	2011	3.7
Mount Nasura - Mount Richon - Bedfordale	2016	6.8
Roleystone	2006	2.7
Roleystone	2011	3.4
Roleystone	2016	6.4
Seville Grove	2006	3.9
Seville Grove	2011	4.8
Seville Grove	2016	9.1
Belmont - Ascot - Redcliffe	2006	3.8
Belmont - Ascot - Redcliffe	2011	4.7
Belmont - Ascot - Redcliffe	2016	8.1
East Victoria Park - Carlisle	2006	3.9
East Victoria Park - Carlisle	2011	5.2
East Victoria Park - Carlisle	2016	8.4
Kewdale Commercial	2006	0
Kewdale Commercial	2011	0
Kewdale Commercial	2016	0
Perth Airport	2006	0
Perth Airport	2011	0
Perth Airport	2016	0
Rivervale - Kewdale - Cloverdale	2006	4.7
Rivervale - Kewdale - Cloverdale	2011	5.5
Rivervale - Kewdale - Cloverdale	2016	9.2
Victoria Park - Lathlain - Burswood	2006	4.8
Victoria Park - Lathlain - Burswood	2011	4.6
Victoria Park - Lathlain - Burswood	2016	8
Bentley - Wilson - St James	2006	6.8
Bentley - Wilson - St James	2011	9.1
Bentley - Wilson - St James	2016	13.6
Canning Vale - West	2006	2.9
Canning Vale - West	2011	3.8
Canning Vale - West	2016	8.5
Canning Vale Commercial	2006	0
Canning Vale Commercial	2011	0
Canning Vale Commercial	2016	0
Cannington - Queens Park	2006	5.1
Cannington - Queens Park	2011	6.2
Cannington - Queens Park	2016	11
Parkwood - Ferndale - Lynwood	2006	3.6
Parkwood - Ferndale - Lynwood	2011	5
Parkwood - Ferndale - Lynwood	2016	9.1
Riverton - Shelley - Rossmoyne	2006	3.5
Riverton - Shelley - Rossmoyne	2011	4.4
Riverton - Shelley - Rossmoyne	2016	8.8
Welshpool	2006	0
Welshpool	2011	0
Welshpool	2016	0
Willetton	2006	3.1
Willetton	2011	4.7
Willetton	2016	9.3
Beckenham - Kenwick - Langford	2006	4.6
Beckenham - Kenwick - Langford	2011	6.4
Beckenham - Kenwick - Langford	2016	11
Canning Vale - East	2006	2.6
Canning Vale - East	2011	4.1
Canning Vale - East	2016	8.1
Gosnells	2006	4.5
Gosnells	2011	6.4
Gosnells	2016	12
Huntingdale - Southern River	2006	2.9
Huntingdale - Southern River	2011	4.9
Huntingdale - Southern River	2016	8.1
Maddington - Orange Grove - Martin	2006	5
Maddington - Orange Grove - Martin	2011	6.6
Maddington - Orange Grove - Martin	2016	11.7
Thornlie	2006	3.5
Thornlie	2011	5.1
Thornlie	2016	9.1
Forrestfield - Wattle Grove	2006	3
Forrestfield - Wattle Grove	2011	4.2
Forrestfield - Wattle Grove	2016	7.5
High Wycombe	2006	2.7
High Wycombe	2011	4
High Wycombe	2016	8
Kalamunda - Maida Vale - Gooseberry Hill	2006	2.6
Kalamunda - Maida Vale - Gooseberry Hill	2011	3.2
Kalamunda - Maida Vale - Gooseberry Hill	2016	6.4
Lesmurdie - Bickley - Carmel	2006	2.5
Lesmurdie - Bickley - Carmel	2011	3.3
Lesmurdie - Bickley - Carmel	2016	6.1
Byford	2006	2.5
Byford	2011	4.2
Byford	2016	7.1
Mundijong	2006	2.1
Mundijong	2011	3.7
Mundijong	2016	6.8
Serpentine - Jarrahdale	2006	3.2
Serpentine - Jarrahdale	2011	3.9
Serpentine - Jarrahdale	2016	7.8
Como	2006	3.4
Como	2011	3.9
Como	2016	6.8
Manning - Waterford	2006	5
Manning - Waterford	2011	6.6
Manning - Waterford	2016	9.1
South Perth - Kensington	2006	3.5
South Perth - Kensington	2011	4.2
South Perth - Kensington	2016	6.4
Banjup	2006	2
Banjup	2011	3.5
Banjup	2016	6.4
Bibra Industrial	2006	0
Bibra Industrial	2011	37.5
Bibra Industrial	2016	0
Bibra Lake	2006	0
Bibra Lake	2011	0
Bibra Lake	2016	0
Coogee	2006	2.7
Coogee	2011	4.2
Coogee	2016	6.2
Coolbellup	2006	3.9
Coolbellup	2011	5.5
Coolbellup	2016	9.6
Hamilton Hill	2006	4.8
Hamilton Hill	2011	6.1
Hamilton Hill	2016	9.7
Henderson	2006	0
Henderson	2011	0
Henderson	2016	0
North Coogee	2006	0
North Coogee	2011	1.8
North Coogee	2016	5.2
South Lake - Cockburn Central	2006	3.3
South Lake - Cockburn Central	2011	4.2
South Lake - Cockburn Central	2016	8.7
Spearwood	2006	4
Spearwood	2011	5.2
Spearwood	2016	7.9
Success - Hammond Park	2006	3
Success - Hammond Park	2011	3.3
Success - Hammond Park	2016	7.1
Yangebup	2006	3.3
Yangebup	2011	4.1
Yangebup	2016	8.3
Beeliar - Wattleup	2006	3.1
Beeliar - Wattleup	2011	3.9
Beeliar - Wattleup	2016	7.2
Jandakot	2006	2.1
Jandakot	2011	3.8
Jandakot	2016	6.1
East Fremantle	2006	2.6
East Fremantle	2011	3.5
East Fremantle	2016	5.6
Fremantle	2006	4.4
Fremantle	2011	4.8
Fremantle	2016	7.1
Fremantle - South	2006	4.7
Fremantle - South	2011	5
Fremantle - South	2016	7.6
O'Connor (WA)	2006	0
O'Connor (WA)	2011	0
O'Connor (WA)	2016	0
Bertram - Wellard (West)	2006	2.8
Bertram - Wellard (West)	2011	4.3
Bertram - Wellard (West)	2016	9.6
Calista	2006	7.7
Calista	2011	8.6
Calista	2016	14.3
Hope Valley - Postans	2006	0
Hope Valley - Postans	2011	16.3
Hope Valley - Postans	2016	0
Kwinana Industrial	2006	0
Kwinana Industrial	2011	0
Kwinana Industrial	2016	0
Parmelia - Orelia	2006	7.3
Parmelia - Orelia	2011	8.4
Parmelia - Orelia	2016	12.8
Casuarina - Wandi	2006	2.4
Casuarina - Wandi	2011	3.5
Casuarina - Wandi	2016	6.9
Applecross - Ardross	2006	2.9
Applecross - Ardross	2011	3.9
Applecross - Ardross	2016	6.3
Bateman	2006	2.1
Bateman	2011	4.5
Bateman	2016	8.1
Bicton - Palmyra	2006	2.8
Bicton - Palmyra	2011	3.4
Bicton - Palmyra	2016	6.4
Booragoon	2006	3.4
Booragoon	2011	4.1
Booragoon	2016	6.9
Bull Creek	2006	3
Bull Creek	2011	4.6
Bull Creek	2016	8.2
Leeming	2006	2.5
Leeming	2011	3.7
Leeming	2016	6.2
Melville	2006	2.5
Melville	2011	3.4
Melville	2016	5.2
Murdoch - Kardinya	2006	4
Murdoch - Kardinya	2011	5.4
Murdoch - Kardinya	2016	8.7
Willagee	2006	4.3
Willagee	2011	5.5
Willagee	2016	8
Winthrop	2006	3.6
Winthrop	2011	4.1
Winthrop	2016	6.8
Baldivis	2006	2.1
Baldivis	2011	4.2
Baldivis	2016	7.8
Cooloongup	2006	6
Cooloongup	2011	7.6
Cooloongup	2016	13.7
Port Kennedy	2006	4.1
Port Kennedy	2011	6.3
Port Kennedy	2016	10.6
Rockingham	2006	5.8
Rockingham	2011	6.7
Rockingham	2016	10.6
Rockingham Lakes	2006	0
Rockingham Lakes	2011	0
Rockingham Lakes	2016	0
Safety Bay - Shoalwater	2006	5.1
Safety Bay - Shoalwater	2011	6.1
Safety Bay - Shoalwater	2016	10.3
Singleton - Golden Bay - Secret Harbour	2006	3.9
Singleton - Golden Bay - Secret Harbour	2011	4.5
Singleton - Golden Bay - Secret Harbour	2016	8.7
Waikiki	2006	4.5
Waikiki	2011	6.6
Waikiki	2016	10
Warnbro	2006	5.5
Warnbro	2011	7
Warnbro	2016	12.2
Albany	2006	4.1
Albany	2011	5.4
Albany	2016	5.2
Albany Region	2006	3.5
Albany Region	2011	4.2
Albany Region	2016	4.2
Bayonet Head - Lower King	2006	3.3
Bayonet Head - Lower King	2011	3.9
Bayonet Head - Lower King	2016	5.2
Denmark	2006	5
Denmark	2011	4.8
Denmark	2016	4.8
Gnowangerup	2006	2
Gnowangerup	2011	2.8
Gnowangerup	2016	2.3
Katanning	2006	4
Katanning	2011	5.7
Katanning	2016	5.7
Kojonup	2006	2.6
Kojonup	2011	4.1
Kojonup	2016	3.9
Little Grove - Elleker	2006	3
Little Grove - Elleker	2011	4.1
Little Grove - Elleker	2016	2.9
McKail - Willyung	2006	4.9
McKail - Willyung	2011	5.2
McKail - Willyung	2016	6
Plantagenet	2006	4.7
Plantagenet	2011	5.6
Plantagenet	2016	6.8
Stirling Range National Park	2006	0
Stirling Range National Park	2011	0
Stirling Range National Park	2016	0
Chittering	2006	3
Chittering	2011	3.5
Chittering	2016	6
Cunderdin	2006	5.3
Cunderdin	2011	4.8
Cunderdin	2016	5.4
Dowerin	2006	2.8
Dowerin	2011	4
Dowerin	2016	5.6
Gingin - Dandaragan	2006	4.1
Gingin - Dandaragan	2011	4.3
Gingin - Dandaragan	2016	5.7
Merredin	2006	3.7
Merredin	2011	4
Merredin	2016	4.7
Moora	2006	2.8
Moora	2011	2.8
Moora	2016	4.2
Mukinbudin	2006	2.3
Mukinbudin	2011	2.7
Mukinbudin	2016	4.9
Northam	2006	6.5
Northam	2011	6.6
Northam	2016	8.5
Toodyay	2006	5.8
Toodyay	2011	5.6
Toodyay	2016	8
York - Beverley	2006	5.3
York - Beverley	2011	4.7
York - Beverley	2016	5.8
Brookton	2006	3.8
Brookton	2011	5.5
Brookton	2016	6.8
Kulin	2006	2.6
Kulin	2011	2.8
Kulin	2016	2.8
Murray	2006	3.9
Murray	2011	2.9
Murray	2016	6.2
Narrogin	2006	4
Narrogin	2011	6.2
Narrogin	2016	5.4
Wagin	2006	2.3
Wagin	2011	3.3
Wagin	2016	4.8
Broome	2006	4.2
Broome	2011	4.1
Broome	2016	4.9
Derby - West Kimberley	2006	3.6
Derby - West Kimberley	2011	4.9
Derby - West Kimberley	2016	14.2
Halls Creek	2006	7.2
Halls Creek	2011	13
Halls Creek	2016	18.5
Kununurra	2006	2.6
Kununurra	2011	4.9
Kununurra	2016	6.8
Roebuck	2006	1.9
Roebuck	2011	9.7
Roebuck	2016	20.9
East Pilbara	2006	7.7
East Pilbara	2011	2.5
East Pilbara	2016	3.8
Newman	2006	1.5
Newman	2011	1.7
Newman	2016	5.1
Port Hedland	2006	2.2
Port Hedland	2011	3
Port Hedland	2016	3.8
South Hedland	2006	5.5
South Hedland	2011	4.3
South Hedland	2016	6.1
Ashburton (WA)	2006	2.3
Ashburton (WA)	2011	1.7
Ashburton (WA)	2016	2
Karratha	2006	2.2
Karratha	2011	2.4
Karratha	2016	5.6
Roebourne	2006	4.7
Roebourne	2011	2.8
Roebourne	2016	7.2
Esperance	2006	4.5
Esperance	2011	4.7
Esperance	2016	4.8
Esperance Region	2006	2
Esperance Region	2011	2.7
Esperance Region	2016	4.1
Carnarvon	2006	3
Carnarvon	2011	5.4
Carnarvon	2016	7
Exmouth	2006	3.2
Exmouth	2011	3.3
Exmouth	2016	4.5
Boulder	2006	4.6
Boulder	2011	5.4
Boulder	2016	7.8
Kalgoorlie	2006	3.8
Kalgoorlie	2011	4.6
Kalgoorlie	2016	6
Kalgoorlie - North	2006	2.5
Kalgoorlie - North	2011	2.7
Kalgoorlie - North	2016	4.1
Kalgoorlie Airport	2006	0
Kalgoorlie Airport	2011	0
Kalgoorlie Airport	2016	0
Kambalda - Coolgardie - Norseman	2006	5.5
Kambalda - Coolgardie - Norseman	2011	6.1
Kambalda - Coolgardie - Norseman	2016	8.8
Leinster - Leonora	2006	2.2
Leinster - Leonora	2011	3.5
Leinster - Leonora	2016	10.2
Trafalgar (WA)	2006	0
Trafalgar (WA)	2011	0
Trafalgar (WA)	2016	0
Geraldton	2006	7.5
Geraldton	2011	6.9
Geraldton	2016	10.5
Geraldton - East	2006	8.3
Geraldton - East	2011	7
Geraldton - East	2016	10.9
Geraldton - North	2006	4
Geraldton - North	2011	5.3
Geraldton - North	2016	7
Geraldton - South	2006	3.3
Geraldton - South	2011	3.2
Geraldton - South	2016	7
Irwin	2006	6.5
Irwin	2011	5
Irwin	2016	7.8
Meekatharra	2006	5.4
Meekatharra	2011	4.9
Meekatharra	2016	6.2
Morawa	2006	3.6
Morawa	2011	4
Morawa	2016	5.9
Northampton - Mullewa - Greenough	2006	5.2
Northampton - Mullewa - Greenough	2011	4.6
Northampton - Mullewa - Greenough	2016	6.4
Migratory - Offshore - Shipping (WA)	2006	0
Migratory - Offshore - Shipping (WA)	2011	0.9
Migratory - Offshore - Shipping (WA)	2016	0
No usual address (WA)	2006	14.9
No usual address (WA)	2011	15.2
No usual address (WA)	2016	20
Bridgewater - Gagebrook	2006	17.1
Bridgewater - Gagebrook	2011	14.6
Bridgewater - Gagebrook	2016	16.2
Brighton - Pontville	2006	3.5
Brighton - Pontville	2011	4.3
Brighton - Pontville	2016	4.4
Old Beach - Otago	2006	3.3
Old Beach - Otago	2011	2.8
Old Beach - Otago	2016	3.9
Bellerive - Rosny	2006	4.3
Bellerive - Rosny	2011	5.1
Bellerive - Rosny	2016	4.6
Cambridge	2006	3.5
Cambridge	2011	3.5
Cambridge	2016	3.4
Geilston Bay - Risdon	2006	3.4
Geilston Bay - Risdon	2011	3.7
Geilston Bay - Risdon	2016	4
Howrah - Tranmere	2006	3.8
Howrah - Tranmere	2011	3.8
Howrah - Tranmere	2016	4.1
Lindisfarne - Rose Bay	2006	4
Lindisfarne - Rose Bay	2011	3.6
Lindisfarne - Rose Bay	2016	4.5
Mornington - Warrane	2006	8.2
Mornington - Warrane	2011	8.4
Mornington - Warrane	2016	7.6
Risdon Vale	2006	13
Risdon Vale	2011	9.2
Risdon Vale	2016	9.2
Rokeby	2006	13
Rokeby	2011	9.2
Rokeby	2016	9.4
South Arm	2006	4.2
South Arm	2011	4.3
South Arm	2016	4.5
Austins Ferry - Granton	2006	3.1
Austins Ferry - Granton	2011	3.9
Austins Ferry - Granton	2016	4.1
Berriedale - Chigwell	2006	8.5
Berriedale - Chigwell	2011	6.8
Berriedale - Chigwell	2016	8.1
Claremont (Tas.)	2006	6
Claremont (Tas.)	2011	6.5
Claremont (Tas.)	2016	7.7
Derwent Park - Lutana	2006	8
Derwent Park - Lutana	2011	7.1
Derwent Park - Lutana	2016	7.5
Glenorchy	2006	7.7
Glenorchy	2011	8.1
Glenorchy	2016	9.2
Montrose - Rosetta	2006	5.3
Montrose - Rosetta	2011	5.6
Montrose - Rosetta	2016	6.4
Moonah	2006	6.9
Moonah	2011	6.6
Moonah	2016	9.2
New Norfolk	2006	8.9
New Norfolk	2011	9.5
New Norfolk	2016	8.9
West Moonah	2006	7.4
West Moonah	2011	7.3
West Moonah	2016	7.7
Kingston - Huntingfield	2006	4.8
Kingston - Huntingfield	2011	5
Kingston - Huntingfield	2016	5.7
Kingston Beach - Blackmans Bay	2006	4
Kingston Beach - Blackmans Bay	2011	4.2
Kingston Beach - Blackmans Bay	2016	5.3
Margate - Snug	2006	4
Margate - Snug	2011	3.9
Margate - Snug	2016	4
Mount Wellington	2006	0
Mount Wellington	2011	0
Mount Wellington	2016	0
Taroona - Bonnet Hill	2006	4.6
Taroona - Bonnet Hill	2011	4.3
Taroona - Bonnet Hill	2016	5.2
Hobart	2006	6.6
Hobart	2011	5.4
Hobart	2016	7.8
Lenah Valley - Mount Stuart	2006	4.1
Lenah Valley - Mount Stuart	2011	3.9
Lenah Valley - Mount Stuart	2016	4.5
Mount Nelson - Dynnyrne	2006	5.2
Mount Nelson - Dynnyrne	2011	5.7
Mount Nelson - Dynnyrne	2016	8.6
New Town	2006	6.5
New Town	2011	6.2
New Town	2016	6.7
Sandy Bay	2006	6.1
Sandy Bay	2011	6.2
Sandy Bay	2016	7.4
South Hobart - Fern Tree	2006	5
South Hobart - Fern Tree	2011	6.5
South Hobart - Fern Tree	2016	6.8
West Hobart	2006	4.9
West Hobart	2011	5
West Hobart	2016	5.4
Dodges Ferry - Lewisham	2006	7.4
Dodges Ferry - Lewisham	2011	7.6
Dodges Ferry - Lewisham	2016	7.3
Sorell - Richmond	2006	4.9
Sorell - Richmond	2011	4.9
Sorell - Richmond	2016	5.3
Invermay	2006	10.5
Invermay	2011	11.1
Invermay	2016	13
Kings Meadows - Punchbowl	2006	5.7
Kings Meadows - Punchbowl	2011	6.1
Kings Meadows - Punchbowl	2016	7.5
Launceston	2006	5.8
Launceston	2011	5.9
Launceston	2016	6.8
Legana	2006	3.5
Legana	2011	4.1
Legana	2016	5.2
Mowbray	2006	13.3
Mowbray	2011	12.5
Mowbray	2016	14.8
Newnham - Mayfield	2006	10
Newnham - Mayfield	2011	11.7
Newnham - Mayfield	2016	12.5
Newstead	2006	4.2
Newstead	2011	5.6
Newstead	2016	5.5
Norwood (Tas.)	2006	3.7
Norwood (Tas.)	2011	4.4
Norwood (Tas.)	2016	4.3
Prospect Vale - Blackstone	2006	3.7
Prospect Vale - Blackstone	2011	4.5
Prospect Vale - Blackstone	2016	5.1
Ravenswood	2006	16.3
Ravenswood	2011	16.4
Ravenswood	2016	17.6
Riverside	2006	4.7
Riverside	2011	5.2
Riverside	2016	6.1
South Launceston	2006	6.7
South Launceston	2011	5.7
South Launceston	2016	8.4
Summerhill - Prospect	2006	4.3
Summerhill - Prospect	2011	4.8
Summerhill - Prospect	2016	4.8
Trevallyn	2006	4.6
Trevallyn	2011	4.7
Trevallyn	2016	6.4
Waverley - St Leonards	2006	7.8
Waverley - St Leonards	2011	8.6
Waverley - St Leonards	2016	7.8
West Launceston	2006	5.5
West Launceston	2011	4.6
West Launceston	2016	6.4
Youngtown - Relbia	2006	3.8
Youngtown - Relbia	2011	4
Youngtown - Relbia	2016	5.2
Beauty Point - Beaconsfield	2006	9.8
Beauty Point - Beaconsfield	2011	9.1
