SA2_NAME16	Year	adults
Narrogin	2016	3748
Narromine	2006	5083
Narromine	2011	5080
Narromine	2016	5129
Narwee - Beverly Hills	2006	9677
Narwee - Beverly Hills	2011	10516
Narwee - Beverly Hills	2016	11427
Nedlands - Dalkeith - Crawley	2006	14335
Nedlands - Dalkeith - Crawley	2011	14600
Nedlands - Dalkeith - Crawley	2016	15483
Neerabup National Park	2006	0
Neerabup National Park	2011	0
Neerabup National Park	2016	3
Nelson Bay Peninsula	2006	14787
Nelson Bay Peninsula	2011	16544
Nelson Bay Peninsula	2016	17863
Nerang - Mount Nathan	2006	13767
Nerang - Mount Nathan	2011	15001
Nerang - Mount Nathan	2016	16555
Neutral Bay - Kirribilli	2006	14688
Neutral Bay - Kirribilli	2011	15235
Neutral Bay - Kirribilli	2016	15927
New Chum	2006	44
New Chum	2011	0
New Chum	2016	0
New Farm	2006	10450
New Farm	2011	10809
New Farm	2016	11687
New Norfolk	2006	4906
New Norfolk	2011	5068
New Norfolk	2016	5352
New Town	2006	4871
New Town	2011	5005
New Town	2016	5140
Newcastle - Cooks Hill	2006	8506
Newcastle - Cooks Hill	2011	9087
Newcastle - Cooks Hill	2016	9735
Newcastle Port - Kooragang	2006	4
Newcastle Port - Kooragang	2011	13
Newcastle Port - Kooragang	2016	15
Newcomb - Moolap	2006	11617
Newcomb - Moolap	2011	12104
Newcomb - Moolap	2016	12341
Newman	2006	3061
Newman	2011	5976
Newman	2016	3360
Newmarket	2006	3519
Newmarket	2011	3698
Newmarket	2016	4235
Newnham - Mayfield	2006	6363
Newnham - Mayfield	2011	6876
Newnham - Mayfield	2016	7358
Newport	2006	12264
Newport	2011	13042
Newport	2016	13919
Newport - Bilgola	2006	9821
Newport - Bilgola	2011	10350
Newport - Bilgola	2016	10602
Newstead	2006	3840
Newstead	2011	4016
Newstead	2016	4188
Newstead - Bowen Hills	2006	6076
Newstead - Bowen Hills	2011	6848
Newstead - Bowen Hills	2016	10057
Newtown (Qld)	2006	7751
Newtown (Qld)	2011	7693
Newtown (Qld)	2016	7823
Newtown (Vic.)	2006	7664
Newtown (Vic.)	2011	7761
Newtown (Vic.)	2016	8208
Newtown - Camperdown - Darlington	2006	18634
Newtown - Camperdown - Darlington	2011	19565
Newtown - Camperdown - Darlington	2016	22713
Ngunnawal	2006	6674
Ngunnawal	2011	6814
Ngunnawal	2016	8090
Nhill Region	2006	5971
Nhill Region	2011	5869
Nhill Region	2016	5826
Nhulunbuy	2006	3028
Nhulunbuy	2011	2762
Nhulunbuy	2016	2212
Niagara Park - Lisarow	2006	5158
Niagara Park - Lisarow	2011	6177
Niagara Park - Lisarow	2016	6355
Nicholls	2006	5186
Nicholls	2011	5342
Nicholls	2016	5550
Niddrie - Essendon West	2006	4827
Niddrie - Essendon West	2011	5070
Niddrie - Essendon West	2016	5635
Nightcliff	2006	2776
Nightcliff	2011	3063
Nightcliff	2016	3189
No usual address (ACT)	2006	610
No usual address (ACT)	2011	573
No usual address (ACT)	2016	510
No usual address (NSW)	2006	9214
No usual address (NSW)	2011	11731
No usual address (NSW)	2016	11554
No usual address (NT)	2006	1736
No usual address (NT)	2011	1722
No usual address (NT)	2016	2283
No usual address (OT)	2006	25
No usual address (OT)	2011	23
No usual address (OT)	2016	51
No usual address (Qld)	2006	11574
No usual address (Qld)	2011	11475
No usual address (Qld)	2016	11696
No usual address (SA)	2006	2352
No usual address (SA)	2011	2774
No usual address (SA)	2016	2645
No usual address (Tas.)	2006	773
No usual address (Tas.)	2011	970
No usual address (Tas.)	2016	829
No usual address (Vic.)	2006	5651
No usual address (Vic.)	2011	7263
No usual address (Vic.)	2016	6830
No usual address (WA)	2006	5495
No usual address (WA)	2011	6690
No usual address (WA)	2016	5558
Noble Park - East	2006	8318
Noble Park - East	2011	9475
Noble Park - East	2016	10336
Noble Park - West	2006	13157
Noble Park - West	2011	13991
Noble Park - West	2016	15315
Noble Park North	2006	6137
Noble Park North	2011	6058
Noble Park North	2016	6200
Nollamara - Westminster	2006	9525
Nollamara - Westminster	2011	12478
Nollamara - Westminster	2016	14921
Noosa Heads	2006	3240
Noosa Heads	2011	3486
Noosa Heads	2016	3925
Noosa Hinterland	2006	14930
Noosa Hinterland	2011	16255
Noosa Hinterland	2016	17840
Noosaville	2006	5915
Noosaville	2011	6593
Noosaville	2016	7597
Noranda	2006	6836
Noranda	2011	6730
Noranda	2016	6734
Norfolk Island	2006	0
Norfolk Island	2011	0
Norfolk Island	2016	1441
Norman Gardens	2006	5955
Norman Gardens	2011	6901
Norman Gardens	2016	7961
Norman Park	2006	4139
Norman Park	2011	4803
Norman Park	2016	4977
Normanhurst - Thornleigh - Westleigh	2006	14072
Normanhurst - Thornleigh - Westleigh	2011	14149
Normanhurst - Thornleigh - Westleigh	2016	14675
North Adelaide	2006	5921
North Adelaide	2011	6113
North Adelaide	2016	6466
North Burnett	2006	0
North Burnett	2011	3
North Burnett	2016	6
North Coogee	2006	0
North Coogee	2011	463
North Coogee	2016	2030
North Geelong - Bell Park	2006	11481
North Geelong - Bell Park	2011	11759
North Geelong - Bell Park	2016	12257
North Haven	2006	11457
North Haven	2011	11750
North Haven	2016	12094
North Ipswich - Tivoli	2006	4745
North Ipswich - Tivoli	2011	5149
North Ipswich - Tivoli	2016	5148
North Lakes - Mango Hill	2006	6442
North Lakes - Mango Hill	2011	13855
North Lakes - Mango Hill	2016	21882
North Mackay	2006	5151
North Mackay	2011	5563
North Mackay	2016	5015
North Melbourne	2006	11853
North Melbourne	2011	13922
North Melbourne	2016	18679
North Nowra - Bomaderry	2006	11981
North Nowra - Bomaderry	2011	12310
North Nowra - Bomaderry	2016	12881
North Parramatta	2006	15001
North Parramatta	2011	17105
North Parramatta	2016	18524
North Perth	2006	6693
North Perth	2011	7151
North Perth	2016	7429
North Rocks	2006	5852
North Rocks	2011	6129
North Rocks	2016	6269
North Ryde - East Ryde	2006	10168
North Ryde - East Ryde	2011	9719
North Ryde - East Ryde	2016	10054
North Sydney - Lavender Bay	2006	7757
North Sydney - Lavender Bay	2011	8620
North Sydney - Lavender Bay	2016	9645
North Toowoomba - Harlaxton	2006	4493
North Toowoomba - Harlaxton	2011	4608
North Toowoomba - Harlaxton	2016	4707
North West	2006	3449
North West	2011	3107
North West	2016	3178
Northam	2006	7626
Northam	2011	8266
Northam	2016	9021
Northampton - Mullewa - Greenough	2006	4397
Northampton - Mullewa - Greenough	2011	4625
Northampton - Mullewa - Greenough	2016	4870
Northcote	2006	18507
Northcote	2011	19112
Northcote	2016	20649
Northern Beaches	2006	4421
Northern Beaches	2011	4951
Northern Beaches	2016	5223
Northern Highlands	2006	2783
Northern Highlands	2011	2944
Northern Highlands	2016	2577
Northern Midlands	2006	2794
Northern Midlands	2011	2928
Northern Midlands	2016	2989
Northern Peninsula	2006	1203
Northern Peninsula	2011	1486
Northern Peninsula	2016	1763
Northgate - Oakden - Gilles Plains	2006	15577
Northgate - Oakden - Gilles Plains	2011	16948
Northgate - Oakden - Gilles Plains	2016	20193
Northgate - Virginia	2006	4650
Northgate - Virginia	2011	5248
Northgate - Virginia	2016	5408
Northmead	2006	11584
Northmead	2011	14040
Northmead	2016	16087
Norwood (SA)	2006	8656
Norwood (SA)	2011	8750
Norwood (SA)	2016	8857
Norwood (Tas.)	2006	3126
Norwood (Tas.)	2011	3190
Norwood (Tas.)	2016	3206
Nowra	2006	12178
Nowra	2011	14362
Nowra	2016	16055
Nudgee - Banyo	2006	5938
Nudgee - Banyo	2011	7068
Nudgee - Banyo	2016	7803
Numurkah	2006	9976
Numurkah	2011	9788
Numurkah	2016	10013
Nunawading	2006	8782
Nunawading	2011	8863
Nunawading	2016	9702
Nundah	2006	7154
Nundah	2011	9123
Nundah	2016	10670
Nuriootpa	2006	4417
Nuriootpa	2011	4830
Nuriootpa	2016	5373
Nyngan - Warren	2006	4152
Nyngan - Warren	2011	4045
Nyngan - Warren	2016	3966
O'Connor (ACT)	2006	4107
O'Connor (ACT)	2011	4364
O'Connor (ACT)	2016	4567
O'Connor (WA)	2006	0
O'Connor (WA)	2011	3
O'Connor (WA)	2016	17
O'Malley	2006	585
O'Malley	2011	708
O'Malley	2016	822
Oakleigh - Huntingdale	2006	15594
Oakleigh - Huntingdale	2011	16792
Oakleigh - Huntingdale	2016	17807
Oatlands - Dundas Valley	2006	11732
Oatlands - Dundas Valley	2011	12839
Oatlands - Dundas Valley	2016	14419
Oatley - Hurstville Grove	2006	9296
Oatley - Hurstville Grove	2011	9742
Oatley - Hurstville Grove	2016	10394
Oberon	2006	3722
Oberon	2011	3568
Oberon	2016	3861
Ocean Grove - Barwon Heads	2006	13297
Ocean Grove - Barwon Heads	2011	14599
Ocean Grove - Barwon Heads	2016	18325
Ocean Reef	2006	6338
Ocean Reef	2011	6496
Ocean Reef	2016	6397
Old Bar - Manning Point - Red Head	2006	6997
Old Bar - Manning Point - Red Head	2011	7779
Old Bar - Manning Point - Red Head	2016	8775
Old Beach - Otago	2006	2828
Old Beach - Otago	2011	2970
Old Beach - Otago	2016	3515
One Tree Hill	2006	2077
One Tree Hill	2011	1962
One Tree Hill	2016	2126
Oonoonba	2006	2708
Oonoonba	2011	3969
Oonoonba	2016	5173
Ooralea - Bakers Creek	2006	2536
Ooralea - Bakers Creek	2011	3326
Ooralea - Bakers Creek	2016	4011
Orange	2006	15409
Orange	2011	15706
Orange	2016	15539
Orange - North	2006	10690
Orange - North	2011	12674
Orange - North	2016	14963
Orange Region	2006	8108
Orange Region	2011	8513
Orange Region	2016	9059
Orbost	2006	5337
Orbost	2011	5478
Orbost	2016	5456
Ormeau - Yatala	2006	7895
Ormeau - Yatala	2011	11507
Ormeau - Yatala	2016	14459
Ormiston	2006	4387
Ormiston	2011	4640
Ormiston	2016	4796
Ormond - Glen Huntly	2006	9452
Ormond - Glen Huntly	2011	10370
Ormond - Glen Huntly	2016	11086
Osborne Park Industrial	2006	3
Osborne Park Industrial	2011	3
Osborne Park Industrial	2016	9
Otway	2006	2783
Otway	2011	2777
Otway	2016	2978
Ourimbah - Fountaindale	2006	3413
Ourimbah - Fountaindale	2011	3785
Ourimbah - Fountaindale	2016	3892
Outback	2006	2382
Outback	2011	2833
Outback	2016	2310
Oxenford - Maudsland	2006	8498
Oxenford - Maudsland	2011	10880
Oxenford - Maudsland	2016	12180
Oxley (ACT)	2006	1424
Oxley (ACT)	2011	1446
Oxley (ACT)	2016	1370
Oxley (Qld)	2006	5216
Oxley (Qld)	2011	5558
Oxley (Qld)	2016	6180
Oyster Bay - Como - Jannali	2006	15554
Oyster Bay - Como - Jannali	2011	16212
Oyster Bay - Como - Jannali	2016	16563
Pacific Pines - Gaven	2006	8096
Pacific Pines - Gaven	2011	12093
Pacific Pines - Gaven	2016	13700
Padbury	2006	6588
Padbury	2011	6710
Padbury	2016	6530
Paddington - Milton	2006	8272
Paddington - Milton	2011	8618
Paddington - Milton	2016	9217
Paddington - Moore Park	2006	12295
Paddington - Moore Park	2011	12529
Paddington - Moore Park	2016	13197
Padstow	2006	12133
Padstow	2011	12814
Padstow	2016	13680
Page	2006	2295
Page	2011	2431
Page	2016	2534
Pagewood - Hillsdale - Daceyville	2006	8431
Pagewood - Hillsdale - Daceyville	2011	8744
Pagewood - Hillsdale - Daceyville	2016	9367
Pakenham - North	2006	5352
Pakenham - North	2011	9624
Pakenham - North	2016	13962
Pakenham - South	2006	8851
Pakenham - South	2011	15922
Pakenham - South	2016	21258
Pallara - Willawong	2006	1320
Pallara - Willawong	2011	2914
Pallara - Willawong	2016	3593
Palm Beach	2006	11390
Palm Beach	2011	11628
Palm Beach	2016	12182
Palm Island	2006	1270
Palm Island	2011	1601
Palm Island	2016	1671
Palmerston	2006	4478
Palmerston	2011	4505
Palmerston	2016	4450
Palmerston - North	2006	2115
Palmerston - North	2011	3004
Palmerston - North	2016	3124
Palmerston - South	2006	0
Palmerston - South	2011	3
Palmerston - South	2016	2210
Palmwoods	2006	7194
Palmwoods	2011	7994
Palmwoods	2016	8516
Panania - Milperra - Picnic Point	2006	18678
Panania - Milperra - Picnic Point	2011	19351
Panania - Milperra - Picnic Point	2016	20564
Panorama	2006	6473
Panorama	2011	6659
Panorama	2016	6777
Panton Hill - St Andrews	2006	4437
Panton Hill - St Andrews	2011	3979
Panton Hill - St Andrews	2016	4233
Para Hills	2006	11394
Para Hills	2011	11671
Para Hills	2016	11807
Paradise - Newton	2006	14850
Paradise - Newton	2011	15681
Paradise - Newton	2016	16570
Paradise Point - Hollywell	2006	6544
Paradise Point - Hollywell	2011	7360
Paradise Point - Hollywell	2016	8088
Parafield	2006	0
Parafield	2011	76
Parafield	2016	104
Parafield Gardens	2006	11318
Parafield Gardens	2011	12238
Parafield Gardens	2016	13465
Paralowie	2006	11399
Paralowie	2011	12272
Paralowie	2016	13035
Parap	2006	1501
Parap	2011	1622
Parap	2016	2195
Park Avenue	2006	4819
Park Avenue	2011	4318
Park Avenue	2016	4128
Parkes (ACT) - North	2006	0
Parkes (ACT) - North	2011	0
Parkes (ACT) - North	2016	3
Parkes (ACT) - South	2006	6
Parkes (ACT) - South	2011	0
Parkes (ACT) - South	2016	3
Parkes (NSW)	2006	8165
Parkes (NSW)	2011	8415
Parkes (NSW)	2016	8688
Parkes Region	2006	2576
Parkes Region	2011	2693
Parkes Region	2016	2749
Parkhurst - Kawana	2006	4702
Parkhurst - Kawana	2011	5028
Parkhurst - Kawana	2016	5342
Parkinson - Drewvale	2006	8669
Parkinson - Drewvale	2011	10773
Parkinson - Drewvale	2016	11834
Parklands - Camdale	2006	4868
Parklands - Camdale	2011	5005
Parklands - Camdale	2016	5111
Parklea - Kellyville Ridge	2006	8353
Parklea - Kellyville Ridge	2011	16196
Parklea - Kellyville Ridge	2016	23809
Parkville	2006	4713
Parkville	2011	5805
Parkville	2016	6957
Parkwood	2006	6645
Parkwood	2011	6731
Parkwood	2016	7170
Parkwood - Ferndale - Lynwood	2006	11186
Parkwood - Ferndale - Lynwood	2011	11225
Parkwood - Ferndale - Lynwood	2016	11497
Parmelia - Orelia	2006	7698
Parmelia - Orelia	2011	8428
Parmelia - Orelia	2016	8730
Parramatta - Rosehill	2006	16264
Parramatta - Rosehill	2011	19132
Parramatta - Rosehill	2016	24206
Parrearra - Warana	2006	6624
Parrearra - Warana	2011	7548
Parrearra - Warana	2016	7824
Pascoe Vale	2006	14927
Pascoe Vale	2011	17075
Pascoe Vale	2016	19291
Pascoe Vale South	2006	6887
Pascoe Vale South	2011	7576
Pascoe Vale South	2016	7973
Payneham - Felixstow	2006	9919
Payneham - Felixstow	2011	10292
Payneham - Felixstow	2016	10555
Paynesville	2006	4501
Paynesville	2011	4883
Paynesville	2016	5553
Peakhurst - Lugarno	2006	13956
Peakhurst - Lugarno	2011	14099
Peakhurst - Lugarno	2016	14675
Pearce	2006	2053
Pearce	2011	2109
Pearce	2016	2105
Pearcedale - Tooradin	2006	5523
Pearcedale - Tooradin	2011	5920
Pearcedale - Tooradin	2016	6162
Pemberton	2006	3573
Pemberton	2011	4044
Pemberton	2016	4213
Pendle Hill - Girraween	2006	8058
Pendle Hill - Girraween	2011	8989
Pendle Hill - Girraween	2016	9984
Penguin - Sulphur Creek	2006	3913
Penguin - Sulphur Creek	2011	4013
Penguin - Sulphur Creek	2016	4163
Pennant Hills - Cheltenham	2006	14835
Pennant Hills - Cheltenham	2011	15792
Pennant Hills - Cheltenham	2016	16558
Penola	2006	2510
Penola	2011	2452
Penola	2016	2508
Penrith	2006	9464
Penrith	2011	9790
Penrith	2016	11111
Peregian Beach - Marcus Beach	2006	2786
Peregian Beach - Marcus Beach	2011	3058
Peregian Beach - Marcus Beach	2016	3076
Peregian Springs	2006	1199
Peregian Springs	2011	2820
Peregian Springs	2016	5349
Perth - Evandale	2006	3686
Perth - Evandale	2011	3782
Perth - Evandale	2016	4175
Perth Airport	2006	15
Perth Airport	2011	55
Perth Airport	2016	32
Perth City	2006	17229
Perth City	2011	23939
Perth City	2016	29309
Peterborough - Mount Remarkable	2006	4612
Peterborough - Mount Remarkable	2011	4524
Peterborough - Mount Remarkable	2016	4625
Petermann - Simpson	2006	1932
Petermann - Simpson	2011	1770
Petermann - Simpson	2016	2124
Petersham - Stanmore	2006	15143
Petersham - Stanmore	2011	16147
Petersham - Stanmore	2016	17518
Petrie	2006	6468
Petrie	2011	6571
Petrie	2016	6755
Phillip	2006	1785
Phillip	2011	1876
Phillip	2016	2550
Phillip Island	2006	6732
Phillip Island	2011	7786
Phillip Island	2016	8667
Pialba - Eli Waters	2006	7977
Pialba - Eli Waters	2011	10136
Pialba - Eli Waters	2016	11586
Picton - Tahmoor - Buxton	2006	11006
Picton - Tahmoor - Buxton	2011	11876
Picton - Tahmoor - Buxton	2016	13212
Pimpama	2006	1362
Pimpama	2011	2446
Pimpama	2016	6510
Pinjarra	2006	4376
Pinjarra	2011	6215
Pinjarra	2016	7665
Pinjarra Hills - Pullenvale	2006	3602
Pinjarra Hills - Pullenvale	2011	4123
Pinjarra Hills - Pullenvale	2016	4227
Pioneer Valley	2006	3922
Pioneer Valley	2011	5339
Pioneer Valley	2016	6195
Pitt Town - McGraths Hill	2006	6743
Pitt Town - McGraths Hill	2011	7051
Pitt Town - McGraths Hill	2016	8251
Pittsworth	2006	3973
Pittsworth	2011	4094
Pittsworth	2016	4540
Plantagenet	2006	3483
Plantagenet	2011	3923
Plantagenet	2016	4197
Plenty - Yarrambat	2006	6954
Plenty - Yarrambat	2011	7104
Plenty - Yarrambat	2016	7535
Plympton	2006	18420
Plympton	2011	19489
Plympton	2016	20753
Point Clare - Koolewong	2006	5140
Point Clare - Koolewong	2011	5109
Point Clare - Koolewong	2016	5083
Point Cook - East	2006	2415
Point Cook - East	2011	4703
Point Cook - East	2016	8985
Point Cook - North	2006	7297
Point Cook - North	2011	13879
Point Cook - North	2016	16753
Point Cook - South	2006	366
Point Cook - South	2011	4622
Point Cook - South	2016	10081
Point Lonsdale - Queenscliff	2006	3310
Point Lonsdale - Queenscliff	2011	3461
Point Lonsdale - Queenscliff	2016	3611
Point Nepean	2006	13714
Point Nepean	2011	13503
Point Nepean	2016	14509
Point Vernon	2006	4083
Point Vernon	2011	4562
Point Vernon	2016	4706
Pooraka - Cavan	2006	5548
Pooraka - Cavan	2011	6162
Pooraka - Cavan	2016	6384
Port Adelaide	2006	8638
Port Adelaide	2011	9051
Port Adelaide	2016	9176
Port Augusta	2006	10521
Port Augusta	2011	10864
Port Augusta	2016	10921
Port Botany Industrial	2006	0
Port Botany Industrial	2011	0
Port Botany Industrial	2016	4
Port Douglas	2006	3512
Port Douglas	2011	4070
Port Douglas	2016	4523
Port Hedland	2006	2998
Port Hedland	2011	3563
Port Hedland	2016	3441
Port Kembla - Warrawong	2006	7821
Port Kembla - Warrawong	2011	7948
Port Kembla - Warrawong	2016	7988
Port Kembla Industrial	2006	0
Port Kembla Industrial	2011	27
Port Kembla Industrial	2016	10
Port Kennedy	2006	9078
Port Kennedy	2011	10279
Port Kennedy	2016	10427
Port Lincoln	2006	11077
Port Lincoln	2011	12105
Port Lincoln	2016	12624
Port Macquarie - East	2006	20573
Port Macquarie - East	2011	21825
Port Macquarie - East	2016	23138
Port Macquarie - West	2006	11386
Port Macquarie - West	2011	12633
Port Macquarie - West	2016	14659
Port Macquarie Region	2006	4009
Port Macquarie Region	2011	4165
Port Macquarie Region	2016	4418
Port Melbourne	2006	11748
Port Melbourne	2011	12719
Port Melbourne	2016	13970
Port Melbourne Industrial	2006	4
Port Melbourne Industrial	2011	5
Port Melbourne Industrial	2016	16
Port Pirie	2006	11027
Port Pirie	2011	11210
Port Pirie	2016	11545
Port Pirie Region	2006	2483
Port Pirie Region	2011	2605
Port Pirie Region	2016	2656
Port Sorell	2006	3746
Port Sorell	2011	4174
Port Sorell	2016	4784
Portarlington	2006	5040
Portarlington	2011	5618
Portarlington	2016	6503
Portland	2006	7855
Portland	2011	8677
Portland	2016	8988
Potts Point - Woolloomooloo	2006	16786
Potts Point - Woolloomooloo	2011	17222
Potts Point - Woolloomooloo	2016	20407
Pottsville	2006	8037
Pottsville	2011	9471
Pottsville	2016	10422
Prahran - Windsor	2006	15175
Prahran - Windsor	2011	15913
Prahran - Windsor	2016	18057
Preston - East	2006	13763
Preston - East	2011	15474
Preston - East	2016	17049
Preston - West	2006	9417
Preston - West	2011	9413
Preston - West	2016	9989
Prestons - Edmondson Park	2006	9124
Prestons - Edmondson Park	2011	10732
Prestons - Edmondson Park	2016	13040
Proserpine	2006	5862
Proserpine	2011	6318
Proserpine	2016	6689
Prospect	2006	11194
Prospect	2011	11661
Prospect	2016	12018
Prospect Reservoir	2006	0
Prospect Reservoir	2011	16
Prospect Reservoir	2016	40
Prospect Vale - Blackstone	2006	4672
Prospect Vale - Blackstone	2011	5182
Prospect Vale - Blackstone	2016	5365
Punchbowl	2006	13458
Punchbowl	2011	14669
Punchbowl	2016	16093
Putney	2006	3248
Putney	2011	3221
Putney	2016	3331
Pymble	2006	11093
Pymble	2011	12230
Pymble	2016	12721
Pyrmont - Ultimo	2006	15465
Pyrmont - Ultimo	2011	17287
Pyrmont - Ultimo	2016	20090
Quakers Hill	2006	15582
Quakers Hill	2011	16690
Quakers Hill	2016	17500
Queanbeyan	2006	7668
Queanbeyan	2011	8670
Queanbeyan	2016	9161
Queanbeyan - East	2006	3365
Queanbeyan - East	2011	3902
Queanbeyan - East	2016	3989
Queanbeyan Region	2006	9800
Queanbeyan Region	2011	11005
Queanbeyan Region	2016	13367
Queanbeyan West - Jerrabomberra	2006	8443
Queanbeyan West - Jerrabomberra	2011	9392
Queanbeyan West - Jerrabomberra	2016	9729
Quirindi	2006	6023
Quirindi	2011	6023
Quirindi	2016	6252
Quoiba - Spreyton	2006	2273
Quoiba - Spreyton	2011	2173
Quoiba - Spreyton	2016	2387
Quorn - Lake Gilles	2006	1987
Quorn - Lake Gilles	2011	1858
Quorn - Lake Gilles	2016	1835
Raceview	2006	8755
Raceview	2011	10805
Raceview	2016	11571
Randwick - North	2006	13057
Randwick - North	2011	13741
Randwick - North	2016	14199
Randwick - South	2006	9330
Randwick - South	2011	9881
Randwick - South	2016	11231
Rangeville	2006	6721
Rangeville	2011	6495
Rangeville	2016	6730
Rapid Creek	2006	2428
Rapid Creek	2011	2697
Rapid Creek	2016	2713
Ravenswood	2006	3027
Ravenswood	2011	2980
Ravenswood	2016	2874
Raymond Terrace	2006	10242
Raymond Terrace	2011	10753
Raymond Terrace	2016	10964
Red Cliffs	2006	3898
Red Cliffs	2011	4324
Red Cliffs	2016	4740
Red Hill (ACT)	2006	2597
Red Hill (ACT)	2011	2634
Red Hill (ACT)	2016	2549
