SA2_NAME16	Year	medianTotalHouseholdIncomeWeekly
Greenslopes	2016	1663
Holland Park	2016	1933
Holland Park West	2016	1906
Woolloongabba	2016	1500
Yeronga	2016	1807
Eight Mile Plains	2016	1611
Macgregor (Qld)	2016	1364
Mansfield (Qld)	2016	1684
Mount Gravatt	2016	1631
Rochedale - Burbank	2016	2321
Upper Mount Gravatt	2016	1348
Wishart	2016	1710
Coopers Plains	2016	1301
Moorooka	2016	1560
Robertson	2016	1380
Salisbury - Nathan	2016	1609
Tarragindi	2016	2198
Algester	2016	1521
Calamvale - Stretton	2016	1651
Pallara - Willawong	2016	2124
Parkinson - Drewvale	2016	2024
Rocklea - Acacia Ridge	2016	1177
Kuraby	2016	1754
Runcorn	2016	1478
Sunnybank	2016	1325
Sunnybank Hills	2016	1423
Jindalee - Mount Ommaney	2016	1984
Middle Park - Jamboree Heights	2016	1872
Riverhills	2016	1742
Seventeen Mile Rocks - Sinnamon Park	2016	2235
Westlake	2016	2259
Bellbowrie - Moggill	2016	2068
Brookfield - Kenmore Hills	2016	2565
Chapel Hill	2016	2352
Fig Tree Pocket	2016	3031
Kenmore	2016	2039
Pinjarra Hills - Pullenvale	2016	2758
Chelmer - Graceville	2016	2449
Corinda	2016	1826
Indooroopilly	2016	1712
Sherwood	2016	1933
St Lucia	2016	1379
Taringa	2016	1597
Enoggera	2016	1613
Enoggera Reservoir	2016	899
Keperra	2016	1312
Mitchelton	2016	1875
Mount Coot-tha	2016	0
The Gap	2016	2157
Upper Kedron - Ferny Grove	2016	2154
Brisbane City	2016	1774
Fortitude Valley	2016	1582
Highgate Hill	2016	1535
Kangaroo Point	2016	1832
New Farm	2016	1797
South Brisbane	2016	1725
Spring Hill	2016	1617
West End	2016	1846
Balmoral	2016	2318
Bulimba	2016	2461
East Brisbane	2016	1743
Hawthorne	2016	2412
Morningside - Seven Hills	2016	2004
Norman Park	2016	2383
Albion	2016	1820
Alderley	2016	1890
Ascot	2016	1899
Clayfield	2016	1687
Grange	2016	2445
Hamilton (Qld)	2016	1902
Hendra	2016	2298
Kelvin Grove - Herston	2016	1452
Newmarket	2016	1746
Newstead - Bowen Hills	2016	2093
Wilston	2016	2240
Windsor	2016	1828
Wooloowin - Lutwyche	2016	1827
Ashgrove	2016	2279
Auchenflower	2016	1935
Bardon	2016	2533
Paddington - Milton	2016	2187
Red Hill (Qld)	2016	2010
Toowong	2016	1689
Brinsmead	2016	1841
Clifton Beach - Kewarra Beach	2016	1439
Freshwater - Stratford	2016	1568
Redlynch	2016	1824
Trinity Beach - Smithfield	2016	1527
Yorkeys Knob - Machans Beach	2016	1118
Bentley Park	2016	1591
Cairns City	2016	1159
Earlville - Bayview Heights	2016	1229
Edmonton	2016	1328
Gordonvale - Trinity	2016	1406
Kanimbla - Mooroobool	2016	1457
Lamb Range	2016	0
Manoora	2016	892
Manunda	2016	890
Mount Sheridan	2016	1552
Westcourt - Bungalow	2016	944
White Rock	2016	1229
Whitfield - Edge Hill	2016	1398
Woree	2016	1018
Babinda	2016	1076
Innisfail	2016	986
Johnstone	2016	1110
Tully	2016	1072
Wooroonooran	2016	0
Yarrabah	2016	1144
Daintree	2016	1061
Port Douglas	2016	1355
Atherton	2016	1023
Herberton	2016	783
Kuranda	2016	1125
Malanda - Yungaburra	2016	1051
Mareeba	2016	1028
Balonne	2016	1203
Chinchilla	2016	1339
Goondiwindi	2016	1367
Inglewood - Waggamba	2016	1021
Miles - Wandoan	2016	1243
Roma	2016	1495
Roma Region	2016	1155
Tara	2016	833
Crows Nest - Rosalie	2016	954
Jondaryan	2016	1221
Millmerran	2016	1121
Pittsworth	2016	1294
Wambo	2016	1248
Clifton - Greenmount	2016	1137
Southern Downs - East	2016	1032
Southern Downs - West	2016	959
Stanthorpe	2016	878
Stanthorpe Region	2016	978
Warwick	2016	1007
Central Highlands - East	2016	1891
Central Highlands - West	2016	1281
Emerald	2016	1846
Berserker	2016	1010
Bouldercombe	2016	1301
Emu Park	2016	1004
Frenchville - Mount Archer	2016	1449
Glenlee - Rockyview	2016	2039
Gracemere	2016	1403
Lakes Creek	2016	1183
Mount Morgan	2016	753
Norman Gardens	2016	1496
Park Avenue	2016	1102
Parkhurst - Kawana	2016	1360
Rockhampton - West	2016	1207
Rockhampton City	2016	883
Rockhampton Region - East	2016	1299
Rockhampton Region - North	2016	1197
Rockhampton Region - West	2016	1460
Shoalwater Bay	2016	687
The Range - Allenstown	2016	1348
Yeppoon	2016	1272
Banana	2016	1367
Biloela	2016	1822
Agnes Water - Miriam Vale	2016	944
Boyne Island - Tannum Sands	2016	1875
Callemondah	2016	634
Clinton - New Auckland	2016	1862
Gladstone	2016	1254
Gladstone Hinterland	2016	1678
Kin Kora - Sun Valley	2016	1660
South Trees	2016	0
Telina - Toolooa	2016	1892
West Gladstone	2016	1274
Broadbeach Waters	2016	1700
Burleigh Heads	2016	1316
Burleigh Waters	2016	1396
Mermaid Beach - Broadbeach	2016	1343
Mermaid Waters	2016	1322
Miami	2016	1368
Coolangatta	2016	997
Currumbin - Tugun	2016	1291
Currumbin Waters	2016	1318
Elanora	2016	1417
Palm Beach	2016	1210
Arundel	2016	1405
Biggera Waters	2016	1167
Coombabah	2016	939
Labrador	2016	1009
Paradise Point - Hollywell	2016	1489
Runaway Bay	2016	1260
Guanaba - Springbrook	2016	1448
Tamborine - Canungra	2016	1398
Currumbin Valley - Tallebudgera	2016	1826
Mudgeeraba - Bonogin	2016	1677
Reedy Creek - Andrews	2016	1811
Carrara	2016	1381
Highland Park	2016	1392
Nerang - Mount Nathan	2016	1273
Pacific Pines - Gaven	2016	1805
Worongary - Tallai	2016	1843
Coomera	2016	1709
Helensvale	2016	1627
Hope Island	2016	1764
Jacobs Well - Alberton	2016	1486
Ormeau - Yatala	2016	1858
Oxenford - Maudsland	2016	1673
Pimpama	2016	1592
Upper Coomera - Willow Vale	2016	1778
Clear Island Waters	2016	1375
Merrimac	2016	1383
Robina	2016	1483
Varsity Lakes	2016	1360
Ashmore	2016	1332
Molendinar	2016	1462
Parkwood	2016	1683
Southport - North	2016	972
Southport - South	2016	1123
Benowa	2016	1630
Bundall	2016	1644
Main Beach	2016	1496
Surfers Paradise	2016	1128
Darra - Sumner	2016	1364
Durack	2016	1149
Forest Lake - Doolandella	2016	1680
Inala - Richlands	2016	929
Oxley (Qld)	2016	1806
Wacol	2016	1004
Boonah	2016	1191
Esk	2016	856
Lake Manchester - England Creek	2016	0
Lockyer Valley - East	2016	1148
Lowood	2016	1199
Rosewood	2016	1352
Brassall	2016	1261
Bundamba	2016	1208
Churchill - Yamanto	2016	1541
Ipswich - Central	2016	1190
Ipswich - East	2016	1114
Ipswich - North	2016	1939
Karalee - Barellan Point	2016	2060
Karana Downs	2016	2090
Leichhardt - One Mile	2016	1046
North Ipswich - Tivoli	2016	1105
Raceview	2016	1390
Ripley	2016	1916
Riverview	2016	930
Bellbird Park - Brookwater	2016	2014
Camira - Gailes	2016	1422
Carole Park	2016	0
Collingwood Park - Redbank	2016	1374
Goodna	2016	1188
New Chum	2016	0
Redbank Plains	2016	1362
Springfield	2016	1890
Springfield Lakes	2016	1927
Beaudesert	2016	1084
Beenleigh	2016	1009
Eagleby	2016	954
Edens Landing - Holmview	2016	1449
Mount Warren Park	2016	1306
Wolffdene - Bahrs Scrub	2016	1845
Boronia Heights - Park Ridge	2016	1172
Browns Plains	2016	1359
Chambers Flat - Logan Reserve	2016	1601
Crestmead	2016	1355
Greenbank Military Camp	2016	0
Hillcrest	2016	1587
Marsden	2016	1321
Munruben - Park Ridge South	2016	1941
Regents Park - Heritage Park	2016	1667
Greenbank	2016	2032
Jimboomba	2016	1781
Logan Village	2016	1796
Bethania - Waterford	2016	1186
Cornubia - Carbrook	2016	2015
Loganholme - Tanah Merah	2016	1637
Loganlea	2016	1318
Shailer Park	2016	1947
Waterford West	2016	1097
Daisy Hill	2016	1717
Kingston (Qld.)	2016	1061
Logan Central	2016	863
Rochedale South - Priestdale	2016	1648
Slacks Creek	2016	1142
Springwood	2016	1573
Underwood	2016	1641
Woodridge	2016	937
Bowen	2016	1041
Broadsound - Nebo	2016	1978
Clermont	2016	1402
Collinsville	2016	1095
Moranbah	2016	2419
Andergrove - Beaconsfield	2016	1405
East Mackay	2016	1340
Eimeo - Rural View	2016	1813
Eungella Hinterland	2016	1874
Mackay	2016	985
Mackay Harbour	2016	2171
Mount Pleasant - Glenella	2016	1811
North Mackay	2016	1103
Ooralea - Bakers Creek	2016	1743
Pioneer Valley	2016	1578
Sarina	2016	1381
Seaforth - Calen	2016	1269
Shoal Point - Bucasia	2016	1700
Slade Point	2016	1257
South Mackay	2016	1172
Walkerston - Eton	2016	1656
West Mackay	2016	1273
Airlie - Whitsundays	2016	1310
Cape Conway	2016	0
Proserpine	2016	1192
Beachmere - Sandstone Point	2016	1038
Bribie Island	2016	861
Burpengary - East	2016	2039
Caboolture	2016	1071
Caboolture - South	2016	1132
Elimbah	2016	1808
Morayfield - East	2016	1325
Wamuran	2016	1727
Kilcoy	2016	1076
Woodford - D'Aguilar	2016	1302
Burpengary	2016	1452
Deception Bay	2016	1071
Morayfield	2016	1866
Narangba	2016	1873
Upper Caboolture	2016	1860
Clontarf	2016	1200
Margate - Woody Point	2016	1089
Redcliffe	2016	981
Rothwell - Kippa-Ring	2016	1136
Scarborough - Newport - Moreton Island	2016	1279
Albany Creek	2016	1961
Cashmere	2016	2107
Dayboro	2016	1944
Eatons Hill	2016	2364
The Hills District	2016	1978
Samford Valley	2016	2331
Dakabin - Kallangur	2016	1326
Murrumba Downs - Griffin	2016	1700
North Lakes - Mango Hill	2016	1838
Bray Park	2016	1533
Lawnton	2016	1218
Petrie	2016	1592
Strathpine - Brendale	2016	1261
Aurukun	2016	1026
Cape York	2016	1054
Croydon - Etheridge	2016	843
Kowanyama - Pormpuraaw	2016	929
Northern Peninsula	2016	1200
Tablelands	2016	979
Torres	2016	1829
Torres Strait Islands	2016	936
Weipa	2016	2413
Carpentaria	2016	1110
Mount Isa	2016	2117
Mount Isa Region	2016	1331
Northern Highlands	2016	1089
Barcaldine - Blackall	2016	1049
Charleville	2016	1089
Far Central West	2016	1137
Far South West	2016	962
Longreach	2016	1202
Buderim - North	2016	1314
Buderim - South	2016	1556
Mountain Creek	2016	1622
Sippy Downs	2016	1232
Aroona - Currimundi	2016	1259
Buddina - Minyama	2016	1325
Caloundra - Kings Beach	2016	930
Caloundra - West	2016	1336
Golden Beach - Pelican Waters	2016	1170
Moffat Beach - Battery Hill	2016	1189
Parrearra - Warana	2016	1322
Wurtulla - Birtinya	2016	1443
Coolum Beach	2016	1311
Marcoola - Mudjimba	2016	1265
Maroochydore - Kuluin	2016	1091
Mooloolaba - Alexandra Headland	2016	1236
Noosa Heads	2016	1416
Noosaville	2016	1159
Sunshine Beach	2016	1384
Tewantin	2016	1048
Peregian Beach - Marcus Beach	2016	1345
Peregian Springs	2016	1500
Beerwah	2016	1251
Caloundra Hinterland	2016	1020
Glass House Mountains	2016	1370
Landsborough	2016	1404
Maroochy Hinterland	2016	1127
Palmwoods	2016	1372
Bli Bli	2016	1381
Diddillibah - Rosemount	2016	1290
Eumundi - Yandina	2016	1352
Nambour	2016	1100
Noosa Hinterland	2016	1213
Cambooya - Wyreema	2016	1745
Darling Heights	2016	1155
Drayton - Harristown	2016	1006
Gatton	2016	1036
Gowrie (Qld)	2016	1655
Highfields	2016	1849
Lockyer Valley - West	2016	1400
Middle Ridge	2016	1963
Newtown (Qld)	2016	1029
North Toowoomba - Harlaxton	2016	1065
Rangeville	2016	1435
Toowoomba - Central	2016	1109
Toowoomba - East	2016	1549
Toowoomba - West	2016	1702
Wilsonton	2016	1016
Ayr	2016	1125
Burdekin	2016	1190
Charters Towers	2016	1038
Dalrymple	2016	994
Ingham	2016	939
Ingham Region	2016	1085
Palm Island	2016	1135
Aitkenvale	2016	1167
Annandale	2016	1973
Belgian Gardens - Pallarenda	2016	1328
Bohle Plains	2016	1901
Condon - Rasmussen	2016	1201
Cranbrook	2016	1244
Deeragun	2016	1736
Douglas	2016	1784
Garbutt - West End	2016	1016
Gulliver - Currajong - Vincent	2016	1169
Heatley	2016	1076
Hermit Park - Rosslea	2016	1104
Hyde Park - Pimlico	2016	1053
Kelso	2016	1362
Kirwan - East	2016	1185
Kirwan - West	2016	1686
Magnetic Island	2016	903
Mount Louisa	2016	1699
Mundingburra	2016	1156
Northern Beaches	2016	1188
Oonoonba	2016	1736
South Townsville - Railway Estate	2016	1235
Townsville - South	2016	1414
Townsville City - North Ward	2016	1582
Wulguru - Roseneath	2016	1204
Ashfield - Kepnock	2016	1025
Bargara - Burnett Heads	2016	1082
Branyan - Kensington	2016	1285
Bundaberg	2016	781
Bundaberg East - Kalkie	2016	1091
Bundaberg North - Gooburrum	2016	907
Bundaberg Region - North	2016	1014
Bundaberg Region - South	2016	916
Millbank - Avoca	2016	972
Svensson Heights - Norville	2016	910
Walkervale - Avenell Heights	2016	954
Gayndah - Mundubbera	2016	934
Gin Gin	2016	777
Kingaroy	2016	1095
Kingaroy Region - North	2016	845
Kingaroy Region - South	2016	1188
Monto - Eidsvold	2016	891
Nanango	2016	786
North Burnett	2016	1399
Cooloola	2016	757
Gympie - North	2016	917
Gympie - South	2016	1058
Gympie Region	2016	1060
Kilkivan	2016	851
Booral - River Heads	2016	1076
Craignish - Dundowran Beach	2016	1268
Pialba - Eli Waters	2016	898
Point Vernon	2016	926
Torquay - Scarness - Kawungan	2016	853
Urangan - Wondunna	2016	931
Burrum - Fraser	2016	866
Granville	2016	885
Maryborough (Qld)	2016	859
Maryborough Region - South	2016	815
Tinana	2016	1152
Migratory - Offshore - Shipping (Qld)	2016	0
No usual address (Qld)	2016	0
Adelaide	2016	1075
North Adelaide	2016	1697
Adelaide Hills	2016	1583
Aldgate - Stirling	2016	1891
Hahndorf - Echunga	2016	1603
Lobethal - Woodside	2016	1387
Mount Barker	2016	1365
Mount Barker Region	2016	1487
Nairne	2016	1444
Uraidla - Summertown	2016	1804
Burnside - Wattle Park	2016	1713
Glenside - Beaumont	2016	2002
Toorak Gardens	2016	1581
Athelstone	2016	1633
Paradise - Newton	2016	1147
Rostrevor - Magill	2016	1231
Norwood (SA)	2016	1338
Payneham - Felixstow	2016	1138
St Peters - Marden	2016	1478
Nailsworth - Broadview	2016	1528
Prospect	2016	1588
Walkerville	2016	1692
Goodwood - Millswood	2016	1642
Unley - Parkside	2016	1621
Gawler - North	2016	1506
Gawler - South	2016	1104
Lewiston - Two Wells	2016	1468
Craigmore - Blakeview	2016	1376
Davoren Park	2016	944
Elizabeth	2016	715
Elizabeth East	2016	980
Munno Para West - Angle Vale	2016	1355
One Tree Hill	2016	1931
Smithfield - Elizabeth North	2016	769
Virginia - Waterloo Corner	2016	944
Enfield - Blair Athol	2016	1040
Northgate - Oakden - Gilles Plains	2016	1293
Windsor Gardens	2016	1210
Dry Creek - North	2016	0
Ingle Farm	2016	1098
Para Hills	2016	1216
Parafield	2016	0
Parafield Gardens	2016	1138
Paralowie	2016	1222
Salisbury	2016	898
Salisbury East	2016	1156
Salisbury North	2016	1070
Mawson Lakes - Globe Derby Park	2016	1648
Pooraka - Cavan	2016	1058
Golden Grove	2016	1520
Greenwith	2016	1617
Highbury - Dernancourt	2016	1606
Hope Valley - Modbury	2016	1077
Modbury Heights	2016	1431
Redwood Park	2016	1502
St Agnes - Ridgehaven	2016	1262
Brighton (SA)	2016	1375
Glenelg (SA)	2016	1349
Edwardstown	2016	1128
Hallett Cove	2016	1617
Marino - Seaview Downs	2016	1475
Mitchell Park	2016	1046
Morphettville	2016	1170
Sheidow Park - Trott Park	2016	1649
Warradale	2016	1130
Belair	2016	1895
Bellevue Heights	2016	1381
Blackwood	2016	1771
Colonel Light Gardens	2016	1598
Mitcham (SA)	2016	1759
Panorama	2016	1208
Aberfoyle Park	2016	1519
Aldinga	2016	1088
Christie Downs	2016	839
Christies Beach	2016	967
Clarendon	2016	1774
Coromandel Valley	2016	1960
Flagstaff Hill	2016	1725
Hackham - Onkaparinga Hills	2016	1185
Hackham West - Huntfield Heights	2016	889
Happy Valley	2016	1367
Happy Valley Reservoir	2016	0
Lonsdale	2016	450
McLaren Vale	2016	1313
Morphett Vale - East	2016	1045
Morphett Vale - West	2016	961
Reynella	2016	1161
Seaford (SA)	2016	1229
Willunga	2016	1407
Woodcroft	2016	1430
Beverley	2016	1263
Flinders Park	2016	1188
Henley Beach	2016	1413
Hindmarsh - Brompton	2016	1248
Royal Park - Hendon - Albert Park	2016	1095
Seaton - Grange	2016	1157
West Lakes	2016	1294
Woodville - Cheltenham	2016	1155
Dry Creek - South	2016	0
Largs Bay - Semaphore	2016	1301
North Haven	2016	1166
Port Adelaide	2016	974
The Parks	2016	946
Torrens Island	2016	0
Adelaide Airport	2016	0
Fulham	2016	1266
Lockleys	2016	1255
Plympton	2016	1183
Richmond (SA)	2016	1213
West Beach	2016	1408
Barossa - Angaston	2016	1237
Light	2016	1309
Lyndoch	2016	1472
Mallala	2016	1141
Nuriootpa	2016	1143
Tanunda	2016	1232
Clare	2016	1195
Gilbert Valley	2016	1082
Goyder	2016	893
Wakefield - Barunga West	2016	990
Jamestown	2016	1057
Peterborough - Mount Remarkable	2016	833
Port Pirie	2016	879
Port Pirie Region	2016	1009
Kadina	2016	955
Moonta	2016	865
Wallaroo	2016	827
Yorke Peninsula - North	2016	881
Yorke Peninsula - South	2016	806
Ceduna	2016	1278
Eyre Peninsula	2016	1073
Kimba - Cleve - Franklin Harbour	2016	1136
Le Hunte - Elliston	2016	1058
Port Lincoln	2016	1123
West Coast (SA)	2016	1187
Western	2016	3374
Whyalla	2016	988
Whyalla - North	2016	0
APY Lands	2016	1238
Coober Pedy	2016	882
Quorn - Lake Gilles	2016	933
Outback	2016	1156
Port Augusta	2016	1093
Roxby Downs	2016	2456
Goolwa - Port Elliot	2016	840
Kangaroo Island	2016	962
Strathalbyn	2016	1127
Strathalbyn Region	2016	1218
Victor Harbor	2016	833
Yankalilla	2016	950
Grant	2016	1312
Kingston - Robe	2016	1001
Millicent	2016	915
Naracoorte	2016	1165
Naracoorte Region	2016	1281
Penola	2016	1111
Tatiara	2016	1166
Wattle Range	2016	1176
Mount Gambier - East	2016	1161
Mount Gambier - West	2016	1012
Barmera	2016	1030
Berri	2016	893
Karoonda - Lameroo	2016	1041
Loxton	2016	1029
Loxton Region	2016	1084
Mannum	2016	845
Murray Bridge	2016	934
Murray Bridge Region	2016	1222
Renmark	2016	889
Renmark Region	2016	1180
The Coorong	2016	929
Waikerie	2016	891
Migratory - Offshore - Shipping (SA)	2016	0
No usual address (SA)	2016	0
Augusta	2016	1186
Busselton	2016	1198
Busselton Region	2016	1613
Margaret River	2016	1354
Australind - Leschenault	2016	1685
Capel	2016	1382
College Grove - Carey Park	2016	1073
Collie	2016	1157
Dardanup	2016	1635
Davenport	2016	2625
Eaton - Pelican Point	2016	1551
Harvey	2016	1263
East Bunbury - Glen Iris	2016	1217
Waroona	2016	1214
Dalyellup	2016	1855
Gelorup - Stratham	2016	2003
South Bunbury - Bunbury	2016	1328
Withers - Usher	2016	963
Bridgetown - Boyup Brook	2016	1048
Donnybrook - Balingup	2016	1159
Manjimup	2016	1162
Pemberton	2016	1040
Dawesville - Bouvard	2016	1276
Falcon - Wannanup	2016	1201
Greenfields	2016	948
Halls Head - Erskine	2016	1273
Mandurah	2016	846
Mandurah - East	2016	1172
Mandurah - North	2016	1605
Mandurah - South	2016	987
Pinjarra	2016	1205
City Beach	2016	2897
Claremont (WA)	2016	1931
Cottesloe	2016	2669
Floreat	2016	3051
Mosman Park - Peppermint Grove	2016	1979
Nedlands - Dalkeith - Crawley	2016	2288
Swanbourne - Mount Claremont	2016	2497
Kings Park (WA)	2016	3666
Mount Hawthorn - Leederville	2016	2295
Mount Lawley - Inglewood	2016	1859
North Perth	2016	2068
Perth City	2016	1782
Subiaco - Shenton Park	2016	2010
Wembley - West Leederville - Glendalough	2016	1706
Bassendean - Eden Hill - Ashfield	2016	1504
Bayswater - Embleton - Bedford	2016	1688
Maylands	2016	1444
Morley	2016	1383
Noranda	2016	1534
Chidlow	2016	1619
Glen Forrest - Darlington	2016	1916
Helena Valley - Koongamia	2016	1699
Malmalling - Reservoir	2016	849
Mundaring	2016	1748
Swan View - Greenmount - Midvale	2016	1305
Avon Valley National Park	2016	0
Ballajura	2016	1587
Beechboro	2016	1562
Bullsbrook	2016	1711
Ellenbrook	2016	1824
Gidgegannup	2016	2046
Hazelmere - Guildford	2016	1660
Lockridge - Kiara	2016	1550
Malaga	2016	0
Melaleuca - Lexia	2016	0
Middle Swan - Herne Hill	2016	1326
Midland - Guildford	2016	1196
Stratton - Jane Brook	2016	1597
The Vines	2016	2043
Walyunga National Park	2016	0
Craigie - Beldon	2016	1578
Currambine - Kinross	2016	2030
Duncraig	2016	2136
Greenwood - Warwick	2016	1657
Heathridge - Connolly	2016	1736
Hillarys	2016	2278
Iluka - Burns Beach	2016	2881
Joondalup - Edgewater	2016	1653
Kingsley	2016	1848
Mullaloo - Kallaroo	2016	2010
Ocean Reef	2016	2238
Padbury	2016	1765
Sorrento - Marmion	2016	2234
Woodvale	2016	2160
Balcatta - Hamersley	2016	1401
Balga - Mirrabooka	2016	1130
Dianella	2016	1462
Herdsman	2016	0
Innaloo - Doubleview	2016	1812
Karrinyup - Gwelup - Carine	2016	2173
Nollamara - Westminster	2016	1333
Osborne Park Industrial	2016	0
Scarborough	2016	1862
Stirling - Osborne Park	2016	1615
Trigg - North Beach - Watermans Bay	2016	1956
Tuart Hill - Joondanna	2016	1404
Wembley Downs - Churchlands - Woodlands	2016	2025
Yokine - Coolbinia - Menora	2016	1479
Alexander Heights - Koondoola	2016	1375
Butler - Merriwa - Ridgewood	2016	1432
Carramar	2016	1899
Clarkson	2016	1611
Girrawheen	2016	1104
Madeley - Darch - Landsdale	2016	2105
Marangaroo	2016	1417
Mindarie - Quinns Rocks - Jindalee	2016	2053
Neerabup National Park	2016	0
Tapping - Ashby - Sinagra	2016	1951
Wanneroo	2016	1713
Alkimos - Eglinton	2016	1948
Carabooda - Pinjar	2016	1763
Two Rocks	2016	1272
Yanchep	2016	1510
Armadale - Wungong - Brookdale	2016	1082
Ashendon - Lesley	2016	0
Camillo - Champion Lakes	2016	1273
Forrestdale - Harrisdale - Piara Waters	2016	2173
Kelmscott	2016	1262
Mount Nasura - Mount Richon - Bedfordale	2016	1678
Roleystone	2016	1877
Seville Grove	2016	1507
Belmont - Ascot - Redcliffe	2016	1498
East Victoria Park - Carlisle	2016	1611
Kewdale Commercial	2016	0
Perth Airport	2016	0
Rivervale - Kewdale - Cloverdale	2016	1387
Victoria Park - Lathlain - Burswood	2016	1674
Bentley - Wilson - St James	2016	1152
Canning Vale - West	2016	2164
Canning Vale Commercial	2016	0
Cannington - Queens Park	2016	1410
Parkwood - Ferndale - Lynwood	2016	1422
Riverton - Shelley - Rossmoyne	2016	1692
Welshpool	2016	0
Willetton	2016	1812
Beckenham - Kenwick - Langford	2016	1295
Canning Vale - East	2016	2069
Gosnells	2016	1168
Huntingdale - Southern River	2016	1899
Maddington - Orange Grove - Martin	2016	1225
Thornlie	2016	1448
Forrestfield - Wattle Grove	2016	1644
High Wycombe	2016	1582
Kalamunda - Maida Vale - Gooseberry Hill	2016	1672
Lesmurdie - Bickley - Carmel	2016	1764
Byford	2016	1857
Mundijong	2016	1987
Serpentine - Jarrahdale	2016	1616
Como	2016	1606
Manning - Waterford	2016	1743
South Perth - Kensington	2016	1945
Banjup	2016	2207
Bibra Industrial	2016	0
Bibra Lake	2016	0
Coogee	2016	1882
Coolbellup	2016	1366
Hamilton Hill	2016	1166
Henderson	2016	649
North Coogee	2016	2451
South Lake - Cockburn Central	2016	1519
Spearwood	2016	1319
Success - Hammond Park	2016	2055
Yangebup	2016	1738
Beeliar - Wattleup	2016	1990
Jandakot	2016	2144
East Fremantle	2016	2039
Fremantle	2016	1652
Fremantle - South	2016	1481
O'Connor (WA)	2016	450
Bertram - Wellard (West)	2016	1822
Calista	2016	1077
Hope Valley - Postans	2016	1937
Kwinana Industrial	2016	252
Parmelia - Orelia	2016	1146
Casuarina - Wandi	2016	2065
Applecross - Ardross	2016	2115
Bateman	2016	2069
Bicton - Palmyra	2016	1634
Booragoon	2016	1873
Bull Creek	2016	1625
Leeming	2016	2150
Melville	2016	1946
Murdoch - Kardinya	2016	1593
Willagee	2016	1330
Winthrop	2016	2195
Baldivis	2016	1915
Cooloongup	2016	1155
Port Kennedy	2016	1714
Rockingham	2016	1038
Rockingham Lakes	2016	0
Safety Bay - Shoalwater	2016	1205
Singleton - Golden Bay - Secret Harbour	2016	2054
Waikiki	2016	1508
Warnbro	2016	1375
Albany	2016	1108
Albany Region	2016	1309
Bayonet Head - Lower King	2016	1371
Denmark	2016	1020
Gnowangerup	2016	1313
Katanning	2016	1205
Kojonup	2016	1217
Little Grove - Elleker	2016	1382
McKail - Willyung	2016	1214
Plantagenet	2016	1029
Stirling Range National Park	2016	0
Chittering	2016	1639
Cunderdin	2016	1091
Dowerin	2016	1124
Gingin - Dandaragan	2016	1154
Merredin	2016	1265
Moora	2016	1358
Mukinbudin	2016	1200
Northam	2016	1181
Toodyay	2016	1164
York - Beverley	2016	1012
Brookton	2016	1139
Kulin	2016	1229
Murray	2016	1689
Narrogin	2016	1214
Wagin	2016	1137
Broome	2016	1741
Derby - West Kimberley	2016	1307
Halls Creek	2016	1056
Kununurra	2016	1564
Roebuck	2016	982
East Pilbara	2016	1137
Newman	2016	2573
Port Hedland	2016	2919
South Hedland	2016	2351
Ashburton (WA)	2016	2313
Karratha	2016	2543
Roebourne	2016	2329
Esperance	2016	1321
Esperance Region	2016	1370
Carnarvon	2016	1136
Exmouth	2016	1204
Boulder	2016	1736
Kalgoorlie	2016	2078
Kalgoorlie - North	2016	2307
Kalgoorlie Airport	2016	0
Kambalda - Coolgardie - Norseman	2016	1480
Leinster - Leonora	2016	1313
Trafalgar (WA)	2016	0
Geraldton	2016	1050
Geraldton - East	2016	1334
Geraldton - North	2016	1574
Geraldton - South	2016	1769
Irwin	2016	1085
Meekatharra	2016	1190
Morawa	2016	1133
Northampton - Mullewa - Greenough	2016	1068
Migratory - Offshore - Shipping (WA)	2016	0
No usual address (WA)	2016	0
Bridgewater - Gagebrook	2016	782
Brighton - Pontville	2016	1326
Old Beach - Otago	2016	1582
Bellerive - Rosny	2016	1199
Cambridge	2016	1773
Geilston Bay - Risdon	2016	1405
Howrah - Tranmere	2016	1464
Lindisfarne - Rose Bay	2016	1326
Mornington - Warrane	2016	976
Risdon Vale	2016	933
Rokeby	2016	964
South Arm	2016	1611
Austins Ferry - Granton	2016	1456
Berriedale - Chigwell	2016	1035
Claremont (Tas.)	2016	992
Derwent Park - Lutana	2016	1027
Glenorchy	2016	868
Montrose - Rosetta	2016	1143
Moonah	2016	1010
New Norfolk	2016	946
West Moonah	2016	1083
Kingston - Huntingfield	2016	1246
Kingston Beach - Blackmans Bay	2016	1455
Margate - Snug	2016	1471
Mount Wellington	2016	0
Taroona - Bonnet Hill	2016	1669
Hobart	2016	1387
Lenah Valley - Mount Stuart	2016	1544
Mount Nelson - Dynnyrne	2016	1490
New Town	2016	1192
Sandy Bay	2016	1460
South Hobart - Fern Tree	2016	1422
West Hobart	2016	1526
Dodges Ferry - Lewisham	2016	1087
Sorell - Richmond	2016	1210
Invermay	2016	778
Kings Meadows - Punchbowl	2016	1017
Launceston	2016	1199
Legana	2016	1292
Mowbray	2016	782
Newnham - Mayfield	2016	900
Newstead	2016	1113
Norwood (Tas.)	2016	1240
Prospect Vale - Blackstone	2016	1161
Ravenswood	2016	731
Riverside	2016	1276
South Launceston	2016	1048
