SA2_NAME16	Year	medianAgeOfPersons
Daisy Hill	2016	37
Kingston (Qld.)	2016	31
Logan Central	2016	31
Rochedale South - Priestdale	2016	36
Slacks Creek	2016	34
Springwood	2016	37
Underwood	2016	33
Woodridge	2016	32
Bowen	2016	41
Broadsound - Nebo	2016	33
Clermont	2016	34
Collinsville	2016	44
Moranbah	2016	30
Andergrove - Beaconsfield	2016	34
East Mackay	2016	42
Eimeo - Rural View	2016	30
Eungella Hinterland	2016	56
Mackay	2016	38
Mackay Harbour	2016	48
Mount Pleasant - Glenella	2016	40
North Mackay	2016	40
Ooralea - Bakers Creek	2016	34
Pioneer Valley	2016	35
Sarina	2016	41
Seaforth - Calen	2016	45
Shoal Point - Bucasia	2016	34
Slade Point	2016	41
South Mackay	2016	39
Walkerston - Eton	2016	39
West Mackay	2016	41
Airlie - Whitsundays	2016	34
Cape Conway	2016	0
Proserpine	2016	44
Beachmere - Sandstone Point	2016	49
Bribie Island	2016	59
Burpengary - East	2016	40
Caboolture	2016	35
Caboolture - South	2016	31
Elimbah	2016	39
Morayfield - East	2016	31
Wamuran	2016	42
Kilcoy	2016	43
Woodford - D'Aguilar	2016	40
Burpengary	2016	37
Deception Bay	2016	39
Morayfield	2016	43
Narangba	2016	32
Upper Caboolture	2016	41
Clontarf	2016	43
Margate - Woody Point	2016	45
Redcliffe	2016	48
Rothwell - Kippa-Ring	2016	41
Scarborough - Newport - Moreton Island	2016	49
Albany Creek	2016	40
Cashmere	2016	33
Dayboro	2016	42
Eatons Hill	2016	36
The Hills District	2016	37
Samford Valley	2016	43
Dakabin - Kallangur	2016	33
Murrumba Downs - Griffin	2016	31
North Lakes - Mango Hill	2016	31
Bray Park	2016	34
Lawnton	2016	36
Petrie	2016	36
Strathpine - Brendale	2016	36
Aurukun	2016	28
Cape York	2016	34
Croydon - Etheridge	2016	44
Kowanyama - Pormpuraaw	2016	29
Northern Peninsula	2016	22
Tablelands	2016	44
Torres	2016	28
Torres Strait Islands	2016	24
Weipa	2016	31
Carpentaria	2016	29
Mount Isa	2016	31
Mount Isa Region	2016	35
Northern Highlands	2016	41
Barcaldine - Blackall	2016	44
Charleville	2016	39
Far Central West	2016	41
Far South West	2016	43
Longreach	2016	40
Buderim - North	2016	48
Buderim - South	2016	42
Mountain Creek	2016	33
Sippy Downs	2016	33
Aroona - Currimundi	2016	43
Buddina - Minyama	2016	45
Caloundra - Kings Beach	2016	54
Caloundra - West	2016	37
Golden Beach - Pelican Waters	2016	52
Moffat Beach - Battery Hill	2016	46
Parrearra - Warana	2016	43
Wurtulla - Birtinya	2016	39
Coolum Beach	2016	42
Marcoola - Mudjimba	2016	44
Maroochydore - Kuluin	2016	45
Mooloolaba - Alexandra Headland	2016	44
Noosa Heads	2016	52
Noosaville	2016	53
Sunshine Beach	2016	44
Tewantin	2016	49
Peregian Beach - Marcus Beach	2016	45
Peregian Springs	2016	37
Beerwah	2016	40
Caloundra Hinterland	2016	54
Glass House Mountains	2016	42
Landsborough	2016	41
Maroochy Hinterland	2016	52
Palmwoods	2016	44
Bli Bli	2016	40
Diddillibah - Rosemount	2016	46
Eumundi - Yandina	2016	44
Nambour	2016	40
Noosa Hinterland	2016	47
Cambooya - Wyreema	2016	34
Darling Heights	2016	32
Drayton - Harristown	2016	38
Gatton	2016	31
Gowrie (Qld)	2016	34
Highfields	2016	40
Lockyer Valley - West	2016	41
Middle Ridge	2016	43
Newtown (Qld)	2016	35
North Toowoomba - Harlaxton	2016	34
Rangeville	2016	43
Toowoomba - Central	2016	38
Toowoomba - East	2016	41
Toowoomba - West	2016	34
Wilsonton	2016	39
Ayr	2016	43
Burdekin	2016	45
Charters Towers	2016	39
Dalrymple	2016	42
Ingham	2016	50
Ingham Region	2016	50
Palm Island	2016	24
Aitkenvale	2016	36
Annandale	2016	31
Belgian Gardens - Pallarenda	2016	45
Bohle Plains	2016	31
Condon - Rasmussen	2016	33
Cranbrook	2016	39
Deeragun	2016	29
Douglas	2016	24
Garbutt - West End	2016	39
Gulliver - Currajong - Vincent	2016	36
Heatley	2016	38
Hermit Park - Rosslea	2016	36
Hyde Park - Pimlico	2016	38
Kelso	2016	32
Kirwan - East	2016	37
Kirwan - West	2016	33
Magnetic Island	2016	54
Mount Louisa	2016	31
Mundingburra	2016	43
Northern Beaches	2016	44
Oonoonba	2016	31
South Townsville - Railway Estate	2016	38
Townsville - South	2016	45
Townsville City - North Ward	2016	38
Wulguru - Roseneath	2016	38
Ashfield - Kepnock	2016	40
Bargara - Burnett Heads	2016	47
Branyan - Kensington	2016	39
Bundaberg	2016	38
Bundaberg East - Kalkie	2016	39
Bundaberg North - Gooburrum	2016	47
Bundaberg Region - North	2016	46
Bundaberg Region - South	2016	51
Millbank - Avoca	2016	46
Svensson Heights - Norville	2016	44
Walkervale - Avenell Heights	2016	42
Gayndah - Mundubbera	2016	46
Gin Gin	2016	50
Kingaroy	2016	37
Kingaroy Region - North	2016	44
Kingaroy Region - South	2016	45
Monto - Eidsvold	2016	48
Nanango	2016	51
North Burnett	2016	45
Cooloola	2016	58
Gympie - North	2016	41
Gympie - South	2016	43
Gympie Region	2016	46
Kilkivan	2016	48
Booral - River Heads	2016	45
Craignish - Dundowran Beach	2016	46
Pialba - Eli Waters	2016	49
Point Vernon	2016	48
Torquay - Scarness - Kawungan	2016	49
Urangan - Wondunna	2016	47
Burrum - Fraser	2016	52
Granville	2016	45
Maryborough (Qld)	2016	44
Maryborough Region - South	2016	54
Tinana	2016	45
Migratory - Offshore - Shipping (Qld)	2016	56
No usual address (Qld)	2016	45
Adelaide	2016	29
North Adelaide	2016	37
Adelaide Hills	2016	45
Aldgate - Stirling	2016	44
Hahndorf - Echunga	2016	47
Lobethal - Woodside	2016	44
Mount Barker	2016	37
Mount Barker Region	2016	42
Nairne	2016	35
Uraidla - Summertown	2016	44
Burnside - Wattle Park	2016	43
Glenside - Beaumont	2016	44
Toorak Gardens	2016	45
Athelstone	2016	43
Paradise - Newton	2016	42
Rostrevor - Magill	2016	41
Norwood (SA)	2016	39
Payneham - Felixstow	2016	41
St Peters - Marden	2016	40
Nailsworth - Broadview	2016	38
Prospect	2016	37
Walkerville	2016	44
Goodwood - Millswood	2016	39
Unley - Parkside	2016	42
Gawler - North	2016	38
Gawler - South	2016	42
Lewiston - Two Wells	2016	40
Craigmore - Blakeview	2016	33
Davoren Park	2016	29
Elizabeth	2016	37
Elizabeth East	2016	37
Munno Para West - Angle Vale	2016	28
One Tree Hill	2016	47
Smithfield - Elizabeth North	2016	34
Virginia - Waterloo Corner	2016	45
Enfield - Blair Athol	2016	34
Northgate - Oakden - Gilles Plains	2016	36
Windsor Gardens	2016	35
Dry Creek - North	2016	0
Ingle Farm	2016	41
Para Hills	2016	37
Parafield	2016	25
Parafield Gardens	2016	35
Paralowie	2016	33
Salisbury	2016	37
Salisbury East	2016	40
Salisbury North	2016	32
Mawson Lakes - Globe Derby Park	2016	31
Pooraka - Cavan	2016	38
Golden Grove	2016	42
Greenwith	2016	38
Highbury - Dernancourt	2016	42
Hope Valley - Modbury	2016	42
Modbury Heights	2016	40
Redwood Park	2016	39
St Agnes - Ridgehaven	2016	43
Brighton (SA)	2016	48
Glenelg (SA)	2016	45
Edwardstown	2016	37
Hallett Cove	2016	42
Marino - Seaview Downs	2016	42
Mitchell Park	2016	38
Morphettville	2016	41
Sheidow Park - Trott Park	2016	35
Warradale	2016	39
Belair	2016	46
Bellevue Heights	2016	40
Blackwood	2016	42
Colonel Light Gardens	2016	39
Mitcham (SA)	2016	43
Panorama	2016	41
Aberfoyle Park	2016	41
Aldinga	2016	37
Christie Downs	2016	38
Christies Beach	2016	42
Clarendon	2016	47
Coromandel Valley	2016	40
Flagstaff Hill	2016	42
Hackham - Onkaparinga Hills	2016	42
Hackham West - Huntfield Heights	2016	37
Happy Valley	2016	41
Happy Valley Reservoir	2016	0
Lonsdale	2016	47
McLaren Vale	2016	47
Morphett Vale - East	2016	40
Morphett Vale - West	2016	40
Reynella	2016	39
Seaford (SA)	2016	37
Willunga	2016	45
Woodcroft	2016	39
Beverley	2016	38
Flinders Park	2016	41
Henley Beach	2016	43
Hindmarsh - Brompton	2016	37
Royal Park - Hendon - Albert Park	2016	40
Seaton - Grange	2016	43
West Lakes	2016	49
Woodville - Cheltenham	2016	37
Dry Creek - South	2016	0
Largs Bay - Semaphore	2016	43
North Haven	2016	44
Port Adelaide	2016	41
The Parks	2016	36
Torrens Island	2016	0
Adelaide Airport	2016	0
Fulham	2016	46
Lockleys	2016	39
Plympton	2016	36
Richmond (SA)	2016	36
West Beach	2016	43
Barossa - Angaston	2016	44
Light	2016	40
Lyndoch	2016	41
Mallala	2016	44
Nuriootpa	2016	43
Tanunda	2016	46
Clare	2016	44
Gilbert Valley	2016	49
Goyder	2016	48
Wakefield - Barunga West	2016	47
Jamestown	2016	48
Peterborough - Mount Remarkable	2016	53
Port Pirie	2016	43
Port Pirie Region	2016	45
Kadina	2016	44
Moonta	2016	55
Wallaroo	2016	53
Yorke Peninsula - North	2016	55
Yorke Peninsula - South	2016	56
Ceduna	2016	38
Eyre Peninsula	2016	46
Kimba - Cleve - Franklin Harbour	2016	45
Le Hunte - Elliston	2016	44
Port Lincoln	2016	40
West Coast (SA)	2016	43
Western	2016	35
Whyalla	2016	40
Whyalla - North	2016	0
APY Lands	2016	28
Coober Pedy	2016	46
Quorn - Lake Gilles	2016	52
Outback	2016	43
Port Augusta	2016	39
Roxby Downs	2016	30
Goolwa - Port Elliot	2016	58
Kangaroo Island	2016	49
Strathalbyn	2016	45
Strathalbyn Region	2016	45
Victor Harbor	2016	58
Yankalilla	2016	54
Grant	2016	43
Kingston - Robe	2016	50
Millicent	2016	46
Naracoorte	2016	40
Naracoorte Region	2016	44
Penola	2016	43
Tatiara	2016	42
Wattle Range	2016	46
Mount Gambier - East	2016	40
Mount Gambier - West	2016	41
Barmera	2016	46
Berri	2016	41
Karoonda - Lameroo	2016	47
Loxton	2016	45
Loxton Region	2016	46
Mannum	2016	51
Murray Bridge	2016	40
Murray Bridge Region	2016	45
Renmark	2016	43
Renmark Region	2016	44
The Coorong	2016	46
Waikerie	2016	48
Migratory - Offshore - Shipping (SA)	2016	45
No usual address (SA)	2016	40
Augusta	2016	45
Busselton	2016	42
Busselton Region	2016	41
Margaret River	2016	37
Australind - Leschenault	2016	36
Capel	2016	42
College Grove - Carey Park	2016	39
Collie	2016	41
Dardanup	2016	43
Davenport	2016	57
Eaton - Pelican Point	2016	36
Harvey	2016	42
East Bunbury - Glen Iris	2016	39
Waroona	2016	45
Dalyellup	2016	31
Gelorup - Stratham	2016	44
South Bunbury - Bunbury	2016	44
Withers - Usher	2016	38
Bridgetown - Boyup Brook	2016	49
Donnybrook - Balingup	2016	47
Manjimup	2016	41
Pemberton	2016	50
Dawesville - Bouvard	2016	43
Falcon - Wannanup	2016	45
Greenfields	2016	44
Halls Head - Erskine	2016	45
Mandurah	2016	47
Mandurah - East	2016	48
Mandurah - North	2016	34
Mandurah - South	2016	50
Pinjarra	2016	41
City Beach	2016	45
Claremont (WA)	2016	44
Cottesloe	2016	42
Floreat	2016	40
Mosman Park - Peppermint Grove	2016	40
Nedlands - Dalkeith - Crawley	2016	34
Swanbourne - Mount Claremont	2016	42
Kings Park (WA)	2016	65
Mount Hawthorn - Leederville	2016	35
Mount Lawley - Inglewood	2016	36
North Perth	2016	37
Perth City	2016	32
Subiaco - Shenton Park	2016	39
Wembley - West Leederville - Glendalough	2016	35
Bassendean - Eden Hill - Ashfield	2016	39
Bayswater - Embleton - Bedford	2016	38
Maylands	2016	34
Morley	2016	37
Noranda	2016	44
Chidlow	2016	37
Glen Forrest - Darlington	2016	44
Helena Valley - Koongamia	2016	39
Malmalling - Reservoir	2016	67
Mundaring	2016	43
Swan View - Greenmount - Midvale	2016	42
Avon Valley National Park	2016	33
Ballajura	2016	35
Beechboro	2016	33
Bullsbrook	2016	38
Ellenbrook	2016	30
Gidgegannup	2016	44
Hazelmere - Guildford	2016	38
Lockridge - Kiara	2016	33
Malaga	2016	47
Melaleuca - Lexia	2016	0
Middle Swan - Herne Hill	2016	40
Midland - Guildford	2016	38
Stratton - Jane Brook	2016	33
The Vines	2016	35
Walyunga National Park	2016	0
Craigie - Beldon	2016	34
Currambine - Kinross	2016	36
Duncraig	2016	41
Greenwood - Warwick	2016	40
Heathridge - Connolly	2016	37
Hillarys	2016	42
Iluka - Burns Beach	2016	39
Joondalup - Edgewater	2016	36
Kingsley	2016	43
Mullaloo - Kallaroo	2016	41
Ocean Reef	2016	42
Padbury	2016	37
Sorrento - Marmion	2016	45
Woodvale	2016	42
Balcatta - Hamersley	2016	39
Balga - Mirrabooka	2016	31
Dianella	2016	41
Herdsman	2016	0
Innaloo - Doubleview	2016	35
Karrinyup - Gwelup - Carine	2016	40
Nollamara - Westminster	2016	33
Osborne Park Industrial	2016	42
Scarborough	2016	34
Stirling - Osborne Park	2016	37
Trigg - North Beach - Watermans Bay	2016	43
Tuart Hill - Joondanna	2016	35
Wembley Downs - Churchlands - Woodlands	2016	40
Yokine - Coolbinia - Menora	2016	40
Alexander Heights - Koondoola	2016	35
Butler - Merriwa - Ridgewood	2016	31
Carramar	2016	30
Clarkson	2016	31
Girrawheen	2016	34
Madeley - Darch - Landsdale	2016	33
Marangaroo	2016	36
Mindarie - Quinns Rocks - Jindalee	2016	38
Neerabup National Park	2016	28
Tapping - Ashby - Sinagra	2016	33
Wanneroo	2016	35
Alkimos - Eglinton	2016	28
Carabooda - Pinjar	2016	42
Two Rocks	2016	39
Yanchep	2016	34
Armadale - Wungong - Brookdale	2016	34
Ashendon - Lesley	2016	14
Camillo - Champion Lakes	2016	36
Forrestdale - Harrisdale - Piara Waters	2016	30
Kelmscott	2016	38
Mount Nasura - Mount Richon - Bedfordale	2016	43
Roleystone	2016	42
Seville Grove	2016	29
Belmont - Ascot - Redcliffe	2016	36
East Victoria Park - Carlisle	2016	33
Kewdale Commercial	2016	52
Perth Airport	2016	39
Rivervale - Kewdale - Cloverdale	2016	33
Victoria Park - Lathlain - Burswood	2016	34
Bentley - Wilson - St James	2016	32
Canning Vale - West	2016	38
Canning Vale Commercial	2016	0
Cannington - Queens Park	2016	30
Parkwood - Ferndale - Lynwood	2016	38
Riverton - Shelley - Rossmoyne	2016	41
Welshpool	2016	37
Willetton	2016	39
Beckenham - Kenwick - Langford	2016	33
Canning Vale - East	2016	33
Gosnells	2016	35
Huntingdale - Southern River	2016	32
Maddington - Orange Grove - Martin	2016	35
Thornlie	2016	37
Forrestfield - Wattle Grove	2016	35
High Wycombe	2016	35
Kalamunda - Maida Vale - Gooseberry Hill	2016	45
Lesmurdie - Bickley - Carmel	2016	43
Byford	2016	29
Mundijong	2016	39
Serpentine - Jarrahdale	2016	43
Como	2016	36
Manning - Waterford	2016	37
South Perth - Kensington	2016	38
Banjup	2016	32
Bibra Industrial	2016	48
Bibra Lake	2016	0
Coogee	2016	41
Coolbellup	2016	38
Hamilton Hill	2016	40
Henderson	2016	61
North Coogee	2016	41
South Lake - Cockburn Central	2016	36
Spearwood	2016	41
Success - Hammond Park	2016	31
Yangebup	2016	35
Beeliar - Wattleup	2016	33
Jandakot	2016	41
East Fremantle	2016	43
Fremantle	2016	42
Fremantle - South	2016	41
O'Connor (WA)	2016	51
Bertram - Wellard (West)	2016	30
Calista	2016	35
Hope Valley - Postans	2016	48
Kwinana Industrial	2016	49
Parmelia - Orelia	2016	36
Casuarina - Wandi	2016	31
Applecross - Ardross	2016	42
Bateman	2016	40
Bicton - Palmyra	2016	41
Booragoon	2016	41
Bull Creek	2016	44
Leeming	2016	41
Melville	2016	41
Murdoch - Kardinya	2016	41
Willagee	2016	36
Winthrop	2016	42
Baldivis	2016	29
Cooloongup	2016	40
Port Kennedy	2016	33
Rockingham	2016	45
Rockingham Lakes	2016	18
Safety Bay - Shoalwater	2016	45
Singleton - Golden Bay - Secret Harbour	2016	31
Waikiki	2016	36
Warnbro	2016	36
Albany	2016	47
Albany Region	2016	45
Bayonet Head - Lower King	2016	41
Denmark	2016	49
Gnowangerup	2016	40
Katanning	2016	40
Kojonup	2016	43
Little Grove - Elleker	2016	45
McKail - Willyung	2016	37
Plantagenet	2016	46
Stirling Range National Park	2016	0
Chittering	2016	43
Cunderdin	2016	44
Dowerin	2016	45
Gingin - Dandaragan	2016	47
Merredin	2016	41
Moora	2016	41
Mukinbudin	2016	44
Northam	2016	42
Toodyay	2016	51
York - Beverley	2016	51
Brookton	2016	47
Kulin	2016	43
Murray	2016	41
Narrogin	2016	40
Wagin	2016	47
Broome	2016	34
Derby - West Kimberley	2016	30
Halls Creek	2016	28
Kununurra	2016	33
Roebuck	2016	28
East Pilbara	2016	35
Newman	2016	31
Port Hedland	2016	33
South Hedland	2016	30
Ashburton (WA)	2016	36
Karratha	2016	31
Roebourne	2016	33
Esperance	2016	41
Esperance Region	2016	39
Carnarvon	2016	39
Exmouth	2016	37
Boulder	2016	33
Kalgoorlie	2016	33
Kalgoorlie - North	2016	32
Kalgoorlie Airport	2016	43
Kambalda - Coolgardie - Norseman	2016	36
Leinster - Leonora	2016	33
Trafalgar (WA)	2016	0
Geraldton	2016	44
Geraldton - East	2016	35
Geraldton - North	2016	36
Geraldton - South	2016	36
Irwin	2016	49
Meekatharra	2016	38
Morawa	2016	44
Northampton - Mullewa - Greenough	2016	47
Migratory - Offshore - Shipping (WA)	2016	40
No usual address (WA)	2016	41
Bridgewater - Gagebrook	2016	32
Brighton - Pontville	2016	35
Old Beach - Otago	2016	40
Bellerive - Rosny	2016	47
Cambridge	2016	43
Geilston Bay - Risdon	2016	43
Howrah - Tranmere	2016	45
Lindisfarne - Rose Bay	2016	49
Mornington - Warrane	2016	37
Risdon Vale	2016	35
Rokeby	2016	32
South Arm	2016	44
Austins Ferry - Granton	2016	40
Berriedale - Chigwell	2016	38
Claremont (Tas.)	2016	39
Derwent Park - Lutana	2016	38
Glenorchy	2016	40
Montrose - Rosetta	2016	44
Moonah	2016	38
New Norfolk	2016	42
West Moonah	2016	36
Kingston - Huntingfield	2016	38
Kingston Beach - Blackmans Bay	2016	43
Margate - Snug	2016	39
Mount Wellington	2016	0
Taroona - Bonnet Hill	2016	46
Hobart	2016	36
Lenah Valley - Mount Stuart	2016	41
Mount Nelson - Dynnyrne	2016	35
New Town	2016	40
Sandy Bay	2016	39
South Hobart - Fern Tree	2016	39
West Hobart	2016	39
Dodges Ferry - Lewisham	2016	43
Sorell - Richmond	2016	42
Invermay	2016	36
Kings Meadows - Punchbowl	2016	40
Launceston	2016	41
Legana	2016	43
Mowbray	2016	31
Newnham - Mayfield	2016	34
Newstead	2016	41
Norwood (Tas.)	2016	47
Prospect Vale - Blackstone	2016	44
Ravenswood	2016	38
Riverside	2016	42
South Launceston	2016	36
Summerhill - Prospect	2016	39
Trevallyn	2016	40
Waverley - St Leonards	2016	38
West Launceston	2016	40
Youngtown - Relbia	2016	43
Beauty Point - Beaconsfield	2016	53
Deloraine	2016	47
Grindelwald - Lanena	2016	48
Hadspen - Carrick	2016	40
Westbury	2016	47
Dilston - Lilydale	2016	46
George Town	2016	46
Longford	2016	47
Northern Midlands	2016	45
Perth - Evandale	2016	45
St Helens - Scamander	2016	54
Flinders and Cape Barren Islands	2016	53
Scottsdale - Bridport	2016	47
Central Highlands	2016	50
Derwent Valley	2016	45
Southern Midlands	2016	44
Wilderness - East	2016	24
Bruny Island - Kettering	2016	54
Cygnet	2016	48
Geeveston - Dover	2016	49
Huonville - Franklin	2016	42
Forestier - Tasman	2016	55
Triabunna - Bicheno	2016	56
Acton - Upper Burnie	2016	39
Burnie - Ulverstone Region	2016	44
Burnie - Wivenhoe	2016	41
Parklands - Camdale	2016	41
Penguin - Sulphur Creek	2016	45
Romaine - Havenview	2016	39
Somerset	2016	45
Ulverstone	2016	47
West Ulverstone	2016	47
Wynyard	2016	48
Devonport	2016	44
East Devonport	2016	45
Latrobe	2016	43
Miandetta - Don	2016	40
Port Sorell	2016	50
Quoiba - Spreyton	2016	41
Sheffield - Railton	2016	47
Turners Beach - Forth	2016	46
King Island	2016	47
North West	2016	41
Smithton	2016	41
Waratah	2016	45
West Coast (Tas.)	2016	44
Wilderness - West	2016	0
Migratory - Offshore - Shipping (Tas.)	2016	41
No usual address (Tas.)	2016	38
Darwin Airport	2016	47
Darwin City	2016	32
East Point	2016	31
Fannie Bay - The Gardens	2016	39
Larrakeyah	2016	33
Ludmilla - The Narrows	2016	35
Parap	2016	34
Stuart Park	2016	33
Woolner - Bayview - Winnellie	2016	33
Alawa	2016	36
Anula	2016	34
Berrimah	2016	31
Brinkin - Nakara	2016	32
Buffalo Creek	2016	0
Charles Darwin	2016	0
Coconut Grove	2016	34
East Arm	2016	33
Jingili	2016	37
Karama	2016	33
Leanyer	2016	37
Lyons (NT)	2016	28
Malak - Marrara	2016	37
Millner	2016	35
Moil	2016	36
Nightcliff	2016	35
Rapid Creek	2016	36
Tiwi	2016	37
Wagaman	2016	35
Wanguri	2016	37
Wulagi	2016	35
Howard Springs	2016	37
Humpty Doo	2016	36
Koolpinyah	2016	23
Virginia	2016	39
Weddell	2016	37
Bakewell	2016	31
Driver	2016	31
Durack - Marlow Lagoon	2016	31
Gray	2016	33
Moulden	2016	30
Palmerston - North	2016	30
Palmerston - South	2016	26
Rosebery - Bellamack	2016	28
Woodroffe	2016	32
Charles	2016	35
East Side	2016	35
Flynn (NT)	2016	33
Larapinta	2016	33
Mount Johns	2016	34
Petermann - Simpson	2016	29
Ross	2016	45
Sandover - Plenty	2016	28
Tanami	2016	28
Yuendumu - Anmatjere	2016	29
Barkly	2016	26
Tennant Creek	2016	33
Alligator	2016	42
Daly	2016	28
Thamarrurr	2016	25
Tiwi Islands	2016	30
West Arnhem	2016	27
Anindilyakwa	2016	28
East Arnhem	2016	25
Nhulunbuy	2016	32
Elsey	2016	29
Gulf	2016	25
Katherine	2016	33
Victoria River	2016	25
Migratory - Offshore - Shipping (NT)	2016	36
No usual address (NT)	2016	44
Aranda	2016	41
Belconnen	2016	30
Bruce	2016	27
Charnwood	2016	34
Cook	2016	42
Dunlop	2016	33
Evatt	2016	37
Florey	2016	37
Flynn (ACT)	2016	38
Fraser	2016	40
Giralang	2016	37
Gooromon	2016	48
Hawker	2016	41
Higgins	2016	37
Holt	2016	38
Kaleen	2016	38
Latham	2016	36
Lawson	2016	27
Macgregor (ACT)	2016	32
Macquarie	2016	36
McKellar	2016	41
Melba	2016	39
Page	2016	39
Scullin	2016	34
Spence	2016	37
Weetangera	2016	43
Molonglo Corridor	2016	53
West Belconnen	2016	50
Hume	2016	33
Kowen	2016	28
Canberra East	2016	51
Canberra Airport	2016	33
Majura	2016	46
Amaroo	2016	34
Bonner	2016	30
Casey	2016	30
Crace	2016	31
Forde	2016	33
Franklin	2016	30
Gungahlin	2016	31
Hall	2016	45
Harrison	2016	29
Mitchell	2016	46
Ngunnawal	2016	31
Nicholls	2016	41
Palmerston	2016	35
Gungahlin - East	2016	0
Gungahlin - West	2016	0
Jacka	2016	27
Kenny	2016	36
Moncrieff	2016	29
Taylor	2016	0
Throsby	2016	0
Acton	2016	20
Ainslie	2016	41
Braddon	2016	29
Civic	2016	24
Dickson	2016	31
Downer	2016	35
Hackett	2016	39
Lyneham	2016	35
O'Connor (ACT)	2016	34
Turner	2016	31
Watson	2016	34
Black Mountain	2016	0
Campbell	2016	42
Duntroon	2016	21
Parkes (ACT) - North	2016	0
Reid	2016	39
Russell	2016	0
Deakin	2016	45
Forrest	2016	44
Griffith (ACT)	2016	40
Lake Burley Griffin	2016	0
Narrabundah	2016	41
Parkes (ACT) - South	2016	53
Red Hill (ACT)	2016	41
Yarralumla	2016	49
Barton	2016	38
Fyshwick	2016	42
Kingston (ACT)	2016	33
Banks	2016	33
Bonython	2016	37
Calwell	2016	36
Chisholm	2016	36
Conder	2016	35
Fadden	2016	44
Gilmore	2016	35
Gordon (ACT)	2016	36
Gowrie (ACT)	2016	38
Greenway	2016	36
Isabella Plains	2016	35
Kambah	2016	40
Macarthur	2016	39
Monash	2016	43
Mount Taylor	2016	0
Oxley (ACT)	2016	39
Richardson	2016	35
Theodore	2016	33
Tuggeranong	2016	49
Wanniassa	2016	39
Tuggeranong - West	2016	23
Chapman	2016	45
Duffy	2016	40
Fisher	2016	39
Holder	2016	41
Rivett	2016	39
Stirling	2016	45
Waramanga	2016	40
Weston	2016	43
Scrivener	2016	0
Chifley	2016	37
Curtin	2016	42
Farrer	2016	43
Garran	2016	43
Hughes	2016	44
Isaacs	2016	49
Lyons (ACT)	2016	37
Mawson	2016	38
O'Malley	2016	46
Pearce	2016	42
Phillip	2016	32
Torrens	2016	41
Arboretum	2016	46
Coombs	2016	30
Denman Prospect	2016	0
Molonglo	2016	0
Molonglo - North	2016	19
Wright	2016	30
ACT - South West	2016	34
Namadgi	2016	35
Migratory - Offshore - Shipping (ACT)	2016	0
No usual address (ACT)	2016	36
Christmas Island	2016	38
Cocos (Keeling) Islands	2016	42
Jervis Bay	2016	32
Norfolk Island	2016	49
Migratory - Offshore - Shipping (OT)	2016	39
No usual address (OT)	2016	42
