SA2_NAME16	Year	employmentToPopulation
Dalyellup	2006	72.5
Dalyellup	2011	69.2
Dalyellup	2016	64.7
Gelorup - Stratham	2006	65.6
Gelorup - Stratham	2011	64.1
Gelorup - Stratham	2016	59.6
South Bunbury - Bunbury	2006	58
South Bunbury - Bunbury	2011	59.6
South Bunbury - Bunbury	2016	54.8
Withers - Usher	2006	55.2
Withers - Usher	2011	52.8
Withers - Usher	2016	47.1
Bridgetown - Boyup Brook	2006	59.2
Bridgetown - Boyup Brook	2011	57.6
Bridgetown - Boyup Brook	2016	51.6
Donnybrook - Balingup	2006	60.4
Donnybrook - Balingup	2011	57.7
Donnybrook - Balingup	2016	52.1
Manjimup	2006	59.4
Manjimup	2011	59.9
Manjimup	2016	56.9
Pemberton	2006	59.2
Pemberton	2011	58.3
Pemberton	2016	51.9
Dawesville - Bouvard	2006	47.1
Dawesville - Bouvard	2011	53.2
Dawesville - Bouvard	2016	48.7
Falcon - Wannanup	2006	47.8
Falcon - Wannanup	2011	49.8
Falcon - Wannanup	2016	47.9
Greenfields	2006	46.4
Greenfields	2011	44.6
Greenfields	2016	41.3
Halls Head - Erskine	2006	53
Halls Head - Erskine	2011	51.8
Halls Head - Erskine	2016	48.1
Mandurah	2006	35.8
Mandurah	2011	41.5
Mandurah	2016	40.1
Mandurah - East	2006	47
Mandurah - East	2011	48.4
Mandurah - East	2016	45.2
Mandurah - North	2006	55.5
Mandurah - North	2011	57.7
Mandurah - North	2016	56.3
Mandurah - South	2006	39.4
Mandurah - South	2011	42
Mandurah - South	2016	39.7
Pinjarra	2006	46.9
Pinjarra	2011	51.5
Pinjarra	2016	47.5
City Beach	2006	57.4
City Beach	2011	56
City Beach	2016	55
Claremont (WA)	2006	51.5
Claremont (WA)	2011	53.6
Claremont (WA)	2016	51.1
Cottesloe	2006	57.6
Cottesloe	2011	60
Cottesloe	2016	59.6
Floreat	2006	64.2
Floreat	2011	65.4
Floreat	2016	64.4
Mosman Park - Peppermint Grove	2006	54.7
Mosman Park - Peppermint Grove	2011	56.5
Mosman Park - Peppermint Grove	2016	55.4
Nedlands - Dalkeith - Crawley	2006	54.7
Nedlands - Dalkeith - Crawley	2011	55
Nedlands - Dalkeith - Crawley	2016	51.4
Swanbourne - Mount Claremont	2006	59.3
Swanbourne - Mount Claremont	2011	59.3
Swanbourne - Mount Claremont	2016	57.3
Kings Park (WA)	2006	60
Kings Park (WA)	2011	50
Kings Park (WA)	2016	39.1
Mount Hawthorn - Leederville	2006	67
Mount Hawthorn - Leederville	2011	69
Mount Hawthorn - Leederville	2016	68.9
Mount Lawley - Inglewood	2006	63.4
Mount Lawley - Inglewood	2011	66.3
Mount Lawley - Inglewood	2016	62.9
North Perth	2006	61
North Perth	2011	64.6
North Perth	2016	63.9
Perth City	2006	52.9
Perth City	2011	62.4
Perth City	2016	59.5
Subiaco - Shenton Park	2006	61.9
Subiaco - Shenton Park	2011	62.8
Subiaco - Shenton Park	2016	59
Wembley - West Leederville - Glendalough	2006	60.9
Wembley - West Leederville - Glendalough	2011	65
Wembley - West Leederville - Glendalough	2016	62.7
Bassendean - Eden Hill - Ashfield	2006	59.6
Bassendean - Eden Hill - Ashfield	2011	61.2
Bassendean - Eden Hill - Ashfield	2016	58.5
Bayswater - Embleton - Bedford	2006	59.8
Bayswater - Embleton - Bedford	2011	62.1
Bayswater - Embleton - Bedford	2016	61
Maylands	2006	59.7
Maylands	2011	64.3
Maylands	2016	63.8
Morley	2006	58.3
Morley	2011	59
Morley	2016	56.2
Noranda	2006	64.4
Noranda	2011	62.5
Noranda	2016	56
Chidlow	2006	41.6
Chidlow	2011	38.9
Chidlow	2016	33.1
Glen Forrest - Darlington	2006	66
Glen Forrest - Darlington	2011	63.9
Glen Forrest - Darlington	2016	60.1
Helena Valley - Koongamia	2006	64.2
Helena Valley - Koongamia	2011	64.9
Helena Valley - Koongamia	2016	61.3
Malmalling - Reservoir	2006	0
Malmalling - Reservoir	2011	18.8
Malmalling - Reservoir	2016	37.5
Mundaring	2006	64.1
Mundaring	2011	63.1
Mundaring	2016	58.6
Swan View - Greenmount - Midvale	2006	58
Swan View - Greenmount - Midvale	2011	57.9
Swan View - Greenmount - Midvale	2016	53.5
Avon Valley National Park	2006	0
Avon Valley National Park	2011	0
Avon Valley National Park	2016	87.5
Ballajura	2006	65.4
Ballajura	2011	65.5
Ballajura	2016	60.6
Beechboro	2006	62.9
Beechboro	2011	62
Beechboro	2016	58
Bullsbrook	2006	66.2
Bullsbrook	2011	63.8
Bullsbrook	2016	59.7
Ellenbrook	2006	67.6
Ellenbrook	2011	69.7
Ellenbrook	2016	65.4
Gidgegannup	2006	64.9
Gidgegannup	2011	65.4
Gidgegannup	2016	62.5
Hazelmere - Guildford	2006	63
Hazelmere - Guildford	2011	63.5
Hazelmere - Guildford	2016	61.6
Lockridge - Kiara	2006	59.5
Lockridge - Kiara	2011	60.6
Lockridge - Kiara	2016	59.9
Malaga	2006	57.1
Malaga	2011	64.3
Malaga	2016	50
Melaleuca - Lexia	2006	0
Melaleuca - Lexia	2011	0
Melaleuca - Lexia	2016	0
Middle Swan - Herne Hill	2006	58.2
Middle Swan - Herne Hill	2011	56.6
Middle Swan - Herne Hill	2016	54.4
Midland - Guildford	2006	48.6
Midland - Guildford	2011	53.4
Midland - Guildford	2016	50.2
Stratton - Jane Brook	2006	67.1
Stratton - Jane Brook	2011	67.9
Stratton - Jane Brook	2016	63.4
The Vines	2006	67
The Vines	2011	67.6
The Vines	2016	66
Walyunga National Park	2006	0
Walyunga National Park	2011	0
Walyunga National Park	2016	0
Craigie - Beldon	2006	64.3
Craigie - Beldon	2011	67.8
Craigie - Beldon	2016	63.4
Currambine - Kinross	2006	69.9
Currambine - Kinross	2011	71.6
Currambine - Kinross	2016	67.3
Duncraig	2006	68
Duncraig	2011	67
Duncraig	2016	61.7
Greenwood - Warwick	2006	68.7
Greenwood - Warwick	2011	66.6
Greenwood - Warwick	2016	60.2
Heathridge - Connolly	2006	69.2
Heathridge - Connolly	2011	68.7
Heathridge - Connolly	2016	64.9
Hillarys	2006	69
Hillarys	2011	67.9
Hillarys	2016	63.2
Iluka - Burns Beach	2006	73.2
Iluka - Burns Beach	2011	72.8
Iluka - Burns Beach	2016	70.9
Joondalup - Edgewater	2006	65.7
Joondalup - Edgewater	2011	65.1
Joondalup - Edgewater	2016	60.8
Kingsley	2006	70.1
Kingsley	2011	65.1
Kingsley	2016	60.2
Mullaloo - Kallaroo	2006	66.7
Mullaloo - Kallaroo	2011	67.1
Mullaloo - Kallaroo	2016	61.6
Ocean Reef	2006	68.9
Ocean Reef	2011	66.3
Ocean Reef	2016	64.3
Padbury	2006	68.4
Padbury	2011	68.3
Padbury	2016	64.4
Sorrento - Marmion	2006	66.3
Sorrento - Marmion	2011	64.3
Sorrento - Marmion	2016	60.1
Woodvale	2006	70.5
Woodvale	2011	70.4
Woodvale	2016	65.7
Balcatta - Hamersley	2006	60.1
Balcatta - Hamersley	2011	59.6
Balcatta - Hamersley	2016	56
Balga - Mirrabooka	2006	47.1
Balga - Mirrabooka	2011	49.4
Balga - Mirrabooka	2016	49.6
Dianella	2006	56.3
Dianella	2011	59.2
Dianella	2016	56.4
Herdsman	2006	0
Herdsman	2011	0
Herdsman	2016	0
Innaloo - Doubleview	2006	60.1
Innaloo - Doubleview	2011	63.5
Innaloo - Doubleview	2016	62.6
Karrinyup - Gwelup - Carine	2006	64.7
Karrinyup - Gwelup - Carine	2011	63.7
Karrinyup - Gwelup - Carine	2016	61.2
Nollamara - Westminster	2006	50.9
Nollamara - Westminster	2011	57
Nollamara - Westminster	2016	57.5
Osborne Park Industrial	2006	0
Osborne Park Industrial	2011	0
Osborne Park Industrial	2016	66.7
Scarborough	2006	64.3
Scarborough	2011	66.2
Scarborough	2016	67.6
Stirling - Osborne Park	2006	63.1
Stirling - Osborne Park	2011	62.9
Stirling - Osborne Park	2016	61.2
Trigg - North Beach - Watermans Bay	2006	61.7
Trigg - North Beach - Watermans Bay	2011	62.1
Trigg - North Beach - Watermans Bay	2016	59.6
Tuart Hill - Joondanna	2006	59.6
Tuart Hill - Joondanna	2011	62.1
Tuart Hill - Joondanna	2016	62.5
Wembley Downs - Churchlands - Woodlands	2006	58.5
Wembley Downs - Churchlands - Woodlands	2011	61.1
Wembley Downs - Churchlands - Woodlands	2016	58.7
Yokine - Coolbinia - Menora	2006	55.3
Yokine - Coolbinia - Menora	2011	59
Yokine - Coolbinia - Menora	2016	56.9
Alexander Heights - Koondoola	2006	58.4
Alexander Heights - Koondoola	2011	58.6
Alexander Heights - Koondoola	2016	54.1
Butler - Merriwa - Ridgewood	2006	57.1
Butler - Merriwa - Ridgewood	2011	59.2
Butler - Merriwa - Ridgewood	2016	55.5
Carramar	2006	68.9
Carramar	2011	70.6
Carramar	2016	68.2
Clarkson	2006	64.5
Clarkson	2011	64.4
Clarkson	2016	63.2
Girrawheen	2006	50.2
Girrawheen	2011	53.3
Girrawheen	2016	49.1
Madeley - Darch - Landsdale	2006	68.6
Madeley - Darch - Landsdale	2011	70.8
Madeley - Darch - Landsdale	2016	66.9
Marangaroo	2006	57.8
Marangaroo	2011	60.1
Marangaroo	2016	55.7
Mindarie - Quinns Rocks - Jindalee	2006	64.2
Mindarie - Quinns Rocks - Jindalee	2011	65.5
Mindarie - Quinns Rocks - Jindalee	2016	63.9
Neerabup National Park	2006	0
Neerabup National Park	2011	0
Neerabup National Park	2016	175
Tapping - Ashby - Sinagra	2006	64.5
Tapping - Ashby - Sinagra	2011	69.1
Tapping - Ashby - Sinagra	2016	66.1
Wanneroo	2006	65.1
Wanneroo	2011	65.7
Wanneroo	2016	62.8
Alkimos - Eglinton	2006	0
Alkimos - Eglinton	2011	52.5
Alkimos - Eglinton	2016	70.8
Carabooda - Pinjar	2006	64.2
Carabooda - Pinjar	2011	61.6
Carabooda - Pinjar	2016	60.4
Two Rocks	2006	44.5
Two Rocks	2011	48.9
Two Rocks	2016	50
Yanchep	2006	49.9
Yanchep	2011	56.6
Yanchep	2016	55.9
Armadale - Wungong - Brookdale	2006	48.8
Armadale - Wungong - Brookdale	2011	50.5
Armadale - Wungong - Brookdale	2016	48
Ashendon - Lesley	2006	0
Ashendon - Lesley	2011	0
Ashendon - Lesley	2016	30
Camillo - Champion Lakes	2006	58.8
Camillo - Champion Lakes	2011	59
Camillo - Champion Lakes	2016	53.5
Forrestdale - Harrisdale - Piara Waters	2006	63.4
Forrestdale - Harrisdale - Piara Waters	2011	76.9
Forrestdale - Harrisdale - Piara Waters	2016	72.6
Kelmscott	2006	59.2
Kelmscott	2011	56.4
Kelmscott	2016	52.4
Mount Nasura - Mount Richon - Bedfordale	2006	59.3
Mount Nasura - Mount Richon - Bedfordale	2011	61.5
Mount Nasura - Mount Richon - Bedfordale	2016	57.6
Roleystone	2006	69
Roleystone	2011	67.5
Roleystone	2016	62.4
Seville Grove	2006	65.3
Seville Grove	2011	67
Seville Grove	2016	61.6
Belmont - Ascot - Redcliffe	2006	57.8
Belmont - Ascot - Redcliffe	2011	59.7
Belmont - Ascot - Redcliffe	2016	56.6
East Victoria Park - Carlisle	2006	61.4
East Victoria Park - Carlisle	2011	63
East Victoria Park - Carlisle	2016	60.1
Kewdale Commercial	2006	0
Kewdale Commercial	2011	100
Kewdale Commercial	2016	100
Perth Airport	2006	0
Perth Airport	2011	0
Perth Airport	2016	0
Rivervale - Kewdale - Cloverdale	2006	54.5
Rivervale - Kewdale - Cloverdale	2011	58.6
Rivervale - Kewdale - Cloverdale	2016	55.5
Victoria Park - Lathlain - Burswood	2006	59.1
Victoria Park - Lathlain - Burswood	2011	64.8
Victoria Park - Lathlain - Burswood	2016	63.3
Bentley - Wilson - St James	2006	45.3
Bentley - Wilson - St James	2011	47.2
Bentley - Wilson - St James	2016	46.8
Canning Vale - West	2006	70.9
Canning Vale - West	2011	70.3
Canning Vale - West	2016	64.2
Canning Vale Commercial	2006	0
Canning Vale Commercial	2011	0
Canning Vale Commercial	2016	0
Cannington - Queens Park	2006	57.8
Cannington - Queens Park	2011	60.1
Cannington - Queens Park	2016	57.6
Parkwood - Ferndale - Lynwood	2006	62.8
Parkwood - Ferndale - Lynwood	2011	62.9
Parkwood - Ferndale - Lynwood	2016	57
Riverton - Shelley - Rossmoyne	2006	59
Riverton - Shelley - Rossmoyne	2011	58.1
Riverton - Shelley - Rossmoyne	2016	54.4
Welshpool	2006	150
Welshpool	2011	33.3
Welshpool	2016	33.3
Willetton	2006	66.4
Willetton	2011	64.9
Willetton	2016	58.3
Beckenham - Kenwick - Langford	2006	58.3
Beckenham - Kenwick - Langford	2011	57.9
Beckenham - Kenwick - Langford	2016	54.9
Canning Vale - East	2006	68.3
Canning Vale - East	2011	65.8
Canning Vale - East	2016	61.1
Gosnells	2006	55.1
Gosnells	2011	53.9
Gosnells	2016	49
Huntingdale - Southern River	2006	69.1
Huntingdale - Southern River	2011	69.2
Huntingdale - Southern River	2016	64.9
Maddington - Orange Grove - Martin	2006	55.7
Maddington - Orange Grove - Martin	2011	55
Maddington - Orange Grove - Martin	2016	50.9
Thornlie	2006	64.3
Thornlie	2011	62.5
Thornlie	2016	57.5
Forrestfield - Wattle Grove	2006	65.6
Forrestfield - Wattle Grove	2011	64.8
Forrestfield - Wattle Grove	2016	62
High Wycombe	2006	66.6
High Wycombe	2011	65.4
High Wycombe	2016	60.6
Kalamunda - Maida Vale - Gooseberry Hill	2006	62.1
Kalamunda - Maida Vale - Gooseberry Hill	2011	61.1
Kalamunda - Maida Vale - Gooseberry Hill	2016	55.9
Lesmurdie - Bickley - Carmel	2006	62.9
Lesmurdie - Bickley - Carmel	2011	61.2
Lesmurdie - Bickley - Carmel	2016	56.1
Byford	2006	64
Byford	2011	67.5
Byford	2016	66.8
Mundijong	2006	70.1
Mundijong	2011	66.9
Mundijong	2016	63.1
Serpentine - Jarrahdale	2006	57
Serpentine - Jarrahdale	2011	57.1
Serpentine - Jarrahdale	2016	50.3
Como	2006	61.3
Como	2011	63.8
Como	2016	60.2
Manning - Waterford	2006	55.1
Manning - Waterford	2011	53.8
Manning - Waterford	2016	51.2
South Perth - Kensington	2006	60.6
South Perth - Kensington	2011	63.4
South Perth - Kensington	2016	60.1
Banjup	2006	70.1
Banjup	2011	74.6
Banjup	2016	70
Bibra Industrial	2006	0
Bibra Industrial	2011	86.7
Bibra Industrial	2016	0
Bibra Lake	2006	0
Bibra Lake	2011	0
Bibra Lake	2016	0
Coogee	2006	64.1
Coogee	2011	63.1
Coogee	2016	62.1
Coolbellup	2006	58.3
Coolbellup	2011	60.4
Coolbellup	2016	56.4
Hamilton Hill	2006	51.1
Hamilton Hill	2011	54.3
Hamilton Hill	2016	51.7
Henderson	2006	0
Henderson	2011	42.9
Henderson	2016	46.2
North Coogee	2006	0
North Coogee	2011	68.3
North Coogee	2016	65.2
South Lake - Cockburn Central	2006	65.1
South Lake - Cockburn Central	2011	65.8
South Lake - Cockburn Central	2016	60.7
Spearwood	2006	56.3
Spearwood	2011	55.4
Spearwood	2016	53
Success - Hammond Park	2006	68.9
Success - Hammond Park	2011	72.1
Success - Hammond Park	2016	68.5
Yangebup	2006	65.5
Yangebup	2011	67.2
Yangebup	2016	62.9
Beeliar - Wattleup	2006	66
Beeliar - Wattleup	2011	69.3
Beeliar - Wattleup	2016	67
Jandakot	2006	68.7
Jandakot	2011	65.3
Jandakot	2016	59.6
East Fremantle	2006	62.6
East Fremantle	2011	63.3
East Fremantle	2016	61.7
Fremantle	2006	56.2
Fremantle	2011	60.4
Fremantle	2016	55.9
Fremantle - South	2006	56.2
Fremantle - South	2011	57.4
Fremantle - South	2016	56.2
O'Connor (WA)	2006	100
O'Connor (WA)	2011	0
O'Connor (WA)	2016	40
Bertram - Wellard (West)	2006	72.6
Bertram - Wellard (West)	2011	70.8
Bertram - Wellard (West)	2016	66.9
Calista	2006	43.3
Calista	2011	48.4
Calista	2016	46.3
Hope Valley - Postans	2006	62.7
Hope Valley - Postans	2011	54
Hope Valley - Postans	2016	48.4
Kwinana Industrial	2006	86.6
Kwinana Industrial	2011	63.6
Kwinana Industrial	2016	44
Parmelia - Orelia	2006	50.8
Parmelia - Orelia	2011	53.9
Parmelia - Orelia	2016	48.7
Casuarina - Wandi	2006	48.9
Casuarina - Wandi	2011	51.2
Casuarina - Wandi	2016	55.2
Applecross - Ardross	2006	58.5
Applecross - Ardross	2011	58.6
Applecross - Ardross	2016	56.9
Bateman	2006	64.6
Bateman	2011	62.6
Bateman	2016	58.6
Bicton - Palmyra	2006	59.1
Bicton - Palmyra	2011	62.4
Bicton - Palmyra	2016	59.5
Booragoon	2006	57.5
Booragoon	2011	58.9
Booragoon	2016	56.5
Bull Creek	2006	59.2
Bull Creek	2011	58.5
Bull Creek	2016	52.4
Leeming	2006	70.7
Leeming	2011	70.2
Leeming	2016	63.7
Melville	2006	58.7
Melville	2011	61.6
Melville	2016	59.9
Murdoch - Kardinya	2006	58.8
Murdoch - Kardinya	2011	58.8
Murdoch - Kardinya	2016	53
Willagee	2006	52.5
Willagee	2011	55.2
Willagee	2016	53
Winthrop	2006	60.4
Winthrop	2011	62.9
Winthrop	2016	59.6
Baldivis	2006	67.8
Baldivis	2011	70.2
Baldivis	2016	63.8
Cooloongup	2006	51.4
Cooloongup	2011	53.1
Cooloongup	2016	46.9
Port Kennedy	2006	63.3
Port Kennedy	2011	61.8
Port Kennedy	2016	57.8
Rockingham	2006	44.8
Rockingham	2011	49.8
Rockingham	2016	45.9
Rockingham Lakes	2006	0
Rockingham Lakes	2011	0
Rockingham Lakes	2016	0
Safety Bay - Shoalwater	2006	48.4
Safety Bay - Shoalwater	2011	52.5
Safety Bay - Shoalwater	2016	48.5
Singleton - Golden Bay - Secret Harbour	2006	65
Singleton - Golden Bay - Secret Harbour	2011	69.1
Singleton - Golden Bay - Secret Harbour	2016	65.4
Waikiki	2006	58
Waikiki	2011	59.6
Waikiki	2016	55.6
Warnbro	2006	59
Warnbro	2011	59.1
Warnbro	2016	53.2
Albany	2006	51.9
Albany	2011	52.4
Albany	2016	50.2
Albany Region	2006	64
Albany Region	2011	64.8
Albany Region	2016	59.4
Bayonet Head - Lower King	2006	59.2
Bayonet Head - Lower King	2011	57.5
Bayonet Head - Lower King	2016	56.1
Denmark	2006	53.1
Denmark	2011	53.4
Denmark	2016	48.8
Gnowangerup	2006	73.2
Gnowangerup	2011	69.8
Gnowangerup	2016	64.6
Katanning	2006	57.9
Katanning	2011	57.5
Katanning	2016	53.9
Kojonup	2006	64.1
Kojonup	2011	60.4
Kojonup	2016	59.2
Little Grove - Elleker	2006	55.2
Little Grove - Elleker	2011	52.9
Little Grove - Elleker	2016	50.5
McKail - Willyung	2006	58.2
McKail - Willyung	2011	58.7
McKail - Willyung	2016	57
Plantagenet	2006	57.5
Plantagenet	2011	55.4
Plantagenet	2016	50.4
Stirling Range National Park	2006	0
Stirling Range National Park	2011	0
Stirling Range National Park	2016	0
Chittering	2006	61.7
Chittering	2011	60.9
Chittering	2016	57.3
Cunderdin	2006	56.6
Cunderdin	2011	53.7
Cunderdin	2016	49.3
Dowerin	2006	65.5
Dowerin	2011	60.6
Dowerin	2016	56.8
Gingin - Dandaragan	2006	52.2
Gingin - Dandaragan	2011	53.7
Gingin - Dandaragan	2016	51.1
Merredin	2006	62.2
Merredin	2011	61.1
Merredin	2016	56.3
Moora	2006	67.5
Moora	2011	67.3
Moora	2016	61
Mukinbudin	2006	68.7
Mukinbudin	2011	67.4
Mukinbudin	2016	59.3
Northam	2006	52.9
Northam	2011	54.1
Northam	2016	48.1
Toodyay	2006	53.5
Toodyay	2011	52.8
Toodyay	2016	48.9
York - Beverley	2006	52.4
York - Beverley	2011	50.9
York - Beverley	2016	46.4
Brookton	2006	58.8
Brookton	2011	57.3
Brookton	2016	51
Kulin	2006	74.6
Kulin	2011	70.5
Kulin	2016	66.6
Murray	2006	60.6
Murray	2011	62
Murray	2016	57.4
Narrogin	2006	57
Narrogin	2011	55.1
Narrogin	2016	50.6
Wagin	2006	64.7
Wagin	2011	63.1
Wagin	2016	55.9
Broome	2006	60.5
Broome	2011	64.5
Broome	2016	63.2
Derby - West Kimberley	2006	60.8
Derby - West Kimberley	2011	40.1
Derby - West Kimberley	2016	40.5
Halls Creek	2006	46.9
Halls Creek	2011	40.1
Halls Creek	2016	29.4
Kununurra	2006	61.7
Kununurra	2011	63.5
Kununurra	2016	58.7
Roebuck	2006	57.4
Roebuck	2011	46.7
Roebuck	2016	37.7
East Pilbara	2006	50.7
East Pilbara	2011	64.4
East Pilbara	2016	62.2
Newman	2006	71.3
Newman	2011	69.9
Newman	2016	68.3
Port Hedland	2006	69.9
Port Hedland	2011	66.5
Port Hedland	2016	71
South Hedland	2006	49.9
South Hedland	2011	62.3
South Hedland	2016	61.4
Ashburton (WA)	2006	72.8
Ashburton (WA)	2011	73.5
Ashburton (WA)	2016	73.5
Karratha	2006	69.4
Karratha	2011	68.5
Karratha	2016	68.8
Roebourne	2006	60.3
Roebourne	2011	58.5
Roebourne	2016	59.3
Esperance	2006	59.9
Esperance	2011	59.3
Esperance	2016	55.9
Esperance Region	2006	71.4
Esperance Region	2011	67.1
Esperance Region	2016	57.1
Carnarvon	2006	59.5
Carnarvon	2011	56.7
Carnarvon	2016	52.2
Exmouth	2006	65.1
Exmouth	2011	63.2
Exmouth	2016	61.2
Boulder	2006	63.7
Boulder	2011	61.4
Boulder	2016	58.1
Kalgoorlie	2006	64
Kalgoorlie	2011	65.6
Kalgoorlie	2016	63.9
Kalgoorlie - North	2006	69.4
Kalgoorlie - North	2011	70.4
Kalgoorlie - North	2016	69.9
Kalgoorlie Airport	2006	0
Kalgoorlie Airport	2011	0
Kalgoorlie Airport	2016	0
Kambalda - Coolgardie - Norseman	2006	60.9
Kambalda - Coolgardie - Norseman	2011	60.2
Kambalda - Coolgardie - Norseman	2016	52.8
Leinster - Leonora	2006	67.5
Leinster - Leonora	2011	58.2
Leinster - Leonora	2016	46.5
Trafalgar (WA)	2006	0
Trafalgar (WA)	2011	0
Trafalgar (WA)	2016	0
Geraldton	2006	49.9
Geraldton	2011	52.4
Geraldton	2016	46.4
Geraldton - East	2006	53
Geraldton - East	2011	55.6
Geraldton - East	2016	50.8
Geraldton - North	2006	60.3
Geraldton - North	2011	64.8
Geraldton - North	2016	60.3
Geraldton - South	2006	67.7
Geraldton - South	2011	69.4
Geraldton - South	2016	63.6
Irwin	2006	51.3
Irwin	2011	53.8
Irwin	2016	47.1
Meekatharra	2006	57.2
Meekatharra	2011	59.3
Meekatharra	2016	51
Morawa	2006	63.3
Morawa	2011	62.7
Morawa	2016	57
Northampton - Mullewa - Greenough	2006	58.7
Northampton - Mullewa - Greenough	2011	57.4
Northampton - Mullewa - Greenough	2016	52.4
Migratory - Offshore - Shipping (WA)	2006	88.5
Migratory - Offshore - Shipping (WA)	2011	79.9
Migratory - Offshore - Shipping (WA)	2016	78.8
No usual address (WA)	2006	40.8
No usual address (WA)	2011	38.8
No usual address (WA)	2016	31.8
Bridgewater - Gagebrook	2006	37.4
Bridgewater - Gagebrook	2011	37.2
Bridgewater - Gagebrook	2016	36.1
Brighton - Pontville	2006	61.5
Brighton - Pontville	2011	64.9
Brighton - Pontville	2016	63.5
Old Beach - Otago	2006	67.3
Old Beach - Otago	2011	68
Old Beach - Otago	2016	65.1
Bellerive - Rosny	2006	54.1
Bellerive - Rosny	2011	53.7
Bellerive - Rosny	2016	53.1
Cambridge	2006	67.5
Cambridge	2011	67.4
Cambridge	2016	65
Geilston Bay - Risdon	2006	61.9
Geilston Bay - Risdon	2011	62.2
Geilston Bay - Risdon	2016	61.6
Howrah - Tranmere	2006	55.6
Howrah - Tranmere	2011	57.8
Howrah - Tranmere	2016	56.5
Lindisfarne - Rose Bay	2006	53.5
Lindisfarne - Rose Bay	2011	55.2
Lindisfarne - Rose Bay	2016	50.8
Mornington - Warrane	2006	45.4
Mornington - Warrane	2011	46.9
Mornington - Warrane	2016	47.6
Risdon Vale	2006	36.2
Risdon Vale	2011	37.9
Risdon Vale	2016	36
Rokeby	2006	44.9
Rokeby	2011	48.9
Rokeby	2016	49.7
South Arm	2006	67.2
South Arm	2011	66
South Arm	2016	62
Austins Ferry - Granton	2006	63.1
Austins Ferry - Granton	2011	64
Austins Ferry - Granton	2016	61.7
Berriedale - Chigwell	2006	49.8
Berriedale - Chigwell	2011	51.9
Berriedale - Chigwell	2016	51.8
Claremont (Tas.)	2006	49.4
Claremont (Tas.)	2011	52.1
Claremont (Tas.)	2016	50.9
Derwent Park - Lutana	2006	51.1
Derwent Park - Lutana	2011	53.1
Derwent Park - Lutana	2016	52.2
Glenorchy	2006	47.2
Glenorchy	2011	47.5
Glenorchy	2016	45
Montrose - Rosetta	2006	50.9
Montrose - Rosetta	2011	53.2
Montrose - Rosetta	2016	51.3
Moonah	2006	52.7
Moonah	2011	54.2
Moonah	2016	51.4
New Norfolk	2006	45.6
New Norfolk	2011	47.5
New Norfolk	2016	46
West Moonah	2006	55.2
West Moonah	2011	56.2
West Moonah	2016	54
Kingston - Huntingfield	2006	59.3
Kingston - Huntingfield	2011	59.4
Kingston - Huntingfield	2016	56.6
Kingston Beach - Blackmans Bay	2006	60.7
Kingston Beach - Blackmans Bay	2011	61.3
Kingston Beach - Blackmans Bay	2016	57.6
Margate - Snug	2006	61.2
Margate - Snug	2011	63.1
Margate - Snug	2016	61.9
Mount Wellington	2006	0
Mount Wellington	2011	0
Mount Wellington	2016	0
Taroona - Bonnet Hill	2006	58.4
Taroona - Bonnet Hill	2011	58.8
Taroona - Bonnet Hill	2016	55.1
Hobart	2006	58.2
Hobart	2011	59.6
Hobart	2016	54.6
Lenah Valley - Mount Stuart	2006	63.2
Lenah Valley - Mount Stuart	2011	65
Lenah Valley - Mount Stuart	2016	62.5
Mount Nelson - Dynnyrne	2006	62.9
Mount Nelson - Dynnyrne	2011	58.7
Mount Nelson - Dynnyrne	2016	54.2
New Town	2006	54.8
New Town	2011	55.2
New Town	2016	53.7
Sandy Bay	2006	52.2
Sandy Bay	2011	52.4
Sandy Bay	2016	51
South Hobart - Fern Tree	2006	59.5
South Hobart - Fern Tree	2011	60.1
South Hobart - Fern Tree	2016	57.2
West Hobart	2006	65.1
West Hobart	2011	65.7
West Hobart	2016	63.3
Dodges Ferry - Lewisham	2006	54.8
Dodges Ferry - Lewisham	2011	55.8
Dodges Ferry - Lewisham	2016	53.2
Sorell - Richmond	2006	56.8
Sorell - Richmond	2011	57.7
Sorell - Richmond	2016	55.3
Invermay	2006	49.5
Invermay	2011	50.1
Invermay	2016	47.4
Kings Meadows - Punchbowl	2006	49.6
Kings Meadows - Punchbowl	2011	52.3
Kings Meadows - Punchbowl	2016	51.2
Launceston	2006	60.6
Launceston	2011	62.3
Launceston	2016	55.8
Legana	2006	58.9
Legana	2011	60.6
Legana	2016	57.2
Mowbray	2006	44.4
Mowbray	2011	44.6
Mowbray	2016	42.2
Newnham - Mayfield	2006	47.7
Newnham - Mayfield	2011	45.7
Newnham - Mayfield	2016	43.6
Newstead	2006	52.5
Newstead	2011	54.2
Newstead	2016	51.5
Norwood (Tas.)	2006	53.8
Norwood (Tas.)	2011	54.7
Norwood (Tas.)	2016	52.3
Prospect Vale - Blackstone	2006	59.8
Prospect Vale - Blackstone	2011	58.9
Prospect Vale - Blackstone	2016	55.5
Ravenswood	2006	40.9
Ravenswood	2011	38.6
Ravenswood	2016	37.4
Riverside	2006	58
Riverside	2011	59.8
Riverside	2016	56.4
South Launceston	2006	54
South Launceston	2011	59.1
South Launceston	2016	52.5
Summerhill - Prospect	2006	58.6
Summerhill - Prospect	2011	57.9
Summerhill - Prospect	2016	56.9
Trevallyn	2006	64
