SA4_NAME16	Year	Age	FOE	adults
Queensland - Outback	2011	20-24	Mixed field programmes	8
Queensland - Outback	2011	20-24	Natural and physical sciences	29
Queensland - Outback	2011	20-24	Society and culture	180
Queensland - Outback	2011	25-34	Agriculture environmental and related studies	361
Queensland - Outback	2011	25-34	Architecture and building	397
Queensland - Outback	2011	25-34	Creative arts	117
Queensland - Outback	2011	25-34	Education	713
Queensland - Outback	2011	25-34	Engineering and related technologies	1392
Queensland - Outback	2011	25-34	Field of study not stated	1992
Queensland - Outback	2011	25-34	Food hospitality and personal services	395
Queensland - Outback	2011	25-34	Health	495
Queensland - Outback	2011	25-34	Information technology	83
Queensland - Outback	2011	25-34	Management and commerce	891
Queensland - Outback	2011	25-34	Mixed field programmes	9
Queensland - Outback	2011	25-34	Natural and physical sciences	149
Queensland - Outback	2011	25-34	Society and culture	619
Queensland - Outback	2011	35-44	Agriculture environmental and related studies	334
Queensland - Outback	2011	35-44	Architecture and building	379
Queensland - Outback	2011	35-44	Creative arts	78
Queensland - Outback	2011	35-44	Education	503
Queensland - Outback	2011	35-44	Engineering and related technologies	1260
Queensland - Outback	2011	35-44	Field of study not stated	1791
Queensland - Outback	2011	35-44	Food hospitality and personal services	349
Queensland - Outback	2011	35-44	Health	554
Queensland - Outback	2011	35-44	Information technology	38
Queensland - Outback	2011	35-44	Management and commerce	767
Queensland - Outback	2011	35-44	Mixed field programmes	4
Queensland - Outback	2011	35-44	Natural and physical sciences	99
Queensland - Outback	2011	35-44	Society and culture	496
Queensland - Outback	2011	45-54	Agriculture environmental and related studies	262
Queensland - Outback	2011	45-54	Architecture and building	323
Queensland - Outback	2011	45-54	Creative arts	56
Queensland - Outback	2011	45-54	Education	458
Queensland - Outback	2011	45-54	Engineering and related technologies	1154
Queensland - Outback	2011	45-54	Field of study not stated	1543
Queensland - Outback	2011	45-54	Food hospitality and personal services	218
Queensland - Outback	2011	45-54	Health	587
Queensland - Outback	2011	45-54	Information technology	29
Queensland - Outback	2011	45-54	Management and commerce	609
Queensland - Outback	2011	45-54	Mixed field programmes	7
Queensland - Outback	2011	45-54	Natural and physical sciences	62
Queensland - Outback	2011	45-54	Society and culture	418
Queensland - Outback	2011	55-64	Agriculture environmental and related studies	129
Queensland - Outback	2011	55-64	Architecture and building	284
Queensland - Outback	2011	55-64	Creative arts	31
Queensland - Outback	2011	55-64	Education	305
Queensland - Outback	2011	55-64	Engineering and related technologies	797
Queensland - Outback	2011	55-64	Field of study not stated	1153
Queensland - Outback	2011	55-64	Food hospitality and personal services	138
Queensland - Outback	2011	55-64	Health	417
Queensland - Outback	2011	55-64	Information technology	23
Queensland - Outback	2011	55-64	Management and commerce	288
Queensland - Outback	2011	55-64	Mixed field programmes	7
Queensland - Outback	2011	55-64	Natural and physical sciences	40
Queensland - Outback	2011	55-64	Society and culture	263
Queensland - Outback	2011	65-74	Agriculture environmental and related studies	51
Queensland - Outback	2011	65-74	Architecture and building	126
Queensland - Outback	2011	65-74	Creative arts	15
Queensland - Outback	2011	65-74	Education	94
Queensland - Outback	2011	65-74	Engineering and related technologies	321
Queensland - Outback	2011	65-74	Field of study not stated	759
Queensland - Outback	2011	65-74	Food hospitality and personal services	36
Queensland - Outback	2011	65-74	Health	144
Queensland - Outback	2011	65-74	Information technology	3
Queensland - Outback	2011	65-74	Management and commerce	81
Queensland - Outback	2011	65-74	Mixed field programmes	3
Queensland - Outback	2011	65-74	Natural and physical sciences	16
Queensland - Outback	2011	65-74	Society and culture	83
Queensland - Outback	2011	75-84	Agriculture environmental and related studies	15
Queensland - Outback	2011	75-84	Architecture and building	42
Queensland - Outback	2011	75-84	Creative arts	7
Queensland - Outback	2011	75-84	Education	29
Queensland - Outback	2011	75-84	Engineering and related technologies	77
Queensland - Outback	2011	75-84	Field of study not stated	463
Queensland - Outback	2011	75-84	Food hospitality and personal services	13
Queensland - Outback	2011	75-84	Health	35
Queensland - Outback	2011	75-84	Information technology	0
Queensland - Outback	2011	75-84	Management and commerce	23
Queensland - Outback	2011	75-84	Mixed field programmes	0
Queensland - Outback	2011	75-84	Natural and physical sciences	3
Queensland - Outback	2011	75-84	Society and culture	18
Queensland - Outback	2011	85+	Agriculture environmental and related studies	3
Queensland - Outback	2011	85+	Architecture and building	3
Queensland - Outback	2011	85+	Creative arts	0
Queensland - Outback	2011	85+	Education	9
Queensland - Outback	2011	85+	Engineering and related technologies	18
Queensland - Outback	2011	85+	Field of study not stated	125
Queensland - Outback	2011	85+	Food hospitality and personal services	0
Queensland - Outback	2011	85+	Health	12
Queensland - Outback	2011	85+	Information technology	0
Queensland - Outback	2011	85+	Management and commerce	0
Queensland - Outback	2011	85+	Mixed field programmes	0
Queensland - Outback	2011	85+	Natural and physical sciences	0
Queensland - Outback	2011	85+	Society and culture	8
Queensland - Outback	2016	15-19	Agriculture environmental and related studies	69
Queensland - Outback	2016	15-19	Architecture and building	50
Queensland - Outback	2016	15-19	Creative arts	6
Queensland - Outback	2016	15-19	Education	21
Queensland - Outback	2016	15-19	Engineering and related technologies	70
Queensland - Outback	2016	15-19	Field of study not stated	970
Queensland - Outback	2016	15-19	Food hospitality and personal services	69
Queensland - Outback	2016	15-19	Health	26
Queensland - Outback	2016	15-19	Information technology	14
Queensland - Outback	2016	15-19	Management and commerce	94
Queensland - Outback	2016	15-19	Mixed field programmes	9
Queensland - Outback	2016	15-19	Natural and physical sciences	3
Queensland - Outback	2016	15-19	Society and culture	59
Queensland - Outback	2016	20-24	Agriculture environmental and related studies	151
Queensland - Outback	2016	20-24	Architecture and building	160
Queensland - Outback	2016	20-24	Creative arts	49
Queensland - Outback	2016	20-24	Education	215
Queensland - Outback	2016	20-24	Engineering and related technologies	483
Queensland - Outback	2016	20-24	Field of study not stated	1048
Queensland - Outback	2016	20-24	Food hospitality and personal services	151
Queensland - Outback	2016	20-24	Health	168
Queensland - Outback	2016	20-24	Information technology	24
Queensland - Outback	2016	20-24	Management and commerce	297
Queensland - Outback	2016	20-24	Mixed field programmes	7
Queensland - Outback	2016	20-24	Natural and physical sciences	26
Queensland - Outback	2016	20-24	Society and culture	236
Queensland - Outback	2016	25-34	Agriculture environmental and related studies	337
Queensland - Outback	2016	25-34	Architecture and building	460
Queensland - Outback	2016	25-34	Creative arts	115
Queensland - Outback	2016	25-34	Education	699
Queensland - Outback	2016	25-34	Engineering and related technologies	1484
Queensland - Outback	2016	25-34	Field of study not stated	2119
Queensland - Outback	2016	25-34	Food hospitality and personal services	392
Queensland - Outback	2016	25-34	Health	548
Queensland - Outback	2016	25-34	Information technology	56
Queensland - Outback	2016	25-34	Management and commerce	967
Queensland - Outback	2016	25-34	Mixed field programmes	13
Queensland - Outback	2016	25-34	Natural and physical sciences	122
Queensland - Outback	2016	25-34	Society and culture	633
Queensland - Outback	2016	35-44	Agriculture environmental and related studies	296
Queensland - Outback	2016	35-44	Architecture and building	417
Queensland - Outback	2016	35-44	Creative arts	93
Queensland - Outback	2016	35-44	Education	559
Queensland - Outback	2016	35-44	Engineering and related technologies	1247
Queensland - Outback	2016	35-44	Field of study not stated	1573
Queensland - Outback	2016	35-44	Food hospitality and personal services	302
Queensland - Outback	2016	35-44	Health	495
Queensland - Outback	2016	35-44	Information technology	45
Queensland - Outback	2016	35-44	Management and commerce	793
Queensland - Outback	2016	35-44	Mixed field programmes	9
Queensland - Outback	2016	35-44	Natural and physical sciences	96
Queensland - Outback	2016	35-44	Society and culture	503
Queensland - Outback	2016	45-54	Agriculture environmental and related studies	268
Queensland - Outback	2016	45-54	Architecture and building	306
Queensland - Outback	2016	45-54	Creative arts	56
Queensland - Outback	2016	45-54	Education	468
Queensland - Outback	2016	45-54	Engineering and related technologies	1172
Queensland - Outback	2016	45-54	Field of study not stated	1567
Queensland - Outback	2016	45-54	Food hospitality and personal services	251
Queensland - Outback	2016	45-54	Health	570
Queensland - Outback	2016	45-54	Information technology	24
Queensland - Outback	2016	45-54	Management and commerce	702
Queensland - Outback	2016	45-54	Mixed field programmes	19
Queensland - Outback	2016	45-54	Natural and physical sciences	69
Queensland - Outback	2016	45-54	Society and culture	508
Queensland - Outback	2016	55-64	Agriculture environmental and related studies	201
Queensland - Outback	2016	55-64	Architecture and building	308
Queensland - Outback	2016	55-64	Creative arts	42
Queensland - Outback	2016	55-64	Education	379
Queensland - Outback	2016	55-64	Engineering and related technologies	909
Queensland - Outback	2016	55-64	Field of study not stated	1375
Queensland - Outback	2016	55-64	Food hospitality and personal services	149
Queensland - Outback	2016	55-64	Health	547
Queensland - Outback	2016	55-64	Information technology	20
Queensland - Outback	2016	55-64	Management and commerce	436
Queensland - Outback	2016	55-64	Mixed field programmes	13
Queensland - Outback	2016	55-64	Natural and physical sciences	39
Queensland - Outback	2016	55-64	Society and culture	361
Queensland - Outback	2016	65-74	Agriculture environmental and related studies	55
Queensland - Outback	2016	65-74	Architecture and building	167
Queensland - Outback	2016	65-74	Creative arts	21
Queensland - Outback	2016	65-74	Education	124
Queensland - Outback	2016	65-74	Engineering and related technologies	462
Queensland - Outback	2016	65-74	Field of study not stated	911
Queensland - Outback	2016	65-74	Food hospitality and personal services	83
Queensland - Outback	2016	65-74	Health	182
Queensland - Outback	2016	65-74	Information technology	10
Queensland - Outback	2016	65-74	Management and commerce	117
Queensland - Outback	2016	65-74	Mixed field programmes	11
Queensland - Outback	2016	65-74	Natural and physical sciences	27
Queensland - Outback	2016	65-74	Society and culture	128
Queensland - Outback	2016	75-84	Agriculture environmental and related studies	24
Queensland - Outback	2016	75-84	Architecture and building	48
Queensland - Outback	2016	75-84	Creative arts	12
Queensland - Outback	2016	75-84	Education	40
Queensland - Outback	2016	75-84	Engineering and related technologies	136
Queensland - Outback	2016	75-84	Field of study not stated	395
Queensland - Outback	2016	75-84	Food hospitality and personal services	13
Queensland - Outback	2016	75-84	Health	58
Queensland - Outback	2016	75-84	Information technology	0
Queensland - Outback	2016	75-84	Management and commerce	28
Queensland - Outback	2016	75-84	Mixed field programmes	7
Queensland - Outback	2016	75-84	Natural and physical sciences	7
Queensland - Outback	2016	75-84	Society and culture	28
Queensland - Outback	2016	85+	Agriculture environmental and related studies	7
Queensland - Outback	2016	85+	Architecture and building	7
Queensland - Outback	2016	85+	Creative arts	3
Queensland - Outback	2016	85+	Education	13
Queensland - Outback	2016	85+	Engineering and related technologies	19
Queensland - Outback	2016	85+	Field of study not stated	142
Queensland - Outback	2016	85+	Food hospitality and personal services	3
Queensland - Outback	2016	85+	Health	13
Queensland - Outback	2016	85+	Information technology	0
Queensland - Outback	2016	85+	Management and commerce	10
Queensland - Outback	2016	85+	Mixed field programmes	0
Queensland - Outback	2016	85+	Natural and physical sciences	0
Queensland - Outback	2016	85+	Society and culture	3
Sunshine Coast	2006	15-19	Agriculture environmental and related studies	55
Sunshine Coast	2006	15-19	Architecture and building	97
Sunshine Coast	2006	15-19	Creative arts	72
Sunshine Coast	2006	15-19	Education	26
Sunshine Coast	2006	15-19	Engineering and related technologies	137
Sunshine Coast	2006	15-19	Field of study not stated	2246
Sunshine Coast	2006	15-19	Food hospitality and personal services	357
Sunshine Coast	2006	15-19	Health	26
Sunshine Coast	2006	15-19	Information technology	75
Sunshine Coast	2006	15-19	Management and commerce	388
Sunshine Coast	2006	15-19	Mixed field programmes	21
Sunshine Coast	2006	15-19	Natural and physical sciences	4
